Ref,x,y,Connectivity,Point First Moment,Point Second Moment
1572918,1.6000000,6.9600000,58.0000000,13.1404486,4.3056002
1572919,1.6000000,7.0000000,33.0000000,4.7784972,0.9312000
1572920,1.6000000,7.0400000,88.0000000,20.5905571,6.1631999
1572921,1.6000000,7.0800000,90.0000000,19.8023701,5.8304000
1572922,1.6000000,7.1200000,132.0000000,44.5002899,22.9568005
1572923,1.6000000,7.1600000,126.0000000,40.5863762,20.0415993
1572924,1.6000000,7.2000000,93.0000000,20.6319180,6.0528002
1572925,1.6000000,7.2400000,89.0000000,20.7966919,6.2463999
1572927,1.6000000,7.3200000,74.0000000,14.8379631,3.6256001
1572928,1.6000000,7.3600000,72.0000000,12.6869259,2.7855999
1572929,1.6000000,7.4000000,71.0000000,11.7177229,2.4576001
1572930,1.6000000,7.4400000,72.0000000,12.0061674,2.5408001
1572931,1.6000000,7.4800000,73.0000000,13.1121321,2.9663999
1572932,1.6000000,7.5200000,72.0000000,13.9894352,3.2639999
1572934,1.6000000,7.6000000,72.0000000,14.7272949,3.7200000
1572935,1.6000000,7.6400000,100.0000000,33.3230782,17.9440002
1572936,1.6000000,7.6800000,107.0000000,36.6071930,20.0128002
1572937,1.6000000,7.7200000,93.0000000,27.0043659,12.6479998
1572938,1.6000000,7.7600000,74.0000000,15.6345453,4.1343999
1638405,1.6400000,5.0000000,104.0000000,30.2289734,10.8095999
1638406,1.6400000,5.0400000,104.0000000,27.3052025,9.0383997
1638407,1.6400000,5.0800000,111.0000000,28.0365486,9.1552000
1638408,1.6400000,5.1200000,111.0000000,25.9562340,7.8720002
1638409,1.6400000,5.1600000,132.0000000,36.3464928,14.7679996
1638410,1.6400000,5.2000000,179.0000000,60.9486427,29.4591999
1638411,1.6400000,5.2400000,156.0000000,47.0173302,20.6368008
1638412,1.6400000,5.2800000,113.0000000,25.1706448,7.4159999
1638413,1.6400000,5.3200000,110.0000000,25.8700008,7.9439998
1638414,1.6400000,5.3600000,108.0000000,26.8794670,8.6927996
1638415,1.6400000,5.4000000,106.0000000,28.6282387,9.9055996
1638416,1.6400000,5.4400000,105.0000000,31.1021957,11.4848003
1638427,1.6400000,5.8800000,94.0000000,23.9924946,8.4432001
1638428,1.6400000,5.9200000,125.0000000,43.1387978,23.3423996
1638429,1.6400000,5.9600000,253.0000000,307.8903198,652.4176025
1638430,1.6400000,6.0000000,278.0000000,352.7585449,760.0064087
1638431,1.6400000,6.0400000,104.0000000,29.4076805,12.7567997
1638432,1.6400000,6.0800000,81.0000000,18.0450516,5.4768000
1638444,1.6400000,6.5600000,144.0000000,57.9987717,32.8367996
1638445,1.6400000,6.6000000,266.0000000,227.0422363,336.6624146
1638446,1.6400000,6.6400000,314.0000000,341.9435425,663.0496216
1638447,1.6400000,6.6800000,333.0000000,380.2696533,746.0576172
1638448,1.6400000,6.7200000,307.0000000,322.7146301,608.4896240
1638449,1.6400000,6.7600000,273.0000000,236.9534302,361.0415955
1638450,1.6400000,6.8000000,133.0000000,50.1037788,27.8672009
1638451,1.6400000,6.8400000,104.0000000,31.7126617,13.0480003
1638452,1.6400000,6.8800000,31.0000000,4.7147136,0.9888000
1638453,1.6400000,6.9200000,46.0000000,8.7453232,2.4096000
1638454,1.6400000,6.9600000,59.0000000,12.9484968,3.9807999
1638455,1.6400000,7.0000000,30.0000000,4.3493905,0.8672000
1638456,1.6400000,7.0400000,91.0000000,20.7925816,6.0288000
1638457,1.6400000,7.0800000,91.0000000,19.3050900,5.4496002
1638458,1.6400000,7.1200000,131.0000000,44.1786270,23.6368008
1638459,1.6400000,7.1600000,125.0000000,39.7648087,20.0496006
1638460,1.6400000,7.2000000,93.0000000,19.7604465,5.5423999
1638461,1.6400000,7.2400000,89.0000000,19.7330017,5.5215998
1638463,1.6400000,7.3200000,73.0000000,13.5554838,2.9935999
1638464,1.6400000,7.3600000,74.0000000,12.4933977,2.5792000
1638465,1.6400000,7.4000000,72.0000000,11.0321426,2.0511999
1638466,1.6400000,7.4400000,73.0000000,11.4238110,2.1984000
1638467,1.6400000,7.4800000,72.0000000,11.7580070,2.3072000
1638468,1.6400000,7.5200000,75.0000000,14.4677334,3.4159999
1638470,1.6400000,7.6000000,72.0000000,14.4809227,3.6719999
1638471,1.6400000,7.6400000,97.0000000,32.1899033,18.1327991
1638472,1.6400000,7.6800000,105.0000000,36.4622688,21.0608006
1638473,1.6400000,7.7200000,95.0000000,29.1515179,15.1135998
1638474,1.6400000,7.7600000,76.0000000,15.9596872,4.2495999
1703941,1.6800000,5.0000000,105.0000000,29.2009983,10.1935997
1703942,1.6800000,5.0400000,107.0000000,27.0452137,8.8079996
1703943,1.6800000,5.0800000,109.0000000,25.1480598,7.5455999
1703944,1.6800000,5.1200000,113.0000000,24.3029289,6.8080001
1703945,1.6800000,5.1600000,153.0000000,46.7363701,22.5776005
1703946,1.6800000,5.2000000,174.0000000,57.1185455,27.3423996
1703947,1.6800000,5.2400000,160.0000000,49.5648384,22.8192005
1703948,1.6800000,5.2800000,114.0000000,23.1277142,6.0447998
1703949,1.6800000,5.3200000,112.0000000,24.1119213,6.7680001
1703950,1.6800000,5.3600000,108.0000000,25.1815567,7.7375998
1703951,1.6800000,5.4000000,105.0000000,26.4108639,8.5872002
1703952,1.6800000,5.4400000,102.0000000,27.6622524,9.3168001
1703963,1.6800000,5.8800000,99.0000000,25.9788513,9.4768000
1703964,1.6800000,5.9200000,123.0000000,39.6862106,19.3967991
1703965,1.6800000,5.9600000,253.0000000,302.3026123,630.6447754
1703966,1.6800000,6.0000000,277.0000000,345.9983521,734.7327881
1703967,1.6800000,6.0400000,104.0000000,28.3482456,11.6176004
1703968,1.6800000,6.0800000,87.0000000,20.5951977,6.8160000
1703980,1.6800000,6.5600000,142.0000000,52.0887413,26.7392006
1703981,1.6800000,6.6000000,272.0000000,220.7643433,315.8335876
1703982,1.6800000,6.6400000,319.0000000,339.3628845,649.5504150
1703983,1.6800000,6.6800000,332.0000000,371.4035645,721.1359863
1703984,1.6800000,6.7200000,310.0000000,321.1333008,604.3648071
1703985,1.6800000,6.7600000,273.0000000,226.1914215,331.9728088
1703986,1.6800000,6.8000000,131.0000000,44.7170181,22.5263996
1703987,1.6800000,6.8400000,101.0000000,27.3311691,9.5696001
1703988,1.6800000,6.8800000,29.0000000,5.1940899,1.2464000
1703989,1.6800000,6.9200000,38.0000000,6.1805968,1.3712000
1703990,1.6800000,6.9600000,63.0000000,13.5615988,3.9424000
1703991,1.6800000,7.0000000,28.0000000,4.8462081,1.1280000
1703992,1.6800000,7.0400000,92.0000000,20.8829346,6.0560002
1703993,1.6800000,7.0800000,96.0000000,20.7970638,5.9583998
1703994,1.6800000,7.1200000,132.0000000,45.5308838,25.5296001
1703995,1.6800000,7.1600000,124.0000000,39.9417496,21.1408005
1703996,1.6800000,7.2000000,99.0000000,23.6335278,8.4560003
1703997,1.6800000,7.2400000,90.0000000,19.8423786,5.5408001
1703999,1.6800000,7.3200000,75.0000000,13.9182606,3.0880001
1704000,1.6800000,7.3600000,74.0000000,12.0240622,2.3408000
1704001,1.6800000,7.4000000,75.0000000,11.3866806,2.0527999
1704002,1.6800000,7.4400000,73.0000000,10.9896326,1.9984000
1704003,1.6800000,7.4800000,75.0000000,12.4801321,2.5488000
1704004,1.6800000,7.5200000,76.0000000,14.2199097,3.1744001
1704006,1.6800000,7.6000000,76.0000000,17.4510479,6.0079999
1704007,1.6800000,7.6400000,94.0000000,31.4448891,18.5296001
1704008,1.6800000,7.6800000,104.0000000,37.4346542,22.9727993
1704009,1.6800000,7.7200000,98.0000000,31.6245785,17.3759995
1704010,1.6800000,7.7600000,77.0000000,16.3663616,4.5232000
1769477,1.7200000,5.0000000,104.0000000,27.8285713,9.3520002
1769478,1.7200000,5.0400000,107.0000000,26.1159210,8.2687998
1769479,1.7200000,5.0800000,109.0000000,23.9095192,6.8368001
1769480,1.7200000,5.1200000,115.0000000,23.9697685,6.4800000
1769481,1.7200000,5.1600000,157.0000000,52.4109802,30.6944008
1769482,1.7200000,5.2000000,172.0000000,56.3045502,27.4288006
1769483,1.7200000,5.2400000,161.0000000,50.0350151,23.5247993
1769484,1.7200000,5.2800000,117.0000000,23.3700981,6.0159998
1769485,1.7200000,5.3200000,111.0000000,22.8003922,6.1040001
1769486,1.7200000,5.3600000,110.0000000,24.5990944,7.2128000
1769487,1.7200000,5.4000000,103.0000000,24.1641808,7.2416000
1769488,1.7200000,5.4400000,101.0000000,26.4505634,8.6176004
1769499,1.7200000,5.8800000,99.0000000,26.2255592,9.7440004
1769500,1.7200000,5.9200000,119.0000000,36.3504715,16.4768009
1769501,1.7200000,5.9600000,253.0000000,296.9804993,609.4735718
1769502,1.7200000,6.0000000,278.0000000,341.3632202,712.5631714
1769503,1.7200000,6.0400000,100.0000000,25.7837353,9.8319998
1769504,1.7200000,6.0800000,89.0000000,21.9013348,7.6575999
1769516,1.7200000,6.5600000,136.0000000,45.5875664,21.0112000
1769517,1.7200000,6.6000000,276.0000000,216.1662140,300.0704041
1769518,1.7200000,6.6400000,320.0000000,331.6920776,625.5664062
1769519,1.7200000,6.6800000,335.0000000,364.7126160,695.8272095
1769520,1.7200000,6.7200000,309.0000000,313.1450806,582.6192017
1769521,1.7200000,6.7600000,274.0000000,218.2539215,310.3280029
1769522,1.7200000,6.8000000,130.0000000,41.2417984,18.6816006
1769523,1.7200000,6.8400000,96.0000000,24.0431290,7.5888000
1769524,1.7200000,6.8800000,32.0000000,6.4472461,1.7728000
1769525,1.7200000,6.9200000,43.0000000,7.6804147,1.8559999
1769526,1.7200000,6.9600000,62.0000000,13.3173027,3.8640001
1769527,1.7200000,7.0000000,32.0000000,6.3409433,1.7040000
1769528,1.7200000,7.0400000,99.0000000,23.8667259,7.3807998
1769529,1.7200000,7.0800000,100.0000000,23.4964981,8.1087999
1769530,1.7200000,7.1200000,134.0000000,46.6094055,26.8448009
1769531,1.7200000,7.1600000,126.0000000,41.5990944,22.9951992
1769532,1.7200000,7.2000000,102.0000000,26.4954834,11.4896002
1769533,1.7200000,7.2400000,90.0000000,19.9428654,5.6431999
1769535,1.7200000,7.3200000,78.0000000,15.0393476,3.5248001
1769536,1.7200000,7.3600000,78.0000000,13.2089319,2.7456000
1769537,1.7200000,7.4000000,78.0000000,12.3989458,2.4128001
1769538,1.7200000,7.4400000,79.0000000,12.4601097,2.3648000
1769539,1.7200000,7.4800000,78.0000000,13.5480318,2.9584000
1769540,1.7200000,7.5200000,80.0000000,15.9011078,3.9119999
1769542,1.7200000,7.6000000,80.0000000,21.2515106,9.5472002
1769543,1.7200000,7.6400000,93.0000000,31.7162285,19.2880001
1769544,1.7200000,7.6800000,106.0000000,39.0496521,24.7791996
1769545,1.7200000,7.7200000,102.0000000,34.5706215,19.8127995
1769546,1.7200000,7.7600000,80.0000000,18.0465775,5.4335999
1835013,1.7600000,5.0000000,101.0000000,26.0516205,8.3039999
1835014,1.7600000,5.0400000,107.0000000,25.6287060,7.8592000
1835015,1.7600000,5.0800000,111.0000000,24.6516094,7.1184001
1835016,1.7600000,5.1200000,121.0000000,27.6109028,9.0112000
1835017,1.7600000,5.1600000,162.0000000,57.6841774,37.9424019
1835018,1.7600000,5.2000000,171.0000000,55.9403000,27.5615997
1835019,1.7600000,5.2400000,159.0000000,49.6833649,23.7952003
1835020,1.7600000,5.2800000,121.0000000,25.3526134,7.0479999
1835021,1.7600000,5.3200000,114.0000000,23.7534828,6.4015999
1835022,1.7600000,5.3600000,105.0000000,22.3976040,6.1664000
1835023,1.7600000,5.4000000,103.0000000,23.9608364,7.0416002
1835024,1.7600000,5.4400000,100.0000000,25.6660500,8.1183996
1835035,1.7600000,5.8800000,96.0000000,25.9415302,10.0576000
1835036,1.7600000,5.9200000,117.0000000,34.9549332,15.2959995
1835037,1.7600000,5.9600000,253.0000000,291.5170288,588.4624023
1835038,1.7600000,6.0000000,281.0000000,339.2444458,694.9343872
1835039,1.7600000,6.0400000,98.0000000,25.7343369,10.1456003
1835040,1.7600000,6.0800000,91.0000000,23.9908333,9.1087999
1835052,1.7600000,6.5600000,124.0000000,37.1764183,14.7503996
1835053,1.7600000,6.6000000,275.0000000,204.9923401,273.1871948
1835054,1.7600000,6.6400000,325.0000000,330.6028137,615.2031860
1835055,1.7600000,6.6800000,340.0000000,358.1330566,670.2927856
1835056,1.7600000,6.7200000,308.0000000,307.3392334,568.3264160
1835057,1.7600000,6.7600000,278.0000000,211.5379486,287.4544067
1835058,1.7600000,6.8000000,122.0000000,36.0627251,15.2720003
1835059,1.7600000,6.8400000,91.0000000,21.8430996,6.4784002
1835060,1.7600000,6.8800000,33.0000000,5.4359469,1.2496001
1835061,1.7600000,6.9200000,46.0000000,9.0090227,2.5552001
1835062,1.7600000,6.9600000,59.0000000,12.7104397,3.8271999
1835063,1.7600000,7.0000000,35.0000000,5.8348846,1.3552001
1835064,1.7600000,7.0400000,97.0000000,23.4698925,7.3104000
1835065,1.7600000,7.0800000,108.0000000,28.3932457,11.2704000
1835066,1.7600000,7.1200000,141.0000000,50.7460861,30.0879993
1835067,1.7600000,7.1600000,132.0000000,44.8605766,25.6079998
1835068,1.7600000,7.2000000,108.0000000,29.9331379,13.9647999
1835069,1.7600000,7.2400000,88.0000000,19.7896004,5.7328000
1835071,1.7600000,7.3200000,80.0000000,16.1590862,3.9935999
1835072,1.7600000,7.3600000,85.0000000,15.9152098,3.8144000
1835073,1.7600000,7.4000000,88.0000000,15.6956167,3.5072000
1835074,1.7600000,7.4400000,90.0000000,16.4251060,3.7872000
1835075,1.7600000,7.4800000,85.0000000,15.9364214,3.8080001
1835076,1.7600000,7.5200000,82.0000000,17.1388474,4.4752002
1835078,1.7600000,7.6000000,82.0000000,24.2840252,12.5279999
1835079,1.7600000,7.6400000,98.0000000,34.5063171,21.6256008
1835080,1.7600000,7.6800000,110.0000000,41.4971542,26.8255997
1835081,1.7600000,7.7200000,106.0000000,38.1046638,22.9120007
1835082,1.7600000,7.7600000,86.0000000,22.4832191,8.5567999
1900549,1.8000000,5.0000000,100.0000000,26.4561005,8.6496000
1900550,1.8000000,5.0400000,102.0000000,23.8985558,6.9679999
1900551,1.8000000,5.0800000,110.0000000,24.6640739,6.9856000
1900552,1.8000000,5.1200000,129.0000000,34.8806686,14.5136003
1900553,1.8000000,5.1600000,161.0000000,56.1455078,34.7439995
1900554,1.8000000,5.2000000,171.0000000,56.4668732,28.1312008
1900555,1.8000000,5.2400000,160.0000000,50.7361755,24.6336002
1900556,1.8000000,5.2800000,127.0000000,29.6189594,9.6831999
1900557,1.8000000,5.3200000,110.0000000,22.7607327,5.9359999
1900558,1.8000000,5.3600000,104.0000000,22.4353218,6.0544000
1900559,1.8000000,5.4000000,101.0000000,23.5899086,6.8319998
1900560,1.8000000,5.4400000,99.0000000,25.7836685,8.1775999
1900571,1.8000000,5.8800000,98.0000000,28.3793068,11.6719999
1900572,1.8000000,5.9200000,110.0000000,31.8846226,13.4399996
1900573,1.8000000,5.9600000,255.0000000,287.2528687,568.5968018
1900574,1.8000000,6.0000000,282.0000000,334.4616699,672.2687988
1900575,1.8000000,6.0400000,99.0000000,27.6949654,11.6719999
1900576,1.8000000,6.0800000,90.0000000,25.7152462,10.8512001
1900588,1.8000000,6.5600000,111.0000000,31.0116959,11.2704000
1900589,1.8000000,6.6000000,277.0000000,199.1766510,257.4863892
1900590,1.8000000,6.6400000,327.0000000,325.6896362,598.8256226
1900591,1.8000000,6.6800000,344.0000000,355.0635376,655.9680176
1900592,1.8000000,6.7200000,313.0000000,301.8270874,547.0607910
1900593,1.8000000,6.7600000,276.0000000,203.6053772,270.9280090
1900594,1.8000000,6.8000000,112.0000000,32.7400398,14.0880003
1900595,1.8000000,6.8400000,88.0000000,22.6894188,7.4496002
1900596,1.8000000,6.8800000,35.0000000,5.2680440,1.0560000
1900597,1.8000000,6.9200000,47.0000000,9.3888960,2.8064001
1900598,1.8000000,6.9600000,58.0000000,12.7439098,4.0496001
1900599,1.8000000,7.0000000,39.0000000,6.6145105,1.5120000
1900600,1.8000000,7.0400000,114.0000000,33.6986046,13.3504000
1900601,1.8000000,7.0800000,128.0000000,40.3368492,18.9967995
1900602,1.8000000,7.1200000,157.0000000,59.2145805,35.3359985
1900603,1.8000000,7.1600000,155.0000000,55.8686981,32.0447998
1900604,1.8000000,7.2000000,138.0000000,41.5406265,19.5536003
1900605,1.8000000,7.2400000,123.0000000,30.4081764,9.7088003
1900606,1.8000000,7.2800000,65.0000000,14.3825140,4.1360002
1900607,1.8000000,7.3200000,109.0000000,23.2323914,6.0000000
1900608,1.8000000,7.3600000,107.0000000,21.7845421,5.4144001
1900609,1.8000000,7.4000000,105.0000000,20.8558273,5.1087999
1900610,1.8000000,7.4400000,105.0000000,20.9370327,5.1728001
1900611,1.8000000,7.4800000,106.0000000,21.7994709,5.5711999
1900612,1.8000000,7.5200000,109.0000000,23.5487156,6.3392000
1900613,1.8000000,7.5600000,59.0000000,13.1682596,4.0128002
1900614,1.8000000,7.6000000,122.0000000,39.8616600,20.7695999
1900615,1.8000000,7.6400000,126.0000000,46.4565773,27.9487991
1900616,1.8000000,7.6800000,132.0000000,53.0495453,34.0320015
1900617,1.8000000,7.7200000,128.0000000,50.9097404,31.1840000
1900618,1.8000000,7.7600000,109.0000000,36.3583374,17.3183994
1966085,1.8400000,5.0000000,99.0000000,26.8506451,8.7040005
1966086,1.8400000,5.0400000,100.0000000,24.4586620,7.2736001
1966087,1.8400000,5.0800000,108.0000000,26.7797775,9.2159996
1966088,1.8400000,5.1200000,127.0000000,35.2660217,14.5696001
1966089,1.8400000,5.1600000,150.0000000,45.6805649,21.3743992
1966090,1.8400000,5.2000000,171.0000000,57.2563286,28.7712002
1966091,1.8400000,5.2400000,163.0000000,53.0831871,26.0415993
1966092,1.8400000,5.2800000,129.0000000,33.7092171,12.8064003
1966093,1.8400000,5.3200000,106.0000000,22.8985367,6.1231999
1966094,1.8400000,5.3600000,102.0000000,22.9277363,6.2960000
1966095,1.8400000,5.4000000,100.0000000,24.6722450,7.4271998
1966096,1.8400000,5.4400000,99.0000000,27.0509968,8.8559999
1966107,1.8400000,5.8800000,97.0000000,30.4706326,13.5824003
1966108,1.8400000,5.9200000,111.0000000,34.3950920,15.3887997
1966109,1.8400000,5.9600000,260.0000000,284.8839722,550.5936279
1966110,1.8400000,6.0000000,285.0000000,331.1653442,651.9904175
1966111,1.8400000,6.0400000,96.0000000,28.8305149,12.9935999
1966112,1.8400000,6.0800000,84.0000000,25.3574219,11.2399998
1966124,1.8400000,6.5600000,94.0000000,27.0032825,10.3920002
1966125,1.8400000,6.6000000,279.0000000,194.3516083,242.7680054
1966126,1.8400000,6.6400000,333.0000000,321.6543579,579.1984253
1966127,1.8400000,6.6800000,350.0000000,350.9241333,635.1295776
1966128,1.8400000,6.7200000,317.0000000,299.1893311,534.9503784
1966129,1.8400000,6.7600000,274.0000000,194.1645813,248.2512054
1966130,1.8400000,6.8000000,93.0000000,28.7278881,13.7807999
1966132,1.8400000,6.8800000,38.0000000,6.2843246,1.4016000
1966133,1.8400000,6.9200000,47.0000000,9.7038107,3.0752001
1966134,1.8400000,6.9600000,58.0000000,13.2964544,4.5167999
1966135,1.8400000,7.0000000,40.0000000,6.6949558,1.4848000
1966136,1.8400000,7.0400000,107.0000000,32.2568016,12.9600000
1966137,1.8400000,7.0800000,125.0000000,42.1650200,21.7423992
1966138,1.8400000,7.1200000,155.0000000,60.2189636,36.9664001
1966139,1.8400000,7.1600000,154.0000000,57.9815979,34.7872009
1966140,1.8400000,7.2000000,135.0000000,43.4884796,22.1168003
1966141,1.8400000,7.2400000,125.0000000,33.0534973,11.2847996
1966142,1.8400000,7.2800000,107.0000000,25.4250431,7.2031999
1966143,1.8400000,7.3200000,110.0000000,24.5447712,6.5872002
1966144,1.8400000,7.3600000,102.0000000,21.5957260,5.6064000
1966145,1.8400000,7.4000000,101.0000000,20.9726543,5.3983998
1966146,1.8400000,7.4400000,101.0000000,21.0915737,5.4896002
1966147,1.8400000,7.4800000,102.0000000,21.9152851,5.8559999
1966148,1.8400000,7.5200000,107.0000000,23.9424248,6.5696001
1966149,1.8400000,7.5600000,103.0000000,25.2401257,7.9456000
1966150,1.8400000,7.6000000,120.0000000,41.7388039,23.4480000
1966151,1.8400000,7.6400000,122.0000000,47.4110336,29.9375992
1966152,1.8400000,7.6800000,127.0000000,53.1633148,35.3087997
1966153,1.8400000,7.7200000,127.0000000,54.3395119,35.6591988
1966154,1.8400000,7.7600000,109.0000000,40.0367737,21.5072002
2031621,1.8800000,5.0000000,98.0000000,28.4774303,9.6543999
2031622,1.8800000,5.0400000,100.0000000,26.4746971,8.2959995
2031623,1.8800000,5.0800000,105.0000000,28.4555740,10.5103998
2031624,1.8800000,5.1200000,121.0000000,37.4762001,17.4304008
2031625,1.8800000,5.1600000,148.0000000,48.2716866,23.4960003
2031626,1.8800000,5.2000000,178.0000000,60.2920685,30.1088009
2031627,1.8800000,5.2400000,161.0000000,52.8607025,25.9951992
2031628,1.8800000,5.2800000,122.0000000,35.2397308,15.0976000
2031629,1.8800000,5.3200000,106.0000000,26.1741257,8.1744003
2031630,1.8800000,5.3600000,100.0000000,24.3962784,7.0799999
2031631,1.8800000,5.4000000,100.0000000,26.6843281,8.4560003
2031632,1.8800000,5.4400000,100.0000000,29.3672981,10.0928001
2031643,1.8800000,5.8800000,85.0000000,28.8232327,13.6719999
2031644,1.8800000,5.9200000,105.0000000,36.0876503,17.7215996
2031645,1.8800000,5.9600000,271.0000000,284.8823853,534.1840210
2031646,1.8800000,6.0000000,291.0000000,331.0328369,636.4351807
2031647,1.8800000,6.0400000,89.0000000,30.7377644,15.7184000
2031648,1.8800000,6.0800000,81.0000000,27.1456165,12.8143997
2031661,1.8800000,6.6000000,276.0000000,184.2035828,215.6080017
2031662,1.8800000,6.6400000,336.0000000,317.6022034,563.8607788
2031663,1.8800000,6.6800000,353.0000000,344.2661438,611.3408203
2031664,1.8800000,6.7200000,320.0000000,295.7607422,521.4415894
2031665,1.8800000,6.7600000,262.0000000,185.7832336,230.2655945
2031668,1.8800000,6.8800000,36.0000000,6.1236434,1.4112000
2031669,1.8800000,6.9200000,46.0000000,9.9162254,3.3504000
2031670,1.8800000,6.9600000,56.0000000,13.3056974,4.8207998
2031671,1.8800000,7.0000000,46.0000000,10.6877460,3.8432000
2031672,1.8800000,7.0400000,96.0000000,28.2370853,10.6815996
2031673,1.8800000,7.0800000,109.0000000,37.4786873,20.3696003
2031674,1.8800000,7.1200000,144.0000000,56.9107018,36.8400002
2031675,1.8800000,7.1600000,139.0000000,54.3349228,34.9183998
2031676,1.8800000,7.2000000,116.0000000,39.9790955,22.5967999
2031677,1.8800000,7.2400000,85.0000000,23.8835411,9.0240002
2031679,1.8800000,7.3200000,82.0000000,20.2043095,6.0511999
2031680,1.8800000,7.3600000,96.0000000,22.5052509,6.4847999
2031681,1.8800000,7.4000000,96.0000000,22.1073990,6.3248000
2031682,1.8800000,7.4400000,95.0000000,21.7126064,6.1855998
2031683,1.8800000,7.4800000,93.0000000,22.2218781,6.5823998
2031684,1.8800000,7.5200000,83.0000000,21.0962601,6.5247998
2031686,1.8800000,7.6000000,94.0000000,37.3657150,24.5599995
2031687,1.8800000,7.6400000,102.0000000,42.2174683,29.1471996
2031688,1.8800000,7.6800000,109.0000000,48.0962944,34.5712013
2031689,1.8800000,7.7200000,112.0000000,50.4252205,35.9776001
2031690,1.8800000,7.7600000,96.0000000,35.5989037,20.0991993
2097162,1.9200000,5.2000000,201.0000000,67.9891663,33.2112007
2097181,1.9200000,5.9600000,281.0000000,284.2742920,518.0416260
2097182,1.9200000,6.0000000,289.0000000,327.1384888,616.2384033
2097197,1.9200000,6.6000000,278.0000000,173.2636261,188.6224060
2097198,1.9200000,6.6400000,338.0000000,311.9616089,543.4832153
2097199,1.9200000,6.6800000,357.0000000,340.1400452,592.1279907
2097200,1.9200000,6.7200000,327.0000000,292.7902222,504.0463867
2097201,1.9200000,6.7600000,270.0000000,177.7174683,208.1056061
2097204,1.9200000,6.8800000,33.0000000,6.2336969,1.6016001
2097205,1.9200000,6.9200000,48.0000000,11.1466932,3.9647999
2097206,1.9200000,6.9600000,59.0000000,15.5416555,6.2416000
2097207,1.9200000,7.0000000,33.0000000,6.6905565,1.8320000
2097208,1.9200000,7.0400000,91.0000000,28.6722412,11.3232002
2097209,1.9200000,7.0800000,101.0000000,37.9286156,21.7919998
2097210,1.9200000,7.1200000,140.0000000,58.0132141,38.7568016
2097211,1.9200000,7.1600000,137.0000000,56.9313393,38.3344002
2097212,1.9200000,7.2000000,101.0000000,41.6430244,27.3216000
2097213,1.9200000,7.2400000,85.0000000,28.0363979,12.4784002
2097215,1.9200000,7.3200000,80.0000000,21.9957504,7.1968002
2097216,1.9200000,7.3600000,79.0000000,20.2017422,6.3456001
2097217,1.9200000,7.4000000,86.0000000,21.8849430,6.8576002
2097218,1.9200000,7.4400000,88.0000000,22.6286602,7.1616001
2097219,1.9200000,7.4800000,82.0000000,21.4206562,6.8927999
2097220,1.9200000,7.5200000,82.0000000,23.0217152,7.7231998
2097222,1.9200000,7.6000000,86.0000000,37.4891853,25.5328007
2097223,1.9200000,7.6400000,98.0000000,44.4144478,32.1024017
2097224,1.9200000,7.6800000,104.0000000,49.4809303,36.6447983
2097225,1.9200000,7.7200000,109.0000000,53.1576958,39.5536003
2097226,1.9200000,7.7600000,95.0000000,39.2399521,24.1200008
2162693,1.9600000,5.0000000,110.0000000,39.9203033,18.7248001
2162694,1.9600000,5.0400000,111.0000000,36.9940224,16.2576008
2162695,1.9600000,5.0800000,113.0000000,35.3614922,14.7919998
2162696,1.9600000,5.1200000,133.0000000,50.7362442,30.2080002
2162697,1.9600000,5.1600000,148.0000000,62.6885414,44.7008018
2162698,1.9600000,5.2000000,205.0000000,72.5988922,37.3344002
2162699,1.9600000,5.2400000,141.0000000,36.2974434,11.6800003
2162700,1.9600000,5.2800000,107.0000000,26.2632370,8.1104002
2162701,1.9600000,5.3200000,102.0000000,25.0072536,7.7136002
2162702,1.9600000,5.3600000,102.0000000,26.6109467,8.7728004
2162703,1.9600000,5.4000000,96.0000000,26.5163097,9.2256002
2162704,1.9600000,5.4400000,91.0000000,27.0692501,9.7840004
2162705,1.9600000,5.4800000,72.0000000,18.9803066,6.2736001
2162706,1.9600000,5.5200000,75.0000000,18.0382023,5.5664001
2162707,1.9600000,5.5600000,75.0000000,16.3648472,4.5696001
2162708,1.9600000,5.6000000,80.0000000,16.9226704,4.4784002
2162709,1.9600000,5.6400000,81.0000000,17.2213326,4.6128001
2162710,1.9600000,5.6800000,85.0000000,19.7269955,5.9632001
2162711,1.9600000,5.7200000,81.0000000,20.3532696,6.9903998
2162712,1.9600000,5.7600000,80.0000000,22.4394970,8.8495998
2162713,1.9600000,5.8000000,83.0000000,26.6781693,11.7391996
2162716,1.9600000,5.9200000,97.0000000,32.5923080,16.1392002
2162717,1.9600000,5.9600000,280.0000000,281.7292786,502.0783997
2162718,1.9600000,6.0000000,296.0000000,324.5483093,597.8784180
2162719,1.9600000,6.0400000,74.0000000,21.1857834,8.3056002
2162722,1.9600000,6.1600000,77.0000000,22.4104805,8.6303997
2162723,1.9600000,6.2000000,77.0000000,20.1624470,7.1184001
2162724,1.9600000,6.2400000,82.0000000,19.8003845,6.3792000
2162725,1.9600000,6.2800000,83.0000000,19.1842251,5.8592000
2162726,1.9600000,6.3200000,81.0000000,17.6178646,4.9424000
2162727,1.9600000,6.3600000,85.0000000,20.3186302,6.5472002
2162728,1.9600000,6.4000000,83.0000000,21.3110046,7.4768000
2162729,1.9600000,6.4400000,72.0000000,17.0182762,5.1343999
