Ref,x,y,Connectivity,Point First Moment,Point Second Moment,Through vision
917523,1.50000000,5.94000000,153.00000000,215.50981140,484.09561157,1978.00000000
917524,1.50000000,6.00000000,152.00000000,215.05285645,483.88681030,1972.00000000
917525,1.50000000,6.06000000,38.00000000,12.52876282,5.77080011,0.00000000
917535,1.50000000,6.66000000,163.00000000,209.72987366,441.30599976,1424.00000000
917539,1.50000000,6.90000000,14.00000000,2.87406325,0.84240001,18.00000000
917540,1.50000000,6.96000000,22.00000000,6.06536961,2.36879992,105.00000000
917542,1.50000000,7.08000000,34.00000000,10.15980434,3.98160005,10.00000000
917543,1.50000000,7.14000000,48.00000000,16.80345726,8.20800018,520.00000000
917544,1.50000000,7.20000000,29.00000000,8.13319016,3.04200006,40.00000000
917546,1.50000000,7.32000000,31.00000000,7.88915539,2.41919994,0.00000000
917547,1.50000000,7.38000000,31.00000000,7.35054255,2.18880010,10.00000000
917548,1.50000000,7.44000000,31.00000000,7.35054255,2.18880010,10.00000000
917549,1.50000000,7.50000000,31.00000000,7.88915539,2.41919994,0.00000000
917551,1.50000000,7.62000000,28.00000000,6.41261530,1.82879996,114.00000000
917552,1.50000000,7.68000000,49.00000000,17.67691803,9.02880001,508.00000000
917553,1.50000000,7.74000000,30.00000000,7.49621105,2.28959990,23.00000000
983042,1.56000000,4.92000000,20.00000000,6.46941090,3.07439995,0.00000000
983043,1.56000000,4.98000000,24.00000000,8.70880127,4.82040024,12.00000000
983044,1.56000000,5.04000000,14.00000000,2.26906943,0.70560002,20.00000000
983045,1.56000000,5.10000000,22.00000000,6.27118969,2.82599998,24.00000000
983046,1.56000000,5.16000000,36.00000000,14.05900002,7.03079987,148.00000000
983047,1.56000000,5.22000000,77.00000000,29.25539017,14.45759964,663.00000000
983058,1.56000000,5.88000000,37.00000000,10.66098309,4.68720007,58.00000000
983059,1.56000000,5.94000000,150.00000000,207.98818970,459.79199219,2200.00000000
983060,1.56000000,6.00000000,150.00000000,207.98818970,459.79199219,2188.00000000
983061,1.56000000,6.06000000,39.00000000,11.40300369,5.07600021,60.00000000
983070,1.56000000,6.60000000,118.00000000,111.87857056,173.26080322,24.00000000
983071,1.56000000,6.66000000,161.00000000,201.50016785,417.50640869,1666.00000000
983072,1.56000000,6.72000000,128.00000000,132.54646301,251.65080261,475.00000000
983073,1.56000000,6.78000000,101.00000000,88.50449371,131.75999451,6.00000000
983075,1.56000000,6.90000000,14.00000000,2.22416210,0.45719999,36.00000000
983076,1.56000000,6.96000000,22.00000000,5.48216295,1.90799999,118.00000000
983078,1.56000000,7.08000000,33.00000000,8.37833405,2.78999996,86.00000000
983079,1.56000000,7.14000000,44.00000000,15.01670361,7.61040020,466.00000000
983080,1.56000000,7.20000000,32.00000000,7.88630533,2.58480000,110.00000000
983082,1.56000000,7.32000000,31.00000000,6.61989212,1.72800004,38.00000000
983083,1.56000000,7.38000000,31.00000000,6.00907755,1.49759996,82.00000000
983084,1.56000000,7.44000000,31.00000000,6.00907755,1.49759996,82.00000000
983085,1.56000000,7.50000000,31.00000000,6.61989212,1.72800004,38.00000000
983087,1.56000000,7.62000000,31.00000000,6.99720001,2.04119992,176.00000000
983088,1.56000000,7.68000000,46.00000000,16.59871864,9.02880001,410.00000000
983089,1.56000000,7.74000000,32.00000000,7.23333836,2.03040004,94.00000000
1048579,1.62000000,4.98000000,43.00000000,12.76930237,4.62599993,0.00000000
1048580,1.62000000,5.04000000,44.00000000,11.46973705,3.70799994,38.00000000
1048581,1.62000000,5.10000000,44.00000000,10.26943111,2.97000003,56.00000000
1048582,1.62000000,5.16000000,52.00000000,14.80063057,6.36479998,242.00000000
1048583,1.62000000,5.22000000,82.00000000,29.67256737,14.90400028,682.00000000
1048584,1.62000000,5.28000000,45.00000000,10.99302673,3.53520012,60.00000000
1048585,1.62000000,5.34000000,43.00000000,10.96288586,3.44519997,38.00000000
1048586,1.62000000,5.40000000,44.00000000,13.06616688,4.66919994,0.00000000
1048594,1.62000000,5.88000000,40.00000000,10.24530983,3.63240004,94.00000000
1048595,1.62000000,5.94000000,149.00000000,201.70578003,436.90679932,2400.00000000
1048596,1.62000000,6.00000000,149.00000000,201.70578003,436.90679932,2386.00000000
1048597,1.62000000,6.06000000,42.00000000,11.16313267,4.10039997,98.00000000
1048605,1.62000000,6.54000000,57.00000000,21.40449142,11.12040043,2.00000000
1048606,1.62000000,6.60000000,120.00000000,104.27836609,154.38960266,284.00000000
1048607,1.62000000,6.66000000,163.00000000,196.79238892,399.26159668,1889.00000000
1048608,1.62000000,6.72000000,127.00000000,128.03866577,240.10920715,683.00000000
1048609,1.62000000,6.78000000,89.00000000,54.54362869,53.87400055,236.00000000
1048610,1.62000000,6.84000000,52.00000000,17.74172401,8.28719997,2.00000000
1048611,1.62000000,6.90000000,13.00000000,2.03580046,0.43560001,34.00000000
1048612,1.62000000,6.96000000,22.00000000,5.06693411,1.58039999,132.00000000
1048614,1.62000000,7.08000000,37.00000000,9.22921181,2.99519992,132.00000000
1048615,1.62000000,7.14000000,42.00000000,13.76646042,7.08120012,423.00000000
1048616,1.62000000,7.20000000,33.00000000,7.78541374,2.46600008,153.00000000
1048618,1.62000000,7.32000000,31.00000000,5.75316334,1.26719999,52.00000000
1048619,1.62000000,7.38000000,31.00000000,5.09770632,1.03680003,138.00000000
1048620,1.62000000,7.44000000,31.00000000,5.09770632,1.03680003,138.00000000
1048621,1.62000000,7.50000000,31.00000000,5.75316334,1.26719999,52.00000000
1048623,1.62000000,7.62000000,35.00000000,9.80389309,4.43520021,198.00000000
1048624,1.62000000,7.68000000,43.00000000,15.81974125,9.44639969,341.00000000
1048625,1.62000000,7.74000000,29.00000000,5.89006758,1.53719997,137.00000000
1114115,1.68000000,4.98000000,42.00000000,11.23085880,3.77999997,16.00000000
1114116,1.68000000,5.04000000,45.00000000,10.47282600,3.12120008,120.00000000
1114117,1.68000000,5.10000000,47.00000000,10.04361343,2.78279996,192.00000000
1114118,1.68000000,5.16000000,67.00000000,21.81713295,11.42640018,366.00000000
1114119,1.68000000,5.22000000,77.00000000,26.49638367,13.31639957,745.00000000
1114120,1.68000000,5.28000000,47.00000000,9.72177887,2.57399988,218.00000000
1114121,1.68000000,5.34000000,44.00000000,10.13286114,2.96639991,124.00000000
1114122,1.68000000,5.40000000,43.00000000,11.50079346,3.81599998,16.00000000
1114130,1.68000000,5.88000000,42.00000000,10.85723400,3.88439989,108.00000000
1114131,1.68000000,5.94000000,149.00000000,196.19885254,415.16281128,2585.00000000
1114132,1.68000000,6.00000000,148.00000000,195.70408630,414.91799927,2570.00000000
1114133,1.68000000,6.06000000,41.00000000,10.62620735,3.92759991,114.00000000
1114141,1.68000000,6.54000000,53.00000000,16.58198738,7.09919977,62.00000000
1114142,1.68000000,6.60000000,122.00000000,96.11505890,131.87159729,496.00000000
1114143,1.68000000,6.66000000,163.00000000,189.97802734,377.69760132,2144.00000000
1114144,1.68000000,6.72000000,130.00000000,125.61449432,229.75559998,894.00000000
1114145,1.68000000,6.78000000,88.00000000,45.97572708,39.66479874,382.00000000
1114146,1.68000000,6.84000000,49.00000000,13.55296230,4.74840021,44.00000000
1114147,1.68000000,6.90000000,11.00000000,2.17131090,0.58319998,24.00000000
1114148,1.68000000,6.96000000,24.00000000,5.44862890,1.65960002,140.00000000
1114150,1.68000000,7.08000000,35.00000000,7.92949247,2.33999991,154.00000000
1114151,1.68000000,7.14000000,44.00000000,14.35346222,7.74359989,396.00000000
1114152,1.68000000,7.20000000,36.00000000,9.61793613,3.95280004,168.00000000
1114154,1.68000000,7.32000000,33.00000000,6.09740686,1.34640002,60.00000000
1114155,1.68000000,7.38000000,31.00000000,4.63852072,0.80640000,170.00000000
1114156,1.68000000,7.44000000,31.00000000,4.63852072,0.80640000,170.00000000
1114157,1.68000000,7.50000000,32.00000000,5.74754953,1.22399998,58.00000000
1114159,1.68000000,7.62000000,37.00000000,11.95798969,6.57359982,192.00000000
1114160,1.68000000,7.68000000,42.00000000,15.82342052,10.10519981,282.00000000
1114161,1.68000000,7.74000000,34.00000000,8.61708927,3.32999992,154.00000000
1179651,1.74000000,4.98000000,43.00000000,11.02025127,3.51360011,20.00000000
1179652,1.74000000,5.04000000,44.00000000,9.66944790,2.74679995,132.00000000
1179653,1.74000000,5.10000000,45.00000000,8.57029629,2.05200005,250.00000000
1179654,1.74000000,5.16000000,67.00000000,22.31793022,13.38840008,404.00000000
1179655,1.74000000,5.22000000,75.00000000,25.25723457,12.74040031,758.00000000
1179656,1.74000000,5.28000000,49.00000000,10.45245647,3.02040005,286.00000000
1179657,1.74000000,5.34000000,45.00000000,9.86935139,2.74679995,154.00000000
1179658,1.74000000,5.40000000,44.00000000,11.51978397,3.77999997,20.00000000
1179666,1.74000000,5.88000000,41.00000000,10.73134041,3.97440004,92.00000000
1179667,1.74000000,5.94000000,149.00000000,190.80114746,394.10998535,2754.00000000
1179668,1.74000000,6.00000000,148.00000000,190.42166138,393.96600342,2738.00000000
1179669,1.74000000,6.06000000,41.00000000,10.73134041,3.97440004,94.00000000
1179677,1.74000000,6.54000000,48.00000000,12.50968266,4.04279995,62.00000000
1179678,1.74000000,6.60000000,124.00000000,92.72105408,123.98040009,676.00000000
1179679,1.74000000,6.66000000,165.00000000,184.31571960,357.37561035,2375.00000000
1179680,1.74000000,6.72000000,129.00000000,122.50496674,223.79760742,1103.00000000
1179681,1.74000000,6.78000000,74.00000000,26.59892464,13.66559982,457.00000000
1179682,1.74000000,6.84000000,47.00000000,12.18200397,3.93840003,38.00000000
1179683,1.74000000,6.90000000,12.00000000,2.25616360,0.59039998,24.00000000
1179684,1.74000000,6.96000000,23.00000000,5.30430460,1.59840000,139.00000000
1179686,1.74000000,7.08000000,40.00000000,10.80293083,4.33799982,152.00000000
1179687,1.74000000,7.14000000,46.00000000,15.56096172,8.89200020,389.00000000
1179688,1.74000000,7.20000000,42.00000000,12.91660881,6.82560015,170.00000000
1179690,1.74000000,7.32000000,35.00000000,6.91121960,1.68480003,60.00000000
1179691,1.74000000,7.38000000,33.00000000,5.30934095,1.04040003,188.00000000
1179692,1.74000000,7.44000000,35.00000000,5.95919800,1.25279999,186.00000000
1179693,1.74000000,7.50000000,34.00000000,6.47441292,1.49399996,58.00000000
1179695,1.74000000,7.62000000,39.00000000,14.29196072,8.75879955,166.00000000
1179696,1.74000000,7.68000000,43.00000000,17.04460144,11.62080002,243.00000000
1179697,1.74000000,7.74000000,38.00000000,11.54130268,5.65199995,137.00000000
1245187,1.80000000,4.98000000,41.00000000,10.30820560,3.13919997,16.00000000
1245188,1.80000000,5.04000000,42.00000000,8.99231243,2.37240005,116.00000000
1245189,1.80000000,5.10000000,47.00000000,10.25655079,3.13560009,226.00000000
1245190,1.80000000,5.16000000,70.00000000,25.70629120,16.97760010,342.00000000
1245191,1.80000000,5.22000000,74.00000000,25.26126289,12.97799969,716.00000000
1245192,1.80000000,5.28000000,55.00000000,14.26229382,5.52960014,258.00000000
1245193,1.80000000,5.34000000,46.00000000,10.40703297,2.93039989,118.00000000
1245194,1.80000000,5.40000000,42.00000000,10.73365307,3.33360004,16.00000000
1245202,1.80000000,5.88000000,41.00000000,11.90673637,4.96439981,56.00000000
1245203,1.80000000,5.94000000,150.00000000,186.36270142,374.46841431,2912.00000000
1245204,1.80000000,6.00000000,149.00000000,186.09437561,374.39639282,2898.00000000
1245205,1.80000000,6.06000000,41.00000000,11.69124603,4.71600008,56.00000000
1245213,1.80000000,6.54000000,48.00000000,13.61632252,4.93200016,8.00000000
1245214,1.80000000,6.60000000,124.00000000,86.71575928,107.72640228,800.00000000
1245215,1.80000000,6.66000000,166.00000000,178.03385925,337.23001099,2614.00000000
1245216,1.80000000,6.72000000,134.00000000,121.12704468,213.79319763,1307.00000000
1245217,1.80000000,6.78000000,66.00000000,20.92218971,9.30599976,404.00000000
1245218,1.80000000,6.84000000,44.00000000,12.05783272,4.21560001,2.00000000
1245219,1.80000000,6.90000000,14.00000000,2.28318667,0.49680001,40.00000000
1245220,1.80000000,6.96000000,24.00000000,5.73784065,1.80719995,128.00000000
1245222,1.80000000,7.08000000,51.00000000,18.12860107,9.68039989,118.00000000
1245223,1.80000000,7.14000000,56.00000000,20.81177139,12.17160034,384.00000000
1245224,1.80000000,7.20000000,54.00000000,17.14590454,8.64719963,214.00000000
1245225,1.80000000,7.26000000,35.00000000,7.68177891,2.13840008,124.00000000
1245226,1.80000000,7.32000000,47.00000000,9.82428265,2.46959996,180.00000000
1245227,1.80000000,7.38000000,46.00000000,9.00217342,2.12400007,256.00000000
1245228,1.80000000,7.44000000,45.00000000,8.67906380,2.01959991,258.00000000
1245229,1.80000000,7.50000000,47.00000000,9.82428265,2.46959996,178.00000000
1245230,1.80000000,7.56000000,27.00000000,6.03242826,1.75680006,126.00000000
1245231,1.80000000,7.62000000,58.00000000,22.16191673,13.30560017,204.00000000
1245232,1.80000000,7.68000000,55.00000000,22.15925789,14.38199997,200.00000000
1245233,1.80000000,7.74000000,51.00000000,20.06054497,11.96640015,104.00000000
1310723,1.86000000,4.98000000,41.00000000,11.21644402,3.59279990,0.00000000
1310724,1.86000000,5.04000000,41.00000000,9.61885166,2.67840004,42.00000000
1310725,1.86000000,5.10000000,52.00000000,15.56948757,7.26840019,68.00000000
1310726,1.86000000,5.16000000,65.00000000,21.32706642,10.78199959,236.00000000
1310727,1.86000000,5.22000000,75.00000000,26.85413742,14.23799992,653.00000000
1310728,1.86000000,5.28000000,57.00000000,17.72822380,8.34480000,98.00000000
1310729,1.86000000,5.34000000,42.00000000,9.93902397,2.80439997,42.00000000
1310730,1.86000000,5.40000000,40.00000000,11.01753616,3.57119989,0.00000000
1310738,1.86000000,5.88000000,38.00000000,12.44776726,5.82840014,0.00000000
1310739,1.86000000,5.94000000,152.00000000,183.07649231,356.43240356,3050.00000000
1310740,1.86000000,6.00000000,152.00000000,182.73074341,356.04721069,3046.00000000
1310741,1.86000000,6.06000000,38.00000000,12.44776726,5.82840014,0.00000000
1310750,1.86000000,6.60000000,129.00000000,86.85881805,104.33879852,876.00000000
1310751,1.86000000,6.66000000,168.00000000,172.79035950,318.66839600,2849.00000000
1310752,1.86000000,6.72000000,138.00000000,121.41205597,210.20039368,1548.00000000
1310753,1.86000000,6.78000000,43.00000000,13.79814625,6.60239983,250.00000000
1310755,1.86000000,6.90000000,16.00000000,2.97577882,0.74879998,38.00000000
1310756,1.86000000,6.96000000,23.00000000,5.78810406,2.00160003,120.00000000
1310758,1.86000000,7.08000000,43.00000000,16.38155937,9.92160034,70.00000000
1310759,1.86000000,7.14000000,53.00000000,20.67310905,12.96360016,351.00000000
1310760,1.86000000,7.20000000,46.00000000,15.83033943,9.02519989,134.00000000
1310762,1.86000000,7.32000000,43.00000000,9.72980309,2.63879991,102.00000000
1310763,1.86000000,7.38000000,41.00000000,8.58577347,2.20679998,141.00000000
1310764,1.86000000,7.44000000,41.00000000,8.69691849,2.27880001,137.00000000
1310765,1.86000000,7.50000000,41.00000000,9.15586376,2.46600008,98.00000000
1310767,1.86000000,7.62000000,49.00000000,20.97358131,14.54759979,122.00000000
1310768,1.86000000,7.68000000,49.00000000,21.62285805,15.36120033,114.00000000
1310769,1.86000000,7.74000000,46.00000000,19.14019012,12.26519966,62.00000000
1376263,1.92000000,5.22000000,86.00000000,31.02104187,16.33679962,656.00000000
1376275,1.92000000,5.94000000,148.00000000,178.12806702,338.47918701,3200.00000000
1376276,1.92000000,6.00000000,152.00000000,179.11033630,338.76361084,3186.00000000
1376286,1.92000000,6.60000000,126.00000000,78.78121948,88.41960144,972.00000000
1376287,1.92000000,6.66000000,171.00000000,168.79885864,301.61160278,3054.00000000
1376288,1.92000000,6.72000000,140.00000000,118.64113617,198.78120422,1741.00000000
1376291,1.92000000,6.90000000,15.00000000,3.58322215,1.20959997,20.00000000
1376292,1.92000000,6.96000000,23.00000000,6.02430487,2.28959990,115.00000000
1376294,1.92000000,7.08000000,38.00000000,15.65627193,10.18799973,0.00000000
1376295,1.92000000,7.14000000,50.00000000,20.25959396,13.69079971,304.00000000
1376296,1.92000000,7.20000000,34.00000000,13.68679237,8.71920013,11.00000000
1376298,1.92000000,7.32000000,35.00000000,9.31701374,2.94840002,0.00000000
1376299,1.92000000,7.38000000,39.00000000,9.77549267,2.98079991,22.00000000
1376300,1.92000000,7.44000000,38.00000000,9.57411194,2.95560002,22.00000000
1376301,1.92000000,7.50000000,35.00000000,9.34003258,2.96639991,0.00000000
1376303,1.92000000,7.62000000,42.00000000,22.23283005,18.04319954,0.00000000
1376304,1.92000000,7.68000000,42.00000000,19.86275482,14.92920017,12.00000000
1376305,1.92000000,7.74000000,41.00000000,18.78079224,13.13640022,0.00000000
1441795,1.98000000,4.98000000,42.00000000,14.81196308,6.96960020,0.00000000
1441796,1.98000000,5.04000000,44.00000000,13.62731171,5.72039986,54.00000000
1441797,1.98000000,5.10000000,48.00000000,14.54861164,6.06960011,88.00000000
1441798,1.98000000,5.16000000,66.00000000,24.75448608,14.82839966,216.00000000
1441799,1.98000000,5.22000000,83.00000000,31.50651169,18.03960037,674.00000000
1441800,1.98000000,5.28000000,46.00000000,11.48596668,3.65759993,98.00000000
1441801,1.98000000,5.34000000,40.00000000,9.96473789,3.15359998,46.00000000
1441802,1.98000000,5.40000000,38.00000000,10.72408485,3.81599998,0.00000000
1441804,1.98000000,5.52000000,27.00000000,6.43180895,2.01959991,0.00000000
1441805,1.98000000,5.58000000,30.00000000,6.74109840,2.09879994,34.00000000
1441806,1.98000000,5.64000000,29.00000000,5.96582651,1.62000000,50.00000000
1441807,1.98000000,5.70000000,30.00000000,6.76076460,2.05920005,40.00000000
1441808,1.98000000,5.76000000,30.00000000,8.48449135,3.43079996,0.00000000
1441810,1.98000000,5.88000000,32.00000000,8.87688637,3.30119991,6.00000000
1441811,1.98000000,5.94000000,156.00000000,176.15983582,322.45919800,3345.00000000
1441812,1.98000000,6.00000000,156.00000000,175.91921997,322.29721069,3348.00000000
1441813,1.98000000,6.06000000,35.00000000,10.02153778,3.76920009,10.00000000
1441815,1.98000000,6.18000000,30.00000000,8.34763336,3.12120008,0.00000000
1441816,1.98000000,6.24000000,33.00000000,8.10123348,2.77559996,40.00000000
1441817,1.98000000,6.30000000,34.00000000,7.55948591,2.23559999,58.00000000
1441818,1.98000000,6.36000000,34.00000000,7.54412270,2.21040010,54.00000000
1441819,1.98000000,6.42000000,32.00000000,8.09907627,2.85479999,34.00000000
1441820,1.98000000,6.48000000,29.00000000,7.70406103,2.69639993,0.00000000
1441821,1.98000000,6.54000000,67.00000000,27.04928780,16.24679947,8.00000000
1441822,1.98000000,6.60000000,130.00000000,78.88943481,85.92120361,1078.00000000
1441823,1.98000000,6.66000000,170.00000000,163.95896912,285.29998779,3225.00000000
1441824,1.98000000,6.72000000,145.00000000,120.13340759,195.79679871,1841.00000000
1441825,1.98000000,6.78000000,100.00000000,50.90814972,40.41360092,246.00000000
1441826,1.98000000,6.84000000,57.00000000,19.41942215,8.27280045,0.00000000
1441827,1.98000000,6.90000000,10.00000000,1.51479220,0.28080001,16.00000000
1441828,1.98000000,6.96000000,35.00000000,10.69612694,4.55039978,102.00000000
1441830,1.98000000,7.08000000,12.00000000,1.60312045,0.24120000,0.00000000
1441831,1.98000000,7.14000000,49.00000000,21.36799431,15.51959991,246.00000000
1441832,1.98000000,7.20000000,14.00000000,2.30347466,0.46439999,9.00000000
1507331,2.04000000,4.98000000,64.00000000,49.22052765,65.67839813,10.00000000
1507332,2.04000000,5.04000000,66.00000000,46.68607330,60.44400024,148.00000000
1507333,2.04000000,5.10000000,71.00000000,42.59395218,48.12839890,304.00000000
1507334,2.04000000,5.16000000,87.00000000,44.42136383,38.54520035,501.00000000
1507335,2.04000000,5.22000000,93.00000000,43.76040268,32.08679962,908.00000000
1507336,2.04000000,5.28000000,64.00000000,20.23125267,9.32759953,552.00000000
1507337,2.04000000,5.34000000,53.00000000,14.86000633,5.50080013,476.00000000
1507338,2.04000000,5.40000000,45.00000000,11.62118816,3.74399996,402.00000000
1507340,2.04000000,5.52000000,55.00000000,28.92257690,26.84519958,372.00000000
1507341,2.04000000,5.58000000,54.00000000,22.71448135,15.35400009,410.00000000
1507342,2.04000000,5.64000000,49.00000000,16.94608688,8.62559986,416.00000000
1507343,2.04000000,5.70000000,44.00000000,13.71907711,6.21719980,384.00000000
1507344,2.04000000,5.76000000,41.00000000,12.95244884,6.13439989,330.00000000
1507346,2.04000000,5.88000000,55.00000000,23.63457489,16.58880043,340.00000000
1507347,2.04000000,5.94000000,180.00000000,185.73577881,315.48239136,3762.00000000
1507348,2.04000000,6.00000000,179.00000000,184.64672852,314.34838867,3734.00000000
1507349,2.04000000,6.06000000,57.00000000,20.97859001,11.90880013,330.00000000
1507351,2.04000000,6.18000000,45.00000000,15.45931244,8.42039967,292.00000000
1507352,2.04000000,6.24000000,47.00000000,15.18959522,7.65360022,366.00000000
1507353,2.04000000,6.30000000,52.00000000,18.21692085,9.61559963,400.00000000
1507354,2.04000000,6.36000000,54.00000000,21.10626221,13.51080036,398.00000000
1507355,2.04000000,6.42000000,56.00000000,24.92705154,19.67040062,356.00000000
1507356,2.04000000,6.48000000,43.00000000,22.82166481,20.68560028,276.00000000
1507357,2.04000000,6.54000000,72.00000000,23.13840485,9.21959972,334.00000000
1507358,2.04000000,6.60000000,138.00000000,73.42202759,63.56880188,1362.00000000
1507359,2.04000000,6.66000000,187.00000000,169.39799500,276.59161377,3595.00000000
1507360,2.04000000,6.72000000,160.00000000,129.36334229,198.54359436,2063.00000000
1507361,2.04000000,6.78000000,128.00000000,69.48452759,56.36880112,487.00000000
1507362,2.04000000,6.84000000,79.00000000,42.98021698,39.79079819,130.00000000
1507363,2.04000000,6.90000000,29.00000000,6.98637676,2.24280000,90.00000000
1507364,2.04000000,6.96000000,40.00000000,11.84813881,4.86359978,122.00000000
1507366,2.04000000,7.08000000,21.00000000,3.65199447,0.90719998,84.00000000
1507367,2.04000000,7.14000000,55.00000000,26.08648491,19.39319992,196.00000000
1507368,2.04000000,7.20000000,28.00000000,9.52555370,5.21640015,36.00000000
1572867,2.10000000,4.98000000,70.00000000,55.21350098,72.55439758,10.00000000
1572868,2.10000000,5.04000000,75.00000000,55.01379776,70.21800232,164.00000000
1572869,2.10000000,5.10000000,80.00000000,54.09947205,65.38680267,340.00000000
1572870,2.10000000,5.16000000,103.00000000,64.16163635,69.05879974,556.00000000
1572871,2.10000000,5.22000000,109.00000000,69.41151428,72.98999786,943.00000000
1572872,2.10000000,5.28000000,90.00000000,51.54648209,53.07120132,681.00000000
1572873,2.10000000,5.34000000,86.00000000,50.14949417,50.67720032,693.00000000
1572874,2.10000000,5.40000000,81.00000000,46.57904434,45.69839859,760.00000000
1572875,2.10000000,5.46000000,85.00000000,46.59689331,42.82920074,812.00000000
1572876,2.10000000,5.52000000,78.00000000,43.31581116,39.02399826,861.00000000
1572877,2.10000000,5.58000000,75.00000000,40.80797195,35.60400009,894.00000000
1572878,2.10000000,5.64000000,74.00000000,40.23936081,34.14239883,908.00000000
1572879,2.10000000,5.70000000,75.00000000,39.68767548,32.04000092,951.00000000
1572880,2.10000000,5.76000000,74.00000000,38.36106110,29.66760063,987.00000000
1572881,2.10000000,5.82000000,79.00000000,38.87387466,28.07279968,1027.00000000
1572882,2.10000000,5.88000000,85.00000000,40.91832352,28.36079979,1072.00000000
1572883,2.10000000,5.94000000,207.00000000,202.10768127,317.51998901,4584.00000000
1572884,2.10000000,6.00000000,209.00000000,202.67135620,317.46240234,4579.00000000
1572885,2.10000000,6.06000000,87.00000000,41.19445419,27.57959938,1127.00000000
1572886,2.10000000,6.12000000,81.00000000,39.05504608,26.93519974,1101.00000000
1572887,2.10000000,6.18000000,78.00000000,38.36098862,27.54719925,1078.00000000
1572888,2.10000000,6.24000000,75.00000000,37.77280426,28.54080009,1058.00000000
1572889,2.10000000,6.30000000,75.00000000,38.39761734,30.17519951,1028.00000000
1572890,2.10000000,6.36000000,75.00000000,39.01264191,31.87800026,1007.00000000
1572891,2.10000000,6.42000000,75.00000000,40.14327621,34.21799850,984.00000000
1572892,2.10000000,6.48000000,88.00000000,46.10868073,38.83319855,954.00000000
1572893,2.10000000,6.54000000,116.00000000,58.53754425,46.72079849,986.00000000
1572894,2.10000000,6.60000000,171.00000000,99.28675842,85.13999939,1927.00000000
1572895,2.10000000,6.66000000,218.00000000,200.75343323,310.68359375,4273.00000000
1572896,2.10000000,6.72000000,187.00000000,156.40666199,228.56039429,2615.00000000
1572897,2.10000000,6.78000000,148.00000000,89.90025330,84.93840027,1005.00000000
1572898,2.10000000,6.84000000,106.00000000,61.41929245,62.66159821,621.00000000
1572899,2.10000000,6.90000000,72.00000000,50.02147293,59.00040054,511.00000000
1572900,2.10000000,6.96000000,79.00000000,56.40970612,66.58200073,441.00000000
1572901,2.10000000,7.02000000,67.00000000,52.23932266,68.25959778,315.00000000
1572902,2.10000000,7.08000000,66.00000000,54.19675827,73.72440338,232.00000000
1572903,2.10000000,7.14000000,89.00000000,75.07875061,95.07240295,180.00000000
1572904,2.10000000,7.20000000,64.00000000,56.66793060,79.78679657,28.00000000
1638403,2.16000000,4.98000000,46.00000000,17.46649742,9.37440014,0.00000000
1638404,2.16000000,5.04000000,47.00000000,15.89360714,7.72200012,62.00000000
1638405,2.16000000,5.10000000,46.00000000,12.79495811,4.89960003,108.00000000
1638406,2.16000000,5.16000000,66.00000000,22.61870003,11.97000027,263.00000000
1638407,2.16000000,5.22000000,88.00000000,41.03830719,30.31200027,598.00000000
1638408,2.16000000,5.28000000,51.00000000,13.07525444,4.29120016,131.00000000
1638409,2.16000000,5.34000000,44.00000000,11.51591301,3.81960011,68.00000000
1638410,2.16000000,5.40000000,40.00000000,11.34249496,4.11479998,6.00000000
1638412,2.16000000,5.52000000,26.00000000,6.32100868,2.03399992,6.00000000
1638413,2.16000000,5.58000000,31.00000000,6.84370184,1.98720002,50.00000000
1638414,2.16000000,5.64000000,33.00000000,7.69993639,2.43720007,74.00000000
1638415,2.16000000,5.70000000,36.00000000,9.92254066,3.93120003,56.00000000
1638416,2.16000000,5.76000000,33.00000000,11.09336281,5.23080015,6.00000000
1638418,2.16000000,5.88000000,36.00000000,11.27644348,4.71239996,2.00000000
1638419,2.16000000,5.94000000,160.00000000,166.98350525,278.64358521,3736.00000000
1638420,2.16000000,6.00000000,161.00000000,166.91928101,278.48159790,3716.00000000
1638421,2.16000000,6.06000000,39.00000000,11.58874130,4.58279991,12.00000000
1638423,2.16000000,6.18000000,30.00000000,8.72218513,3.52080011,0.00000000
1638424,2.16000000,6.24000000,34.00000000,8.65692425,3.02040005,48.00000000
1638425,2.16000000,6.30000000,33.00000000,7.54760408,2.35800004,73.00000000
1638426,2.16000000,6.36000000,36.00000000,8.39629936,2.59200001,66.00000000
1638427,2.16000000,6.42000000,37.00000000,9.80181503,3.50640011,38.00000000
1638428,2.16000000,6.48000000,28.00000000,7.10580730,2.34360003,0.00000000
1638429,2.16000000,6.54000000,61.00000000,20.06854248,8.21879959,14.00000000
1638430,2.16000000,6.60000000,125.00000000,61.37448502,43.38719940,1121.00000000
1638431,2.16000000,6.66000000,178.00000000,160.30134583,254.63160706,3810.00000000
1638432,2.16000000,6.72000000,148.00000000,119.16024780,179.56440735,2147.00000000
1638433,2.16000000,6.78000000,90.00000000,33.02829361,16.26840019,388.00000000
1638434,2.16000000,6.84000000,60.00000000,20.40639305,8.67240047,2.00000000
1638435,2.16000000,6.90000000,17.00000000,3.92372870,1.16639996,0.00000000
1638436,2.16000000,6.96000000,31.00000000,11.67193127,6.06239986,4.00000000
1638438,2.16000000,7.08000000,18.00000000,4.09690094,1.30680001,4.00000000
