Ref,x,y,Connectivity,Point First Moment,Point Second Moment,Through vision
1638439,2.16000000,7.14000000,42.00000000,24.31182671,22.01759911,12.00000000
1638440,2.16000000,7.20000000,23.00000000,6.31535244,2.43359995,0.00000000
1703943,2.22000000,5.22000000,99.00000000,45.28160095,32.38560104,578.00000000
1703955,2.22000000,5.94000000,150.00000000,160.83282471,264.59280396,3810.00000000
1703956,2.22000000,6.00000000,149.00000000,160.18429565,264.17880249,3782.00000000
1703966,2.22000000,6.60000000,122.00000000,59.44915009,40.59360123,984.00000000
1703967,2.22000000,6.66000000,172.00000000,155.06678772,241.45559692,3962.00000000
1703968,2.22000000,6.72000000,150.00000000,118.01656342,171.79200745,2257.00000000
1703969,2.22000000,6.78000000,66.00000000,25.80250740,13.68000031,196.00000000
1769475,2.28000000,4.98000000,40.00000000,11.05348492,3.60360003,0.00000000
1769476,2.28000000,5.04000000,40.00000000,9.50352192,2.70000005,38.00000000
1769477,2.28000000,5.10000000,41.00000000,8.86504459,2.27880001,60.00000000
1769478,2.28000000,5.16000000,52.00000000,12.52781773,4.21560001,180.00000000
1769479,2.28000000,5.22000000,90.00000000,41.16724777,31.07159996,578.00000000
1769480,2.28000000,5.28000000,88.00000000,53.85879135,51.17039871,78.00000000
1769481,2.28000000,5.34000000,89.00000000,55.67903519,52.36920166,38.00000000
1769482,2.28000000,5.40000000,53.00000000,20.57419777,11.35799980,0.00000000
1769490,2.28000000,5.88000000,33.00000000,10.03618526,4.66559982,0.00000000
1769491,2.28000000,5.94000000,150.00000000,156.78874207,252.00720215,3908.00000000
1769492,2.28000000,6.00000000,149.00000000,156.05880737,251.47439575,3880.00000000
1769493,2.28000000,6.06000000,35.00000000,11.13108253,5.33160019,0.00000000
1769502,2.28000000,6.60000000,116.00000000,57.02198410,38.33639908,894.00000000
1769503,2.28000000,6.66000000,177.00000000,154.73391724,231.38279724,4151.00000000
1769504,2.28000000,6.72000000,148.00000000,118.60824585,169.18559265,2355.00000000
1835011,2.34000000,4.98000000,40.00000000,10.13313293,3.13919997,16.00000000
1835012,2.34000000,5.04000000,43.00000000,9.77397728,2.89080000,110.00000000
1835013,2.34000000,5.10000000,44.00000000,8.52161217,2.01600003,182.00000000
1835014,2.34000000,5.16000000,49.00000000,9.34026623,2.12759995,308.00000000
1835015,2.34000000,5.22000000,84.00000000,39.38412094,32.12639999,567.00000000
1835016,2.34000000,5.28000000,96.00000000,52.70739746,46.65959930,360.00000000
1835017,2.34000000,5.34000000,93.00000000,54.26047134,48.42720032,208.00000000
1835018,2.34000000,5.40000000,48.00000000,14.75246048,6.18480015,44.00000000
1835026,2.34000000,5.88000000,34.00000000,8.71685219,3.40560007,46.00000000
1835027,2.34000000,5.94000000,149.00000000,155.06687927,245.27160645,4016.00000000
1835028,2.34000000,6.00000000,147.00000000,151.99510193,239.60879517,3988.00000000
1835029,2.34000000,6.06000000,37.00000000,10.55249977,4.71600008,50.00000000
1835031,2.34000000,6.18000000,44.00000000,12.74070263,4.44960022,0.00000000
1835032,2.34000000,6.24000000,47.00000000,13.45636940,5.05439997,22.00000000
1835033,2.34000000,6.30000000,55.00000000,18.96618462,9.64080048,30.00000000
1835034,2.34000000,6.36000000,60.00000000,23.41269112,13.62959957,30.00000000
1835035,2.34000000,6.42000000,60.00000000,24.05053329,13.96440029,22.00000000
1835036,2.34000000,6.48000000,49.00000000,16.56060600,7.30439997,0.00000000
1835037,2.34000000,6.54000000,50.00000000,17.08833313,7.97760010,0.00000000
1835038,2.34000000,6.60000000,121.00000000,59.59801483,40.31639862,816.00000000
1835039,2.34000000,6.66000000,173.00000000,152.23744202,221.63400269,4289.00000000
1835040,2.34000000,6.72000000,149.00000000,119.54249573,165.78720093,2326.00000000
1835041,2.34000000,6.78000000,69.00000000,25.86883545,14.52600002,241.00000000
1835042,2.34000000,6.84000000,44.00000000,13.31026268,5.32439995,0.00000000
1900547,2.40000000,4.98000000,41.00000000,10.10095501,3.05999994,20.00000000
1900548,2.40000000,5.04000000,44.00000000,9.63156319,2.68560004,130.00000000
1900549,2.40000000,5.10000000,45.00000000,8.93194866,2.31480002,236.00000000
1900550,2.40000000,5.16000000,51.00000000,10.56640911,3.03480005,312.00000000
1900551,2.40000000,5.22000000,78.00000000,36.70755768,31.62240028,472.00000000
1900552,2.40000000,5.28000000,96.00000000,49.88680649,41.87879944,554.00000000
1900553,2.40000000,5.34000000,99.00000000,54.51676559,45.59759903,372.00000000
1900554,2.40000000,5.40000000,45.00000000,12.18562698,4.36320019,52.00000000
1900556,2.40000000,5.52000000,40.00000000,11.05348492,3.60360003,0.00000000
1900557,2.40000000,5.58000000,41.00000000,10.51260567,3.28320003,16.00000000
1900558,2.40000000,5.64000000,41.00000000,10.20344734,3.13199997,20.00000000
1900559,2.40000000,5.70000000,45.00000000,13.70801449,5.88959980,16.00000000
1900560,2.40000000,5.76000000,45.00000000,14.75695229,6.44399977,0.00000000
1900562,2.40000000,5.88000000,33.00000000,6.84332561,1.80359995,72.00000000
1900563,2.40000000,5.94000000,148.00000000,153.26486206,238.43879700,4108.00000000
1900564,2.40000000,6.00000000,146.00000000,148.99810791,229.33439636,4074.00000000
1900565,2.40000000,6.06000000,36.00000000,8.32764339,2.66039991,85.00000000
1900567,2.40000000,6.18000000,44.00000000,11.30504227,3.66479993,38.00000000
1900568,2.40000000,6.24000000,46.00000000,10.90698242,3.41280007,126.00000000
1900569,2.40000000,6.30000000,54.00000000,15.89672184,7.32240009,172.00000000
1900570,2.40000000,6.36000000,60.00000000,20.70320320,11.22840023,180.00000000
1900571,2.40000000,6.42000000,60.00000000,21.40784264,11.56320000,146.00000000
1900572,2.40000000,6.48000000,46.00000000,12.82399464,4.62599993,46.00000000
1900573,2.40000000,6.54000000,55.00000000,16.99109268,6.75360012,64.00000000
1900574,2.40000000,6.60000000,114.00000000,56.07624435,38.08079910,708.00000000
1900575,2.40000000,6.66000000,175.00000000,152.22436523,213.78599548,4439.00000000
1900576,2.40000000,6.72000000,147.00000000,117.76266479,158.85719299,2287.00000000
1900577,2.40000000,6.78000000,79.00000000,29.81339455,15.68159962,366.00000000
1900578,2.40000000,6.84000000,48.00000000,13.03607559,4.41720009,36.00000000
1966083,2.46000000,4.98000000,43.00000000,11.56722832,3.85920000,16.00000000
1966084,2.46000000,5.04000000,43.00000000,9.94059753,2.99160004,114.00000000
1966085,2.46000000,5.10000000,46.00000000,9.76276302,2.68199992,190.00000000
1966086,2.46000000,5.16000000,50.00000000,11.22301960,3.50640011,229.00000000
1966087,2.46000000,5.22000000,72.00000000,34.92682648,32.20920181,298.00000000
1966088,2.46000000,5.28000000,97.00000000,48.07534027,37.79999924,680.00000000
1966089,2.46000000,5.34000000,102.00000000,53.38944626,41.80680084,490.00000000
1966090,2.46000000,5.40000000,45.00000000,12.13028908,4.10760021,24.00000000
1966092,2.46000000,5.52000000,40.00000000,9.50352192,2.70000005,38.00000000
1966093,2.46000000,5.58000000,41.00000000,8.79908943,2.33999991,112.00000000
1966094,2.46000000,5.64000000,45.00000000,11.41798782,4.44960022,140.00000000
1966095,2.46000000,5.70000000,46.00000000,12.12611675,4.65119982,122.00000000
1966096,2.46000000,5.76000000,48.00000000,15.69970894,7.69680023,38.00000000
1966098,2.46000000,5.88000000,32.00000000,6.60361671,1.78199995,70.00000000
1966099,2.46000000,5.94000000,150.00000000,153.69638062,233.38079834,4186.00000000
1966100,2.46000000,6.00000000,145.00000000,146.28184509,219.97799683,4146.00000000
1966101,2.46000000,6.06000000,34.00000000,7.17282629,1.96200001,90.00000000
1966103,2.46000000,6.18000000,43.00000000,9.59364414,2.56320000,46.00000000
1966104,2.46000000,6.24000000,44.00000000,8.72588730,2.19239998,188.00000000
1966105,2.46000000,6.30000000,53.00000000,13.60277748,5.62680006,282.00000000
1966106,2.46000000,6.36000000,60.00000000,18.58989525,9.26640034,284.00000000
1966107,2.46000000,6.42000000,60.00000000,19.34188461,9.60120010,230.00000000
1966108,2.46000000,6.48000000,44.00000000,10.51782322,3.12840009,64.00000000
1966109,2.46000000,6.54000000,55.00000000,17.07245255,6.94439983,68.00000000
1966110,2.46000000,6.60000000,107.00000000,52.97853088,36.79560089,580.00000000
1966111,2.46000000,6.66000000,177.00000000,152.56428528,206.80920410,4578.00000000
1966112,2.46000000,6.72000000,148.00000000,118.15599823,154.93679810,2270.00000000
1966113,2.46000000,6.78000000,83.00000000,33.75224304,19.53720093,352.00000000
1966114,2.46000000,6.84000000,51.00000000,14.28525925,5.02559996,36.00000000
2031619,2.52000000,4.98000000,42.00000000,12.25316334,4.35960007,0.00000000
2031620,2.52000000,5.04000000,43.00000000,11.09662724,3.57839990,38.00000000
2031621,2.52000000,5.10000000,45.00000000,10.72637749,3.17880011,52.00000000
2031622,2.52000000,5.16000000,51.00000000,14.71577835,6.35760021,62.00000000
2031623,2.52000000,5.22000000,68.00000000,34.85120773,32.92200089,72.00000000
2031624,2.52000000,5.28000000,101.00000000,48.86711121,35.72639847,706.00000000
2031625,2.52000000,5.34000000,103.00000000,51.64961243,37.73519897,540.00000000
2031626,2.52000000,5.40000000,44.00000000,12.88287830,4.59719992,0.00000000
2031628,2.52000000,5.52000000,40.00000000,8.43237877,2.09159994,54.00000000
2031629,2.52000000,5.58000000,41.00000000,7.60200071,1.69920003,180.00000000
2031630,2.52000000,5.64000000,47.00000000,10.95458794,3.99959993,236.00000000
2031631,2.52000000,5.70000000,50.00000000,13.84205437,6.22440004,176.00000000
2031632,2.52000000,5.76000000,49.00000000,14.97607040,7.10640001,54.00000000
2031634,2.52000000,5.88000000,32.00000000,7.48927641,2.40120006,42.00000000
2031635,2.52000000,5.94000000,151.00000000,153.66970825,228.13200378,4252.00000000
2031636,2.52000000,6.00000000,146.00000000,145.18411255,212.39639282,4214.00000000
2031637,2.52000000,6.06000000,32.00000000,7.48927641,2.40120006,58.00000000
2031639,2.52000000,6.18000000,42.00000000,8.73904610,2.11680007,46.00000000
2031640,2.52000000,6.24000000,45.00000000,8.80833244,2.22839999,200.00000000
2031641,2.52000000,6.30000000,51.00000000,11.21278095,3.67919993,344.00000000
2031642,2.52000000,6.36000000,60.00000000,17.10886955,7.74359989,360.00000000
2031643,2.52000000,6.42000000,60.00000000,17.88847160,8.07839966,292.00000000
2031644,2.52000000,6.48000000,40.00000000,8.49011612,2.08439994,52.00000000
2031645,2.52000000,6.54000000,60.00000000,22.56055832,11.82960033,2.00000000
2031646,2.52000000,6.60000000,102.00000000,52.46989441,38.85480118,420.00000000
2031647,2.52000000,6.66000000,184.00000000,157.59004211,206.44560242,4709.00000000
2031648,2.52000000,6.72000000,143.00000000,103.56388092,115.45200348,2295.00000000
2031649,2.52000000,6.78000000,81.00000000,37.12688446,25.43759918,218.00000000
2031650,2.52000000,6.84000000,51.00000000,16.12886047,6.75000000,2.00000000
2097160,2.58000000,5.28000000,83.00000000,44.16814804,32.33879852,712.00000000
2097161,2.58000000,5.34000000,96.00000000,48.93867493,34.12799835,597.00000000
2097164,2.58000000,5.52000000,42.00000000,8.46780968,1.97640002,68.00000000
2097165,2.58000000,5.58000000,47.00000000,10.18630791,3.22199988,256.00000000
2097166,2.58000000,5.64000000,51.00000000,12.60632515,5.04720020,268.00000000
2097167,2.58000000,5.70000000,51.00000000,13.30938148,5.65920019,232.00000000
2097168,2.58000000,5.76000000,48.00000000,12.04251289,4.13999987,64.00000000
2097170,2.58000000,5.88000000,32.00000000,9.58747864,4.28760004,0.00000000
2097171,2.58000000,5.94000000,152.00000000,152.47575378,220.29479980,4298.00000000
2097172,2.58000000,6.00000000,147.00000000,144.34733582,205.62480164,4252.00000000
2097173,2.58000000,6.06000000,35.00000000,11.77727318,6.15240002,0.00000000
2097175,2.58000000,6.18000000,42.00000000,8.94216061,2.21399999,40.00000000
2097176,2.58000000,6.24000000,43.00000000,7.92528629,1.72800004,172.00000000
2097177,2.58000000,6.30000000,48.00000000,9.32486248,2.35800004,336.00000000
2097178,2.58000000,6.36000000,60.00000000,16.26301003,6.65999985,410.00000000
2097179,2.58000000,6.42000000,61.00000000,17.54801559,7.23960018,326.00000000
2097180,2.58000000,6.48000000,38.00000000,8.36307812,2.10599995,10.00000000
2097182,2.58000000,6.60000000,94.00000000,52.60702896,42.26399994,188.00000000
2097183,2.58000000,6.66000000,191.00000000,160.18559265,203.14799500,4812.00000000
2097184,2.58000000,6.72000000,127.00000000,78.15546417,72.54000092,2329.00000000
2097185,2.58000000,6.78000000,78.00000000,40.37469101,30.19680023,18.00000000
2162690,2.64000000,4.92000000,38.00000000,17.80602646,13.79520035,0.00000000
2162691,2.64000000,4.98000000,44.00000000,20.48611832,14.49720001,20.00000000
2162692,2.64000000,5.04000000,37.00000000,13.26388168,7.13880014,10.00000000
2162693,2.64000000,5.10000000,22.00000000,4.84726906,1.46879995,0.00000000
2162696,2.64000000,5.28000000,81.00000000,41.43973923,28.65239906,774.00000000
2162697,2.64000000,5.34000000,89.00000000,44.44154739,29.90519905,697.00000000
2162700,2.64000000,5.52000000,46.00000000,10.65254879,3.29399991,124.00000000
2162701,2.64000000,5.58000000,55.00000000,13.83571815,5.14440012,291.00000000
2162702,2.64000000,5.64000000,54.00000000,12.77264404,4.55039978,326.00000000
2162703,2.64000000,5.70000000,49.00000000,10.80206013,3.31559992,240.00000000
2162704,2.64000000,5.76000000,49.00000000,12.20164394,4.06799984,74.00000000
2162707,2.64000000,5.94000000,147.00000000,150.17475891,213.02639771,4350.00000000
2162708,2.64000000,6.00000000,146.00000000,143.51025391,199.68840027,4284.00000000
2162711,2.64000000,6.18000000,40.00000000,9.19534779,2.48399997,30.00000000
2162712,2.64000000,6.24000000,42.00000000,8.39980507,2.01239991,110.00000000
2162713,2.64000000,6.30000000,45.00000000,8.78454971,2.09879994,268.00000000
2162714,2.64000000,6.36000000,60.00000000,16.02804375,6.01560020,446.00000000
2162715,2.64000000,6.42000000,61.00000000,17.24257851,6.54120016,310.00000000
2162718,2.64000000,6.60000000,84.00000000,54.30568695,47.34719849,0.00000000
2162719,2.64000000,6.66000000,206.00000000,165.82786560,201.72239685,4864.00000000
2162720,2.64000000,6.72000000,81.00000000,45.14910889,35.70840073,2319.00000000
2228226,2.70000000,4.92000000,32.00000000,9.21234417,4.01399994,16.00000000
2228227,2.70000000,4.98000000,39.00000000,13.52335835,8.19359970,114.00000000
2228228,2.70000000,5.04000000,49.00000000,21.15444183,14.91479969,202.00000000
2228229,2.70000000,5.10000000,57.00000000,23.44232750,13.45320034,132.00000000
2228230,2.70000000,5.16000000,101.00000000,49.90013504,30.07439995,36.00000000
2228231,2.70000000,5.22000000,101.00000000,43.93271637,24.62400055,74.00000000
2228232,2.70000000,5.28000000,122.00000000,52.44871902,30.44879913,930.00000000
2228233,2.70000000,5.34000000,122.00000000,52.95298004,30.96360016,883.00000000
2228234,2.70000000,5.40000000,91.00000000,46.67588043,36.90000153,58.00000000
2228236,2.70000000,5.52000000,63.00000000,17.38787842,6.14519978,334.00000000
2228237,2.70000000,5.58000000,56.00000000,12.92667866,3.80159998,334.00000000
2228238,2.70000000,5.64000000,56.00000000,13.09095669,4.11840010,302.00000000
2228239,2.70000000,5.70000000,57.00000000,14.72943211,5.35319996,234.00000000
2228240,2.70000000,5.76000000,54.00000000,15.66830730,6.48719978,110.00000000
2228243,2.70000000,5.94000000,149.00000000,151.10276794,209.62080383,4400.00000000
2228244,2.70000000,6.00000000,146.00000000,142.95898438,194.87159729,4324.00000000
2228247,2.70000000,6.18000000,39.00000000,10.31315136,3.16799998,0.00000000
2228248,2.70000000,6.24000000,40.00000000,9.45251465,2.66400003,20.00000000
2228249,2.70000000,6.30000000,42.00000000,9.16828537,2.43000007,96.00000000
2228250,2.70000000,6.36000000,60.00000000,16.35350418,5.81040001,493.00000000
2228251,2.70000000,6.42000000,59.00000000,17.12746429,6.23519993,318.00000000
2228253,2.70000000,6.54000000,112.00000000,76.26065826,76.18679810,0.00000000
2228254,2.70000000,6.60000000,118.00000000,86.39132690,97.41960144,32.00000000
2228255,2.70000000,6.66000000,204.00000000,164.16038513,197.38439941,4892.00000000
2228256,2.70000000,6.72000000,141.00000000,98.07614136,113.66280365,2363.00000000
2228257,2.70000000,6.78000000,112.00000000,77.91196442,83.31839752,24.00000000
2228258,2.70000000,6.84000000,104.00000000,65.55143738,60.45479965,0.00000000
2293762,2.76000000,4.92000000,38.00000000,14.23461342,8.71920013,20.00000000
2293763,2.76000000,4.98000000,40.00000000,13.75051212,7.99200010,106.00000000
2293764,2.76000000,5.04000000,43.00000000,13.59534740,7.20720005,186.00000000
2293765,2.76000000,5.10000000,52.00000000,17.81693649,9.83880043,334.00000000
2293766,2.76000000,5.16000000,126.00000000,54.97434235,31.62599945,601.00000000
2293767,2.76000000,5.22000000,116.00000000,47.97280121,25.72200012,472.00000000
2293768,2.76000000,5.28000000,129.00000000,52.86714935,28.81080055,1206.00000000
2293769,2.76000000,5.34000000,132.00000000,54.70767975,29.90880013,1266.00000000
2293770,2.76000000,5.40000000,110.00000000,47.75036621,31.83839989,525.00000000
2293771,2.76000000,5.46000000,85.00000000,26.16633606,9.66600037,585.00000000
2293772,2.76000000,5.52000000,64.00000000,17.27194786,5.70599985,379.00000000
2293773,2.76000000,5.58000000,60.00000000,15.74952030,5.23439980,327.00000000
2293774,2.76000000,5.64000000,59.00000000,15.82126141,5.63040018,286.00000000
2293775,2.76000000,5.70000000,57.00000000,16.02643776,6.18480015,253.00000000
2293776,2.76000000,5.76000000,55.00000000,16.52557373,6.83279991,201.00000000
2293777,2.76000000,5.82000000,52.00000000,17.62859535,8.07120037,145.00000000
2293778,2.76000000,5.88000000,33.00000000,12.92028713,7.09200001,96.00000000
2293779,2.76000000,5.94000000,181.00000000,166.22073364,215.29800415,4500.00000000
2293780,2.76000000,6.00000000,172.00000000,157.26269531,201.82679749,4368.00000000
2293786,2.76000000,6.36000000,56.00000000,16.40299606,5.89680004,472.00000000
2293787,2.76000000,6.42000000,56.00000000,16.74894142,6.09840012,319.00000000
2293789,2.76000000,6.54000000,114.00000000,70.19857025,65.97000122,154.00000000
2293790,2.76000000,6.60000000,126.00000000,84.04708099,89.19000244,350.00000000
2293791,2.76000000,6.66000000,201.00000000,162.07844543,193.71240234,4865.00000000
2293792,2.76000000,6.72000000,160.00000000,115.83663177,131.48640442,2607.00000000
2293793,2.76000000,6.78000000,118.00000000,74.32364655,75.62519836,282.00000000
2293794,2.76000000,6.84000000,103.00000000,57.00459671,46.86479950,142.00000000
2359297,2.82000000,4.86000000,9.00000000,2.34973669,0.77039999,0.00000000
2359298,2.82000000,4.92000000,30.00000000,8.12269402,3.49559999,16.00000000
2359299,2.82000000,4.98000000,27.00000000,5.06424427,1.40040004,82.00000000
2359300,2.82000000,5.04000000,25.00000000,3.81272483,0.74519998,100.00000000
2359301,2.82000000,5.10000000,21.00000000,3.03289652,0.50400001,52.00000000
2359302,2.82000000,5.16000000,118.00000000,56.42039490,34.98120117,220.00000000
2359303,2.82000000,5.22000000,122.00000000,49.84718323,26.84519958,694.00000000
2359304,2.82000000,5.28000000,136.00000000,53.17606735,27.30599976,1392.00000000
2359305,2.82000000,5.34000000,131.00000000,52.39487839,28.28160095,1291.00000000
2359306,2.82000000,5.40000000,106.00000000,44.38798523,28.36079979,482.00000000
2359308,2.82000000,5.52000000,46.00000000,12.63466835,4.10760021,30.00000000
2359309,2.82000000,5.58000000,50.00000000,12.99097538,4.03200006,69.00000000
2359310,2.82000000,5.64000000,51.00000000,13.45790291,4.39559984,76.00000000
2359311,2.82000000,5.70000000,52.00000000,15.07336807,5.61959982,57.00000000
2359312,2.82000000,5.76000000,51.00000000,16.52629280,6.78599977,15.00000000
2359315,2.82000000,5.94000000,167.00000000,156.92601013,205.45199585,4516.00000000
2359316,2.82000000,6.00000000,167.00000000,152.02604675,194.64480591,4411.00000000
2359322,2.82000000,6.36000000,48.00000000,15.01709843,5.73479986,424.00000000
2359323,2.82000000,6.42000000,53.00000000,16.52641678,6.21360016,324.00000000
2359325,2.82000000,6.54000000,113.00000000,63.43407822,55.36800003,254.00000000
2359326,2.82000000,6.60000000,132.00000000,81.75228882,81.88200378,668.00000000
2359327,2.82000000,6.66000000,200.00000000,159.66378784,189.73440552,4814.00000000
2359328,2.82000000,6.72000000,165.00000000,120.27105713,137.55960083,2771.00000000
2359329,2.82000000,6.78000000,123.00000000,72.17665863,69.70680237,551.00000000
2359330,2.82000000,6.84000000,106.00000000,53.47217178,40.40999985,228.00000000
2359331,2.82000000,6.90000000,44.00000000,13.09267521,4.64400005,0.00000000
2359332,2.82000000,6.96000000,44.00000000,12.15535069,4.15799999,16.00000000
2359333,2.82000000,7.02000000,45.00000000,12.31921482,4.23000002,20.00000000
2359334,2.82000000,7.08000000,49.00000000,14.96750927,5.82840014,16.00000000
2359335,2.82000000,7.14000000,48.00000000,15.81336975,6.53039980,0.00000000
2424833,2.88000000,4.86000000,9.00000000,1.87416410,0.52560002,16.00000000
2424834,2.88000000,4.92000000,23.00000000,4.84292269,1.24919999,0.00000000
2424835,2.88000000,4.98000000,22.00000000,3.80700088,0.79920000,16.00000000
2424836,2.88000000,5.04000000,21.00000000,3.36507487,0.63360000,10.00000000
2424837,2.88000000,5.10000000,19.00000000,3.36529899,0.68400002,0.00000000
2424838,2.88000000,5.16000000,139.00000000,71.25122070,47.82600021,174.00000000
2424839,2.88000000,5.22000000,140.00000000,65.22102356,40.56480026,750.00000000
2424840,2.88000000,5.28000000,156.00000000,67.63562775,38.59199905,1603.00000000
2424841,2.88000000,5.34000000,153.00000000,64.25520325,35.94240189,1635.00000000
2424842,2.88000000,5.40000000,105.00000000,42.49357605,25.68600082,598.00000000
2424844,2.88000000,5.52000000,89.00000000,36.10201645,17.80200005,10.00000000
2424845,2.88000000,5.58000000,84.00000000,31.44108009,14.14439964,66.00000000
2424846,2.88000000,5.64000000,67.00000000,27.11664009,13.39200020,0.00000000
2424847,2.88000000,5.70000000,87.00000000,34.22542953,16.68600082,0.00000000
2424848,2.88000000,5.76000000,106.00000000,40.61663437,19.00799942,110.00000000
2424849,2.88000000,5.82000000,116.00000000,44.25188065,20.53440094,192.00000000
2424850,2.88000000,5.88000000,128.00000000,55.50393677,31.82760048,262.00000000
2424851,2.88000000,5.94000000,253.00000000,197.87750244,228.69360352,4894.00000000
2424852,2.88000000,6.00000000,250.00000000,196.52267456,225.63360596,4788.00000000
2424853,2.88000000,6.06000000,136.00000000,70.13828278,49.40639877,318.00000000
2424854,2.88000000,6.12000000,132.00000000,71.76572418,53.45640182,264.00000000
2424855,2.88000000,6.18000000,131.00000000,76.86768341,60.96239853,170.00000000
2424856,2.88000000,6.24000000,128.00000000,82.00872803,69.50160217,0.00000000
2424858,2.88000000,6.36000000,47.00000000,15.41365433,6.30000019,392.00000000
2424859,2.88000000,6.42000000,51.00000000,16.88387108,6.81120014,316.00000000
2424861,2.88000000,6.54000000,114.00000000,57.62060928,44.24760056,310.00000000
2424862,2.88000000,6.60000000,135.00000000,77.78686523,72.60479736,982.00000000
2424863,2.88000000,6.66000000,201.00000000,157.54086304,185.56199646,4821.00000000
2424864,2.88000000,6.72000000,169.00000000,120.60591125,135.98640442,2870.00000000
2424865,2.88000000,6.78000000,122.00000000,65.43730927,57.89160156,855.00000000
2424866,2.88000000,6.84000000,105.00000000,47.37205124,31.86720085,248.00000000
2424867,2.88000000,6.90000000,44.00000000,11.30101013,3.50999999,48.00000000
2424868,2.88000000,6.96000000,44.00000000,10.25407314,3.02399993,120.00000000
2424869,2.88000000,7.02000000,48.00000000,11.86478996,3.92759991,144.00000000
2424870,2.88000000,7.08000000,48.00000000,12.63616467,4.47840023,126.00000000
2424871,2.88000000,7.14000000,50.00000000,14.79724693,5.60160017,48.00000000
2490368,2.94000000,4.80000000,16.00000000,4.04800224,1.45799994,4.00000000
2490369,2.94000000,4.86000000,12.00000000,1.90875351,0.41040000,36.00000000
2490370,2.94000000,4.92000000,67.00000000,40.40769196,33.83280182,0.00000000
2490371,2.94000000,4.98000000,61.00000000,28.28805923,19.07999992,104.00000000
2490372,2.94000000,5.04000000,45.00000000,13.21287346,5.10120010,118.00000000
2490373,2.94000000,5.10000000,41.00000000,12.53214264,5.02199984,24.00000000
2490374,2.94000000,5.16000000,166.00000000,97.21307373,77.86440277,198.00000000
2490375,2.94000000,5.22000000,178.00000000,94.88140869,70.81199646,961.00000000
2490376,2.94000000,5.28000000,197.00000000,98.60163116,67.46040344,1712.00000000
2490377,2.94000000,5.34000000,204.00000000,100.69050598,67.08239746,2022.00000000
2490378,2.94000000,5.40000000,194.00000000,96.20604706,65.64600372,1639.00000000
2490379,2.94000000,5.46000000,175.00000000,82.46701050,51.71400070,1228.00000000
2490380,2.94000000,5.52000000,151.00000000,67.15280914,38.85480118,1050.00000000
2490381,2.94000000,5.58000000,149.00000000,64.52722931,35.56439972,1034.00000000
2490382,2.94000000,5.64000000,154.00000000,65.58599854,35.26559830,1096.00000000
2490383,2.94000000,5.70000000,152.00000000,65.09114075,35.52119827,1208.00000000
2490384,2.94000000,5.76000000,152.00000000,65.79109955,36.76319885,1286.00000000
2490385,2.94000000,5.82000000,150.00000000,64.96701050,37.20600128,1341.00000000
2490386,2.94000000,5.88000000,151.00000000,67.14842224,40.27320099,1312.00000000
2490387,2.94000000,5.94000000,272.00000000,210.71191406,238.80239868,5714.00000000
2490388,2.94000000,6.00000000,263.00000000,204.13816833,231.20280457,5459.00000000
2490389,2.94000000,6.06000000,146.00000000,74.53013611,53.83079910,869.00000000
2490390,2.94000000,6.12000000,142.00000000,77.00815582,59.16239929,614.00000000
2490391,2.94000000,6.18000000,139.00000000,81.72093201,66.88439941,318.00000000
2490392,2.94000000,6.24000000,137.00000000,87.50257874,75.78359985,34.00000000
2490394,2.94000000,6.36000000,53.00000000,18.75052261,8.34840012,374.00000000
2490395,2.94000000,6.42000000,52.00000000,17.66196632,7.51679993,293.00000000
2490397,2.94000000,6.54000000,114.00000000,52.48673630,35.99280167,314.00000000
2490398,2.94000000,6.60000000,140.00000000,77.06565094,68.12280273,1250.00000000
2490399,2.94000000,6.66000000,196.00000000,150.13887024,175.96080017,4876.00000000
2490400,2.94000000,6.72000000,172.00000000,121.81192017,136.51919556,3018.00000000
2490401,2.94000000,6.78000000,131.00000000,65.70812988,53.26559830,1080.00000000
2490402,2.94000000,6.84000000,109.00000000,47.18064499,29.24640083,254.00000000
2490403,2.94000000,6.90000000,44.00000000,9.98778820,2.70000005,66.00000000
2490404,2.94000000,6.96000000,47.00000000,10.08119678,2.76839995,214.00000000
2490405,2.94000000,7.02000000,51.00000000,11.94201851,3.84840012,258.00000000
2490406,2.94000000,7.08000000,53.00000000,13.17266941,4.40280008,222.00000000
2490407,2.94000000,7.14000000,52.00000000,14.12760544,4.94280005,66.00000000
2555904,3.00000000,4.80000000,113.00000000,114.75255585,147.84840393,4.00000000
2555905,3.00000000,4.86000000,128.00000000,112.55554199,136.74600220,276.00000000
2555906,3.00000000,4.92000000,129.00000000,108.51051331,126.82080078,476.00000000
2555907,3.00000000,4.98000000,133.00000000,105.87570190,117.93599701,684.00000000
2555908,3.00000000,5.04000000,141.00000000,103.41445923,108.57959747,912.00000000
2555909,3.00000000,5.10000000,152.00000000,102.54672241,100.56240082,1232.00000000
2555910,3.00000000,5.16000000,194.00000000,112.48955536,97.82640076,1642.00000000
2555911,3.00000000,5.22000000,201.00000000,111.06450653,91.18080139,2141.00000000
2555912,3.00000000,5.28000000,213.00000000,113.42588806,87.40080261,2861.00000000
2555913,3.00000000,5.34000000,217.00000000,113.41873932,85.64040375,3040.00000000
2555914,3.00000000,5.40000000,209.00000000,106.44253540,78.09839630,2589.00000000
2555915,3.00000000,5.46000000,200.00000000,96.17739105,66.25440216,2758.00000000
