Ref,x,y,Connectivity,Gate Counts,Point First Moment,Point Second Moment
3014700,2.48000000,6.56000000,153.00000000,5.00000000,57.65151978,29.73920059
3014701,2.48000000,6.60000000,232.00000000,33.00000000,113.18957520,76.79199982
3014702,2.48000000,6.64000000,316.00000000,176.00000000,216.93453979,229.54559326
3014703,2.48000000,6.68000000,387.00000000,583.00000000,319.26296997,406.25918579
3014704,2.48000000,6.72000000,336.00000000,178.00000000,250.19732666,290.20480347
3014705,2.48000000,6.76000000,228.00000000,50.00000000,110.93596649,76.22879791
3014706,2.48000000,6.80000000,143.00000000,22.00000000,50.91524506,26.02400017
3014707,2.48000000,6.84000000,109.00000000,3.00000000,30.73826027,11.07839966
3080197,2.52000000,5.00000000,92.00000000,27.00000000,27.49291801,9.98079967
3080198,2.52000000,5.04000000,92.00000000,29.00000000,24.95439339,8.40159988
3080199,2.52000000,5.08000000,98.00000000,25.00000000,25.46807289,8.34560013
3080200,2.52000000,5.12000000,98.00000000,18.00000000,23.87167931,7.40799999
3080201,2.52000000,5.16000000,112.00000000,18.00000000,33.88637924,16.35199928
3080202,2.52000000,5.20000000,143.00000000,18.00000000,72.09564972,66.58879852
3080203,2.52000000,5.24000000,133.00000000,32.00000000,62.65090179,56.48160172
3080204,2.52000000,5.28000000,209.00000000,177.00000000,96.72019196,66.64959717
3080205,2.52000000,5.32000000,213.00000000,105.00000000,102.51910400,71.69120026
3080206,2.52000000,5.36000000,98.00000000,35.00000000,24.54585266,7.97440004
3080207,2.52000000,5.40000000,95.00000000,13.00000000,26.02688599,9.07520008
3080208,2.52000000,5.44000000,92.00000000,6.00000000,27.53106499,10.16320038
3080209,2.52000000,5.48000000,99.00000000,19.00000000,22.44898415,5.99520016
3080210,2.52000000,5.52000000,99.00000000,30.00000000,20.02782822,4.85920000
3080211,2.52000000,5.56000000,99.00000000,43.00000000,18.23999023,4.04320002
3080212,2.52000000,5.60000000,108.00000000,48.00000000,23.11480904,7.75360012
3080213,2.52000000,5.64000000,112.00000000,61.00000000,24.45139885,8.19040012
3080214,2.52000000,5.68000000,117.00000000,64.00000000,29.08022308,11.87040043
3080215,2.52000000,5.72000000,121.00000000,56.00000000,34.79746628,17.07040024
3080216,2.52000000,5.76000000,121.00000000,37.00000000,36.52514648,17.94560051
3080217,2.52000000,5.80000000,118.00000000,15.00000000,36.52578354,17.00000000
3080219,2.52000000,5.88000000,77.00000000,5.00000000,17.90675735,5.58239985
3080220,2.52000000,5.92000000,113.00000000,35.00000000,40.99087524,24.18079948
3080221,2.52000000,5.96000000,260.00000000,268.00000000,252.92872620,378.81921387
3080222,2.52000000,6.00000000,281.00000000,269.00000000,270.72192383,393.29598999
3080223,2.52000000,6.04000000,85.00000000,8.00000000,22.81594658,10.37440014
3080224,2.52000000,6.08000000,72.00000000,5.00000000,16.11821175,4.80800009
3080226,2.52000000,6.16000000,95.00000000,7.00000000,19.84026909,4.82079983
3080227,2.52000000,6.20000000,97.00000000,33.00000000,18.32666397,4.12639999
3080228,2.52000000,6.24000000,102.00000000,44.00000000,18.84960556,4.43039989
3080229,2.52000000,6.28000000,111.00000000,63.00000000,22.38288879,6.37760019
3080230,2.52000000,6.32000000,131.00000000,63.00000000,34.45751572,14.30720043
3080231,2.52000000,6.36000000,142.00000000,75.00000000,42.61631393,20.02720070
3080232,2.52000000,6.40000000,144.00000000,61.00000000,44.73850250,20.95840073
3080233,2.52000000,6.44000000,135.00000000,33.00000000,41.77449799,19.05279922
3080234,2.52000000,6.48000000,97.00000000,3.00000000,21.70611572,5.69600010
3080236,2.52000000,6.56000000,152.00000000,3.00000000,60.74076080,33.81760025
3080237,2.52000000,6.60000000,220.00000000,31.00000000,109.53291321,77.19840240
3080238,2.52000000,6.64000000,306.00000000,151.00000000,195.06593323,186.56959534
3080239,2.52000000,6.68000000,400.00000000,610.00000000,325.23214722,400.66079712
3080240,2.52000000,6.72000000,327.00000000,172.00000000,236.74024963,265.18078613
3080241,2.52000000,6.76000000,219.00000000,51.00000000,108.00164795,76.41919708
3080242,2.52000000,6.80000000,143.00000000,16.00000000,53.76669693,29.27359962
3080243,2.52000000,6.84000000,107.00000000,4.00000000,32.84891129,13.47679996
3145740,2.56000000,5.28000000,193.00000000,142.00000000,96.01846313,65.72000122
3145741,2.56000000,5.32000000,223.00000000,124.00000000,106.57521820,70.55999756
3145745,2.56000000,5.48000000,100.00000000,19.00000000,22.01504135,5.70240021
3145746,2.56000000,5.52000000,99.00000000,26.00000000,19.09438896,4.36639977
3145747,2.56000000,5.56000000,104.00000000,49.00000000,20.66571808,5.94239998
3145748,2.56000000,5.60000000,111.00000000,62.00000000,23.18050003,7.40320015
3145749,2.56000000,5.64000000,120.00000000,68.00000000,28.05319786,10.66880035
3145750,2.56000000,5.68000000,122.00000000,59.00000000,31.91067886,14.49120045
3145751,2.56000000,5.72000000,120.00000000,48.00000000,31.54362679,13.91839981
3145752,2.56000000,5.76000000,116.00000000,42.00000000,30.52796173,12.53919983
3145753,2.56000000,5.80000000,115.00000000,17.00000000,31.31886292,11.58559990
3145755,2.56000000,5.88000000,77.00000000,8.00000000,20.50814438,7.87839985
3145756,2.56000000,5.92000000,107.00000000,28.00000000,42.28674698,28.38240051
3145757,2.56000000,5.96000000,264.00000000,273.00000000,255.88359070,376.22079468
3145758,2.56000000,6.00000000,283.00000000,266.00000000,269.96823120,384.19198608
3145759,2.56000000,6.04000000,85.00000000,10.00000000,26.85865593,14.18080044
3145760,2.56000000,6.08000000,72.00000000,7.00000000,18.03160095,5.98559999
3145762,2.56000000,6.16000000,95.00000000,7.00000000,20.14296150,4.99039984
3145763,2.56000000,6.20000000,96.00000000,25.00000000,18.24032593,4.12639999
3145764,2.56000000,6.24000000,98.00000000,44.00000000,17.29653931,3.66560006
3145765,2.56000000,6.28000000,107.00000000,61.00000000,20.18742180,4.98239994
3145766,2.56000000,6.32000000,129.00000000,65.00000000,32.25765228,12.29279995
3145767,2.56000000,6.36000000,142.00000000,76.00000000,41.14253998,18.07999992
3145768,2.56000000,6.40000000,145.00000000,56.00000000,43.56982422,19.07679939
3145769,2.56000000,6.44000000,135.00000000,25.00000000,40.61833191,17.42079926
3145770,2.56000000,6.48000000,92.00000000,3.00000000,20.46949768,5.25759983
3145772,2.56000000,6.56000000,147.00000000,2.00000000,63.75348282,38.31679916
3145773,2.56000000,6.60000000,206.00000000,28.00000000,107.17624664,79.82720184
3145774,2.56000000,6.64000000,279.00000000,128.00000000,159.04870605,130.07679749
3145775,2.56000000,6.68000000,413.00000000,677.00000000,329.58593750,395.19198608
3145776,2.56000000,6.72000000,311.00000000,149.00000000,206.54885864,204.69439697
3145777,2.56000000,6.76000000,208.00000000,48.00000000,107.22982788,79.92320251
3145778,2.56000000,6.80000000,139.00000000,9.00000000,58.07907867,35.06560135
3145779,2.56000000,6.84000000,110.00000000,4.00000000,39.83693695,19.85600090
3211267,2.60000000,4.92000000,98.00000000,24.00000000,48.64200974,36.02560043
3211268,2.60000000,4.96000000,95.00000000,16.00000000,43.27750778,29.61120033
3211269,2.60000000,5.00000000,82.00000000,15.00000000,29.83165550,16.62879944
3211270,2.60000000,5.04000000,66.00000000,12.00000000,18.13439178,7.66720009
3211271,2.60000000,5.08000000,57.00000000,11.00000000,14.11066151,5.57600021
3211272,2.60000000,5.12000000,47.00000000,12.00000000,9.10465622,2.04800010
3211276,2.60000000,5.28000000,172.00000000,141.00000000,89.33116913,61.20000076
3211277,2.60000000,5.32000000,204.00000000,122.00000000,103.39691162,67.74720001
3211281,2.60000000,5.48000000,101.00000000,15.00000000,22.24967384,5.82560015
3211282,2.60000000,5.52000000,100.00000000,34.00000000,19.16381264,4.34880018
3211283,2.60000000,5.56000000,113.00000000,48.00000000,24.38603973,7.65920019
3211284,2.60000000,5.60000000,121.00000000,73.00000000,27.53871536,9.73760033
3211285,2.60000000,5.64000000,125.00000000,65.00000000,31.26115990,13.15839958
3211286,2.60000000,5.68000000,124.00000000,57.00000000,30.81422424,12.77600002
3211287,2.60000000,5.72000000,116.00000000,47.00000000,26.17037964,8.69600010
3211288,2.60000000,5.76000000,115.00000000,41.00000000,27.65168190,9.26399994
3211289,2.60000000,5.80000000,113.00000000,13.00000000,29.45090866,10.23200035
3211291,2.60000000,5.88000000,79.00000000,6.00000000,24.46031570,10.56639957
3211292,2.60000000,5.92000000,105.00000000,18.00000000,48.89418793,38.39680099
3211293,2.60000000,5.96000000,267.00000000,279.00000000,258.28710938,373.12960815
3211294,2.60000000,6.00000000,285.00000000,264.00000000,269.24325562,375.68960571
3211295,2.60000000,6.04000000,84.00000000,10.00000000,30.32635880,17.60160065
3211296,2.60000000,6.08000000,72.00000000,6.00000000,20.17165565,7.33760023
3211298,2.60000000,6.16000000,93.00000000,4.00000000,20.43198586,5.30399990
3211299,2.60000000,6.20000000,95.00000000,19.00000000,18.74977112,4.44320011
3211300,2.60000000,6.24000000,96.00000000,39.00000000,17.48047447,3.84480000
3211301,2.60000000,6.28000000,103.00000000,54.00000000,19.02905655,4.37120008
3211302,2.60000000,6.32000000,127.00000000,85.00000000,31.00570297,11.03999996
3211303,2.60000000,6.36000000,143.00000000,78.00000000,40.69253159,16.75200081
3211304,2.60000000,6.40000000,145.00000000,65.00000000,42.60804749,17.49600029
3211305,2.60000000,6.44000000,133.00000000,17.00000000,38.50574112,15.00319958
3211306,2.60000000,6.48000000,89.00000000,4.00000000,21.07675171,5.69600010
3211309,2.60000000,6.60000000,193.00000000,24.00000000,108.80456543,85.92479706
3211310,2.60000000,6.64000000,257.00000000,100.00000000,136.99848938,101.12799835
3211311,2.60000000,6.68000000,434.00000000,731.00000000,340.03872681,402.28961182
3211312,2.60000000,6.72000000,268.00000000,137.00000000,142.80250549,104.49440002
3211313,2.60000000,6.76000000,190.00000000,27.00000000,106.15475464,84.36160278
3276803,2.64000000,4.92000000,89.00000000,14.00000000,39.03058243,28.27680016
3276804,2.64000000,4.96000000,100.00000000,54.00000000,45.44636154,32.95040131
3276805,2.64000000,5.00000000,104.00000000,52.00000000,45.81089783,31.02560043
3276806,2.64000000,5.04000000,87.00000000,29.00000000,29.24904823,15.30720043
3276807,2.64000000,5.08000000,63.00000000,26.00000000,15.81923771,6.46400023
3276808,2.64000000,5.12000000,47.00000000,13.00000000,7.96078253,1.58720005
3276812,2.64000000,5.28000000,175.00000000,123.00000000,86.44285583,56.36479950
3276813,2.64000000,5.32000000,205.00000000,140.00000000,100.82859802,63.35039902
3276817,2.64000000,5.48000000,103.00000000,15.00000000,23.44799042,6.40000010
3276818,2.64000000,5.52000000,111.00000000,43.00000000,25.57234192,8.10719967
3276819,2.64000000,5.56000000,128.00000000,69.00000000,31.36298180,11.15839958
3276820,2.64000000,5.60000000,131.00000000,73.00000000,33.34048843,13.32960033
3276821,2.64000000,5.64000000,125.00000000,66.00000000,28.58654594,10.05760002
3276822,2.64000000,5.68000000,117.00000000,49.00000000,24.17764854,6.86560011
3276823,2.64000000,5.72000000,117.00000000,45.00000000,25.81147766,7.85440016
3276824,2.64000000,5.76000000,116.00000000,37.00000000,28.05912971,9.23359966
3276825,2.64000000,5.80000000,116.00000000,14.00000000,31.02052498,10.88959980
3276829,2.64000000,5.96000000,269.00000000,297.00000000,257.93426514,365.04800415
3276830,2.64000000,6.00000000,279.00000000,256.00000000,267.87545776,368.20318604
3276834,2.64000000,6.16000000,93.00000000,5.00000000,21.87686729,6.11359978
3276835,2.64000000,6.20000000,93.00000000,23.00000000,19.77454376,5.12160015
3276836,2.64000000,6.24000000,95.00000000,19.00000000,18.68039703,4.51039982
3276837,2.64000000,6.28000000,98.00000000,40.00000000,18.64413071,4.34240007
3276838,2.64000000,6.32000000,121.00000000,73.00000000,27.85943222,8.47200012
3276839,2.64000000,6.36000000,144.00000000,94.00000000,40.84624481,15.89760017
3276840,2.64000000,6.40000000,145.00000000,71.00000000,42.22140884,16.38240051
3276845,2.64000000,6.60000000,180.00000000,18.00000000,112.16918182,93.37760162
3276846,2.64000000,6.64000000,183.00000000,60.00000000,109.00253296,89.89759827
3276847,2.64000000,6.68000000,451.00000000,893.00000000,341.84481812,396.02719116
3276848,2.64000000,6.72000000,185.00000000,92.00000000,107.38880920,87.73120117
3276849,2.64000000,6.76000000,172.00000000,18.00000000,108.93418884,91.82240295
3342339,2.68000000,4.92000000,68.00000000,14.00000000,16.23127556,5.36000013
3342340,2.68000000,4.96000000,83.00000000,38.00000000,28.38848495,17.97120094
3342341,2.68000000,5.00000000,101.00000000,51.00000000,41.17203903,28.59040070
3342342,2.68000000,5.04000000,114.00000000,52.00000000,47.76158524,31.38559914
3342343,2.68000000,5.08000000,106.00000000,37.00000000,38.25593567,20.49119949
3342344,2.68000000,5.12000000,53.00000000,16.00000000,9.83271408,2.73600006
3342348,2.68000000,5.28000000,208.00000000,115.00000000,96.58436584,58.20159912
3342349,2.68000000,5.32000000,231.00000000,149.00000000,105.43041229,61.99840164
3342353,2.68000000,5.48000000,104.00000000,34.00000000,24.78664017,7.10879993
3342354,2.68000000,5.52000000,140.00000000,70.00000000,38.76496124,14.31519985
3342355,2.68000000,5.56000000,140.00000000,71.00000000,36.98631287,13.77919960
3342356,2.68000000,5.60000000,129.00000000,79.00000000,28.84364510,8.57919979
3342357,2.68000000,5.64000000,125.00000000,63.00000000,26.71813583,7.43520021
3342358,2.68000000,5.68000000,124.00000000,54.00000000,27.45574379,8.14560032
3342359,2.68000000,5.72000000,121.00000000,40.00000000,28.39481163,9.17759991
3342360,2.68000000,5.76000000,122.00000000,41.00000000,32.38202286,12.09119987
3342361,2.68000000,5.80000000,121.00000000,14.00000000,35.52898788,14.17599964
3342365,2.68000000,5.96000000,269.00000000,304.00000000,260.98519897,362.99200439
3342366,2.68000000,6.00000000,269.00000000,248.00000000,263.84411621,360.03839111
3342370,2.68000000,6.16000000,93.00000000,5.00000000,23.82876205,7.22399998
3342371,2.68000000,6.20000000,93.00000000,19.00000000,21.84722328,6.23199987
3342372,2.68000000,6.24000000,93.00000000,20.00000000,20.44767952,5.54080009
3342373,2.68000000,6.28000000,95.00000000,30.00000000,19.95732689,5.19199991
3342374,2.68000000,6.32000000,112.00000000,73.00000000,25.20468140,7.04640007
3342375,2.68000000,6.36000000,145.00000000,99.00000000,41.33052444,15.34239960
3342376,2.68000000,6.40000000,144.00000000,78.00000000,42.22678757,15.72319984
3342379,2.68000000,6.52000000,246.00000000,13.00000000,162.19270325,154.55520630
3342380,2.68000000,6.56000000,256.00000000,8.00000000,180.69125366,191.75039673
3342381,2.68000000,6.60000000,267.00000000,18.00000000,198.45713806,225.97439575
3342382,2.68000000,6.64000000,294.00000000,122.00000000,232.48855591,300.11999512
3342383,2.68000000,6.68000000,457.00000000,732.00000000,346.34649658,400.44958496
3342384,2.68000000,6.72000000,293.00000000,105.00000000,225.49334717,287.52801514
3342385,2.68000000,6.76000000,266.00000000,17.00000000,197.77563477,226.74400330
3342386,2.68000000,6.80000000,258.00000000,15.00000000,183.93322754,197.68159485
3342387,2.68000000,6.84000000,243.00000000,14.00000000,162.47705078,158.35360718
3407875,2.72000000,4.92000000,86.00000000,17.00000000,31.02250671,18.24160004
3407876,2.72000000,4.96000000,88.00000000,35.00000000,29.35224915,16.47039986
3407877,2.72000000,5.00000000,91.00000000,55.00000000,28.34428024,14.94719982
3407878,2.72000000,5.04000000,119.00000000,57.00000000,48.33265305,31.84639931
3407879,2.72000000,5.08000000,148.00000000,71.00000000,62.57717896,38.53599930
3407880,2.72000000,5.12000000,176.00000000,68.00000000,70.43943787,37.91519928
3407881,2.72000000,5.16000000,241.00000000,12.00000000,110.62123871,63.75519943
3407882,2.72000000,5.20000000,236.00000000,13.00000000,104.97357178,59.61759949
3407883,2.72000000,5.24000000,226.00000000,18.00000000,97.36894989,54.02399826
3407884,2.72000000,5.28000000,259.00000000,128.00000000,108.34806824,59.53120041
3407885,2.72000000,5.32000000,264.00000000,164.00000000,111.97590637,61.70240021
3407886,2.72000000,5.36000000,225.00000000,44.00000000,100.81318665,62.64640045
3407887,2.72000000,5.40000000,220.00000000,22.00000000,106.24221039,75.43679810
3407888,2.72000000,5.44000000,208.00000000,26.00000000,101.02329254,69.49600220
3407889,2.72000000,5.48000000,188.00000000,111.00000000,58.59616089,22.34560013
3407890,2.72000000,5.52000000,161.00000000,108.00000000,46.73268127,17.40480042
3407891,2.72000000,5.56000000,142.00000000,74.00000000,36.21861267,11.81120014
3407892,2.72000000,5.60000000,137.00000000,55.00000000,34.34844589,11.45600033
3407893,2.72000000,5.64000000,134.00000000,51.00000000,33.81272888,11.76640034
3407894,2.72000000,5.68000000,132.00000000,51.00000000,34.14231491,12.47200012
3407895,2.72000000,5.72000000,132.00000000,55.00000000,36.04636383,14.00319958
3407896,2.72000000,5.76000000,129.00000000,41.00000000,36.98922348,15.01439953
3407897,2.72000000,5.80000000,128.00000000,34.00000000,39.44964981,16.88960075
3407901,2.72000000,5.96000000,310.00000000,304.00000000,286.44830322,377.23999023
3407902,2.72000000,6.00000000,314.00000000,250.00000000,289.42984009,372.87200928
3407906,2.72000000,6.16000000,92.00000000,10.00000000,26.00257301,8.57600021
3407907,2.72000000,6.20000000,92.00000000,7.00000000,24.21196365,7.60160017
3407908,2.72000000,6.24000000,92.00000000,3.00000000,22.95891571,6.92479992
3407909,2.72000000,6.28000000,93.00000000,10.00000000,22.41053963,6.56160021
3407910,2.72000000,6.32000000,96.00000000,39.00000000,22.66705894,6.52799988
3407911,2.72000000,6.36000000,144.00000000,144.00000000,41.81098938,15.12160015
3407912,2.72000000,6.40000000,143.00000000,87.00000000,42.58016586,15.50399971
3407915,2.72000000,6.52000000,241.00000000,15.00000000,147.74417114,133.74560547
3407916,2.72000000,6.56000000,262.00000000,26.00000000,174.20126343,178.00799561
3407917,2.72000000,6.60000000,278.00000000,39.00000000,193.54165649,214.83999634
3407918,2.72000000,6.64000000,339.00000000,148.00000000,248.11677551,300.37118530
3407919,2.72000000,6.68000000,451.00000000,622.00000000,344.42501831,397.18560791
3407920,2.72000000,6.72000000,353.00000000,134.00000000,258.95291138,306.55358887
3407921,2.72000000,6.76000000,277.00000000,25.00000000,194.16961670,216.08000183
3407922,2.72000000,6.80000000,256.00000000,31.00000000,172.25639343,178.98719788
3407923,2.72000000,6.84000000,241.00000000,19.00000000,150.56526184,140.42399597
3473411,2.76000000,4.92000000,97.00000000,15.00000000,38.22226715,23.87360001
3473412,2.76000000,4.96000000,97.00000000,45.00000000,35.21537018,21.13439941
3473413,2.76000000,5.00000000,99.00000000,55.00000000,33.78820801,19.31999969
3473414,2.76000000,5.04000000,103.00000000,60.00000000,33.02217484,17.59199905
3473415,2.76000000,5.08000000,106.00000000,77.00000000,32.29441452,15.94559956
3473416,2.76000000,5.12000000,166.00000000,131.00000000,68.08769989,40.54399872
3473417,2.76000000,5.16000000,281.00000000,164.00000000,121.87314606,68.41600037
3473418,2.76000000,5.20000000,265.00000000,95.00000000,112.50617981,61.15679932
3473419,2.76000000,5.24000000,256.00000000,75.00000000,104.76728058,55.41439819
3473420,2.76000000,5.28000000,281.00000000,149.00000000,112.43497467,58.97119904
3473421,2.76000000,5.32000000,284.00000000,191.00000000,114.44406891,59.99359894
3473422,2.76000000,5.36000000,267.00000000,105.00000000,111.49501038,65.42240143
3473423,2.76000000,5.40000000,257.00000000,107.00000000,113.30338287,74.87680054
3473424,2.76000000,5.44000000,275.00000000,195.00000000,120.11343384,75.90720367
3473425,2.76000000,5.48000000,171.00000000,159.00000000,50.51645279,18.19519997
3473426,2.76000000,5.52000000,149.00000000,95.00000000,40.77907562,13.68480015
3473427,2.76000000,5.56000000,145.00000000,77.00000000,39.25526810,13.41119957
3473428,2.76000000,5.60000000,142.00000000,63.00000000,38.60848618,13.64960003
3473429,2.76000000,5.64000000,140.00000000,59.00000000,38.30756378,13.91679955
3473430,2.76000000,5.68000000,140.00000000,56.00000000,39.75134659,15.24639988
3473431,2.76000000,5.72000000,138.00000000,63.00000000,41.19898224,16.81599998
3473432,2.76000000,5.76000000,137.00000000,70.00000000,42.99768829,18.28639984
3473433,2.76000000,5.80000000,137.00000000,79.00000000,45.90205002,20.64959908
3473434,2.76000000,5.84000000,104.00000000,75.00000000,40.10023499,20.58559990
3473435,2.76000000,5.88000000,80.00000000,75.00000000,34.29488754,19.86720085
3473436,2.76000000,5.92000000,96.00000000,75.00000000,41.42654800,24.29759979
3473437,2.76000000,5.96000000,339.00000000,322.00000000,300.61019897,381.67840576
3473438,2.76000000,6.00000000,340.00000000,256.00000000,301.94342041,375.94879150
3473447,2.76000000,6.36000000,135.00000000,161.00000000,41.20234299,15.06079960
3473448,2.76000000,6.40000000,140.00000000,92.00000000,42.74069595,15.59519958
3473451,2.76000000,6.52000000,244.00000000,13.00000000,138.44972229,116.21119690
3473452,2.76000000,6.56000000,269.00000000,27.00000000,167.47570801,164.93919373
3473453,2.76000000,6.60000000,290.00000000,46.00000000,189.93753052,200.73759460
3473454,2.76000000,6.64000000,362.00000000,174.00000000,262.75051880,307.92959595
3473455,2.76000000,6.68000000,447.00000000,567.00000000,341.43792725,391.95678711
3473456,2.76000000,6.72000000,371.00000000,148.00000000,271.96926880,316.99200439
3473457,2.76000000,6.76000000,285.00000000,44.00000000,189.21687317,204.96960449
3473458,2.76000000,6.80000000,261.00000000,37.00000000,163.38513184,163.24159241
3473459,2.76000000,6.84000000,241.00000000,15.00000000,138.76551819,120.37280273
3538945,2.80000000,4.84000000,26.00000000,35.00000000,6.70650148,2.23679996
3538946,2.80000000,4.88000000,26.00000000,43.00000000,6.55312634,2.14720011
3538947,2.80000000,4.92000000,83.00000000,17.00000000,28.49672318,15.67039967
3538948,2.80000000,4.96000000,80.00000000,39.00000000,23.92562485,12.16479969
3538949,2.80000000,5.00000000,78.00000000,39.00000000,21.16481972,10.24320030
3538950,2.80000000,5.04000000,72.00000000,47.00000000,15.67488956,5.78560019
3538951,2.80000000,5.08000000,62.00000000,45.00000000,9.96027851,2.18400002
3538952,2.80000000,5.12000000,50.00000000,36.00000000,7.43554974,1.30400002
3538953,2.80000000,5.16000000,260.00000000,44.00000000,124.12384796,74.33760071
3538954,2.80000000,5.20000000,275.00000000,93.00000000,117.29893494,64.30719757
3538955,2.80000000,5.24000000,280.00000000,85.00000000,112.57379913,58.28960037
3538956,2.80000000,5.28000000,289.00000000,142.00000000,112.39913940,56.79199982
3538957,2.80000000,5.32000000,280.00000000,153.00000000,107.39648438,54.01760101
3538958,2.80000000,5.36000000,285.00000000,130.00000000,117.72711182,67.96160126
3538959,2.80000000,5.40000000,259.00000000,101.00000000,107.32779694,65.12000275
3538960,2.80000000,5.44000000,206.00000000,56.00000000,93.58545685,61.36640167
3538961,2.80000000,5.48000000,106.00000000,25.00000000,31.14036560,10.64799976
3538962,2.80000000,5.52000000,117.00000000,20.00000000,31.28997231,9.91520023
3538963,2.80000000,5.56000000,126.00000000,19.00000000,34.09489822,11.16800022
3538964,2.80000000,5.60000000,129.00000000,15.00000000,35.04940796,11.66880035
3538965,2.80000000,5.64000000,132.00000000,12.00000000,37.21238708,13.18560028
3538966,2.80000000,5.68000000,133.00000000,18.00000000,39.37100601,15.10400009
3538967,2.80000000,5.72000000,133.00000000,15.00000000,41.11418533,16.61120033
3538968,2.80000000,5.76000000,131.00000000,14.00000000,42.99615097,18.44639969
3538969,2.80000000,5.80000000,126.00000000,15.00000000,45.28575897,20.73760033
3538973,2.80000000,5.96000000,294.00000000,306.00000000,272.00146484,357.16479492
3538974,2.80000000,6.00000000,322.00000000,254.00000000,281.62576294,353.50399780
3538983,2.80000000,6.36000000,117.00000000,149.00000000,36.94928360,13.90079975
3538984,2.80000000,6.40000000,133.00000000,104.00000000,42.10695648,15.81760025
3538987,2.80000000,6.52000000,247.00000000,11.00000000,129.56790161,101.31359863
3538988,2.80000000,6.56000000,268.00000000,30.00000000,157.72998047,148.89439392
3538989,2.80000000,6.60000000,297.00000000,56.00000000,185.45547485,189.76640320
3538990,2.80000000,6.64000000,379.00000000,173.00000000,275.80621338,319.26721191
3538991,2.80000000,6.68000000,444.00000000,540.00000000,340.36184692,391.10720825
3538992,2.80000000,6.72000000,382.00000000,150.00000000,281.42587280,325.00000000
3538993,2.80000000,6.76000000,291.00000000,61.00000000,184.13937378,192.46080017
3538994,2.80000000,6.80000000,266.00000000,42.00000000,157.36370850,150.59039307
3538995,2.80000000,6.84000000,246.00000000,12.00000000,131.83323669,106.70880127
3604481,2.84000000,4.84000000,27.00000000,71.00000000,6.09367704,1.83679998
3604482,2.84000000,4.88000000,26.00000000,80.00000000,5.65150976,1.67519999
3604483,2.84000000,4.92000000,57.00000000,20.00000000,11.49746513,2.89759994
3604484,2.84000000,4.96000000,56.00000000,37.00000000,9.84149075,2.20000005
3604485,2.84000000,5.00000000,54.00000000,34.00000000,8.31630707,1.59200001
3604486,2.84000000,5.04000000,52.00000000,31.00000000,7.62770271,1.37440002
3604487,2.84000000,5.08000000,50.00000000,20.00000000,7.46116972,1.34239995
3604488,2.84000000,5.12000000,47.00000000,11.00000000,7.96078253,1.58720005
3604489,2.84000000,5.16000000,277.00000000,12.00000000,136.71858215,87.17440033
3604490,2.84000000,5.20000000,277.00000000,45.00000000,124.14661407,73.12159729
3604491,2.84000000,5.24000000,296.00000000,114.00000000,121.54653168,65.06079865
3604492,2.84000000,5.28000000,302.00000000,165.00000000,117.67924500,59.28480148
3604493,2.84000000,5.32000000,289.00000000,170.00000000,109.03543091,53.80799866
3604494,2.84000000,5.36000000,292.00000000,134.00000000,120.48146057,70.74720001
3604495,2.84000000,5.40000000,241.00000000,85.00000000,97.94498444,59.05599976
3604496,2.84000000,5.44000000,209.00000000,20.00000000,90.07201385,56.23839951
3604509,2.84000000,5.96000000,357.00000000,300.00000000,292.26901245,361.38400269
3604510,2.84000000,6.00000000,388.00000000,259.00000000,323.79016113,380.65759277
3604519,2.84000000,6.36000000,108.00000000,137.00000000,33.51008224,12.70240021
3604520,2.84000000,6.40000000,123.00000000,113.00000000,40.08848953,15.73760033
3604523,2.84000000,6.52000000,245.00000000,10.00000000,119.31031799,85.46720123
3604524,2.84000000,6.56000000,273.00000000,29.00000000,150.67469788,133.26400757
3604525,2.84000000,6.60000000,302.00000000,75.00000000,180.11602783,176.59359741
3604526,2.84000000,6.64000000,389.00000000,184.00000000,281.88302612,322.81280518
3604527,2.84000000,6.68000000,452.00000000,514.00000000,344.49945068,394.25601196
3604528,2.84000000,6.72000000,390.00000000,158.00000000,287.90429688,332.48480225
3604529,2.84000000,6.76000000,298.00000000,67.00000000,178.45211792,177.52639771
3604530,2.84000000,6.80000000,270.00000000,39.00000000,149.62213135,135.30239868
3604531,2.84000000,6.84000000,240.00000000,8.00000000,118.11380005,87.70559692
3604533,2.84000000,6.92000000,83.00000000,7.00000000,22.78630829,7.41440010
3604534,2.84000000,6.96000000,83.00000000,12.00000000,21.40835571,6.74240017
3604535,2.84000000,7.00000000,85.00000000,13.00000000,21.41852570,6.76000023
3604536,2.84000000,7.04000000,91.00000000,18.00000000,24.37035370,8.48799992
3604537,2.84000000,7.08000000,95.00000000,15.00000000,27.75575066,10.98560047
3604538,2.84000000,7.12000000,96.00000000,7.00000000,29.31267738,11.87040043
3604539,2.84000000,7.16000000,100.00000000,11.00000000,33.07951736,14.00800037
3670017,2.88000000,4.84000000,30.00000000,84.00000000,5.95096779,1.57280004
3670018,2.88000000,4.88000000,28.00000000,66.00000000,5.23301840,1.34879994
3670019,2.88000000,4.92000000,54.00000000,19.00000000,11.48748875,2.88319993
3670020,2.88000000,4.96000000,52.00000000,21.00000000,9.77624321,2.21760011
3670021,2.88000000,5.00000000,50.00000000,13.00000000,8.51465702,1.74399996
3670022,2.88000000,5.04000000,50.00000000,10.00000000,8.42823792,1.70720005
