Ref,x1,y1,x2,y2,Angular Connectivity,Angular Shortest Path Angle,Angular Shortest Path Order,Axial Line Ref,Connectivity,Segment Length
1776,532341.809338,184219.242561,532413.378639,184123.65203,2.657191,-1,-1,562,4,119.41405
1777,532413.378639,184123.65203,532465.848472,184129.138726,1.6287733,-1,-1,563,2,52.75592
1778,532475.921553,184061.956619,532482.602193,184064.250156,2.8888893,-1,-1,564,3,7.0633755
1779,532482.602193,184064.250156,532647.335695,184120.804975,0.4706406,-1,-1,564,4,174.17111
1780,532647.335695,184120.804975,532651.793155,184122.33527,3.7562551,-1,-1,564,5,4.7128282
1781,532651.793155,184122.33527,532654.784645,184123.362281,4,-1,-1,564,5,3.1628728
1782,532858.239483,183356.26129,532986.11096,183421.767223,4,-1,-1,565,4,143.67374
1783,532805.96068,183254.758998,532889.281379,183178.093616,4,-1,-1,566,4,113.22508
1784,532738.158928,183850.920061,532822.13936,183962.333923,4,-1,-1,567,4,139.51976
1785,532465.848472,184129.138726,532475.550484,184064.431452,2.9715824,-1,-1,568,4,65.43058
1786,532475.550484,184064.431452,532475.921553,184061.956619,3.1157851,-1,-1,568,4,2.502497
1787,533323.064517,183697.391573,533395.10381,183762.751804,2.3954475,-1,-1,569,4,97.270859
1788,533395.10381,183762.751804,533468.030351,183828.917024,3.2337351,-1,-1,569,4,98.468864
1789,530292.36155,185139.985298,530293.282916,185140.07909,3.2131581,-1,-1,570,4,0.92612737
1790,530293.282916,185140.07909,530533.400544,185164.522406,4,-1,-1,570,6,241.35855
1791,530533.400544,185164.522406,530707.290831,185182.223959,4,-1,-1,570,6,174.78896
1792,530707.290831,185182.223959,530873.943301,185199.188723,2.5311806,-1,-1,570,5,167.51373
1793,530873.943301,185199.188723,530889.244731,185200.746367,3.4688194,-1,-1,570,5,15.380507
1794,530889.244731,185200.746367,531131.431446,185225.400309,4,-1,-1,570,6,243.43834
1795,531131.431446,185225.400309,531340.505289,185246.683452,4,-1,-1,570,6,210.15433
1796,531340.505289,185246.683452,531533.346514,185266.31416,4,-1,-1,570,6,193.83783
1797,531533.346514,185266.31416,531638.291612,185276.997283,4,-1,-1,570,6,105.48745
1798,531638.291612,185276.997283,531784.077909,185291.837927,4,-1,-1,570,6,146.53972
1799,531784.077909,185291.837927,531944.588673,185308.177482,4,-1,-1,570,6,161.34029
1800,531944.588673,185308.177482,532112.085809,185325.228231,4,-1,-1,570,6,168.36276
1801,532112.085809,185325.228231,532254.111945,185339.686102,2.864747,2.5351562,18,570,5,142.76013
1802,532254.111945,185339.686102,532503.173965,185365.039931,3.135253,2.5351562,19,570,5,250.34917
1803,532503.173965,185365.039931,532644.624396,185379.439197,2.0453768,2.5351562,20,570,4,142.18144
1804,530347.847156,185292.772305,530538.471481,185349.657634,1.2020545,-1,-1,571,2,198.93108
1805,530538.471481,185349.657634,530632.54739,185377.731381,3.0439451,-1,-1,571,5,98.175415
1806,530560.512077,185439.426431,530870.636339,185686.174425,3.1212685,-1,-1,572,3,396.31003
1807,530529.795982,185032.92313,530529.866632,185035.502519,3.1855226,-1,-1,573,4,2.5803561
1808,530529.866632,185035.502519,530533.400544,185164.522406,2.8144774,-1,-1,573,5,129.06827
1809,530533.400544,185164.522406,530535.443722,185239.116957,2.9492478,-1,-1,573,5,74.622528
1810,530535.443722,185239.116957,530538.471481,185349.657634,3.0507522,-1,-1,573,4,110.58214
1811,530362.208167,184990.176674,530363.970595,184990.653139,2.6512868,-1,-1,574,4,1.8256974
1812,530363.970595,184990.653139,530365.385815,184991.035739,2.9405873,-1,-1,574,4,1.4660257
1813,530365.385815,184991.035739,530523.36101,185033.743748,0.65696442,-1,-1,574,4,163.64638
1814,530523.36101,185033.743748,530529.866632,185035.502519,3.7511616,-1,-1,574,4,6.7391686
1815,530707.04712,185010.319231,530707.04762,185010.67218,4,-1,-1,575,5,0.35294878
1816,530707.04762,185010.67218,530707.051524,185013.426133,3.4874296,-1,-1,575,5,2.7539556
1817,530707.051524,185013.426133,530707.290831,185182.223959,2.5125701,-1,-1,575,5,168.79799
1818,530707.290831,185182.223959,530707.384259,185248.124181,3.0342219,-1,-1,575,5,65.900291
1819,530707.384259,185248.124181,530707.477025,185313.557473,1.5158075,-1,-1,575,3,65.433357
1820,531131.431446,185132.77165,531131.431446,185225.400309,2.383728,-1,-1,576,4,92.628662
1821,531131.431446,185225.400309,531131.431446,185337.352893,4,-1,-1,576,5,111.95258
1822,530523.36101,185033.743748,530529.795982,185032.92313,3.0633159,-1,-1,577,4,6.4870849
1823,530529.795982,185032.92313,530704.190325,185010.683543,2.9366841,-1,-1,577,5,175.80667
1824,530704.190325,185010.683543,530707.04712,185010.319231,3.0798464,-1,-1,577,5,2.8799303
1825,530707.04712,185010.319231,530707.900896,185010.210354,2.9201536,-1,-1,577,4,0.8606903
1826,530535.443722,185239.116957,530707.384259,185248.124181,4,-1,-1,578,4,172.1763
1827,532644.624396,185379.439197,532748.019937,185382.559575,2.045377,2.578125,21,579,4,103.44261
1828,532748.019937,185382.559575,533074.390304,185392.409121,4,2.578125,22,579,6,326.51895
1829,533074.390304,185392.409121,533345.783708,185400.599514,4,2.578125,23,579,6,271.51697
1830,533345.783708,185400.599514,533553.80768,185406.877478,4,2.578125,24,579,6,208.11868
1831,533553.80768,185406.877478,533682.174022,185410.751451,2.8301461,2.578125,25,579,5,128.42479
1832,533682.174022,185410.751451,533760.510886,185413.115583,2.3397076,2.578125,26,579,4,78.372528
1833,533760.510886,185413.115583,533839.925709,185415.512246,2.8301463,2.578125,27,579,5,79.450981
1834,533839.925709,185415.512246,533966.472683,185419.331313,2.8075056,2.578125,28,579,5,126.60459
1835,533966.472683,185419.331313,534102.750753,185423.444054,3.1924944,2.578125,29,579,5,136.34012
1836,534102.750753,185423.444054,534232.605268,185427.362939,4,2.578125,30,579,6,129.91364
1837,534232.605268,185427.362939,534312.397231,185429.770984,4,2.578125,31,579,6,79.828293
1838,534312.397231,185429.770984,534419.82282,185433.012986,4,2.578125,32,579,6,107.47449
1839,534419.82282,185433.012986,534482.892073,185434.916356,2.9953728,-1,-1,579,5,63.097969
1840,534482.892073,185434.916356,534596.200064,185438.335882,3.0046272,-1,-1,579,5,113.35958
1841,534596.200064,185438.335882,534652.868077,185440.046069,4,-1,-1,579,6,56.693813
1842,534652.868077,185440.046069,534732.491723,185442.449034,4,-1,-1,579,6,79.659897
1843,534732.491723,185442.449034,534817.717395,185445.021063,2.9172254,-1,-1,579,5,85.264473
1844,534817.717395,185445.021063,534826.764898,185445.294108,3.0827746,-1,-1,579,5,9.0516224
1845,534826.764898,185445.294108,534997.034441,185450.43268,4,-1,-1,579,6,170.34706
1846,534997.034441,185450.43268,535280.525283,185458.988162,3.1605992,-1,-1,579,5,283.6199
1847,535280.525283,185458.988162,535472.881561,185464.79329,1.7826266,-1,-1,579,4,192.44385
1848,535472.881561,185464.79329,535723.087383,185472.344263,2.0484624,-1,-1,579,3,250.31973
1849,532310.79789,184260.662566,532313.253984,184321.24222,2.4349349,-1,-1,580,4,60.629421
1850,532313.253984,184321.24222,532319.702932,184480.305793,4,-1,-1,580,6,159.19424
1851,532319.702932,184480.305793,532320.080177,184489.610552,2.8083892,-1,-1,580,4,9.3124037
1852,532123.655668,185157.017117,532195.016512,185170.405831,1.994748,-1,-1,581,3,72.605972
1853,532195.016512,185170.405831,532302.518647,185190.575369,3.079603,-1,-1,581,5,109.37788
1854,532302.518647,185190.575369,532534.891245,185234.173091,4,-1,-1,581,5,236.42712
1855,532109.252094,185366.426859,532112.085809,185325.228231,2.4719195,2.3476562,17,582,4,41.295967
1856,532112.085809,185325.228231,532123.655668,185157.017117,3.0743511,-1,-1,582,4,168.60854
1857,532191.417756,185229.891994,532195.016512,185170.405831,2,-1,-1,583,2,59.594921
1858,532254.111945,185339.686102,532302.518647,185190.575369,4,-1,-1,584,5,156.77122
1859,532302.518647,185190.575369,532326.720366,185116.025029,4,-1,-1,584,6,78.380333
1860,532326.720366,185116.025029,532350.362133,185043.199553,2.3847485,-1,-1,584,5,76.566856
1861,532350.362133,185043.199553,532352.601603,185036.301147,3.6152513,-1,-1,584,4,7.2528086
1862,532347.93689,185035.086012,532352.601603,185036.301147,3.0376058,-1,-1,585,4,4.8203835
1863,532352.601603,185036.301147,532408.016136,185050.736358,2.0014875,-1,-1,585,4,57.263824
1864,532408.016136,185050.736358,532486.727856,185071.240372,2.0467546,-1,-1,585,4,81.338486
1865,532486.727856,185071.240372,532553.831859,185088.720632,2.9141521,-1,-1,585,5,69.343399
1866,532553.831859,185088.720632,532569.174868,185092.71741,2.9891434,-1,-1,585,5,15.855036
1867,532569.174868,185092.71741,532569.175353,185092.717537,3.0108566,-1,-1,585,4,0.00050104933
1868,532294.67251,184856.892381,532303.520904,184886.494294,3.7623258,-1,-1,586,4,30.896072
1869,532303.520904,184886.494294,532309.259929,184905.693945,1.3914185,-1,-1,586,4,20.039038
1870,532309.259929,184905.693945,532332.441945,184983.248358,1.9921591,-1,-1,586,4,80.945
1871,532332.441945,184983.248358,532347.93689,185035.086012,1.5069535,-1,-1,586,4,54.103935
1872,532347.93689,185035.086012,532350.362133,185043.199553,3.3471429,-1,-1,586,4,8.468255
1873,532229.872721,184909.583681,532309.259929,184905.693945,2,-1,-1,587,2,79.482445
1874,532330.136926,185455.964702,532348.317401,185387.959135,0.52857327,-1,-1,588,1,70.393799
1875,532466.744037,185515.351354,532503.173965,185365.039931,3.1618555,-1,-1,589,4,154.66307
1876,532503.173965,185365.039931,532525.465546,185273.063924,2.8613644,-1,-1,589,5,94.638786
1877,532525.465546,185273.063924,532534.891245,185234.173091,2.1719398,-1,-1,589,4,40.016754
1878,532534.891245,185234.173091,532552.153696,185162.947485,2.9666958,-1,-1,589,5,73.287651
1879,532552.153696,185162.947485,532559.328856,185133.342474,4,-1,-1,589,6,30.462101
1880,532559.328856,185133.342474,532569.174813,185092.717637,6,-1,-1,589,7,41.800961
1881,532186.468402,185086.83251,532266.708105,185103.533874,1.8206327,-1,-1,590,3,81.959412
1882,532266.708105,185103.533874,532326.720366,185116.025029,3.081847,-1,-1,590,5,61.298454
1883,532326.720366,185116.025029,532552.153696,185162.947485,4,-1,-1,590,6,230.26486
1884,532552.153696,185162.947485,532563.260717,185165.259337,3.2086754,-1,-1,590,4,11.345068
1885,532505.68483,184697.887393,532508.338563,184719.429054,4,-1,-1,591,5,21.704504
1886,532508.338563,184719.429054,532510.832112,184739.670425,2.938067,-1,-1,591,5,20.394382
1887,532510.832112,184739.670425,532527.428688,184874.393042,3.061933,-1,-1,591,5,135.74104
1888,532527.428688,184874.393042,532527.963678,184878.735814,3.1374669,-1,-1,591,5,4.3756013
1889,532527.963678,184878.735814,532535.444185,184939.458795,2.8625331,-1,-1,591,5,61.182011
1890,532535.444185,184939.458795,532543.067249,185001.338968,3.0251722,-1,-1,591,5,62.34795
1891,532543.067249,185001.338968,532553.831859,185088.720632,2.9748278,-1,-1,591,5,88.042221
1892,532553.831859,185088.720632,532554.656717,185095.416414,3.0389733,-1,-1,591,5,6.746398
1893,532554.656717,185095.416414,532559.328856,185133.342474,2.9610264,-1,-1,591,5,38.212757
1894,532559.328856,185133.342474,532563.260717,185165.259337,3.2086754,-1,-1,591,4,32.158134
1895,532494.677709,184457.085919,532501.014822,184537.832281,3.2156749,-1,-1,592,4,80.994652
1896,532501.014822,184537.832281,532501.656573,184546.009364,1.6658194,-1,-1,592,4,8.2022266
1897,532501.656573,184546.009364,532509.375425,184644.361588,1.9227529,-1,-1,592,4,98.654655
1898,532509.375425,184644.361588,532513.260586,184693.865617,1.934917,-1,-1,592,4,49.65625
1899,532513.260586,184693.865617,532515.489952,184722.2718,2.5515666,-1,-1,592,4,28.49353
1900,532515.489952,184722.2718,532516.843492,184739.518369,2.7092693,-1,-1,592,5,17.299603
1901,532516.843492,184739.518369,532527.428688,184874.393042,4,-1,-1,592,6,135.28941
1902,532527.428688,184874.393042,532527.768079,184878.7175,4,-1,-1,592,6,4.3377557
1903,532527.768079,184878.7175,532532.50439,184939.066721,2.8657327,-1,-1,592,4,60.534794
1904,532423.672942,184685.773664,532429.001576,184687.891847,3.2741685,-1,-1,593,4,5.734199
1905,532429.001576,184687.891847,532483.617695,184709.602274,2.7258315,-1,-1,593,5,58.77298
1906,532483.617695,184709.602274,532508.338563,184719.429054,4,-1,-1,593,6,26.602385
1907,532508.338563,184719.429054,532515.489952,184722.2718,4,-1,-1,593,5,7.6956849
1908,532425.361566,184740.528972,532437.734717,184733.96038,3.3356996,-1,-1,594,4,14.008615
1909,532437.734717,184733.96038,532483.617695,184709.602274,2.6643004,-1,-1,594,5,51.947716
1910,532483.617695,184709.602274,532505.68483,184697.887393,3.2326641,-1,-1,594,5,24.983932
1911,532505.68483,184697.887393,532513.260586,184693.865617,2.7673359,-1,-1,594,4,8.5771065
1912,532430.227388,184925.011696,532432.397402,184869.787788,4,-1,-1,595,5,55.266525
1913,532432.397402,184869.787788,532437.207119,184747.387047,2.6909027,-1,-1,595,5,122.4952
1914,532437.207119,184747.387047,532437.734717,184733.96038,3.3090973,-1,-1,595,4,13.437029
1915,532065.631923,184835.446936,532065.742601,184835.457299,3.8659983,-1,-1,596,4,0.11116199
1916,532065.742601,184835.457299,532282.962933,184855.795994,1.3072804,-1,-1,596,4,218.17043
1917,532282.962933,184855.795994,532294.67251,184856.892381,1.5823748,-1,-1,596,4,11.760794
1918,532294.67251,184856.892381,532305.892623,184857.942938,3.2443466,-1,-1,596,5,11.269189
1919,532305.892623,184857.942938,532372.753641,184864.203245,3.0516531,-1,-1,596,5,67.153458
1920,532372.753641,184864.203245,532432.397402,184869.787788,2.9483469,-1,-1,596,5,59.904636
1921,532432.397402,184869.787788,532527.768079,184878.7175,4,-1,-1,596,6,95.787819
1922,532527.768079,184878.7175,532527.963678,184878.735814,4,-1,-1,596,5,0.19645388
1923,532372.753641,184864.203245,532373.015227,184842.802797,2,-1,-1,597,2,21.402046
1924,532506.628181,185004.371566,532543.067249,185001.338968,2.315361,-1,-1,598,3,36.565041
1925,532493.7782,185012.761123,532506.628181,185004.371566,0.87075675,-1,-1,599,2,15.346227
1926,532486.727856,185071.240372,532493.7782,185012.761123,2.5553956,-1,-1,600,3,58.902714
1927,532303.520904,184886.494294,532305.892623,184857.942938,4,-1,-1,601,5,28.649694
1928,532305.892623,184857.942938,532317.880337,184713.631764,2.9090304,-1,-1,601,5,144.80821
1929,532317.880337,184713.631764,532318.114524,184710.812562,3.0909696,-1,-1,601,5,2.8289125
1930,532318.114524,184710.812562,532336.13403,184493.889138,4,-1,-1,601,6,217.67056
1931,532336.13403,184493.889138,532337.458103,184477.949608,4,-1,-1,601,5,15.99443
1932,532320.080177,184489.610552,532336.13403,184493.889138,2.8083892,-1,-1,602,4,16.614225
1933,532336.13403,184493.889138,532420.015364,184516.244741,2.8008873,-1,-1,602,5,86.80928
1934,532420.015364,184516.244741,532501.014822,184537.832281,3.1991129,-1,-1,602,4,83.826813
1935,532217.541033,184493.863098,532255.038302,184701.308851,4,-1,-1,603,5,210.80746
1936,532255.038302,184701.308851,532282.962933,184855.795994,4,-1,-1,603,5,156.99065
1937,532317.880337,184713.631764,532331.424198,184712.817934,3.8665888,-1,-1,604,4,13.56829
1938,532331.424198,184712.817934,532373.165669,184710.309752,0.50571907,-1,-1,604,4,41.816761
1939,532373.165669,184710.309752,532381.218426,184709.825873,3.6276922,-1,-1,604,4,8.0672827
1940,532373.165669,184710.309752,532376.725985,184712.371024,2.6622484,-1,-1,605,4,4.1139636
1941,532376.725985,184712.371024,532425.361566,184740.528972,1.9825487,-1,-1,605,4,56.198662
1942,532425.361566,184740.528972,532437.207119,184747.387047,3.3552032,-1,-1,605,4,13.687597
1943,532376.725985,184712.371024,532381.218426,184709.825873,3.7100596,-1,-1,606,4,5.1633153
1944,532381.218426,184709.825873,532423.672942,184685.773664,0.85895824,-1,-1,606,4,48.794411
1945,532423.672942,184685.773664,532428.740383,184682.902753,3.4309821,-1,-1,606,4,5.8241816
1946,532420.015364,184516.244741,532428.740383,184682.902753,2.7051506,-1,-1,607,4,166.88625
1947,532428.740383,184682.902753,532429.001576,184687.891847,3.2948494,-1,-1,607,4,4.9959264
1948,532266.708105,185103.533874,532280.047817,185065.063384,3.1072955,-1,-1,608,3,40.717644
1949,532217.315493,185054.60217,532280.047817,185065.063384,1.1072954,-1,-1,609,1,63.598595
1950,532186.468402,185086.83251,532191.412036,184991.900716,2.9024796,-1,-1,610,3,95.060425
1951,532075.892724,184998.987968,532191.412036,184991.900716,1.3643452,-1,-1,611,3,115.73651
1952,532191.412036,184991.900716,532332.441945,184983.248358,2.9278691,-1,-1,611,4,141.29507
1953,532408.016136,185050.736358,532420.477341,184987.117625,4,-1,-1,612,4,64.827652
1954,532394.394643,184982.089745,532420.477341,184987.117625,1.9948233,-1,-1,613,3,26.562881
1955,532420.477341,184987.117625,532443.269371,184991.511173,1.9981046,-1,-1,613,3,23.211634
1956,532394.394643,184982.089745,532405.48823,184920.884757,1.9839985,-1,-1,614,2,62.202236
1957,532405.48823,184920.884757,532430.227388,184925.011696,2.0713086,-1,-1,615,3,25.08102
1958,532430.227388,184925.011696,532455.281575,184929.191187,1.9357636,-1,-1,615,3,25.400402
1959,532443.269371,184991.511173,532455.281575,184929.191187,2.0160015,-1,-1,616,2,63.467106
1960,532565.148505,185693.517388,532589.790732,185703.653519,4,-1,-1,617,5,26.64546
1961,532589.790732,185703.653519,532608.90394,185711.515389,3.1035008,-1,-1,617,5,20.666971
1962,532608.90394,185711.515389,532705.676747,185751.32112,2.8964992,-1,-1,617,5,104.63972
1963,532705.676747,185751.32112,532758.78254,185773.16522,4,-1,-1,617,6,57.422905
1964,532758.78254,185773.16522,532797.115423,185788.932754,2.5367348,-1,-1,617,5,41.449066
1965,532797.115423,185788.932754,532920.512502,185839.689894,2.5140228,-1,-1,617,4,133.42836
1966,532920.512502,185839.689894,532929.733378,185843.482733,2.0001109,-1,-1,617,4,9.9704647
1967,532929.733378,185843.482733,533044.118829,185890.533104,2.0312605,-1,-1,617,4,123.68415
1968,533044.118829,185890.533104,533203.928823,185956.268034,2.917871,-1,-1,617,5,172.80138
1969,533203.928823,185956.268034,533209.750478,185958.662665,4,-1,-1,617,5,6.2949128
1970,532608.90394,185711.515389,532623.471869,185648.634309,3.1047015,-1,-1,618,4,64.546532
1971,532623.471869,185648.634309,532635.493001,185596.746232,1.5481352,-1,-1,618,4,53.262371
1972,532635.493001,185596.746232,532637.861982,185586.520754,3.3471634,-1,-1,618,4,10.496307
1973,532623.471869,185648.634309,532756.40915,185703.608968,4,-1,-1,619,5,143.85594
1974,532756.40915,185703.608968,532756.871278,185703.800076,4,-1,-1,619,6,0.50008547
1975,532756.871278,185703.800076,532949.043124,185783.270498,4,-1,-1,619,5,207.95569
1976,532631.508571,185592.859544,532637.861982,185586.520754,3.6441982,-1,-1,620,4,8.9747467
1977,532637.861982,185586.520754,532683.573214,185540.914717,0.35580179,-1,-1,620,2,64.571106
1978,532574.680692,185537.425716,532631.508571,185592.859544,0.99136156,-1,-1,621,2,79.387131
1979,532631.508571,185592.859544,532635.493001,185596.746232,3.0086384,-1,-1,621,4,5.5661507
1980,532466.744037,185515.351354,532751.549622,185510.661933,3.1618555,-1,-1,622,4,284.84418
1981,532751.549622,185510.661933,532829.615767,185509.376547,3.0542002,-1,-1,622,5,78.076729
1982,532829.615767,185509.376547,532867.789488,185508.748004,1.086924,-1,-1,622,4,38.178894
1983,532867.789488,185508.748004,532887.593225,185508.421929,3.8588758,-1,-1,622,4,19.806421
1984,532630.128728,185133.831243,532741.236928,185136.38478,2,-1,-1,623,2,111.13754
1985,532739.163067,185061.118424,532739.370938,185068.662669,3.2994671,-1,-1,624,4,7.5471087
1986,532739.370938,185068.662669,532741.236928,185136.38478,1.7326981,-1,-1,624,4,67.74781
1987,532741.236928,185136.38478,532743.1985,185207.575837,1.9949708,-1,-1,624,4,71.218079
1988,532743.1985,185207.575837,532745.124058,185277.459848,2.9728639,-1,-1,624,5,69.910538
1989,532745.124058,185277.459848,532748.019937,185382.559575,4,-1,-1,624,6,105.13962
1990,532748.019937,185382.559575,532751.549622,185510.661933,4,-1,-1,624,6,128.15097
1991,532751.549622,185510.661933,532756.854473,185703.190156,4,-1,-1,624,6,192.60129
1992,532756.854473,185703.190156,532756.871278,185703.800076,4,-1,-1,624,6,0.61015153
1993,532756.871278,185703.800076,532758.78254,185773.16522,4,-1,-1,624,6,69.391472
1994,532758.78254,185773.16522,532759.282542,185791.311728,2.473084,-1,-1,624,4,18.153395
1995,532824.541411,185583.151253,532895.656382,185600.623927,2.8850899,-1,-1,625,4,73.230003
1996,532895.656382,185600.623927,532999.439485,185626.123036,3.1149101,-1,-1,625,5,106.86972
1997,532999.439485,185626.123036,533271.166948,185692.885426,4,-1,-1,625,5,279.80893
1998,532820.39518,185643.432217,532824.541411,185583.151253,1.5854641,-1,-1,626,3,60.423389
1999,532824.541411,185583.151253,532829.615767,185509.376547,2.890342,-1,-1,626,4,73.949013
2000,532892.717915,185649.195756,532892.787823,185648.040191,3.118978,-1,-1,627,4,1.1576769
2001,532892.787823,185648.040191,532895.656382,185600.623927,2.881022,-1,-1,627,4,47.502956
2002,532841.070371,185674.086597,532892.717915,185649.195756,0.67563176,-1,-1,628,2,57.332561
2003,532892.717915,185649.195756,532894.315387,185648.425875,3.3243682,-1,-1,628,4,1.773312
2004,532892.787823,185648.040191,532894.315387,185648.425875,3.5566537,-1,-1,629,4,1.5755012
2005,532894.315387,185648.425875,532984.948527,185671.30918,2.4433463,-1,-1,629,4,93.477333
2006,532929.733378,185843.482733,532949.043124,185783.270498,2.9479313,-1,-1,630,4,63.232742
2007,532949.043124,185783.270498,532966.044232,185730.257126,2.0781176,-1,-1,630,4,55.672752
2008,532966.044232,185730.257126,532984.948527,185671.30918,2.0140703,-1,-1,630,4,61.905029
2009,532984.948527,185671.30918,532999.439485,185626.123036,2.9598808,-1,-1,630,5,47.452877
2010,532999.439485,185626.123036,533026.487846,185541.780017,4,-1,-1,630,6,88.574028
2011,533026.487846,185541.780017,533052.077342,185461.986077,2.9681511,-1,-1,630,5,83.796745
2012,533052.077342,185461.986077,533074.390304,185392.409121,3.0318489,-1,-1,630,5,73.067238
2013,533074.390304,185392.409121,533107.735159,185288.432184,4,-1,-1,630,6,109.19287
2014,533107.735159,185288.432184,533157.888823,185132.04151,4,-1,-1,630,6,164.2359
2015,533157.888823,185132.04151,533158.254648,185130.900782,2.911974,-1,-1,630,5,1.197952
2016,533158.254648,185130.900782,533158.567167,185129.926277,3.088026,-1,-1,630,4,1.0233904
2017,533052.077342,185461.986077,533310.572907,185530.835906,2.1211138,-1,-1,631,4,267.50748
2018,533310.572907,185530.835906,533312.411078,185531.3255,3.8788862,-1,-1,631,4,1.9022552
2019,533044.118829,185890.533104,533064.145494,185815.621709,2,-1,-1,632,2,77.542145
2020,532867.789488,185508.748004,532887.364072,185512.822324,3.0975204,-1,-1,633,4,19.99411
2021,532887.364072,185512.822324,532967.603775,185529.523687,1.8206327,-1,-1,633,4,81.959412
2022,532967.603775,185529.523687,533026.487846,185541.780017,3.081847,-1,-1,633,5,60.146084
2023,533026.487846,185541.780017,533295.450503,185597.762814,4,-1,-1,633,5,274.72711
2024,532982.622192,185278.921738,533007.856154,185280.839894,4,-1,-1,634,5,25.306761
2025,533007.856154,185280.839894,533041.388485,185283.38885,3.9644392,-1,-1,634,5,33.62907
2026,533041.388485,185283.38885,533107.735159,185288.432184,2.0355611,-1,-1,634,5,66.538078
2027,533107.735159,185288.432184,533317.419075,185304.37128,2.1401625,-1,-1,634,4,210.28885
2028,532525.465546,185273.063924,532745.124058,185277.459848,4,-1,-1,635,5,219.7025
2029,532745.124058,185277.459848,532983.588518,185282.232126,3.1935487,-1,-1,635,5,238.51221
2030,532983.588518,185282.232126,533007.665377,185282.713965,1.7546057,-1,-1,635,4,24.08168
2031,533007.665377,185282.713965,533041.388485,185283.38885,3.0518456,-1,-1,635,4,33.729862
2032,533007.665377,185282.713965,533007.856154,185280.839894,4,-1,-1,636,5,1.8837563
2033,533007.856154,185280.839894,533022.246353,185139.480003,2.9005392,-1,-1,636,5,142.09045
2034,533022.246353,185139.480003,533035.814836,185006.192112,3.0994611,-1,-1,636,5,133.97673
2035,533035.814836,185006.192112,533053.975845,184827.790253,4,-1,-1,636,5,179.32385
2036,532739.370938,185068.662669,532760.566911,185057.139651,3.8000021,-1,-1,637,4,24.125696
2037,532760.566911,185057.139651,532890.043268,184986.750883,2.1999979,-1,-1,637,5,147.37268
2038,532890.043268,184986.750883,532894.753782,184984.190051,4,-1,-1,637,6,5.3616042
2039,532894.753782,184984.190051,532896.336714,184983.329503,4,-1,-1,637,5,1.8017257
2040,532895.218922,184979.500233,532896.336714,184983.329503,2.863806,-1,-1,638,4,3.9890811
2041,532896.336714,184983.329503,532897.63083,184987.762819,3.1361938,-1,-1,638,5,4.6183367
2042,532897.63083,184987.762819,532982.622192,185278.921738,2.7708902,-1,-1,638,5,303.31015
2043,532982.622192,185278.921738,532983.588518,185282.232126,3.2291098,-1,-1,638,4,3.4485443
2044,533022.246353,185139.480003,533157.888823,185132.04151,4,-1,-1,639,5,135.84628
2045,533157.888823,185132.04151,533159.128264,185131.97354,3.135421,-1,-1,639,5,1.241304
2046,533159.128264,185131.97354,533163.15654,185131.752634,2.8645787,-1,-1,639,4,4.0343285
2047,533128.025621,185018.490058,533158.567167,185129.926277,2.3678622,-1,-1,640,4,115.54574
2048,533158.567167,185129.926277,533158.863237,185131.006543,3.632138,-1,-1,640,5,1.1201036
2049,533158.863237,185131.006543,533159.128264,185131.97354,4,-1,-1,640,5,1.0026584
2050,532554.656717,185095.416414,532569.174813,185092.717637,3.2683804,-1,-1,641,4,14.766805
2051,532569.174813,185092.717637,532569.175353,185092.717537,2.4523826,-1,-1,641,4,0.00054904708
2052,532569.175353,185092.717537,532729.11626,185062.986031,1.047549,-1,-1,641,4,162.68085
2053,532729.11626,185062.986031,532739.163067,185061.118424,2.3311572,-1,-1,641,4,10.218918
2054,532739.163067,185061.118424,532760.566911,185057.139651,2.9005306,-1,-1,641,4,21.770512
2055,532967.603775,185529.523687,532980.943487,185491.053197,3.1072955,-1,-1,642,3,40.717644
2056,532918.211163,185480.591984,532980.943487,185491.053197,1.1072954,-1,-1,643,1,63.598595
2057,532887.364072,185512.822324,532887.593225,185508.421929,3.0436037,-1,-1,644,4,4.4063578
2058,532887.593225,185508.421929,532892.461837,185414.930779,0.95639634,-1,-1,644,2,93.617828
2059,532632.107543,185205.900614,532702.89481,185206.968067,1.1050825,-1,-1,645,2,70.795319
2060,532702.89481,185206.968067,532743.1985,185207.575837,2.8949175,-1,-1,645,4,40.308273
2061,532966.044232,185730.257126,533231.646942,185827.58622,2.3154757,-1,-1,646,4,282.87408
2062,533231.646942,185827.58622,533236.340523,185829.306165,3.6845241,-1,-1,646,4,4.9987912
2063,533167.400648,185023.741418,533245.991874,184859.382236,4,-1,-1,647,5,182.18266
2064,533245.991874,184859.382236,533282.517625,184782.995307,2.2648516,-1,-1,647,5,84.670502
2065,533282.517625,184782.995307,533291.901833,184763.36995,3.7351484,-1,-1,647,5,21.753574
2066,533291.901833,184763.36995,533299.604253,184747.261746,3.1631637,-1,-1,647,4,17.855013
2067,532532.50439,184939.066721,532535.444185,184939.458795,2.8657327,-1,-1,648,4,2.9658256
2068,532535.444185,184939.458795,532746.486672,184967.60506,4,-1,-1,648,6,212.91112
2069,532746.486672,184967.60506,532890.043268,184986.750883,4,-1,-1,648,6,144.82768
2070,532890.043268,184986.750883,532894.441617,184987.337481,3.0214715,-1,-1,648,5,4.4372926
