Ref,x1,y1,x2,y2,Angular Connectivity,Axial Line Ref,Connectivity,Metric Shortest Path Distance,Metric Shortest Path Order,Segment Length
1610,532984.247824,184670.259136,532996.250947,184602.264114,2.9141521,508,5,-1,-1,69.046349
1611,532996.250947,184602.264114,533010.390843,184522.164755,3.0858479,508,5,-1,-1,81.337837
1612,533010.390843,184522.164755,533010.390956,184522.164116,2.9609067,508,5,-1,-1,0.0006487447
1613,533010.390956,184522.164116,533020.345949,184465.7713,2.0012481,508,4,-1,-1,57.264751
1614,533020.345949,184465.7713,533021.183771,184461.025223,3.0378451,508,4,-1,-1,4.8194594
1615,532880.661869,184337.772958,532881.038473,184338.103279,3.9999998,509,5,-1,-1,0.50094116
1616,532881.038473,184338.103279,532905.017183,184359.135092,3.7505038,509,5,-1,-1,31.895388
1617,532905.017183,184359.135092,532919.655006,184371.973979,1.4032409,509,4,-1,-1,19.470564
1618,532919.655006,184371.973979,532980.508843,184425.349098,1.9921591,509,4,-1,-1,80.945
1619,532980.508843,184425.349098,533021.183771,184461.025223,1.5069535,509,4,-1,-1,54.103935
1620,533021.183771,184461.025223,533027.545315,184466.604956,3.3471429,509,4,-1,-1,8.4618359
1621,532919.655006,184371.973979,532956.25388,184301.41917,2,510,2,-1,-1,79.482445
1622,532981.099495,184686.095171,532981.440729,184686.160703,3.0095515,511,4,-1,-1,0.34746903
1623,532981.440729,184686.160703,533022.612746,184694.067496,2.9904485,511,5,-1,-1,41.924366
1624,533022.612746,184694.067496,533052.412347,184699.790298,4,511,6,-1,-1,30.344137
1625,533052.412347,184699.790298,533124.395669,184713.614183,2.9653907,511,5,-1,-1,73.298691
1626,533124.395669,184713.614183,533195.295867,184727.230062,2.0393753,511,4,-1,-1,72.195778
1627,533195.295867,184727.230062,533283.681792,184744.203951,2.9952343,511,5,-1,-1,90.001022
1628,533283.681792,184744.203951,533299.604253,184747.261746,3.1631637,511,4,-1,-1,16.213417
1629,533049.859808,184710.976376,533052.412347,184699.790298,3.210762,512,4,-1,-1,11.473613
1630,533052.412347,184699.790298,533086.251089,184551.497661,4,512,6,-1,-1,152.10446
1631,533086.251089,184551.497661,533103.612713,184475.413242,4,512,6,-1,-1,78.040146
1632,533103.612713,184475.413242,533117.242545,184415.68278,3.0818472,512,5,-1,-1,61.26582
1633,533117.242545,184415.68278,533135.47609,184335.777314,1.8206327,512,4,-1,-1,81.959412
1634,533135.47609,184335.777314,533139.203073,184319.444432,3.0975204,512,4,-1,-1,16.752714
1635,532615.007903,184441.117606,532650.252888,184462.989807,1.207,513,3,-1,-1,41.480141
1636,532650.252888,184462.989807,532667.489319,184473.686327,3.2305775,513,5,-1,-1,20.285711
1637,532667.489319,184473.686327,532690.414783,184487.913326,2.9892268,513,5,-1,-1,26.981186
1638,532690.414783,184487.913326,532804.382572,184558.63903,2.1526582,513,4,-1,-1,134.12971
1639,532804.382572,184558.63903,532806.027105,184559.659588,2.8581147,513,5,-1,-1,1.9354657
1640,532806.027105,184559.659588,532909.513455,184623.880761,3.0272589,513,5,-1,-1,121.79402
1641,532909.513455,184623.880761,532984.247824,184670.259136,2.9727409,513,5,-1,-1,87.955551
1642,532984.247824,184670.259136,533003.231866,184682.040182,3.5310547,513,5,-1,-1,22.342491
1643,533003.231866,184682.040182,533022.612746,184694.067496,2.4689453,513,5,-1,-1,22.809534
1644,533022.612746,184694.067496,533049.859808,184710.976376,3.210762,513,4,-1,-1,32.067314
1645,532666.996679,184483.299155,532667.489319,184473.686327,2.2413504,514,4,-1,-1,9.6254435
1646,532667.489319,184473.686327,532668.763445,184448.824476,4,514,6,-1,-1,24.894478
1647,532668.763445,184448.824476,532671.776156,184390.037817,2.7119236,514,5,-1,-1,58.863808
1648,532671.776156,184390.037817,532672.06499,184384.401841,3.2880764,514,4,-1,-1,5.6433716
1649,532650.252888,184462.989807,532668.763445,184448.824476,4,515,5,-1,-1,23.308739
1650,532668.763445,184448.824476,532710.017547,184417.25449,2.6643004,515,5,-1,-1,51.947716
1651,532710.017547,184417.25449,532721.142441,184408.741088,3.3356996,515,4,-1,-1,14.008615
1652,532710.017547,184417.25449,532722.444113,184422.366651,3.3090973,516,4,-1,-1,13.437029
1653,532722.444113,184422.366651,532835.397818,184468.834642,2.6909027,516,5,-1,-1,122.1385
1654,532835.397818,184468.834642,532886.838187,184489.996681,4,516,5,-1,-1,55.623226
1655,532804.382572,184558.63903,532806.521169,184552.446741,3.8318381,517,4,-1,-1,6.5511861
1656,532806.521169,184552.446741,532835.397818,184468.834642,2.1681621,517,5,-1,-1,88.458145
1657,532835.397818,184468.834642,532854.962457,184412.185394,2.9460154,517,5,-1,-1,59.932568
1658,532854.962457,184412.185394,532876.622455,184349.469047,3.0539846,517,5,-1,-1,66.351303
1659,532876.622455,184349.469047,532878.63796,184343.63317,4,517,6,-1,-1,6.1741171
1660,532878.63796,184343.63317,532880.661869,184337.772958,3.2466779,517,5,-1,-1,6.1998625
1661,532880.661869,184337.772958,532884.639763,184326.255,2.7533219,517,5,-1,-1,12.185525
1662,532884.639763,184326.255,532911.183013,184249.399239,2.9276934,517,4,-1,-1,81.310219
1663,532911.183013,184249.399239,532918.808111,184251.096036,2.9276934,518,4,-1,-1,7.8116097
1664,532918.808111,184251.096036,533001.887721,184269.583566,2.9463863,518,4,-1,-1,85.111755
1665,533001.887721,184269.583566,533018.030551,184217.979393,0.94638616,519,1,-1,-1,54.070156
1666,532876.17129,184349.315463,532878.63796,184343.63317,4,520,5,-1,-1,6.1945872
1667,532878.63796,184343.63317,532881.038473,184338.103279,4,520,6,-1,-1,6.0284462
1668,532881.038473,184338.103279,532885.760557,184327.225346,2.8064516,520,5,-1,-1,11.858646
1669,532885.760557,184327.225346,532918.808111,184251.096036,3.1935487,520,5,-1,-1,82.992844
1670,532918.808111,184251.096036,532936.535623,184210.258421,3.0055857,520,5,-1,-1,44.519382
1671,532936.535623,184210.258421,532980.73555,184108.43818,2.9944143,520,5,-1,-1,110.99998
1672,532980.73555,184108.43818,533022.518264,184012.186299,4,520,6,-1,-1,104.9296
1673,533022.518264,184012.186299,533067.845314,183907.769582,4,520,5,-1,-1,113.83054
1674,532835.925323,184403.74464,532854.962457,184412.185394,2,521,2,-1,-1,20.824474
1675,532909.513455,184623.880761,532927.169339,184592.507502,2.315361,522,3,-1,-1,36.00016
1676,532927.169339,184592.507502,532940.148347,184584.318972,0.87075675,523,2,-1,-1,15.346227
1677,532940.148347,184584.318972,532996.250947,184602.264114,2.5553956,524,3,-1,-1,58.902714
1678,532613.04836,184259.743976,532739.813658,184302.897023,3.1027918,525,4,-1,-1,133.90903
1679,532739.813658,184302.897023,532876.17129,184349.315463,1.8453624,525,4,-1,-1,144.04192
1680,532876.17129,184349.315463,532876.622455,184349.469047,3.0518456,525,5,-1,-1,0.47659016
1681,532876.622455,184349.469047,532905.017183,184359.135092,4,525,5,-1,-1,29.994883
1682,532650.351543,184123.415996,532651.793155,184122.33527,4,526,5,-1,-1,1.8017257
1683,532651.793155,184122.33527,532656.083128,184119.119227,4,526,6,-1,-1,5.3616042
1684,532656.083128,184119.119227,532774.000223,184030.720899,2.1999979,526,5,-1,-1,147.37268
1685,532774.000223,184030.720899,532793.303883,184016.24962,3.8000021,526,4,-1,-1,24.125696
1686,532647.335695,184120.804975,532650.351543,184123.415996,2.863806,527,4,-1,-1,3.9890811
1687,532650.351543,184123.415996,532653.843123,184126.438891,3.1361938,527,5,-1,-1,4.6183367
1688,532653.843123,184126.438891,532884.639763,184326.255,4,527,6,-1,-1,305.27621
1689,532884.639763,184326.255,532885.760557,184327.225346,4,527,5,-1,-1,1.4824823
1690,532906.486242,184197.526206,532936.535623,184210.258421,2,528,2,-1,-1,32.635479
1691,532711.613129,184355.82144,532715.406792,184348.701807,3.6276922,529,4,-1,-1,8.0672827
1692,532715.406792,184348.701807,532739.813658,184302.897023,2.372308,529,4,-1,-1,51.901573
1693,532715.406792,184348.701807,532715.798024,184352.797126,2.6622484,530,4,-1,-1,4.1139636
1694,532715.798024,184352.797126,532721.142441,184408.741088,1.9825487,530,4,-1,-1,56.198662
1695,532721.142441,184408.741088,532722.444113,184422.366651,3.3552032,530,4,-1,-1,13.687597
1696,532667.515508,184387.689632,532672.06499,184384.401841,3.4309821,531,4,-1,-1,5.6131411
1697,532672.06499,184384.401841,532711.613129,184355.82144,0.85895824,531,4,-1,-1,48.794411
1698,532711.613129,184355.82144,532715.798024,184352.797126,3.7100596,531,4,-1,-1,5.1633153
1699,532587.405192,184343.538179,532667.515508,184387.689632,2.7190585,532,4,-1,-1,91.471382
1700,532667.515508,184387.689632,532671.776156,184390.037817,3.2809415,532,4,-1,-1,4.8648834
1701,532774.000223,184030.720899,532786.531615,184012.918669,2.9005306,533,4,-1,-1,21.770512
1702,532786.531615,184012.918669,532822.13936,183962.333923,1.9011412,533,4,-1,-1,61.860554
1703,532822.13936,183962.333923,532849.622013,183923.29177,2.1101878,533,4,-1,-1,47.74501
1704,532849.622013,183923.29177,532886.048292,183871.544204,1.8228818,533,4,-1,-1,63.282574
1705,532886.048292,183871.544204,532886.054982,183871.534701,3.2652586,533,5,-1,-1,0.011621596
1706,532886.054982,183871.534701,532894.555264,183859.459109,4,533,5,-1,-1,14.767353
1707,533076.711538,184411.78869,533117.242545,184415.68278,3.1072955,534,3,-1,-1,40.717644
1708,533076.711538,184411.78869,533093.326978,184350.398881,1.1072954,535,1,-1,-1,63.598595
1709,533047.110091,184300.735406,533131.632758,184334.253225,2.9394968,536,4,-1,-1,90.925934
1710,533131.632758,184334.253225,533135.47609,184335.777314,3.0605032,536,4,-1,-1,4.1344943
1711,532980.508843,184425.349098,533047.110091,184300.735406,2.9278691,537,4,-1,-1,141.29507
1712,533047.110091,184300.735406,533114.675912,184174.316959,3.0721309,537,4,-1,-1,143.34143
1713,532947.362329,184506.997801,533010.386283,184522.162992,2.0845597,538,4,-1,-1,64.822845
1714,533010.386283,184522.162992,533010.390956,184522.164116,3.9154403,538,4,-1,-1,0.0048064445
1715,532941.864482,184529.548933,532947.362329,184506.997801,1.9981046,539,3,-1,-1,23.211634
1716,532947.362329,184506.997801,532953.653945,184481.190782,1.9948233,539,3,-1,-1,26.562881
1717,532893.389346,184465.786354,532953.653945,184481.190782,1.9839985,540,2,-1,-1,62.202236
1718,532880.203606,184514.515301,532886.838187,184489.996681,1.9357636,541,3,-1,-1,25.400402
1719,532886.838187,184489.996681,532893.389346,184465.786354,2.0713086,541,3,-1,-1,25.08102
1720,532880.203606,184514.515301,532941.864482,184529.548933,2.0160015,542,2,-1,-1,63.467106
1721,532918.002534,184077.582848,532960.748166,183980.427231,4,543,4,-1,-1,106.14331
1722,532150.82805,184502.716185,532217.541033,184493.863098,2.9701471,544,4,-1,-1,67.297836
1723,532217.541033,184493.863098,532319.702932,184480.305793,3.0298529,544,5,-1,-1,103.05753
1724,532319.702932,184480.305793,532337.458103,184477.949608,3.1367533,544,5,-1,-1,17.910826
1725,532337.458103,184477.949608,532494.677709,184457.085919,1.8973773,544,4,-1,-1,158.59792
1726,532494.677709,184457.085919,532555.110926,184449.066182,1.6928177,544,4,-1,-1,60.96302
1727,532555.110926,184449.066182,532615.007903,184441.117606,1.7106293,544,3,-1,-1,60.422081
1728,532364.629597,184414.239317,532573.656886,184388.463531,2,545,2,-1,-1,210.61053
1729,532489.874509,184162.462824,532555.288655,184181.691006,0.94579983,546,2,-1,-1,68.181618
1730,532555.288655,184181.691006,532630.196267,184203.709747,3.0542002,546,4,-1,-1,78.076729
1731,532555.110926,184449.066182,532573.656886,184388.463531,3.2671697,547,4,-1,-1,63.376919
1732,532573.656886,184388.463531,532587.405192,184343.538179,1.8644433,547,4,-1,-1,46.981945
1733,532587.405192,184343.538179,532613.04836,184259.743976,1.8882091,547,4,-1,-1,87.630135
1734,532613.04836,184259.743976,532630.196267,184203.709747,1.9872334,547,4,-1,-1,58.599365
1735,532630.196267,184203.709747,532653.843123,184126.438891,2.9929445,547,5,-1,-1,80.808159
1736,532653.843123,184126.438891,532654.784645,184123.362281,2.9785285,547,5,-1,-1,3.2174516
1737,532654.784645,184123.362281,532656.083128,184119.119227,3.0214717,547,5,-1,-1,4.4372926
1738,532656.083128,184119.119227,532695.995088,183988.698878,3.0852489,547,5,-1,-1,136.39073
1739,532695.995088,183988.698878,532738.158928,183850.920061,2.3144917,547,4,-1,-1,144.08606
1740,532738.158928,183850.920061,532760.768077,183777.040124,2.6002593,547,5,-1,-1,77.262016
1741,532760.768077,183777.040124,532761.635965,183774.204125,2.8657327,547,4,-1,-1,2.9658256
1742,532058.026282,184169.926669,532058.7804,184170.05772,3.5797653,548,4,-1,-1,0.7654199
1743,532058.7804,184170.05772,532228.455686,184199.543934,2.4202347,548,5,-1,-1,172.21829
1744,532228.455686,184199.543934,532341.809338,184219.242561,4,548,6,-1,-1,115.05254
1745,532341.809338,184219.242561,532540.616491,184253.791319,2.9817333,548,4,-1,-1,201.78677
1746,532540.616491,184253.791319,532555.288655,184181.691006,2.9817333,549,3,-1,-1,73.578041
1747,532457.103629,184300.339741,532457.245817,184299.669368,3.3243682,550,4,-1,-1,0.6852864
1748,532457.245817,184299.669368,532469.199284,184243.312394,0.67563176,550,2,-1,-1,57.61071
1749,532457.245817,184299.669368,532457.882937,184300.226502,3.450712,551,4,-1,-1,0.84635681
1750,532457.882937,184300.226502,532500.404605,184337.409821,0.54928803,551,2,-1,-1,56.486206
1751,532191.504377,184338.93339,532192.81355,184338.743157,4,552,5,-1,-1,1.3229221
1752,532192.81355,184338.743157,532313.253984,184321.24222,4,552,6,-1,-1,121.70531
1753,532313.253984,184321.24222,532457.103629,184300.339741,2.7750802,552,5,-1,-1,145.36035
1754,532457.103629,184300.339741,532457.882937,184300.226502,3.2249198,552,4,-1,-1,0.78749245
1755,532150.159594,184072.797089,532261.643266,184069.9309,2.10077,553,4,-1,-1,111.52051
1756,532261.643266,184069.9309,532375.916009,184066.993004,2.8048851,553,5,-1,-1,114.3105
1757,532375.916009,184066.993004,532475.550484,184064.431452,3.1951151,553,5,-1,-1,99.667397
1758,532475.550484,184064.431452,532482.602193,184064.250156,4,553,5,-1,-1,7.05404
1759,532538.114944,183962.723198,532584.010251,183865.238042,2.9463861,554,3,-1,-1,107.74848
1760,532631.978,183978.166284,532632.364945,183883.207038,2.7760887,555,3,-1,-1,94.960037
1761,532584.010251,183865.238042,532632.364945,183883.207038,1.7224751,556,2,-1,-1,51.585476
1762,532934.235328,184040.687683,532934.247379,184040.690753,0,557,0,-1,-1,0.012435302
1763,532201.421346,183907.327727,532299.160501,183923.408539,2.1993332,558,4,-1,-1,99.053192
1764,532299.160501,183923.408539,532411.97298,183941.969333,4,558,6,-1,-1,114.32917
1765,532411.97298,183941.969333,532482.329756,183953.544981,2.8708694,558,5,-1,-1,71.302673
1766,532482.329756,183953.544981,532538.114944,183962.723198,1.9528232,558,4,-1,-1,56.535183
1767,532538.114944,183962.723198,532631.978,183978.166284,2.2775249,558,4,-1,-1,95.124985
1768,532631.978,183978.166284,532695.995088,183988.698878,2.8987825,558,4,-1,-1,64.877754
1769,532375.916009,184066.993004,532411.97298,183941.969333,4,559,5,-1,-1,130.11926
1770,532411.97298,183941.969333,532469.144961,183743.731638,4,559,6,-1,-1,206.31728
1771,532469.144961,183743.731638,532502.028525,183629.711417,4,559,5,-1,-1,118.66735
1772,532482.329756,183953.544981,532549.744573,183777.600365,2.979691,560,4,-1,-1,188.4178
1773,532549.744573,183777.600365,532588.062126,183677.596131,3.020309,560,5,-1,-1,107.0938
1774,532588.062126,183677.596131,532590.216769,183671.972769,3.9999998,560,5,-1,-1,6.022016
1775,532310.79789,184260.662566,532341.809338,184219.242561,2.4349349,562,4,-1,-1,51.742889
1776,532341.809338,184219.242561,532413.378639,184123.65203,2.657191,562,4,-1,-1,119.41405
1777,532413.378639,184123.65203,532465.848472,184129.138726,1.6287733,563,2,-1,-1,52.75592
1778,532475.921553,184061.956619,532482.602193,184064.250156,2.8888893,564,3,-1,-1,7.0633755
1779,532482.602193,184064.250156,532647.335695,184120.804975,0.4706406,564,4,-1,-1,174.17111
1780,532647.335695,184120.804975,532651.793155,184122.33527,3.7562551,564,5,-1,-1,4.7128282
1781,532651.793155,184122.33527,532654.784645,184123.362281,4,564,5,-1,-1,3.1628728
1782,532858.239483,183356.26129,532986.11096,183421.767223,4,565,4,-1,-1,143.67374
1783,532805.96068,183254.758998,532889.281379,183178.093616,4,566,4,-1,-1,113.22508
1784,532738.158928,183850.920061,532822.13936,183962.333923,4,567,4,-1,-1,139.51976
1785,532465.848472,184129.138726,532475.550484,184064.431452,2.9715824,568,4,-1,-1,65.43058
1786,532475.550484,184064.431452,532475.921553,184061.956619,3.1157851,568,4,-1,-1,2.502497
1787,533323.064517,183697.391573,533395.10381,183762.751804,2.3954475,569,4,-1,-1,97.270859
1788,533395.10381,183762.751804,533468.030351,183828.917024,3.2337351,569,4,-1,-1,98.468864
1789,530292.36155,185139.985298,530293.282916,185140.07909,3.2131581,570,4,-1,-1,0.92612737
1790,530293.282916,185140.07909,530533.400544,185164.522406,4,570,6,-1,-1,241.35855
1791,530533.400544,185164.522406,530707.290831,185182.223959,4,570,6,-1,-1,174.78896
1792,530707.290831,185182.223959,530873.943301,185199.188723,2.5311806,570,5,-1,-1,167.51373
1793,530873.943301,185199.188723,530889.244731,185200.746367,3.4688194,570,5,-1,-1,15.380507
1794,530889.244731,185200.746367,531131.431446,185225.400309,4,570,6,-1,-1,243.43834
1795,531131.431446,185225.400309,531340.505289,185246.683452,4,570,6,-1,-1,210.15433
1796,531340.505289,185246.683452,531533.346514,185266.31416,4,570,6,541.66986,7,193.83783
1797,531533.346514,185266.31416,531638.291612,185276.997283,4,570,6,691.33252,8,105.48745
1798,531638.291612,185276.997283,531784.077909,185291.837927,4,570,6,817.34607,9,146.53972
1799,531784.077909,185291.837927,531944.588673,185308.177482,4,570,6,971.28607,10,161.34029
1800,531944.588673,185308.177482,532112.085809,185325.228231,4,570,6,1136.1376,11,168.36276
1801,532112.085809,185325.228231,532254.111945,185339.686102,2.864747,570,5,1291.6991,12,142.76013
1802,532254.111945,185339.686102,532503.173965,185365.039931,3.135253,570,5,1488.2537,13,250.34917
1803,532503.173965,185365.039931,532644.624396,185379.439197,2.0453768,570,4,-1,-1,142.18144
1804,530347.847156,185292.772305,530538.471481,185349.657634,1.2020545,571,2,-1,-1,198.93108
1805,530538.471481,185349.657634,530632.54739,185377.731381,3.0439451,571,5,-1,-1,98.175415
1806,530560.512077,185439.426431,530870.636339,185686.174425,3.1212685,572,3,-1,-1,396.31003
1807,530529.795982,185032.92313,530529.866632,185035.502519,3.1855226,573,4,-1,-1,2.5803561
1808,530529.866632,185035.502519,530533.400544,185164.522406,2.8144774,573,5,-1,-1,129.06827
1809,530533.400544,185164.522406,530535.443722,185239.116957,2.9492478,573,5,-1,-1,74.622528
1810,530535.443722,185239.116957,530538.471481,185349.657634,3.0507522,573,4,-1,-1,110.58214
1811,530362.208167,184990.176674,530363.970595,184990.653139,2.6512868,574,4,-1,-1,1.8256974
1812,530363.970595,184990.653139,530365.385815,184991.035739,2.9405873,574,4,-1,-1,1.4660257
1813,530365.385815,184991.035739,530523.36101,185033.743748,0.65696442,574,4,-1,-1,163.64638
1814,530523.36101,185033.743748,530529.866632,185035.502519,3.7511616,574,4,-1,-1,6.7391686
1815,530707.04712,185010.319231,530707.04762,185010.67218,4,575,5,-1,-1,0.35294878
1816,530707.04762,185010.67218,530707.051524,185013.426133,3.4874296,575,5,-1,-1,2.7539556
1817,530707.051524,185013.426133,530707.290831,185182.223959,2.5125701,575,5,-1,-1,168.79799
1818,530707.290831,185182.223959,530707.384259,185248.124181,3.0342219,575,5,-1,-1,65.900291
1819,530707.384259,185248.124181,530707.477025,185313.557473,1.5158075,575,3,-1,-1,65.433357
1820,531131.431446,185132.77165,531131.431446,185225.400309,2.383728,576,4,-1,-1,92.628662
1821,531131.431446,185225.400309,531131.431446,185337.352893,4,576,5,-1,-1,111.95258
1822,530523.36101,185033.743748,530529.795982,185032.92313,3.0633159,577,4,-1,-1,6.4870849
1823,530529.795982,185032.92313,530704.190325,185010.683543,2.9366841,577,5,-1,-1,175.80667
1824,530704.190325,185010.683543,530707.04712,185010.319231,3.0798464,577,5,-1,-1,2.8799303
1825,530707.04712,185010.319231,530707.900896,185010.210354,2.9201536,577,4,-1,-1,0.8606903
1826,530535.443722,185239.116957,530707.384259,185248.124181,4,578,4,-1,-1,172.1763
1827,532644.624396,185379.439197,532748.019937,185382.559575,2.045377,579,4,-1,-1,103.44261
1828,532748.019937,185382.559575,533074.390304,185392.409121,4,579,6,-1,-1,326.51895
1829,533074.390304,185392.409121,533345.783708,185400.599514,4,579,6,-1,-1,271.51697
1830,533345.783708,185400.599514,533553.80768,185406.877478,4,579,6,-1,-1,208.11868
1831,533553.80768,185406.877478,533682.174022,185410.751451,2.8301461,579,5,-1,-1,128.42479
1832,533682.174022,185410.751451,533760.510886,185413.115583,2.3397076,579,4,-1,-1,78.372528
1833,533760.510886,185413.115583,533839.925709,185415.512246,2.8301463,579,5,-1,-1,79.450981
1834,533839.925709,185415.512246,533966.472683,185419.331313,2.8075056,579,5,-1,-1,126.60459
1835,533966.472683,185419.331313,534102.750753,185423.444054,3.1924944,579,5,-1,-1,136.34012
1836,534102.750753,185423.444054,534232.605268,185427.362939,4,579,6,-1,-1,129.91364
1837,534232.605268,185427.362939,534312.397231,185429.770984,4,579,6,-1,-1,79.828293
1838,534312.397231,185429.770984,534419.82282,185433.012986,4,579,6,-1,-1,107.47449
1839,534419.82282,185433.012986,534482.892073,185434.916356,2.9953728,579,5,-1,-1,63.097969
1840,534482.892073,185434.916356,534596.200064,185438.335882,3.0046272,579,5,-1,-1,113.35958
1841,534596.200064,185438.335882,534652.868077,185440.046069,4,579,6,-1,-1,56.693813
1842,534652.868077,185440.046069,534732.491723,185442.449034,4,579,6,-1,-1,79.659897
1843,534732.491723,185442.449034,534817.717395,185445.021063,2.9172254,579,5,-1,-1,85.264473
1844,534817.717395,185445.021063,534826.764898,185445.294108,3.0827746,579,5,-1,-1,9.0516224
1845,534826.764898,185445.294108,534997.034441,185450.43268,4,579,6,-1,-1,170.34706
1846,534997.034441,185450.43268,535280.525283,185458.988162,3.1605992,579,5,-1,-1,283.6199
1847,535280.525283,185458.988162,535472.881561,185464.79329,1.7826266,579,4,-1,-1,192.44385
1848,535472.881561,185464.79329,535723.087383,185472.344263,2.0484624,579,3,-1,-1,250.31973
1849,532310.79789,184260.662566,532313.253984,184321.24222,2.4349349,580,4,-1,-1,60.629421
1850,532313.253984,184321.24222,532319.702932,184480.305793,4,580,6,-1,-1,159.19424
1851,532319.702932,184480.305793,532320.080177,184489.610552,2.8083892,580,4,-1,-1,9.3124037
1852,532123.655668,185157.017117,532195.016512,185170.405831,1.994748,581,3,-1,-1,72.605972
1853,532195.016512,185170.405831,532302.518647,185190.575369,3.079603,581,5,-1,-1,109.37788
1854,532302.518647,185190.575369,532534.891245,185234.173091,4,581,5,-1,-1,236.42712
1855,532109.252094,185366.426859,532112.085809,185325.228231,2.4719195,582,4,-1,-1,41.295967
1856,532112.085809,185325.228231,532123.655668,185157.017117,3.0743511,582,4,-1,-1,168.60854
1857,532191.417756,185229.891994,532195.016512,185170.405831,2,583,2,-1,-1,59.594921
1858,532254.111945,185339.686102,532302.518647,185190.575369,4,584,5,-1,-1,156.77122
1859,532302.518647,185190.575369,532326.720366,185116.025029,4,584,6,-1,-1,78.380333
1860,532326.720366,185116.025029,532350.362133,185043.199553,2.3847485,584,5,-1,-1,76.566856
1861,532350.362133,185043.199553,532352.601603,185036.301147,3.6152513,584,4,-1,-1,7.2528086
1862,532347.93689,185035.086012,532352.601603,185036.301147,3.0376058,585,4,-1,-1,4.8203835
1863,532352.601603,185036.301147,532408.016136,185050.736358,2.0014875,585,4,-1,-1,57.263824
1864,532408.016136,185050.736358,532486.727856,185071.240372,2.0467546,585,4,-1,-1,81.338486
1865,532486.727856,185071.240372,532553.831859,185088.720632,2.9141521,585,5,-1,-1,69.343399
1866,532553.831859,185088.720632,532569.174868,185092.71741,2.9891434,585,5,-1,-1,15.855036
1867,532569.174868,185092.71741,532569.175353,185092.717537,3.0108566,585,4,-1,-1,0.00050104933
1868,532294.67251,184856.892381,532303.520904,184886.494294,3.7623258,586,4,-1,-1,30.896072
1869,532303.520904,184886.494294,532309.259929,184905.693945,1.3914185,586,4,-1,-1,20.039038
1870,532309.259929,184905.693945,532332.441945,184983.248358,1.9921591,586,4,-1,-1,80.945
1871,532332.441945,184983.248358,532347.93689,185035.086012,1.5069535,586,4,-1,-1,54.103935
1872,532347.93689,185035.086012,532350.362133,185043.199553,3.3471429,586,4,-1,-1,8.468255
1873,532229.872721,184909.583681,532309.259929,184905.693945,2,587,2,-1,-1,79.482445
1874,532330.136926,185455.964702,532348.317401,185387.959135,0.52857327,588,1,-1,-1,70.393799
1875,532466.744037,185515.351354,532503.173965,185365.039931,3.1618555,589,4,-1,-1,154.66307
1876,532503.173965,185365.039931,532525.465546,185273.063924,2.8613644,589,5,1660.7477,14,94.638786
1877,532525.465546,185273.063924,532534.891245,185234.173091,2.1719398,589,4,1728.0754,15,40.016754
1878,532534.891245,185234.173091,532552.153696,185162.947485,2.9666958,589,5,1784.7277,16,73.287651
1879,532552.153696,185162.947485,532559.328856,185133.342474,4,589,6,1836.6025,17,30.462101
1880,532559.328856,185133.342474,532569.174813,185092.717637,6,589,7,1872.734,18,41.800961
1881,532186.468402,185086.83251,532266.708105,185103.533874,1.8206327,590,3,-1,-1,81.959412
1882,532266.708105,185103.533874,532326.720366,185116.025029,3.081847,590,5,-1,-1,61.298454
1883,532326.720366,185116.025029,532552.153696,185162.947485,4,590,6,-1,-1,230.26486
1884,532552.153696,185162.947485,532563.260717,185165.259337,3.2086754,590,4,-1,-1,11.345068
1885,532505.68483,184697.887393,532508.338563,184719.429054,4,591,5,-1,-1,21.704504
1886,532508.338563,184719.429054,532510.832112,184739.670425,2.938067,591,5,-1,-1,20.394382
1887,532510.832112,184739.670425,532527.428688,184874.393042,3.061933,591,5,-1,-1,135.74104
1888,532527.428688,184874.393042,532527.963678,184878.735814,3.1374669,591,5,-1,-1,4.3756013
1889,532527.963678,184878.735814,532535.444185,184939.458795,2.8625331,591,5,-1,-1,61.182011
1890,532535.444185,184939.458795,532543.067249,185001.338968,3.0251722,591,5,-1,-1,62.34795
1891,532543.067249,185001.338968,532553.831859,185088.720632,2.9748278,591,5,-1,-1,88.042221
1892,532553.831859,185088.720632,532554.656717,185095.416414,3.0389733,591,5,-1,-1,6.746398
1893,532554.656717,185095.416414,532559.328856,185133.342474,2.9610264,591,5,-1,-1,38.212757
1894,532559.328856,185133.342474,532563.260717,185165.259337,3.2086754,591,4,-1,-1,32.158134
1895,532494.677709,184457.085919,532501.014822,184537.832281,3.2156749,592,4,-1,-1,80.994652
1896,532501.014822,184537.832281,532501.656573,184546.009364,1.6658194,592,4,-1,-1,8.2022266
1897,532501.656573,184546.009364,532509.375425,184644.361588,1.9227529,592,4,-1,-1,98.654655
1898,532509.375425,184644.361588,532513.260586,184693.865617,1.934917,592,4,-1,-1,49.65625
1899,532513.260586,184693.865617,532515.489952,184722.2718,2.5515666,592,4,-1,-1,28.49353
1900,532515.489952,184722.2718,532516.843492,184739.518369,2.7092693,592,5,-1,-1,17.299603
1901,532516.843492,184739.518369,532527.428688,184874.393042,4,592,6,-1,-1,135.28941
1902,532527.428688,184874.393042,532527.768079,184878.7175,4,592,6,-1,-1,4.3377557
1903,532527.768079,184878.7175,532532.50439,184939.066721,2.8657327,592,4,-1,-1,60.534794
