Ref,x1,y1,x2,y2,Angular Connectivity,Axial Line Ref,Connectivity,Metric Shortest Path Distance,Metric Shortest Path Order,Segment Length
602,531104.033251,184976.653226,531113.947864,184983.135257,3.1647799,186,4,-1,-1,11.845516
603,530873.943301,185199.188723,530887.156156,185187.294436,4,187,5,-1,-1,17.777897
604,530887.156156,185187.294436,530991.986833,185092.925267,2.9955709,187,5,-1,-1,141.04968
605,530991.986833,185092.925267,531058.046619,185033.457873,3.0044291,187,5,-1,-1,88.883438
606,531058.046619,185033.457873,531061.157231,185030.657683,3.0828691,187,5,-1,-1,4.1853275
607,531061.157231,185030.657683,531083.32023,185010.706426,2.9171309,187,5,-1,-1,29.820314
608,531083.32023,185010.706426,531113.947864,184983.135257,3.1647801,187,4,-1,-1,41.20948
609,530560.512077,185439.426431,530632.54739,185377.731381,3.3672683,188,4,-1,-1,94.843903
610,530632.54739,185377.731381,530707.349078,185313.667053,2.2403932,188,5,-1,-1,98.486198
611,530707.349078,185313.667053,530707.477025,185313.557473,2.8678837,188,4,-1,-1,0.16845836
612,530375.99544,184696.093845,530448.718323,184765.802031,4,189,5,-1,-1,100.73653
613,530448.718323,184765.802031,530524.468228,184838.411754,4,189,6,-1,-1,104.9296
614,530524.468228,184838.411754,530573.619461,184885.525442,2.9593382,189,5,-1,-1,68.084824
615,530573.619461,184885.525442,530704.190325,185010.683543,3.0406621,189,5,-1,-1,180.86818
616,530704.190325,185010.683543,530705.213883,185011.66467,2.8023493,189,5,-1,-1,1.4178432
617,530705.213883,185011.66467,530707.051524,185013.426133,3.1976509,189,4,-1,-1,2.5455213
618,530959.779719,185056.643282,530991.986833,185092.925267,2.3296549,191,3,-1,-1,48.514748
619,530956.632698,185041.743306,530959.779719,185056.643282,0.88505065,192,2,-1,-1,15.228691
620,530956.632698,185041.743306,530992.944975,184995.364988,2.5553956,193,3,-1,-1,58.902714
621,530292.86417,185138.907267,530293.282916,185140.07909,4,194,5,-1,-1,1.2443945
622,530293.282916,185140.07909,530369.446508,185353.216185,2,194,3,-1,-1,226.33673
623,530292.36155,185139.985298,530292.86417,185138.907267,2.7169261,195,3,-1,-1,1.1894441
624,530292.86417,185138.907267,530362.208167,184990.176674,1.3865799,195,4,-1,-1,164.10173
625,530362.208167,184990.176674,530363.140683,184988.176591,3.109652,195,4,-1,-1,2.2067888
626,530155.854559,184909.143223,530246.913429,184840.162607,0.98894149,196,2,-1,-1,114.23679
627,530246.913429,184840.162607,530291.480344,184806.401445,1.182127,196,3,-1,-1,55.910877
628,530246.913429,184840.162607,530297.330754,184904.368452,3.0480838,197,4,-1,-1,81.635147
629,530297.330754,184904.368452,530363.140683,184988.176591,1.6534424,197,4,-1,-1,106.55868
630,530363.140683,184988.176591,530364.609495,184990.047105,3.2984738,197,5,-1,-1,2.378283
631,530364.609495,184990.047105,530365.385815,184991.035739,4,197,5,-1,-1,1.2570084
632,530842.268961,184853.761554,530859.996852,184817.105745,3.1072955,198,3,-1,-1,40.717644
633,530790.470732,184816.859996,530842.268961,184853.761554,1.1072954,199,1,-1,-1,63.598595
634,530727.847642,184842.952331,530788.451673,184775.533402,2.9563963,200,4,-1,-1,90.654068
635,530788.451673,184775.533402,530791.39741,184772.256419,3.0436037,200,4,-1,-1,4.4063578
636,530632.763176,184735.687666,530679.457083,184788.363002,2.9889147,201,4,-1,-1,70.391846
637,530679.457083,184788.363002,530727.847642,184842.952331,2.0832162,201,4,-1,-1,72.949577
638,530727.847642,184842.952331,530821.574677,184948.685681,2.9278691,201,4,-1,-1,141.29507
639,530886.629663,185008.125153,530922.741448,184954.28684,3.9999998,202,4,-1,-1,64.827652
640,530864.614012,184993.262523,530886.629663,185008.125153,1.9948233,203,3,-1,-1,26.562881
641,530886.629663,185008.125153,530905.867757,185021.112672,1.9981046,203,3,-1,-1,23.211634
642,530829.238868,185044.426156,530864.614012,184993.262523,1.9839985,204,2,-1,-1,62.202236
643,530829.238868,185044.426156,530869.417796,185073.046563,1.4989855,205,3,-1,-1,49.330254
644,530869.417796,185073.046563,530870.355409,185073.714447,3.4920952,205,4,-1,-1,1.1511686
645,530869.677416,185074.718708,530870.355409,185073.714447,2.9840086,206,4,-1,-1,1.2116984
646,530870.355409,185073.714447,530905.867757,185021.112672,2.0160015,206,3,-1,-1,63.467106
647,531283.789921,184875.553089,531377.738663,184750.830115,1.9986256,207,3,-1,-1,156.14796
648,531377.738663,184750.830115,531403.575358,184716.530247,2.8956294,207,4,-1,-1,42.942005
649,531377.738663,184750.830115,531441.914381,184818.180221,3.04601,208,4,-1,-1,93.029884
650,531441.914381,184818.180221,531490.832757,184869.518295,2.95399,208,5,-1,-1,70.912659
651,531490.832757,184869.518295,531545.530626,184926.92174,3.0598149,208,5,-1,-1,79.29068
652,531545.530626,184926.92174,531572.683865,184955.418087,1.086924,208,4,-1,-1,39.36166
653,531572.683865,184955.418087,531585.563935,184968.935257,3.8532612,208,4,-1,-1,18.671103
654,531322.596795,184916.455955,531441.914381,184818.180221,2.9553642,209,3,-1,-1,154.57945
655,531283.789921,184875.553089,531308.630047,184901.734852,1.9056505,210,3,-1,-1,36.090393
656,531308.630047,184901.734852,531322.596795,184916.455955,1.9439689,210,3,-1,-1,20.292385
657,531102.363021,185090.53294,531194.535626,185006.166515,2.961535,211,4,-1,-1,124.95393
658,531194.535626,185006.166515,531247.428912,184957.752808,3.038465,211,5,-1,-1,71.704857
659,531247.428912,184957.752808,531308.630047,184901.734852,4,211,5,-1,-1,82.967407
660,531268.943801,185078.19754,531322.722253,185027.62068,2.9701414,212,4,-1,-1,73.825066
661,531322.722253,185027.62068,531377.360526,184976.235186,3.0381284,212,5,-1,-1,75.005402
662,531377.360526,184976.235186,531428.725861,184927.927782,1.980621,212,4,-1,-1,70.512428
663,531428.725861,184927.927782,531490.832757,184869.518295,2.9812508,212,5,-1,-1,85.258049
664,531490.832757,184869.518295,531576.33152,184789.109529,4,212,6,-1,-1,117.36954
665,531576.33152,184789.109529,531630.494451,184738.171078,4,212,6,-1,-1,74.352867
666,531630.494451,184738.171078,531630.939775,184737.752266,4,212,6,-1,-1,0.61132354
667,531630.939775,184737.752266,531694.480481,184677.994327,2.4758062,212,4,-1,-1,87.226334
668,531593.553641,184871.676082,531653.527852,184912.599446,2.9203973,213,4,-1,-1,72.605972
669,531653.527852,184912.599446,531743.824929,184974.213597,3.079603,213,4,-1,-1,109.31544
670,531545.530626,184926.92174,531593.553641,184871.676082,2.9256492,214,4,-1,-1,73.200363
671,531593.553641,184871.676082,531633.367844,184825.873838,1.5474347,214,3,-1,-1,60.687859
672,531653.527852,184912.599446,531687.792132,184873.832448,2.881022,215,4,-1,-1,51.738968
673,531687.792132,184873.832448,531688.558806,184872.965024,3.118978,215,4,-1,-1,1.1576769
674,531673.452567,184829.912565,531688.558806,184872.965024,2.6756315,216,4,-1,-1,45.62579
675,531688.558806,184872.965024,531689.145932,184874.638319,3.3243682,216,4,-1,-1,1.773312
676,531687.792132,184873.832448,531689.145932,184874.638319,3.5566537,217,4,-1,-1,1.5755012
677,531689.145932,184874.638319,531769.965743,184922.747586,2.4433463,217,5,-1,-1,94.055
678,531769.965743,184922.747586,532007.130218,185063.923478,4,217,5,-1,-1,276.00293
679,531670.36801,185118.835516,531673.650074,185112.37379,3.6150119,218,4,-1,-1,7.2474723
680,531673.650074,185112.37379,531708.327867,185044.100181,2.3849881,218,5,-1,-1,76.575684
681,531708.327867,185044.100181,531743.824929,184974.213597,2.917994,218,5,-1,-1,78.384796
682,531743.824929,184974.213597,531769.965743,184922.747586,3.082006,218,5,-1,-1,57.724281
683,531769.965743,184922.747586,531791.853149,184879.655678,4,218,5,-1,-1,48.331886
684,531666.208318,185116.401558,531670.36801,185118.835516,3.0378451,219,4,-1,-1,4.8194594
685,531670.36801,185118.835516,531719.793412,185147.755772,2.0012481,219,4,-1,-1,57.264751
686,531719.793412,185147.755772,531840.947511,185218.646597,2.0443959,219,3,-1,-1,140.37032
687,531547.359239,185180.727303,531547.666108,185180.561214,3.5404704,220,4,-1,-1,0.34893271
688,531547.666108,185180.561214,531547.94495,185180.410294,3.4229848,220,5,-1,-1,0.317065
689,531547.94495,185180.410294,531618.626641,185142.154613,1.7229187,220,4,-1,-1,80.370384
690,531618.626641,185142.154613,531666.208318,185116.401558,1.5069535,220,4,-1,-1,54.103935
691,531666.208318,185116.401558,531673.650074,185112.37379,3.3471429,220,4,-1,-1,8.4618359
692,531377.360526,184976.235186,531547.666108,185180.561214,4,221,5,-1,-1,265.99457
693,531547.666108,185180.561214,531547.876423,185180.813542,4,221,6,-1,-1,0.32848388
694,531547.876423,185180.813542,531547.909957,185180.853776,4,221,5,-1,-1,0.052376874
695,531572.683865,184955.418087,531588.449375,184965.72535,3.0975204,222,4,-1,-1,18.835896
696,531588.449375,184965.72535,531657.048817,185010.574677,1.8206327,222,4,-1,-1,81.959412
697,531657.048817,185010.574677,531708.327867,185044.100181,3.081847,222,5,-1,-1,61.26582
698,531708.327867,185044.100181,531914.240265,185178.722739,2,222,3,-1,-1,246.01453
699,531504.356762,185499.743467,531534.510738,185449.594584,0.73751938,223,3,-1,-1,58.51643
700,531534.510738,185449.594584,531537.390752,185444.804851,2.5515666,223,4,-1,-1,5.5889196
701,531537.390752,185444.804851,531638.291612,185276.997283,2.9137511,223,5,-1,-1,195.80696
702,531638.291612,185276.997283,531678.121324,185210.756745,3.2009373,223,5,-1,-1,77.293045
703,531678.121324,185210.756745,531683.190124,185202.326857,0.8305462,223,3,-1,-1,9.8364506
704,531473.107328,185417.179007,531478.292189,185419.407205,3.2880764,224,4,-1,-1,5.6433716
705,531478.292189,185419.407205,531532.373447,185442.648661,2.7119236,224,5,-1,-1,58.863808
706,531532.373447,185442.648661,531537.390752,185444.804851,4,224,5,-1,-1,5.4609995
707,531512.975924,185379.609202,531513.695715,185381.948432,3.7027998,225,4,-1,-1,2.447468
708,531513.695715,185381.948432,531532.373447,185442.648661,2.2972002,225,5,-1,-1,63.508862
709,531532.373447,185442.648661,531534.510738,185449.594584,4,225,5,-1,-1,7.2673149
710,531163.11719,184879.516399,531247.428912,184957.752808,4,226,5,-1,-1,115.01913
711,531247.428912,184957.752808,531322.722253,185027.62068,4,226,6,-1,-1,102.71615
712,531322.722253,185027.62068,531363.892704,185065.824481,2.6056519,226,4,-1,-1,56.16526
713,531318.649555,185415.697666,531327.365441,185348.296195,4,227,5,-1,-1,67.962677
714,531327.365441,185348.296195,531327.570121,185346.713369,3.00688,227,5,343.09015,5,1.5960042
715,531327.570121,185346.713369,531340.505289,185246.683452,2.99312,227,5,394.31955,6,100.86279
716,531340.505289,185246.683452,531363.892704,185065.824481,2.6056519,227,4,-1,-1,182.36485
717,531327.570121,185346.713369,531346.44493,185349.361822,3.9467707,228,4,-1,-1,19.059715
718,531346.44493,185349.361822,531457.980672,185365.012157,0.12964609,228,4,-1,-1,112.6284
719,531457.980672,185365.012157,531458.63353,185365.103764,2.6622484,228,3,-1,-1,0.65925461
720,531457.980672,185365.012157,531458.65804,185365.191947,4,229,5,-1,-1,0.70082253
721,531458.65804,185365.191947,531512.975924,185379.609202,2.6447968,229,5,-1,-1,56.198662
722,531512.975924,185379.609202,531514.04502,185379.892965,3.3552032,229,4,-1,-1,1.1061141
723,531458.63353,185365.103764,531458.65804,185365.191947,2.7386649,230,4,-1,-1,0.091525301
724,531458.65804,185365.191947,531473.107328,185417.179007,2.5690179,230,5,-1,-1,53.957726
725,531473.107328,185417.179007,531474.610466,185422.587143,3.4309821,230,4,-1,-1,5.6131411
726,531405.658269,185482.141793,531474.610466,185422.587143,2.7190585,231,4,-1,-1,91.11071
727,531474.610466,185422.587143,531478.292189,185419.407205,3.2809415,231,4,-1,-1,4.8648834
728,531061.157231,185030.657683,531066.480156,185038.392314,3.2683802,232,4,-1,-1,9.3892517
729,531066.480156,185038.392314,531066.480468,185038.392766,2.4523826,232,4,-1,-1,0.0005490472
730,531066.480468,185038.392766,531102.363021,185090.53294,1.3673774,232,4,-1,-1,63.294197
731,531102.363021,185090.53294,531131.431446,185132.77165,1.2955875,232,3,-1,-1,51.274574
732,531639.320925,185047.230486,531657.048817,185010.574677,3.1072955,233,3,-1,-1,40.717644
733,531587.522697,185010.328928,531639.320925,185047.230486,1.1072954,234,1,-1,-1,63.598595
734,531524.899606,185036.421262,531585.563935,184968.935257,2.9507816,235,4,-1,-1,90.744263
735,531585.563935,184968.935257,531588.449375,184965.72535,3.0492184,235,4,-1,-1,4.3161631
736,531428.725861,184927.927782,531524.899606,185036.421262,3.0721312,236,4,-1,-1,144.98354
737,531524.899606,185036.421262,531618.626641,185142.154613,2.9278691,236,4,-1,-1,141.29507
738,531683.190124,185202.326857,531719.793412,185147.755772,2.0314834,237,3,-1,-1,65.709999
739,531547.359239,185180.727303,531547.871102,185180.844852,3.5404704,238,4,-1,-1,0.52518684
740,531547.871102,185180.844852,531547.909957,185180.853776,3.5860541,238,5,-1,-1,0.039867125
741,531547.909957,185180.853776,531678.121324,185210.756745,2.4139459,238,4,-1,-1,133.60085
742,531194.535626,185006.166515,531268.943801,185078.19754,2.9701414,239,3,-1,-1,103.56179
743,531394.938265,185982.806661,531404.362801,185941.199013,2.112915,240,3,-1,-1,42.661671
744,531404.362801,185941.199013,531419.824726,185872.937364,1.37755,240,4,-1,-1,69.990883
745,531419.824726,185872.937364,531451.806697,185731.742655,2.5579975,240,4,-1,-1,144.77151
746,531451.806697,185731.742655,531493.201087,185548.993788,3.0556784,240,5,-1,-1,187.37834
747,531493.201087,185548.993788,531504.356762,185499.743467,2.2028372,240,4,-1,-1,50.497952
748,531394.872041,185713.491698,531442.822388,185510.52214,4,241,4,-1,-1,208.55666
749,531219.640307,185486.896407,531242.458235,185456.286438,1.086924,242,3,-1,-1,38.178894
750,531242.458235,185456.286438,531289.377849,185393.344355,3.0542002,242,4,-1,-1,78.505768
751,531222.613852,185342.360088,531222.734682,185342.45236,2.9788589,243,4,237.4223,3,0.15203272
752,531222.734682,185342.45236,531289.377849,185393.344355,2.9926138,243,5,-1,-1,83.85289
753,531289.377849,185393.344355,531318.649555,185415.697666,2.3407078,243,4,-1,-1,36.830738
754,531318.649555,185415.697666,531405.658269,185482.141793,1.5353963,243,4,-1,-1,109.47757
755,531405.658269,185482.141793,531442.822388,185510.52214,1.8637815,243,4,-1,-1,46.761265
756,531442.822388,185510.52214,531493.201087,185548.993788,3.2675004,243,5,-1,-1,63.388336
757,531493.201087,185548.993788,531550.3553,185592.639552,2.9946661,243,5,-1,-1,71.913536
758,531550.3553,185592.639552,531616.004523,185642.772522,3.0053339,243,5,-1,-1,82.602272
759,531616.004523,185642.772522,531663.1632,185678.785204,4,243,6,-1,-1,59.336784
760,531663.1632,185678.785204,531728.63866,185728.785481,4,243,6,-1,-1,82.383636
761,531728.63866,185728.785481,531785.402629,185772.133235,4,243,6,-1,-1,71.422516
762,531785.402629,185772.133235,531897.515563,185857.748177,4,243,5,-1,-1,141.06462
763,531127.461186,185874.003095,531227.87583,185659.959443,4,244,5,-1,-1,236.42712
764,531227.87583,185659.959443,531274.330483,185560.936798,3.0796032,244,5,-1,-1,109.37788
765,531274.330483,185560.936798,531305.167483,185495.204711,1.8460462,244,3,-1,-1,72.605972
766,531242.458235,185456.286438,531305.167483,185495.204711,2.9256492,245,3,-1,-1,73.804344
767,531274.330483,185560.936798,531318.064894,185588.581367,2.881022,246,4,-1,-1,51.738968
768,531318.064894,185588.581367,531319.043466,185589.199923,3.118978,246,4,-1,-1,1.1576769
769,531317.485195,185590.046342,531319.043466,185589.199923,3.3243682,247,4,-1,-1,1.773312
770,531319.043466,185589.199923,531369.423608,185561.834543,0.67563176,247,2,-1,-1,57.332561
771,531194.354405,185901.213729,531282.84719,185677.581046,4,248,5,-1,-1,240.50478
772,531282.84719,185677.581046,531317.485195,185590.046342,2.4433465,248,5,-1,-1,94.138809
773,531317.485195,185590.046342,531318.064894,185588.581367,3.5566537,248,4,-1,-1,1.5755012
774,531073.417752,185610.446409,531080.324379,185612.660395,3.6152511,249,4,-1,-1,7.2528086
775,531080.324379,185612.660395,531153.236644,185636.033129,2.3847487,249,5,-1,-1,76.566856
776,531153.236644,185636.033129,531227.87583,185659.959443,4,249,6,-1,-1,78.380333
777,531227.87583,185659.959443,531282.84719,185677.581046,4,249,6,-1,-1,57.726696
778,531282.84719,185677.581046,531341.73952,185696.459553,3.0064006,249,5,-1,-1,61.844196
779,531341.73952,185696.459553,531394.872041,185713.491698,2.043396,249,4,-1,-1,55.795689
780,531394.872041,185713.491698,531451.806697,185731.742655,2.9502037,249,4,-1,-1,59.788399
781,530992.637901,185819.160063,530998.360703,185804.373863,2.9891434,250,4,-1,-1,15.855036
782,530998.360703,185804.373863,531023.389884,185739.705117,2.9141521,250,5,-1,-1,69.343399
783,531023.389884,185739.705117,531052.774115,185663.784076,2.0324674,250,4,-1,-1,81.409073
784,531052.774115,185663.784076,531073.417752,185610.446409,2.0157747,250,4,-1,-1,57.193237
785,531073.417752,185610.446409,531075.157647,185605.950982,3.0376058,250,4,-1,-1,4.8203835
786,530959.421259,185455.658061,530960.787667,185457.432451,4,251,5,-1,-1,2.2395375
787,530960.787667,185457.432451,530980.253181,185482.709972,3.7711391,251,5,-1,-1,31.903908
788,530980.253181,185482.709972,530992.760313,185498.951479,1.3826053,251,4,-1,-1,20.499144
789,530992.760313,185498.951479,531042.147242,185563.084341,1.9921591,251,4,-1,-1,80.945
790,531042.147242,185563.084341,531075.157647,185605.950982,1.5069535,251,4,-1,-1,54.103935
791,531075.157647,185605.950982,531080.324379,185612.660395,3.3471429,251,4,-1,-1,8.468255
792,530992.760313,185498.951479,531042.308887,185436.803289,2,252,2,-1,-1,79.482445
793,530992.637901,185819.160063,531031.358188,185834.910591,2.9891434,253,4,-1,-1,41.801193
794,531031.358188,185834.910591,531059.575116,185846.388593,4,253,6,-1,-1,30.462101
795,531059.575116,185846.388593,531127.461186,185874.003095,2.9666958,253,5,-1,-1,73.287651
796,531127.461186,185874.003095,531194.354405,185901.213729,2.0393751,253,4,-1,-1,72.215797
797,531194.354405,185901.213729,531264.378405,185929.697893,2.0359912,253,4,-1,-1,75.595688
798,531264.378405,185929.697893,531394.938265,185982.806661,2.062079,253,3,-1,-1,140.94829
799,531054.960445,185856.752732,531059.575116,185846.388593,3.2086754,254,4,-1,-1,11.345068
800,531059.575116,185846.388593,531153.236644,185636.033129,4,254,6,-1,-1,230.26486
801,531153.236644,185636.033129,531178.170136,185580.034723,3.0818472,254,5,-1,-1,61.298454
802,531178.170136,185580.034723,531219.640307,185486.896407,1.0592772,254,3,-1,-1,101.95352
803,530709.34274,185536.909147,530725.272622,185551.651072,2.5515666,255,3,-1,-1,21.704504
804,530725.272622,185551.651072,530843.073231,185660.666811,1.8222344,255,4,-1,-1,160.50363
805,530843.073231,185660.666811,530870.636339,185686.174425,2.8113661,255,4,-1,-1,37.554806
806,530870.636339,185686.174425,530933.742682,185744.574671,1.0726694,255,4,-1,-1,85.982552
807,530933.742682,185744.574671,530998.360703,185804.373863,2.9748278,255,5,-1,-1,88.042221
808,530998.360703,185804.373863,531031.358188,185834.910591,4,255,6,-1,-1,44.959156
809,531031.358188,185834.910591,531054.960445,185856.752732,3.2086754,255,4,-1,-1,32.158134
810,530725.272622,185551.651072,530731.744697,185525.847987,4,256,5,-1,-1,26.602385
811,530731.744697,185525.847987,530746.043532,185468.840914,2.7258315,256,5,-1,-1,58.77298
812,530746.043532,185468.840914,530747.438601,185463.279006,3.2741685,256,4,-1,-1,5.734199
813,530709.34274,185536.909147,530731.744697,185525.847987,3.2326641,257,4,-1,-1,24.983932
814,530731.744697,185525.847987,530778.32385,185502.849128,2.6643004,257,5,-1,-1,51.947716
815,530778.32385,185502.849128,530790.884737,185496.647082,3.3356996,257,4,-1,-1,14.008615
816,530778.32385,185502.849128,530789.527661,185510.267238,3.3090973,258,4,-1,-1,13.437029
817,530789.527661,185510.267238,530891.196102,185577.582517,2.6909027,258,5,-1,-1,121.93366
818,530891.196102,185577.582517,530934.154255,185606.025365,2.0838475,258,4,-1,-1,51.520855
819,530843.073231,185660.666811,530891.196102,185577.582517,4,259,5,-1,-1,96.014641
820,530891.196102,185577.582517,530921.242736,185525.706905,2.9446769,259,5,-1,-1,59.948971
821,530921.242736,185525.706905,530955.159708,185467.149141,3.0553231,259,5,-1,-1,67.671066
822,530955.159708,185467.149141,530960.787667,185457.432451,4,259,6,-1,-1,11.22889
823,530960.787667,185457.432451,530966.655921,185447.300891,2.8113966,259,5,-1,-1,11.708326
824,530966.655921,185447.300891,530991.282216,185404.783512,3.1886036,259,4,-1,-1,49.134323
825,530869.417796,185073.046563,530869.677416,185074.718708,3.523896,260,4,-1,-1,1.6921793
826,530869.677416,185074.718708,530887.156156,185187.294436,2.4761038,260,5,-1,-1,113.92454
827,530887.156156,185187.294436,530889.244731,185200.746367,4,260,6,-1,-1,13.613103
828,530889.244731,185200.746367,530908.521536,185324.902933,4,260,5,-1,-1,125.64413
829,531241.837484,185051.9572,531241.844548,185051.946966,0,261,0,-1,-1,0.012435302
830,530953.045761,185465.838251,530959.421259,185455.658061,3.2260406,262,4,-1,-1,12.011796
831,530959.421259,185455.658061,530965.459849,185446.015836,2.7739594,262,5,-1,-1,11.377042
832,530965.459849,185446.015836,530991.282216,185404.783512,3.978024,262,5,-1,-1,48.650787
833,530991.282216,185404.783512,531036.820962,185332.06871,2.0219758,262,4,-1,-1,85.797554
834,530904.468114,185513.935543,530921.242736,185525.706905,2,263,2,-1,-1,20.492752
835,530933.742682,185744.574671,530957.497763,185716.777218,2.315361,264,3,-1,-1,36.565041
836,530957.497763,185716.777218,530971.814979,185711.252365,0.87075675,265,2,-1,-1,15.346227
837,530971.814979,185711.252365,531023.389884,185739.705117,2.5553956,266,3,-1,-1,58.902714
838,530707.477025,185313.557473,530707.683891,185313.685753,2.8042471,267,4,-1,-1,0.24341181
839,530707.683891,185313.685753,530833.501238,185391.706937,3.0821564,267,5,-1,-1,148.04495
840,530833.501238,185391.706937,530953.045761,185465.838251,1.9150233,267,4,-1,-1,140.66394
841,530953.045761,185465.838251,530955.159708,185467.149141,3.0028203,267,5,-1,-1,2.4874086
842,530955.159708,185467.149141,530980.253181,185482.709972,4,267,5,-1,-1,29.52663
843,530849.674246,185321.616196,530965.459849,185446.015836,4,268,5,-1,-1,169.9458
844,530965.459849,185446.015836,530966.655921,185447.300891,4,268,5,-1,-1,1.75555
845,530707.349078,185313.667053,530707.683891,185313.685753,4,269,5,-1,-1,0.33533409
846,530707.683891,185313.685753,530849.674246,185321.616196,2.4873023,269,5,-1,-1,142.21165
847,530849.674246,185321.616196,530908.521536,185324.902933,2.646277,269,4,-1,-1,58.939003
848,530908.521536,185324.902933,531036.820962,185332.06871,2.1870952,269,4,-1,-1,128.49937
849,531036.820962,185332.06871,531131.431446,185337.352893,1.7148449,269,4,-1,-1,94.757935
850,531131.431446,185337.352893,531222.546981,185342.441876,2.9644804,269,5,-1,-1,91.257538
851,531222.546981,185342.441876,531222.734682,185342.45236,4,269,6,-1,-1,0.18799347
852,531222.734682,185342.45236,531327.365441,185348.296195,4,269,6,289.89523,4,104.79382
853,531327.365441,185348.296195,531346.44493,185349.361822,4,269,5,-1,-1,19.109224
854,530791.766007,185442.883522,530796.864518,185436.631624,3.6276922,270,4,-1,-1,8.0672827
855,530796.864518,185436.631624,530833.501238,185391.706937,2.372308,270,4,-1,-1,57.96962
856,530789.527661,185510.267238,530790.884737,185496.647082,3.3552032,271,4,-1,-1,13.687597
857,530790.884737,185496.647082,530796.456633,185440.725318,1.9825487,271,4,-1,-1,56.198662
858,530796.456633,185440.725318,530796.864518,185436.631624,2.6622484,271,4,-1,-1,4.1139636
859,530742.147609,185465.713445,530747.438601,185463.279006,3.4309821,272,4,-1,-1,5.8241816
860,530747.438601,185463.279006,530791.766007,185442.883522,0.85895824,272,4,-1,-1,48.794411
861,530791.766007,185442.883522,530796.456633,185440.725318,3.7100596,272,4,-1,-1,5.1633153
862,530632.54739,185377.731381,530742.147609,185465.713445,2.9511502,273,5,-1,-1,140.54555
863,530742.147609,185465.713445,530746.043532,185468.840914,3.2948494,273,4,-1,-1,4.9959264
864,531139.156606,185568.378354,531178.170136,185580.034723,3.1072955,274,3,-1,-1,40.717644
865,531139.156606,185568.378354,531162.114949,185521.908423,2.0788777,275,2,-1,-1,51.831844
866,531042.147242,185563.084341,531102.612833,185489.130371,2.8842146,276,4,0,0,95.526321
867,531102.612833,185489.130371,531222.546981,185342.441876,3.1157851,276,5,142.50189,1,189.47748
868,531222.546981,185342.441876,531222.613852,185342.360088,2.9788589,276,4,237.29346,2,0.10564582
869,530934.154255,185606.025365,531052.774115,185663.784076,2.0838475,277,3,-1,-1,131.9346
870,531264.378405,185929.697893,531341.73952,185696.459553,4,278,4,-1,-1,245.73332
871,530573.619461,184885.525442,530679.457083,184788.363002,4,279,4,-1,-1,143.67374
872,530417.322289,184794.539107,530460.27893,184899.299055,4,280,4,-1,-1,113.22508
873,531102.612833,185489.130371,531162.114949,185521.908423,2.9715824,281,3,-1,-1,67.933075
874,531054.947555,184568.105455,531200.789701,184492.31071,2.3954475,282,4,-1,-1,164.36172
875,531200.789701,184492.31071,531204.222228,184490.526812,4,282,5,-1,-1,3.8684018
876,533275.546662,183268.599837,533339.851954,183253.93519,4,283,5,-1,-1,65.956215
877,533339.851954,183253.93519,533403.046435,183239.523861,4,283,6,-1,-1,64.816887
878,533403.046435,183239.523861,533423.137646,183234.942115,3.1765199,283,5,-1,-1,20.607018
879,533423.137646,183234.942115,533530.028676,183210.565907,1.9900527,283,4,-1,-1,109.63527
880,533530.028676,183210.565907,533610.371085,183192.244039,1.7398858,283,4,-1,-1,82.40506
881,533610.371085,183192.244039,533847.677431,183138.126973,2.0232198,283,4,-1,-1,243.39876
882,533847.677431,183138.126973,533983.161586,183107.230181,1.2413905,283,3,-1,-1,138.96246
883,533457.921448,183355.764288,533524.910591,183347.208845,2,284,3,-1,-1,67.533257
884,533524.910591,183347.208845,533577.743827,183340.461307,2.6528366,284,5,-1,-1,53.262371
885,533577.743827,183340.461307,533588.155566,183339.131584,3.3471634,284,4,-1,-1,10.496307
886,533511.714662,183699.514564,533519.561816,183490.01078,3.0497966,285,4,-1,-1,209.6507
887,533519.561816,183490.01078,533524.910591,183347.208845,4,285,6,-1,-1,142.90207
888,533524.910591,183347.208845,533527.506623,183277.899818,2.8334274,285,5,-1,-1,69.357628
889,533527.506623,183277.899818,533530.028676,183210.565907,3.1665726,285,4,-1,-1,67.381126
890,533580.004823,183335.375059,533588.155566,183339.131584,3.6441982,286,4,-1,-1,8.9747467
891,533588.155566,183339.131584,533645.046997,183365.351785,0.91864121,286,3,-1,-1,62.642906
892,533577.743827,183340.461307,533580.004823,183335.375059,3.0086384,287,4,-1,-1,5.5661507
893,533580.004823,183335.375059,533607.964919,183272.477118,1.5875411,287,3,-1,-1,68.832535
894,533607.964919,183272.477118,533638.950242,183265.677481,2.5961795,288,4,-1,-1,31.722631
895,533638.950242,183265.677481,533788.751236,183232.804095,2.8942552,288,4,-1,-1,153.36557
896,533610.371085,183192.244039,533638.950242,183265.677481,4,289,5,-1,-1,78.798721
897,533638.950242,183265.677481,533672.543134,183351.993589,4,289,6,-1,-1,92.622635
898,533672.543134,183351.993589,533698.437188,183418.527725,4,289,6,-1,-1,71.395332
899,533698.437188,183418.527725,533727.093008,183492.15815,3.0542002,289,5,-1,-1,79.010101
900,533727.093008,183492.15815,533740.939941,183527.737505,1.086924,289,4,-1,-1,38.178894
901,533740.939941,183527.737505,533748.123444,183546.195339,3.8588758,289,4,-1,-1,19.806421
