Ref,x,y,Connectivity,Metric Step Shortest-Path Angle,Metric Step Shortest-Path Length,Metric Straight-Line Distance,Point First Moment,Point Second Moment
1179681,1.74000000,6.78000000,74.00000000,3.30265117,2.61038446,2.19718003,26.59892464,13.66559982
1179682,1.74000000,6.84000000,47.00000000,3.30265117,2.64979577,2.24659753,12.18200397,3.93840003
1179683,1.74000000,6.90000000,12.00000000,3.93703747,2.89940906,2.29651904,2.25616360,0.59039998
1179684,1.74000000,6.96000000,23.00000000,3.73220468,2.88967228,2.34691286,5.30430460,1.59840000
1179686,1.74000000,7.08000000,40.00000000,3.88816285,3.08096957,2.44899988,10.80293083,4.33799982
1179687,1.74000000,7.14000000,46.00000000,3.73220468,3.07358313,2.50063992,15.56096172,8.89200020
1179688,1.74000000,7.20000000,42.00000000,3.57624650,3.08096957,2.55264568,12.91660881,6.82560015
1179690,1.74000000,7.32000000,35.00000000,4.39320183,3.15922761,2.65766811,6.91121960,1.68480003
1179691,1.74000000,7.38000000,33.00000000,3.89320207,3.18408060,2.71064568,5.30934095,1.04040003
1179692,1.74000000,7.44000000,35.00000000,3.68836975,3.23339176,2.76391029,5.95919800,1.25279999
1179693,1.74000000,7.50000000,34.00000000,3.74129868,3.28817344,2.81744576,6.47441292,1.49399996
1179695,1.74000000,7.62000000,39.00000000,4.80286741,3.44932747,2.92526913,14.29196072,8.75879955
1179696,1.74000000,7.68000000,43.00000000,4.30286741,3.47418046,2.97953010,17.04460144,11.62080002
1179697,1.74000000,7.74000000,38.00000000,4.09803486,3.52349162,3.03400731,11.54130268,5.65199995
1245187,1.80000000,4.98000000,41.00000000,1.97583604,1.55127466,1.20000005,10.30820560,3.13919997
1245188,1.80000000,5.04000000,42.00000000,1.88550162,1.49570215,1.20149910,8.99231243,2.37240005
1245189,1.80000000,5.10000000,47.00000000,1.68066883,1.44639087,1.20598507,10.25655079,3.13560009
1245190,1.80000000,5.16000000,70.00000000,1.10513687,1.41233969,1.21342492,25.70629120,16.97760010
1245191,1.80000000,5.22000000,74.00000000,1.18066883,1.40737391,1.22376466,25.26126289,12.97799969
1245192,1.80000000,5.28000000,55.00000000,1.47583604,1.42153800,1.23693168,14.26229382,5.52960014
1245193,1.80000000,5.34000000,46.00000000,1.68066883,1.45707953,1.25283682,10.40703297,2.93039989
1245194,1.80000000,5.40000000,42.00000000,1.80633473,1.50370693,1.27137721,10.73365307,3.33360004
1245202,1.80000000,5.88000000,41.00000000,3.71027374,1.98653483,1.50000000,11.90673637,4.96439981
1245203,1.80000000,5.94000000,150.00000000,3.21027374,1.96168184,1.53674984,186.36270142,374.46841431
1245204,1.80000000,6.00000000,149.00000000,3.00544095,1.97141850,1.57492852,186.09437561,374.39639282
1245205,1.80000000,6.06000000,41.00000000,2.80060816,1.99682927,1.61443484,11.69124603,4.71600008
1245213,1.80000000,6.54000000,48.00000000,4.23220444,2.50521398,1.96814632,13.61632252,4.93200016
1245214,1.80000000,6.60000000,124.00000000,3.73220468,2.48036098,2.01603580,86.71575928,107.72640228
1245215,1.80000000,6.66000000,166.00000000,3.43703794,2.49452519,2.06455803,178.03385925,337.23001099
1245216,1.80000000,6.72000000,134.00000000,3.32253909,2.52619696,2.11366987,121.12704468,213.79319763
1245217,1.80000000,6.78000000,66.00000000,3.23220491,2.56560802,2.16333079,20.92218971,9.30599976
1245218,1.80000000,6.84000000,44.00000000,3.17448878,2.60995913,2.21350408,12.05783272,4.21560001
1245219,1.80000000,6.90000000,14.00000000,4.02737188,2.84383655,2.26415539,2.28318667,0.49680001
1245220,1.80000000,6.96000000,24.00000000,3.73220468,2.82967234,2.31525373,5.73784065,1.80719995
1245222,1.80000000,7.08000000,51.00000000,3.93703747,3.02331996,2.41867733,18.12860107,9.68039989
1245223,1.80000000,7.14000000,56.00000000,3.73220468,3.01358318,2.47095132,20.81177139,12.17160034
1245224,1.80000000,7.20000000,54.00000000,3.52737188,3.02331996,2.52356887,17.14590454,8.64719963
1245225,1.80000000,7.26000000,35.00000000,3.32253909,3.04873037,2.57650924,7.68177891,2.13840008
1245226,1.80000000,7.32000000,47.00000000,3.68836927,3.09922767,2.62975287,9.82428265,2.46959996
1245227,1.80000000,7.38000000,46.00000000,3.77870369,3.15480018,2.68328166,9.00217342,2.12400007
1245228,1.80000000,7.44000000,45.00000000,3.82757831,3.21244979,2.73707867,8.67906380,2.01959991
1245229,1.80000000,7.50000000,47.00000000,3.85787058,3.27100468,2.79112887,9.82428265,2.46959996
1245230,1.80000000,7.56000000,27.00000000,3.87839961,3.33002925,2.84541726,6.03242826,1.75680006
1245231,1.80000000,7.62000000,58.00000000,3.89320207,3.38932753,2.89993095,22.16191673,13.30560017
1245232,1.80000000,7.68000000,55.00000000,3.98353648,3.44932747,2.95465732,22.15925789,14.38199997
1245233,1.80000000,7.74000000,51.00000000,3.98353648,3.50932765,3.00958467,20.06054497,11.96640015
1310723,1.86000000,4.98000000,41.00000000,2.02471066,1.53476024,1.13999999,11.21644402,3.59279990
1310724,1.86000000,5.04000000,41.00000000,1.97583604,1.47711051,1.14157784,9.61885166,2.67840004
1310725,1.86000000,5.10000000,52.00000000,1.88550162,1.42153800,1.14629841,15.56948757,7.26840019
1310726,1.86000000,5.16000000,65.00000000,1.47583604,1.36153805,1.15412307,21.32706642,10.78199959
1310727,1.86000000,5.22000000,75.00000000,1.18066883,1.34737396,1.16498923,26.85413742,14.23799992
1310728,1.86000000,5.28000000,57.00000000,1.68066883,1.37222672,1.17881298,17.72822380,8.34480000
1310729,1.86000000,5.34000000,42.00000000,1.88550162,1.42153800,1.19549155,9.93902397,2.80439997
1310730,1.86000000,5.40000000,40.00000000,2.18066883,1.48153806,1.21490741,11.01753616,3.57119989
1310738,1.86000000,5.88000000,38.00000000,4.21027374,1.96168184,1.45244622,12.44776726,5.82840014
1310739,1.86000000,5.94000000,152.00000000,3.21027374,1.90168190,1.49036908,183.07649231,356.43240356
1310740,1.86000000,6.00000000,152.00000000,2.83593965,1.91316211,1.52970588,182.73074341,356.04721069
1310741,1.86000000,6.06000000,38.00000000,3.24560523,1.97316217,1.57035029,12.44776726,5.82840014
1310750,1.86000000,6.60000000,129.00000000,3.73220468,2.42036104,1.98090887,86.85881805,104.33879852
1310751,1.86000000,6.66000000,168.00000000,3.35787058,2.44253016,2.03027081,172.79035950,318.66839600
1310752,1.86000000,6.72000000,138.00000000,3.23220468,2.48075533,2.08019233,121.41205597,210.20039368
1310753,1.86000000,6.78000000,43.00000000,3.73220468,2.54075527,2.13063359,13.79814625,6.60239983
1310755,1.86000000,6.90000000,16.00000000,4.23220444,2.79452515,2.23293519,2.97577882,0.74879998
1310756,1.86000000,6.96000000,23.00000000,3.73220468,2.76967239,2.28473186,5.78810406,2.00160003
1310758,1.86000000,7.08000000,43.00000000,4.23220444,2.97843623,2.38947701,16.38155937,9.92160034
1310759,1.86000000,7.14000000,53.00000000,3.73220468,2.95358324,2.44237590,20.67310905,12.96360016
1310760,1.86000000,7.20000000,46.00000000,3.35787058,2.96506357,2.49559617,15.83033943,9.02519989
1310762,1.86000000,7.32000000,43.00000000,4.41287327,3.13358331,2.60292149,9.72980309,2.63879991
1310763,1.86000000,7.38000000,41.00000000,4.20804071,3.18289447,2.65699077,8.58577347,2.20679998
1310764,1.86000000,7.44000000,41.00000000,4.27870369,3.23339176,2.71130967,8.69691849,2.27880001
1310765,1.86000000,7.50000000,41.00000000,4.27870369,3.28896427,2.76586342,9.15586376,2.46600008
1310767,1.86000000,7.62000000,49.00000000,4.13949490,3.40218639,2.87562156,20.97358131,14.54759979
1310768,1.86000000,7.68000000,49.00000000,4.13949490,3.45983601,2.93080187,21.62285805,15.36120033
1310769,1.86000000,7.74000000,46.00000000,4.10920238,3.51839089,2.98616815,19.14019012,12.26519966
1376263,1.92000000,5.22000000,86.00000000,1.18066883,1.28737390,1.10634530,31.02104187,16.33679962
1376275,1.92000000,5.94000000,148.00000000,3.21027374,1.84168196,1.44499135,178.12806702,338.47918701
1376276,1.92000000,6.00000000,152.00000000,2.71027374,1.86653471,1.48553026,179.11033630,338.76361084
1376286,1.92000000,6.60000000,126.00000000,3.43703747,2.36036110,1.94699764,78.78121948,88.41960144
1376287,1.92000000,6.66000000,171.00000000,3.23220515,2.39590263,1.99719799,168.79885864,301.61160278
1376288,1.92000000,6.72000000,140.00000000,3.23220468,2.43531370,2.04792571,118.64113617,198.78120422
1376291,1.92000000,6.90000000,15.00000000,4.23220444,2.74521399,2.20290709,3.58322215,1.20959997
1376292,1.92000000,6.96000000,23.00000000,3.43703747,2.70967221,2.25539351,6.02430487,2.28959990
1376294,1.92000000,7.08000000,38.00000000,4.73220444,2.95358324,2.36144018,15.65627193,10.18799973
1376295,1.92000000,7.14000000,50.00000000,3.73220468,2.89358330,2.41495347,20.25959396,13.69079971
1376296,1.92000000,7.20000000,34.00000000,4.73220444,2.95358324,2.46876478,13.68679237,8.71920013
1376298,1.92000000,7.32000000,35.00000000,4.91287327,3.19358325,2.57720780,9.31701374,2.94840002
1376299,1.92000000,7.38000000,39.00000000,4.41287327,3.21843600,2.63180542,9.77549267,2.98079991
1376300,1.92000000,7.44000000,38.00000000,4.28720760,3.26506352,2.68663359,9.57411194,2.95560002
1376301,1.92000000,7.50000000,35.00000000,4.35787058,3.31556082,2.74167824,9.34003258,2.96639991
1376303,1.92000000,7.62000000,42.00000000,4.98353672,3.46218634,2.85236740,22.23283005,18.04319954
1376304,1.92000000,7.68000000,42.00000000,4.48353672,3.48703933,2.90798903,19.86275482,14.92920017
1376305,1.92000000,7.74000000,41.00000000,4.27870369,3.53635049,2.96378136,18.78079224,13.13640022
1441795,1.98000000,4.98000000,42.00000000,1.50000048,1.31777358,1.01999998,14.81196308,6.96960020
1441796,1.98000000,5.04000000,44.00000000,1.34404171,1.27890813,1.02176321,13.62731171,5.72039986
1441797,1.98000000,5.10000000,48.00000000,1.24223793,1.25216091,1.02703452,14.54861164,6.06960011
1441798,1.98000000,5.16000000,66.00000000,1.12566590,1.23499215,1.03576064,24.75448608,14.82839966
1441799,1.98000000,5.22000000,83.00000000,1.18066883,1.22737396,1.04785490,31.50651169,18.03960037
1441800,1.98000000,5.28000000,46.00000000,1.37699771,1.23499227,1.06320274,11.48596668,3.65759993
1441801,1.98000000,5.34000000,40.00000000,1.50544095,1.25640368,1.08166540,9.96473789,3.15359998
1441802,1.98000000,5.40000000,38.00000000,1.61993933,1.28807557,1.10308659,10.72408485,3.81599998
1441804,1.98000000,5.52000000,27.00000000,2.50544095,1.39682913,1.15412307,6.43180895,2.01959991
1441805,1.98000000,5.58000000,30.00000000,1.83593965,1.42074168,1.18338501,6.74109840,2.09879994
1441806,1.98000000,5.64000000,29.00000000,1.91510653,1.47209680,1.21490741,5.96582651,1.62000000
1441807,1.98000000,5.70000000,30.00000000,1.96803582,1.52751851,1.24851918,6.76076460,2.05920005
1441808,1.98000000,5.76000000,30.00000000,2.00544095,1.58388197,1.28405607,8.48449135,3.43079996
1441810,1.98000000,5.88000000,32.00000000,2.91510653,1.75682914,1.36029410,8.87688637,3.30119991
1441811,1.98000000,5.94000000,156.00000000,2.71027374,1.78168190,1.40071416,176.15983582,322.45919800
1441812,1.98000000,6.00000000,156.00000000,1.81023240,1.82649171,1.44249785,175.91921997,322.29721069
1441813,1.98000000,6.06000000,35.00000000,1.87417197,1.83489692,1.48553026,10.02153778,3.76920009
1441815,1.98000000,6.18000000,30.00000000,2.98353648,1.92351294,1.57492852,8.34763336,3.12120008
1441816,1.98000000,6.24000000,33.00000000,2.48353648,1.94836581,1.62111068,8.10123348,2.77559996
1441817,1.98000000,6.30000000,34.00000000,2.38816309,1.99703705,1.66817260,7.55948591,2.23559999
1441818,1.98000000,6.36000000,34.00000000,2.43703747,2.04967213,1.71604192,7.54412270,2.21040010
1441819,1.98000000,6.42000000,32.00000000,2.48996687,2.10445404,1.76465297,8.09907627,2.85479999
1441820,1.98000000,6.48000000,29.00000000,2.52737188,2.16081738,1.81394601,7.70406103,2.69639993
1441821,1.98000000,6.54000000,67.00000000,3.73220468,2.28619695,1.86386693,27.04928780,16.24679947
1441822,1.98000000,6.60000000,130.00000000,3.23220468,2.31104970,1.91436672,78.88943481,85.92120361
1441823,1.98000000,6.66000000,170.00000000,3.23220468,2.35046101,1.96540070,163.95896912,285.29998779
1441824,1.98000000,6.72000000,145.00000000,3.02737188,2.39977217,2.01692843,120.13340759,195.79679871
1441825,1.98000000,6.78000000,100.00000000,2.93703747,2.45534468,2.06891274,50.90814972,40.41360092
1441826,1.98000000,6.84000000,57.00000000,2.88816285,2.51299429,2.12132025,19.41942215,8.27280045
1441827,1.98000000,6.90000000,10.00000000,3.73220468,2.63550830,2.17412043,1.51479220,0.28080001
1441828,1.98000000,6.96000000,35.00000000,3.23220468,2.66036105,2.22728539,10.69612694,4.55039978
1441830,1.98000000,7.08000000,12.00000000,3.73220468,2.80873036,2.33460927,1.60312045,0.24120000
1441831,1.98000000,7.14000000,49.00000000,3.23220468,2.83358312,2.38872361,21.36799431,15.51959991
1441832,1.98000000,7.20000000,14.00000000,3.02737188,2.88289452,2.44311285,2.30347466,0.46439999
1507331,2.04000000,4.98000000,64.00000000,1.62566590,1.27954817,0.95999998,49.22052765,65.67839813
1507332,2.04000000,5.04000000,66.00000000,1.50000000,1.23292077,0.96187317,46.68607330,60.44400024
1507333,2.04000000,5.10000000,71.00000000,1.29516721,1.19737923,0.96747094,42.59395218,48.12839890
1507334,2.04000000,5.16000000,87.00000000,1.13920903,1.17628253,0.97672921,44.42136383,38.54520035
1507335,2.04000000,5.22000000,93.00000000,1.18066883,1.16737390,0.98954535,43.76040268,32.08679962
1507336,2.04000000,5.28000000,64.00000000,1.41510653,1.17781222,1.00578332,20.23125267,9.32759953
1507337,2.04000000,5.34000000,53.00000000,1.58460784,1.20440865,1.02528048,14.86000633,5.50080013
1507338,2.04000000,5.40000000,45.00000000,1.71027422,1.24263394,1.04785490,11.62118816,3.74399996
1507340,2.04000000,5.52000000,55.00000000,1.86623204,1.33793271,1.10145354,28.92257690,26.84519958
1507341,2.04000000,5.58000000,54.00000000,2.00544095,1.39414525,1.13207769,22.71448135,15.35400009
1507342,2.04000000,5.64000000,49.00000000,2.05431557,1.45179498,1.16498923,16.94608688,8.62559986
1507343,2.04000000,5.70000000,44.00000000,2.05431557,1.51005137,1.20000005,13.71907711,6.21719980
1507344,2.04000000,5.76000000,41.00000000,2.08460784,1.56860614,1.23693168,12.95244884,6.13439989
1507346,2.04000000,5.88000000,55.00000000,2.50544095,1.69682908,1.31590271,23.63457489,16.58880043
1507347,2.04000000,5.94000000,180.00000000,2.13110685,1.74640048,1.35764503,185.73577881,315.48239136
1507348,2.04000000,6.00000000,179.00000000,1.80617750,1.76668310,1.40071416,184.64672852,314.34838867
1507349,2.04000000,6.06000000,57.00000000,2.02737188,1.78134406,1.44499135,20.97859001,11.90880013
1507351,2.04000000,6.18000000,45.00000000,2.35787058,1.86351299,1.53674984,15.45931244,8.42039967
1507352,2.04000000,6.24000000,47.00000000,2.43703747,1.91550803,1.58404541,15.18959522,7.65360022
1507353,2.04000000,6.30000000,52.00000000,2.52737188,1.97108066,1.63217652,18.21692085,9.61559963
1507354,2.04000000,6.36000000,54.00000000,2.57624650,2.02873039,1.68107104,21.10626221,13.51080036
1507355,2.04000000,6.42000000,56.00000000,2.60653877,2.08728504,1.73066461,24.92705154,19.67040062
1507356,2.04000000,6.48000000,43.00000000,2.62706780,2.14630985,1.78089869,22.82166481,20.68560028
1507357,2.04000000,6.54000000,72.00000000,3.23220468,2.22619700,1.83172047,23.13840485,9.21959972
1507358,2.04000000,6.60000000,138.00000000,2.82253909,2.26560807,1.88308263,73.42202759,63.56880188
1507359,2.04000000,6.66000000,187.00000000,2.66175818,2.32466722,1.93494189,169.39799500,276.59161377
1507360,2.04000000,6.72000000,160.00000000,2.66875362,2.38433671,1.98725939,129.36334229,198.54359436
1507361,2.04000000,6.78000000,128.00000000,2.67448878,2.44406581,2.03999996,69.48452759,56.36880112
1507362,2.04000000,6.84000000,79.00000000,2.67927527,2.50383973,2.09313154,42.98021698,39.79079819
1507363,2.04000000,6.90000000,29.00000000,3.02737188,2.57550812,2.14662528,6.98637676,2.24280000
1507364,2.04000000,6.96000000,40.00000000,2.81137156,2.62507963,2.20045447,11.84813881,4.86359978
1507366,2.04000000,7.08000000,21.00000000,2.88816285,2.74873042,2.30902576,3.65199447,0.90719998
1507367,2.04000000,7.14000000,55.00000000,2.80265117,2.80466723,2.36372590,26.08648491,19.39319992
1507368,2.04000000,7.20000000,28.00000000,2.78107929,2.86364818,2.41867733,9.52555370,5.21640015
1572867,2.10000000,4.98000000,70.00000000,1.79516721,1.25295186,0.89999998,55.21350098,72.55439758
1572868,2.10000000,5.04000000,75.00000000,1.70483279,1.19737935,0.90199780,55.01379776,70.21800232
1572869,2.10000000,5.10000000,80.00000000,1.50000000,1.14806795,0.90796477,54.09947205,65.38680267
1572870,2.10000000,5.16000000,103.00000000,1.15595829,1.11788249,0.91782349,64.16163635,69.05879974
1572871,2.10000000,5.22000000,109.00000000,1.18066883,1.10737395,0.93145049,69.41151428,72.98999786
1572872,2.10000000,5.28000000,90.00000000,1.50544095,1.12223971,0.94868332,51.54648209,53.07120132
1572873,2.10000000,5.34000000,86.00000000,1.71027374,1.15778112,0.96932966,50.14949417,50.67720032
1572874,2.10000000,5.40000000,81.00000000,1.83593965,1.20440865,0.99317670,46.57904434,45.69839859
1572875,2.10000000,5.46000000,85.00000000,2.00544095,1.26266503,1.01999998,46.59689331,42.82920074
1572876,2.10000000,5.52000000,78.00000000,2.21027374,1.32266498,1.04957139,43.31581116,39.02399826
1572877,2.10000000,5.58000000,75.00000000,2.21027374,1.38266504,1.08166540,40.80797195,35.60400009
1572878,2.10000000,5.64000000,74.00000000,2.21027374,1.44266498,1.11606455,40.23936081,34.14239883
1572879,2.10000000,5.70000000,75.00000000,2.21027374,1.50266504,1.15256238,39.68767548,32.04000092
1572880,2.10000000,5.76000000,74.00000000,2.21027374,1.56266499,1.19096601,38.36106110,29.66760063
1572881,2.10000000,5.82000000,79.00000000,2.21027374,1.62266493,1.23109710,38.87387466,28.07279968
1572882,2.10000000,5.88000000,85.00000000,2.21027374,1.68266499,1.27279222,40.91832352,28.36079979
1572883,2.10000000,5.94000000,207.00000000,1.85910678,1.70418739,1.31590271,202.10768127,317.51998901
1572884,2.10000000,6.00000000,209.00000000,1.80139089,1.70690906,1.36029410,202.67135620,317.46240234
1572885,2.10000000,6.06000000,87.00000000,2.23220468,1.73203278,1.40584493,41.19445419,27.57959938
1572886,2.10000000,6.12000000,81.00000000,2.43703747,1.78134406,1.45244622,39.05504608,26.93519974
1572887,2.10000000,6.18000000,78.00000000,2.73220468,1.84134412,1.50000000,38.36098862,27.54719925
1572888,2.10000000,6.24000000,75.00000000,2.73220468,1.90134406,1.54841852,37.77280426,28.54080009
1572889,2.10000000,6.30000000,75.00000000,2.73220468,1.96134412,1.59762323,38.39761734,30.17519951
1572890,2.10000000,6.36000000,75.00000000,2.73220468,2.02134418,1.64754367,39.01264191,31.87800026
1572891,2.10000000,6.42000000,75.00000000,2.73220468,2.08134413,1.69811666,40.14327621,34.21799850
1572892,2.10000000,6.48000000,88.00000000,2.73220468,2.14134407,1.74928558,46.10868073,38.83319855
1572893,2.10000000,6.54000000,116.00000000,2.73220468,2.20134401,1.80099976,58.53754425,46.72079849
1572894,2.10000000,6.60000000,171.00000000,2.73220468,2.26134396,1.85321343,99.28675842,85.13999939
1572895,2.10000000,6.66000000,218.00000000,2.73220468,2.32134414,1.90588558,200.75343323,310.68359375
1572896,2.10000000,6.72000000,187.00000000,2.73220468,2.38134408,1.95897937,156.40666199,228.56039429
1572897,2.10000000,6.78000000,148.00000000,2.73220468,2.44134402,2.01246119,89.90025330,84.93840027
1572898,2.10000000,6.84000000,106.00000000,2.73220468,2.50134397,2.06630111,61.41929245,62.66159821
1572899,2.10000000,6.90000000,72.00000000,2.73220468,2.56134415,2.12047172,50.02147293,59.00040054
1572900,2.10000000,6.96000000,79.00000000,2.73220468,2.62134409,2.17494822,56.40970612,66.58200073
1572901,2.10000000,7.02000000,67.00000000,2.73220468,2.68134403,2.22970843,52.23932266,68.25959778
1572902,2.10000000,7.08000000,66.00000000,2.73220468,2.74134398,2.28473186,54.19675827,73.72440338
1572903,2.10000000,7.14000000,89.00000000,2.73220468,2.80134416,2.33999991,75.07875061,95.07240295
1572904,2.10000000,7.20000000,64.00000000,2.73220468,2.86134410,2.39549589,56.66793060,79.78679657
1638403,2.16000000,4.98000000,46.00000000,1.84404171,1.23546195,0.83999997,17.46649742,9.37440014
1638404,2.16000000,5.04000000,47.00000000,1.79516721,1.17781222,0.84214014,15.89360714,7.72200012
1638405,2.16000000,5.10000000,46.00000000,1.70483279,1.12223971,0.84852815,12.79495811,4.89960003
1638406,2.16000000,5.16000000,66.00000000,1.29516721,1.06321514,0.85906929,22.61870003,11.97000027
1638407,2.16000000,5.22000000,88.00000000,1.09033442,1.04737389,0.87361318,41.03830719,30.31200027
1638408,2.16000000,5.28000000,51.00000000,1.71027374,1.07292831,0.89196414,13.07525444,4.29120016
1638409,2.16000000,5.34000000,44.00000000,2.21027374,1.13292837,0.91389275,11.51591301,3.81960011
1638410,2.16000000,5.40000000,40.00000000,2.21027374,1.19292831,0.93914855,11.34249496,4.11479998
1638412,2.16000000,5.52000000,26.00000000,3.21027374,1.38266504,0.99859899,6.32100868,2.03399992
1638413,2.16000000,5.58000000,31.00000000,2.50544095,1.39682913,1.03227901,6.84370184,1.98720002
1638414,2.16000000,5.64000000,33.00000000,2.41510653,1.45240164,1.06826961,7.69993639,2.43720007
1638415,2.16000000,5.70000000,36.00000000,2.36623192,1.51005137,1.10634530,9.92254066,3.93120003
1638416,2.16000000,5.76000000,33.00000000,2.33593965,1.56860614,1.14629841,11.09336281,5.23080015
1638418,2.16000000,5.88000000,36.00000000,2.85910678,1.70418739,1.23109710,11.27644348,4.71239996
1638419,2.16000000,5.94000000,160.00000000,1.85910678,1.64418745,1.27561748,166.98350525,278.64358521
1638420,2.16000000,6.00000000,161.00000000,1.79565573,1.64717996,1.32136297,166.91928101,278.48159790
1638421,2.16000000,6.06000000,39.00000000,2.73220468,1.70717990,1.36821055,11.58874130,4.58279991
1638423,2.16000000,6.18000000,30.00000000,3.73220468,1.90134406,1.46478665,8.72218513,3.52080011
1638424,2.16000000,6.24000000,34.00000000,3.23220468,1.92619693,1.51433158,8.65692425,3.02040005
1638425,2.16000000,6.30000000,33.00000000,3.02737188,1.97550821,1.56460857,7.54760408,2.35800004
1638426,2.16000000,6.36000000,36.00000000,2.88816309,2.02873039,1.61554945,8.39629936,2.59200001
1638427,2.16000000,6.42000000,37.00000000,2.85787058,2.08728504,1.66709328,9.80181503,3.50640011
1638428,2.16000000,6.48000000,28.00000000,2.83734155,2.14630985,1.71918583,7.10580730,2.34360003
1638429,2.16000000,6.54000000,61.00000000,3.73220468,2.26134396,1.77177882,20.06854248,8.21879959
1638430,2.16000000,6.60000000,125.00000000,3.23220468,2.28619695,1.82482874,61.37448502,43.38719940
1638431,2.16000000,6.66000000,178.00000000,3.02737188,2.33550811,1.87829709,160.30134583,254.63160706
1638432,2.16000000,6.72000000,148.00000000,2.93703747,2.39108062,1.93214905,119.16024780,179.56440735
1638433,2.16000000,6.78000000,90.00000000,2.85787058,2.44728518,1.98635340,33.02829361,16.26840019
1638434,2.16000000,6.84000000,60.00000000,2.83734155,2.50630999,2.04088211,20.40639305,8.67240047
1638435,2.16000000,6.90000000,17.00000000,3.73220468,2.62134409,2.09570980,3.92372870,1.16639996
1638436,2.16000000,6.96000000,31.00000000,3.23220468,2.64619708,2.15081382,11.67193127,6.06239986
1638438,2.16000000,7.08000000,18.00000000,3.73220468,2.80134416,2.26176929,4.09690094,1.30680001
1638439,2.16000000,7.14000000,42.00000000,3.02737188,2.81550813,2.31758499,24.31182671,22.01759911
1638440,2.16000000,7.20000000,23.00000000,2.93703747,2.87108064,2.37360477,6.31535244,2.43359995
1703943,2.22000000,5.22000000,99.00000000,1.10513687,0.98807555,0.81608826,45.28160095,32.38560104
1703955,2.22000000,5.94000000,150.00000000,1.85910678,1.58418739,1.23693168,160.83282471,264.59280396
1703956,2.22000000,6.00000000,149.00000000,1.78866029,1.58751059,1.28405607,160.18429565,264.17880249
1703966,2.22000000,6.60000000,122.00000000,3.43703747,2.33550811,1.79799891,59.44915009,40.59360123
1703967,2.22000000,6.66000000,172.00000000,3.23220468,2.37104964,1.85224187,155.06678772,241.45559692
1703968,2.22000000,6.72000000,150.00000000,0.93511683,2.38978982,1.90682983,118.01656342,171.79200745
1703969,2.22000000,6.78000000,66.00000000,1.84478235,2.44978976,1.96173394,25.80250740,13.68000031
1769475,2.28000000,4.98000000,40.00000000,1.57044649,1.06729734,0.72000003,11.05348492,3.60360003
1769476,2.28000000,5.04000000,40.00000000,1.50000000,1.02252114,0.72249568,9.50352192,2.70000005
1769477,2.28000000,5.10000000,41.00000000,1.40966558,0.98310983,0.72993153,8.86504459,2.27880001
1769478,2.28000000,5.16000000,52.00000000,1.29516721,0.95143801,0.74215901,12.52781773,4.21560001
1769479,2.28000000,5.22000000,90.00000000,1.12566590,0.92905104,0.75894666,41.16724777,31.07159996
1769480,2.28000000,5.28000000,88.00000000,1.00000000,0.92310983,0.77999997,53.85879135,51.17039871
1769481,2.28000000,5.34000000,89.00000000,0.90966552,0.92737395,0.80498445,55.67903519,52.36920166
1769482,2.28000000,5.40000000,53.00000000,0.82282895,0.93991643,0.83354664,20.57419777,11.35799980
1769490,2.28000000,5.88000000,33.00000000,1.98477268,1.53012860,1.15256238,10.03618526,4.66559982
1769491,2.28000000,5.94000000,150.00000000,1.85910678,1.52418745,1.20000005,156.78874207,252.00720215
1769492,2.28000000,6.00000000,149.00000000,1.77994001,1.52792287,1.24851918,156.05880737,251.47439575
1769493,2.28000000,6.06000000,35.00000000,1.70314860,1.53895998,1.29799843,11.13108253,5.33160019
1769502,2.28000000,6.60000000,116.00000000,1.13058817,2.33049154,1.77279437,57.02198410,38.33639908
1769503,2.28000000,6.66000000,177.00000000,1.02545130,2.32552576,1.82778549,154.73391724,231.38279724
1769504,2.28000000,6.72000000,148.00000000,0.92031437,2.33049154,1.88308263,118.60824585,169.18559265
1835011,2.34000000,4.98000000,40.00000000,1.65595818,1.03296697,0.66000003,10.13313293,3.13919997
1835012,2.34000000,5.04000000,43.00000000,1.59033442,0.98310983,0.66272163,9.77397728,2.89080000
1835013,2.34000000,5.10000000,44.00000000,1.50000000,0.93766826,0.67082042,8.52161217,2.01600003
1835014,2.34000000,5.16000000,49.00000000,1.37433410,0.89944291,0.68410528,9.34026623,2.12759995
1835015,2.34000000,5.22000000,84.00000000,1.15595829,0.87049621,0.70228201,39.38412094,32.12639999
1835016,2.34000000,5.28000000,96.00000000,1.00000000,0.86310983,0.72498274,52.70739746,46.65959930
1835017,2.34000000,5.34000000,93.00000000,0.89486313,0.86807561,0.75179785,54.26047134,48.42720032
1835018,2.34000000,5.40000000,48.00000000,0.79516757,0.88258314,0.78230429,14.75246048,6.18480015
1835026,2.34000000,5.88000000,34.00000000,2.01506495,1.47157383,1.11606455,8.71685219,3.40560007
1835027,2.34000000,5.94000000,149.00000000,1.85910678,1.46418738,1.16498923,155.06687927,245.27160645
1835028,2.34000000,6.00000000,147.00000000,1.76877236,1.46845150,1.21490741,151.99510193,239.60879517
1835029,2.34000000,6.06000000,37.00000000,1.68193579,1.48099399,1.26570141,10.55249977,4.71600008
1835031,2.34000000,6.18000000,44.00000000,1.28667939,2.08569551,1.36952543,12.74070263,4.44960022
