Ref,x,y,Connectivity,Metric Step Shortest-Path Angle,Metric Step Shortest-Path Length,Metric Straight-Line Distance,Point First Moment,Point Second Moment
2359310,2.82000000,5.64000000,51.00000000,1.06393957,0.75392407,0.68410528,13.45790291,4.39559984
2359311,2.82000000,5.70000000,52.00000000,1.01506507,0.81157380,0.74215901,15.07336807,5.61959982
2359312,2.82000000,5.76000000,51.00000000,0.98477280,0.87012863,0.80049986,16.52629280,6.78599977
2359315,2.82000000,5.94000000,167.00000000,0.94228411,1.02866280,0.97672921,156.92601013,205.45199585
2359316,2.82000000,6.00000000,167.00000000,0.44228414,1.05351567,1.03576064,152.02604675,194.64480591
2359322,2.82000000,6.36000000,48.00000000,0.87295908,1.56874919,1.39168966,15.01709843,5.73479986
2359323,2.82000000,6.42000000,53.00000000,0.82545960,1.58532858,1.45120645,16.52641678,6.21360016
2359325,2.82000000,6.54000000,113.00000000,1.02545118,1.76605237,1.57035029,63.43407822,55.36800003
2359326,2.82000000,6.60000000,132.00000000,0.82061851,1.77578902,1.62996936,81.75228882,81.88200378
2359327,2.82000000,6.66000000,200.00000000,0.61578572,1.80119956,1.68961537,159.66378784,189.73440552
2359328,2.82000000,6.72000000,165.00000000,0.52545160,1.84061074,1.74928558,120.27105713,137.55960083
2359329,2.82000000,6.78000000,123.00000000,0.45500466,1.88538694,1.80897760,72.17665863,69.70680237
2359330,2.82000000,6.84000000,106.00000000,0.39978531,1.93386567,1.86868942,53.47217178,40.40999985
2359331,2.82000000,6.90000000,44.00000000,1.01988792,2.16093731,1.92841899,13.09267521,4.64400005
2359332,2.82000000,6.96000000,44.00000000,0.86392963,2.16832352,1.98816502,12.15535069,4.15799999
2359333,2.82000000,7.02000000,45.00000000,0.81569624,2.18486834,2.04792571,12.31921482,4.23000002
2359334,2.82000000,7.08000000,49.00000000,0.64619493,2.21146488,2.10770011,14.96750927,5.82840014
2359335,2.82000000,7.14000000,48.00000000,0.52052951,2.24969006,2.16748691,15.81336975,6.53039980
2424833,2.88000000,4.86000000,9.00000000,1.00000000,0.23999999,0.16970563,1.87416410,0.52560002
2424834,2.88000000,4.92000000,23.00000000,2.29516721,0.68832815,0.13416408,4.84292269,1.24919999
2424835,2.88000000,4.98000000,22.00000000,2.37433410,0.63633305,0.12000000,3.80700088,0.79920000
2424836,2.88000000,5.04000000,21.00000000,2.50000072,0.58970559,0.13416408,3.36507487,0.63360000
2424837,2.88000000,5.10000000,19.00000000,3.00000000,0.56485277,0.16970563,3.36529899,0.68400002
2424838,2.88000000,5.16000000,139.00000000,1.00000000,0.30000001,0.21633308,71.25122070,47.82600021
2424839,2.88000000,5.22000000,140.00000000,0.70483279,0.31416407,0.26832816,65.22102356,40.56480026
2424840,2.88000000,5.28000000,156.00000000,0.50000066,0.34970564,0.32310989,67.63562775,38.59199905
2424841,2.88000000,5.34000000,153.00000000,0.37433410,0.39633307,0.37947333,64.25520325,35.94240189
2424842,2.88000000,5.40000000,105.00000000,0.29516724,0.44832817,0.43680659,42.49357605,25.68600082
2424844,2.88000000,5.52000000,89.00000000,0.42083314,0.56858826,0.55317265,36.10201645,17.80200005
2424845,2.88000000,5.58000000,84.00000000,0.21600039,0.61789954,0.61188233,31.44108009,14.14439964
2424846,2.88000000,5.64000000,67.00000000,0.12566592,0.67347211,0.67082042,27.11664009,13.39200020
2424847,2.88000000,5.70000000,87.00000000,0.94707066,0.78249568,0.72993153,34.22542953,16.68600082
2424848,2.88000000,5.76000000,106.00000000,0.44707066,0.80734849,0.78917676,40.61663437,19.00799942
2424849,2.88000000,5.82000000,116.00000000,0.14711688,0.85245824,0.84852815,44.25188065,20.53440094
2424850,2.88000000,5.88000000,128.00000000,0.09824239,0.91010797,0.90796477,55.50393677,31.82760048
2424851,2.88000000,5.94000000,253.00000000,0.06795004,0.96866286,0.96747094,197.87750244,228.69360352
2424852,2.88000000,6.00000000,250.00000000,0.04742104,1.02768743,1.02703452,196.52267456,225.63360596
2424853,2.88000000,6.06000000,136.00000000,0.01571581,1.08672798,1.08664620,70.13828278,49.40639877
2424854,2.88000000,6.12000000,132.00000000,0.00699554,1.14631569,1.14629841,71.76572418,53.45640182
2424855,2.88000000,6.18000000,131.00000000,0.00000000,1.20598507,1.20598507,76.86768341,60.96239853
2424856,2.88000000,6.24000000,128.00000000,0.00000000,1.26570129,1.26570141,82.00872803,69.50160217
2424858,2.88000000,6.36000000,47.00000000,0.82408458,1.51109946,1.38520753,15.41365433,6.30000019
2424859,2.88000000,6.42000000,51.00000000,0.73512506,1.52975607,1.44499135,16.88387108,6.81120014
2424861,2.88000000,6.54000000,114.00000000,1.02545118,1.70605230,1.56460857,57.62060928,44.24760056
2424862,2.88000000,6.60000000,135.00000000,0.65111715,1.71753263,1.62443841,77.78686523,72.60479736
2424863,2.88000000,6.66000000,201.00000000,0.52545172,1.75575793,1.68428028,157.54086304,185.56199646
2424864,2.88000000,6.72000000,169.00000000,0.43511674,1.80119956,1.74413300,120.60591125,135.98640442
2424865,2.88000000,6.78000000,122.00000000,0.36949295,1.85105669,1.80399561,65.43730927,57.89160156
2424866,2.88000000,6.84000000,105.00000000,0.28427261,1.89819574,1.86386693,47.37205124,31.86720085
2424867,2.88000000,6.90000000,44.00000000,1.01988792,2.10093737,1.92374635,11.30101013,3.50999999
2424868,2.88000000,6.96000000,44.00000000,0.81505513,2.11067390,1.98363304,10.25407314,3.02399993
2424869,2.88000000,7.02000000,48.00000000,0.72536176,2.12929583,2.04352641,11.86478996,3.92759991
2424870,2.88000000,7.08000000,48.00000000,0.52052903,2.16483712,2.10342574,12.63616467,4.47840023
2424871,2.88000000,7.14000000,50.00000000,0.39486310,2.21146488,2.16333079,14.79724693,5.60160017
2490368,2.94000000,4.80000000,16.00000000,0.29516724,0.19416408,0.18973666,4.04800224,1.45799994
2490369,2.94000000,4.86000000,12.00000000,1.00000000,0.18000001,0.13416408,1.90875351,0.41040000
2490370,2.94000000,4.92000000,67.00000000,0.00000000,0.08485281,0.08485281,40.40769196,33.83280182
2490371,2.94000000,4.98000000,61.00000000,0.00000000,0.06000000,0.06000000,28.28805923,19.07999992
2490372,2.94000000,5.04000000,45.00000000,0.00000000,0.08485281,0.08485281,13.21287346,5.10120010
2490373,2.94000000,5.10000000,41.00000000,0.00000000,0.13416408,0.13416408,12.53214264,5.02199984
2490374,2.94000000,5.16000000,166.00000000,1.00000000,0.23999999,0.18973666,97.21307373,77.86440277
2490375,2.94000000,5.22000000,178.00000000,0.50000000,0.26485282,0.24738634,94.88140869,70.81199646
2490376,2.94000000,5.28000000,197.00000000,0.20483276,0.30973667,0.30594116,98.60163116,67.46040344
2490377,2.94000000,5.34000000,204.00000000,0.15595827,0.36738634,0.36496577,100.69050598,67.08239746
2490378,2.94000000,5.40000000,194.00000000,0.10513692,0.42496577,0.42426407,96.20604706,65.64600372
2490379,2.94000000,5.46000000,175.00000000,0.00000000,0.48373547,0.48373547,82.46701050,51.71400070
2490380,2.94000000,5.52000000,151.00000000,0.00000000,0.54332316,0.54332310,67.15280914,38.85480118
2490381,2.94000000,5.58000000,149.00000000,0.00000000,0.60299253,0.60299253,64.52722931,35.56439972
2490382,2.94000000,5.64000000,154.00000000,0.00000000,0.66272163,0.66272163,65.58599854,35.26559830
2490383,2.94000000,5.70000000,152.00000000,0.00000000,0.72249568,0.72249568,65.09114075,35.52119827
2490384,2.94000000,5.76000000,152.00000000,0.00000000,0.78230429,0.78230429,65.79109955,36.76319885
2490385,2.94000000,5.82000000,150.00000000,0.00000000,0.84214008,0.84214014,64.96701050,37.20600128
2490386,2.94000000,5.88000000,151.00000000,0.00000000,0.90199780,0.90199780,67.14842224,40.27320099
2490387,2.94000000,5.94000000,272.00000000,0.00000000,0.96187317,0.96187317,210.71191406,238.80239868
2490388,2.94000000,6.00000000,263.00000000,0.00000000,1.02176321,1.02176321,204.13816833,231.20280457
2490389,2.94000000,6.06000000,146.00000000,0.00000000,1.08166540,1.08166540,74.53013611,53.83079910
2490390,2.94000000,6.12000000,142.00000000,0.00000000,1.14157796,1.14157784,77.00815582,59.16239929
2490391,2.94000000,6.18000000,139.00000000,0.00000000,1.20149910,1.20149910,81.72093201,66.88439941
2490392,2.94000000,6.24000000,137.00000000,0.00000000,1.26142776,1.26142776,87.50257874,75.78359985
2490394,2.94000000,6.36000000,53.00000000,0.73375010,1.45552695,1.38130379,18.75052261,8.34840012
2490395,2.94000000,6.42000000,52.00000000,0.53029233,1.48044467,1.44124949,17.66196632,7.51679993
2490397,2.94000000,6.54000000,114.00000000,1.02545118,1.64605236,1.56115341,52.48673630,35.99280167
2490398,2.94000000,6.60000000,140.00000000,0.52545124,1.67090511,1.62111068,77.06565094,68.12280273
2490399,2.94000000,6.66000000,196.00000000,0.39978531,1.71753263,1.68107104,150.13887024,175.96080017
2490400,2.94000000,6.72000000,172.00000000,0.26874837,1.76435935,1.74103415,121.81192017,136.51919556
2490401,2.94000000,6.78000000,131.00000000,0.23134325,1.82072270,1.80099976,65.70812988,53.26559830
2490402,2.94000000,6.84000000,109.00000000,0.18361996,1.87607646,1.86096752,47.18064499,29.24640083
2490403,2.94000000,6.90000000,44.00000000,1.01988792,2.04093719,1.92093730,9.98778820,2.70000005
2490404,2.94000000,6.96000000,47.00000000,0.72472066,2.05510139,1.98090887,10.08119678,2.76839995
2490405,2.94000000,7.02000000,51.00000000,0.52052903,2.07998443,2.04088211,11.94201851,3.84840012
2490406,2.94000000,7.08000000,53.00000000,0.31569666,2.12929583,2.10085702,13.17266941,4.40280008
2490407,2.94000000,7.14000000,52.00000000,0.26276690,2.18407750,2.16083312,14.12760544,4.94280005
2555904,3.00000000,4.80000000,113.00000000,0.00000000,0.18000001,0.18000001,114.75255585,147.84840393
2555905,3.00000000,4.86000000,128.00000000,0.00000000,0.12000000,0.12000000,112.55554199,136.74600220
2555906,3.00000000,4.92000000,129.00000000,0.00000000,0.06000000,0.06000000,108.51051331,126.82080078
2555907,3.00000000,4.98000000,133.00000000,0.00000000,0.00000000,0.00000000,105.87570190,117.93599701
2555908,3.00000000,5.04000000,141.00000000,0.00000000,0.06000000,0.06000000,103.41445923,108.57959747
2555909,3.00000000,5.10000000,152.00000000,0.00000000,0.12000000,0.12000000,102.54672241,100.56240082
2555910,3.00000000,5.16000000,194.00000000,0.00000000,0.18000001,0.18000001,112.48955536,97.82640076
2555911,3.00000000,5.22000000,201.00000000,0.00000000,0.23999999,0.23999999,111.06450653,91.18080139
2555912,3.00000000,5.28000000,213.00000000,0.00000000,0.30000001,0.30000001,113.42588806,87.40080261
2555913,3.00000000,5.34000000,217.00000000,0.00000000,0.36000001,0.36000001,113.41873932,85.64040375
2555914,3.00000000,5.40000000,209.00000000,0.00000000,0.41999999,0.41999999,106.44253540,78.09839630
2555915,3.00000000,5.46000000,200.00000000,0.00000000,0.47999999,0.47999999,96.17739105,66.25440216
2555916,3.00000000,5.52000000,182.00000000,0.00000000,0.54000002,0.54000002,85.88954926,56.98080063
2555917,3.00000000,5.58000000,170.00000000,0.00000000,0.60000002,0.60000002,78.10384369,50.59439850
2555918,3.00000000,5.64000000,166.00000000,0.00000000,0.66000003,0.66000003,75.35693359,48.40919876
2555919,3.00000000,5.70000000,162.00000000,0.00000000,0.72000003,0.72000003,72.51341248,44.88479996
2555920,3.00000000,5.76000000,160.00000000,0.00000000,0.77999997,0.77999997,70.48395538,42.62400055
2555921,3.00000000,5.82000000,158.00000000,0.00000000,0.83999997,0.83999997,69.26764679,41.49359894
2555922,3.00000000,5.88000000,157.00000000,0.00000000,0.89999998,0.89999998,69.78472137,42.84000015
2555923,3.00000000,5.94000000,275.00000000,0.00000000,0.95999998,0.95999998,210.89492798,237.76199341
2555924,3.00000000,6.00000000,269.00000000,0.00000000,1.01999998,1.01999998,205.83648682,231.28919983
2555925,3.00000000,6.06000000,152.00000000,0.00000000,1.08000004,1.08000004,75.21582794,53.47079849
2555926,3.00000000,6.12000000,146.00000000,0.00000000,1.13999999,1.13999999,76.67330170,58.11840057
2555927,3.00000000,6.18000000,142.00000000,0.00000000,1.20000005,1.20000005,80.16399384,64.85040283
2555928,3.00000000,6.24000000,138.00000000,0.00000000,1.25999999,1.25999999,85.14709473,73.18080139
2555930,3.00000000,6.36000000,68.00000000,0.32545957,1.39559186,1.38000000,23.51199722,10.17360020
2555931,3.00000000,6.42000000,82.00000000,0.23512511,1.45116436,1.44000006,33.08174515,16.42679977
2555933,3.00000000,6.54000000,116.00000000,0.52545124,1.58605242,1.55999994,47.58519363,27.80640030
2555934,3.00000000,6.60000000,148.00000000,0.18361996,1.62869012,1.62000000,78.24536133,64.94039917
2555935,3.00000000,6.66000000,211.00000000,0.13405427,1.68632853,1.67999995,159.17799377,181.50480652
2555936,3.00000000,6.72000000,197.00000000,0.10945919,1.74516320,1.74000001,143.13061523,158.07240295
2555937,3.00000000,6.78000000,162.00000000,0.10073892,1.80475092,1.79999995,91.69953156,79.66439819
2555938,3.00000000,6.84000000,138.00000000,0.09374338,1.86442029,1.86000001,74.27241516,63.54719925
2555939,3.00000000,6.90000000,44.00000000,1.01988792,1.98093724,1.91999996,9.18881893,2.21399999
2555940,3.00000000,6.96000000,57.00000000,0.31569624,1.99513161,1.98000002,12.99126339,3.80879998
2555941,3.00000000,7.02000000,56.00000000,0.17717107,2.04838610,2.03999996,12.35744095,3.57480001
2555942,3.00000000,7.08000000,55.00000000,0.14687872,2.10694075,2.09999990,12.63636875,3.77279997
2555943,3.00000000,7.14000000,56.00000000,0.12634972,2.16596556,2.16000009,16.92968559,9.03240013
2621440,3.06000000,4.80000000,126.00000000,0.00000000,0.18973666,0.18973666,123.42211914,155.71440125
2621441,3.06000000,4.86000000,135.00000000,0.00000000,0.13416408,0.13416408,119.12588501,143.58599854
2621442,3.06000000,4.92000000,133.00000000,0.00000000,0.08485281,0.08485281,111.70697784,130.00680542
2621443,3.06000000,4.98000000,137.00000000,0.00000000,0.06000000,0.06000000,107.96910858,119.88359833
2621444,3.06000000,5.04000000,144.00000000,0.00000000,0.08485281,0.08485281,104.57305908,109.41480255
2621445,3.06000000,5.10000000,163.00000000,0.00000000,0.13416408,0.13416408,107.90631866,104.06159973
2621446,3.06000000,5.16000000,196.00000000,0.00000000,0.18973666,0.18973666,112.91870880,97.87680054
2621447,3.06000000,5.22000000,202.00000000,0.00000000,0.24738634,0.24738634,111.43297577,91.42919922
2621448,3.06000000,5.28000000,215.00000000,0.00000000,0.30594116,0.30594116,112.88074493,86.29560089
2621449,3.06000000,5.34000000,221.00000000,0.00000000,0.36496577,0.36496577,116.50269318,89.15039825
2621450,3.06000000,5.40000000,212.00000000,0.00000000,0.42426407,0.42426407,107.81341553,78.78600311
2621451,3.06000000,5.46000000,198.00000000,0.00000000,0.48373547,0.48373547,92.16827393,61.26119995
2621452,3.06000000,5.52000000,185.00000000,0.00000000,0.54332316,0.54332310,84.34794617,54.35639954
2621453,3.06000000,5.58000000,174.00000000,0.00000000,0.60299253,0.60299253,79.03192902,50.19839859
2621454,3.06000000,5.64000000,171.00000000,0.00000000,0.66272163,0.66272163,76.45231628,47.77560043
2621455,3.06000000,5.70000000,163.00000000,0.00000000,0.72249568,0.72249568,72.20184326,44.75159836
2621456,3.06000000,5.76000000,159.00000000,0.00000000,0.78230429,0.78230429,69.62458038,43.01279831
2621457,3.06000000,5.82000000,159.00000000,0.00000000,0.84214008,0.84214014,70.23811340,43.89120102
2621458,3.06000000,5.88000000,160.00000000,0.00000000,0.90199780,0.90199780,71.77437592,45.83879852
2621459,3.06000000,5.94000000,280.00000000,0.00000000,0.96187317,0.96187317,215.36926270,242.45280457
2621460,3.06000000,6.00000000,274.00000000,0.00000000,1.02176321,1.02176321,211.61277771,238.61520386
2621461,3.06000000,6.06000000,157.00000000,0.00000000,1.08166540,1.08166540,79.16755676,57.42359924
2621462,3.06000000,6.12000000,154.00000000,0.00000000,1.14157796,1.14157784,82.30725861,62.77679825
2621463,3.06000000,6.18000000,154.00000000,0.00000000,1.20149910,1.20149910,87.59571075,70.05599976
2621464,3.06000000,6.24000000,156.00000000,0.00000000,1.26142776,1.26142776,93.84759521,78.36119843
2621465,3.06000000,6.30000000,175.00000000,0.00000000,1.32136285,1.32136297,105.88041687,89.20439911
2621466,3.06000000,6.36000000,174.00000000,0.00000000,1.38130367,1.38130379,114.19156647,101.14199829
2621467,3.06000000,6.42000000,167.00000000,0.00000000,1.44124949,1.44124949,115.39060211,108.74880219
2621468,3.06000000,6.48000000,171.00000000,0.00000000,1.50119960,1.50119948,115.80804443,114.01560211
2621469,3.06000000,6.54000000,196.00000000,0.00000000,1.56115341,1.56115341,134.23443604,134.43840027
2621470,3.06000000,6.60000000,222.00000000,0.00000000,1.62111080,1.62111068,168.01878357,182.75759888
2621471,3.06000000,6.66000000,271.00000000,0.00000000,1.68107104,1.68107104,239.28108215,294.53399658
2621472,3.06000000,6.72000000,243.00000000,0.00000000,1.74103415,1.74103415,209.40191650,257.83560181
2621473,3.06000000,6.78000000,196.00000000,0.00000000,1.80099976,1.80099976,145.01467896,167.61239624
2621474,3.06000000,6.84000000,181.00000000,0.00000000,1.86096752,1.86096752,129.88218689,155.40840149
2621475,3.06000000,6.90000000,149.00000000,0.00000000,1.92093730,1.92093730,113.09644318,151.81559753
2621476,3.06000000,6.96000000,123.00000000,0.00000000,1.98090887,1.98090887,106.46548462,157.38839722
2621477,3.06000000,7.02000000,118.00000000,0.00000000,2.04088211,2.04088211,107.72862244,166.69079590
2621478,3.06000000,7.08000000,114.00000000,0.00000000,2.10085702,2.10085702,109.01398468,174.89160156
2621479,3.06000000,7.14000000,111.00000000,0.00000000,2.16083312,2.16083312,110.84239960,182.83680725
2686976,3.12000000,4.80000000,110.00000000,0.20483276,0.21901688,0.21633308,108.65583801,138.60000610
2686977,3.12000000,4.86000000,124.00000000,0.00000000,0.16970563,0.16970563,106.06522369,127.95480347
2686978,3.12000000,4.92000000,122.00000000,0.00000000,0.13416408,0.13416408,99.93543243,116.22239685
2686979,3.12000000,4.98000000,129.00000000,0.00000000,0.12000000,0.12000000,99.44219971,109.31759644
2686980,3.12000000,5.04000000,139.00000000,0.00000000,0.13416408,0.13416408,101.42721558,105.58080292
2686981,3.12000000,5.10000000,154.00000000,0.00000000,0.16970563,0.16970563,104.20065308,100.56960297
2686982,3.12000000,5.16000000,193.00000000,0.00000000,0.21633308,0.21633308,111.39221954,96.48000336
2686983,3.12000000,5.22000000,198.00000000,0.00000040,0.26832816,0.26832816,109.89238739,91.63439941
2686984,3.12000000,5.28000000,210.00000000,0.00000000,0.32310989,0.32310989,111.90339661,87.41880035
2686985,3.12000000,5.34000000,220.00000000,0.00000028,0.37947333,0.37947333,117.61150360,90.70559692
2686986,3.12000000,5.40000000,211.00000000,0.00000000,0.43680659,0.43680659,109.14730072,80.60399628
2686987,3.12000000,5.46000000,197.00000000,0.00000000,0.49477267,0.49477267,95.31313324,66.14640045
2686988,3.12000000,5.52000000,182.00000000,0.00000000,0.55317265,0.55317265,85.92118073,56.35800171
2686989,3.12000000,5.58000000,174.00000000,0.00000000,0.61188233,0.61188233,79.96501923,49.89239883
2686990,3.12000000,5.64000000,168.00000000,0.00000000,0.67082042,0.67082042,75.34963989,45.35279846
2686991,3.12000000,5.70000000,168.00000000,0.00000000,0.72993153,0.72993153,75.22964478,44.99639893
2686992,3.12000000,5.76000000,159.00000000,0.00000000,0.78917676,0.78917676,69.93422699,41.42879868
2686993,3.12000000,5.82000000,157.00000000,0.00000000,0.84852815,0.84852815,68.53838348,40.63320160
2686994,3.12000000,5.88000000,160.00000000,0.00000000,0.90796477,0.90796477,70.85813141,43.17119980
2686995,3.12000000,5.94000000,279.00000000,0.00000000,0.96747094,0.96747094,212.40258789,238.35960388
2686996,3.12000000,6.00000000,271.00000000,0.00000000,1.02703452,1.02703452,208.93511963,236.44079590
2686997,3.12000000,6.06000000,153.00000000,0.00000000,1.08664632,1.08664620,75.99937439,54.20520020
2686998,3.12000000,6.12000000,147.00000000,0.00000000,1.14629841,1.14629841,77.62199402,59.09400177
2686999,3.12000000,6.18000000,139.00000000,0.00000000,1.20598507,1.20598507,79.57408905,65.16359711
2687000,3.12000000,6.24000000,138.00000000,0.00000000,1.26570129,1.26570141,85.58719635,73.88999939
2687002,3.12000000,6.36000000,63.00000000,0.47108263,1.40621567,1.38520753,22.75083542,10.65600014
2687003,3.12000000,6.42000000,75.00000000,0.17454042,1.45116436,1.44499135,31.06717300,16.14240074
2687005,3.12000000,6.54000000,110.00000000,0.47454879,1.58605242,1.56460857,41.03760147,20.01600075
2687006,3.12000000,6.60000000,144.00000000,0.17832227,1.63098609,1.62443841,74.14797211,58.87799835
2687007,3.12000000,6.66000000,214.00000000,0.09800421,1.68724489,1.68428028,162.38017273,183.73320007
2687008,3.12000000,6.72000000,196.00000000,0.06141711,1.74562693,1.74413300,139.93341064,150.80400085
2687009,3.12000000,6.78000000,153.00000000,0.04015423,1.80475092,1.80399561,81.72128296,65.99160004
2687010,3.12000000,6.84000000,128.00000000,0.03315869,1.86442029,1.86386693,65.72747040,52.88040161
2687011,3.12000000,6.90000000,44.00000000,0.98011208,1.98093724,1.92374635,9.18881893,2.21399999
2687012,3.12000000,6.96000000,62.00000000,0.27463824,1.99513161,1.98363304,14.82534313,4.60080004
2687013,3.12000000,7.02000000,57.00000000,0.13474545,2.04838610,2.04352641,12.70729828,3.69720006
2687014,3.12000000,7.08000000,56.00000000,0.10445311,2.10694075,2.10342574,13.25998306,4.15080023
2687015,3.12000000,7.14000000,55.00000000,0.08392411,2.16596556,2.16333079,14.43946171,4.83120012
2752513,3.18000000,4.86000000,11.00000000,0.50000000,0.22970563,0.21633308,1.96197581,0.44999999
2752518,3.18000000,5.16000000,147.00000000,0.62566590,0.27633306,0.25455844,86.42794037,70.50599670
2752519,3.18000000,5.22000000,159.00000000,0.12566592,0.30118591,0.30000001,83.37889862,61.84080124
2752520,3.18000000,5.28000000,178.00000000,0.00000000,0.34985709,0.34985712,89.00823212,61.44480133
2752521,3.18000000,5.34000000,186.00000000,0.00000000,0.40249223,0.40249223,93.84863281,64.82879639
2752522,3.18000000,5.40000000,173.00000000,0.00000000,0.45694640,0.45694637,84.71258545,56.86920166
2752524,3.18000000,5.52000000,141.00000000,0.00000000,0.56920993,0.56920999,65.17054749,38.62080002
2752525,3.18000000,5.58000000,137.00000000,0.00000000,0.62641841,0.62641841,61.41493225,35.01359940
2752526,3.18000000,5.64000000,124.00000000,0.00000000,0.68410528,0.68410528,52.04916763,26.89559937
2752527,3.18000000,5.70000000,145.00000000,0.00000015,0.74215895,0.74215901,64.08887482,36.03960037
2752528,3.18000000,5.76000000,144.00000000,0.00000000,0.80049986,0.80049986,63.03536224,35.58959961
2752529,3.18000000,5.82000000,144.00000000,0.00000000,0.85906929,0.85906929,63.22658157,36.88199997
2752530,3.18000000,5.88000000,146.00000000,0.00000000,0.91782349,0.91782349,65.39454651,39.93479919
2752531,3.18000000,5.94000000,268.00000000,0.00000000,0.97672921,0.97672921,207.10375977,236.05560303
2752532,3.18000000,6.00000000,258.00000000,0.00000000,1.03576052,1.03576064,199.86187744,229.81680298
2752533,3.18000000,6.06000000,138.00000000,0.00000000,1.09489727,1.09489727,67.50594330,47.21400070
2752534,3.18000000,6.12000000,132.00000000,0.00000000,1.15412307,1.15412307,68.44828033,50.98320007
2752535,3.18000000,6.18000000,129.00000000,0.00000000,1.21342492,1.21342492,72.65216064,57.79800034
2752536,3.18000000,6.24000000,125.00000000,0.00000000,1.27279222,1.27279222,77.52507782,65.58480072
2752538,3.18000000,6.36000000,48.00000000,0.67591542,1.45552695,1.39168966,19.28484917,10.55879974
2752539,3.18000000,6.42000000,45.00000000,0.47108263,1.49106848,1.45120645,18.68052673,10.58759975
2752541,3.18000000,6.54000000,105.00000000,0.97454882,1.64605236,1.57035029,40.34215546,20.40480042
2752542,3.18000000,6.60000000,139.00000000,0.47454879,1.67090511,1.62996936,72.03242493,57.13560104
2752543,3.18000000,6.66000000,206.00000000,0.34888285,1.71753263,1.68961537,159.36932373,182.82600403
2752544,3.18000000,6.72000000,177.00000000,0.26971602,1.76952767,1.74928558,124.96492767,136.15919495
2752545,3.18000000,6.78000000,119.00000000,0.17832227,1.82072270,1.80897760,51.86052322,33.64559937
2752546,3.18000000,6.84000000,102.00000000,0.15066057,1.87805605,1.86868942,40.24629974,22.07880020
2752547,3.18000000,6.90000000,44.00000000,0.98011208,2.04093719,1.92841899,9.98778820,2.70000005
2752548,3.18000000,6.96000000,47.00000000,0.68494487,2.05510139,1.98816502,10.08119678,2.76839995
2752549,3.18000000,7.02000000,56.00000000,0.47947100,2.07998443,2.04792571,14.22602177,5.01480007
2752550,3.18000000,7.08000000,54.00000000,0.27463865,2.12929583,2.10770011,13.68880939,4.66919994
2752551,3.18000000,7.14000000,53.00000000,0.22170888,2.18407750,2.16748691,14.74534321,5.32439995
2818049,3.24000000,4.86000000,10.00000000,0.50000089,0.28970563,0.26832816,2.18010521,0.61919999
2818050,3.24000000,4.92000000,28.00000000,2.28162408,1.22831690,0.24738634,8.87044525,4.34159994
2818051,3.24000000,4.98000000,32.00000000,2.38342810,1.20156968,0.23999999,11.54159832,6.77880001
2818052,3.24000000,5.04000000,28.00000000,2.50000000,1.18440104,0.24738634,7.69015694,3.25799990
2818053,3.24000000,5.10000000,29.00000000,2.62566590,1.17845976,0.26832816,8.11961460,3.03480005
2818054,3.24000000,5.16000000,123.00000000,0.62566590,0.33633307,0.30000001,62.42569351,41.41439819
2818055,3.24000000,5.22000000,124.00000000,0.33049870,0.35049716,0.33941126,55.78517151,33.44760132
2818056,3.24000000,5.28000000,133.00000000,0.12566592,0.38603869,0.38418746,55.34735870,30.16440010
2818057,3.24000000,5.34000000,130.00000000,0.00000000,0.43266615,0.43266615,54.40774155,30.61800003
2818058,3.24000000,5.40000000,95.00000000,0.00000000,0.48373547,0.48373547,36.65760803,19.72800064
2818060,3.24000000,5.52000000,81.00000000,0.54887450,0.62893671,0.59093148,33.56161118,17.01359940
2818061,3.24000000,5.58000000,75.00000000,0.19716302,0.65313965,0.64621979,28.42178154,13.12559986
2818062,3.24000000,5.64000000,65.00000000,0.02356774,0.70237690,0.70228201,27.06114197,13.74479961
2818063,3.24000000,5.70000000,80.00000000,0.84404194,0.80215895,0.75894666,31.04808044,14.88599968
2818064,3.24000000,5.76000000,100.00000000,0.34404188,0.82701176,0.81608826,38.50801468,18.52560043
2818065,3.24000000,5.82000000,112.00000000,0.13920912,0.87632304,0.87361318,44.09309387,21.93120003
2818066,3.24000000,5.88000000,125.00000000,0.04887466,0.93189561,0.93145049,53.83493805,30.44519997
2818067,3.24000000,5.94000000,255.00000000,0.00000031,0.98954535,0.98954535,198.02784729,229.65480042
2818068,3.24000000,6.00000000,253.00000000,0.00000000,1.04785490,1.04785490,198.15351868,230.52239990
2818069,3.24000000,6.06000000,134.00000000,0.00000000,1.10634530,1.10634530,68.93354034,48.27600098
2818070,3.24000000,6.12000000,129.00000000,0.00000000,1.16498935,1.16498923,69.47519684,51.41159821
2818071,3.24000000,6.18000000,128.00000000,0.00000010,1.22376466,1.22376466,74.83672333,59.75279999
2818072,3.24000000,6.24000000,125.00000000,0.00000000,1.28265345,1.28265345,79.49005890,67.03559875
2818074,3.24000000,6.36000000,40.00000000,0.76624990,1.51109946,1.40071416,16.72465706,9.78120041
2818075,3.24000000,6.42000000,37.00000000,0.59674853,1.53769588,1.45986307,18.47762108,11.91959953
2818077,3.24000000,6.54000000,100.00000000,0.97454882,1.70605230,1.57835352,40.63576889,22.75919914
2818078,3.24000000,6.60000000,131.00000000,0.60021472,1.71753263,1.63768125,66.15783691,51.20999908
