Ref,x1,y1,x2,y2,Angular Connectivity,Axial Choice,Axial Choice [Line Length Wgt],Axial Choice [Line Length Wgt][Norm],Axial Choice [Norm],Axial Connectivity,Axial Integration [HH],Axial Line Length,Axial Line Ref,Axial Mean Depth,Axial Mean Depth [Line Length Wgt],Axial Node Count,Axial RA,Axial Total Depth,Axial Total Line Length,Connectivity,Segment Length
135,531382.423865,183753.991164,531401.51399,183908.955152,4,705,27842404,0.29266661,0.39830509,8,2.28496,483.51025,25,2.5166667,2.2431903,61,0.05141243,151,13793.731,6,156.13542
136,531401.51399,183908.955152,531402.048405,183913.293264,4,705,27842404,0.29266661,0.39830509,8,2.28496,483.51025,25,2.5166667,2.2431903,61,0.05141243,151,13793.731,6,4.3709054
137,531402.048405,183913.293264,531417.15255,184035.901078,4,705,27842404,0.29266661,0.39830509,8,2.28496,483.51025,25,2.5166667,2.2431903,61,0.05141243,151,13793.731,6,123.53465
138,531417.15255,184035.901078,531427.917161,184123.282742,4,705,27842404,0.29266661,0.39830509,8,2.28496,483.51025,25,2.5166667,2.2431903,61,0.05141243,151,13793.731,6,88.042221
139,531427.917161,184123.282742,531433.414157,184167.904584,4,705,27842404,0.29266661,0.39830509,8,2.28496,483.51025,25,2.5166667,2.2431903,61,0.05141243,151,13793.731,6,44.959156
140,531433.414157,184167.904584,531437.346019,184199.821447,4,705,27842404,0.29266661,0.39830509,8,2.28496,483.51025,25,2.5166667,2.2431903,61,0.05141243,151,13793.731,6,32.158134
141,531437.346019,184199.821447,531438.204555,184206.79061,2,705,27842404,0.29266661,0.39830509,8,2.28496,483.51025,25,2.5166667,2.2431903,61,0.05141243,151,13793.731,3,7.0218453
142,531370.314722,183511.419658,531375.100124,183572.394391,2,64,8276266,0.086996324,0.036158193,5,1.8080988,501.71484,26,2.9166667,2.6150637,61,0.064971752,175,13793.731,3,61.162228
143,531375.100124,183572.394391,531387.345888,183728.427727,4,64,8276266,0.086996324,0.036158193,5,1.8080988,501.71484,26,2.9166667,2.6150637,61,0.064971752,175,13793.731,6,156.51314
144,531387.345888,183728.427727,531389.575254,183756.833909,3.9999998,64,8276266,0.086996324,0.036158193,5,1.8080988,501.71484,26,2.9166667,2.6150637,61,0.064971752,175,13793.731,6,28.49353
145,531389.575254,183756.833909,531401.51399,183908.955152,4,64,8276266,0.086996324,0.036158193,5,1.8080988,501.71484,26,2.9166667,2.6150637,61,0.064971752,175,13793.731,6,152.589
146,531401.51399,183908.955152,531401.85296,183913.274241,4,64,8276266,0.086996324,0.036158193,5,1.8080988,501.71484,26,2.9166667,2.6150637,61,0.064971752,175,13793.731,6,4.3323708
147,531401.85296,183913.274241,531409.569458,184011.596484,2,64,8276266,0.086996324,0.036158193,5,1.8080988,501.71484,26,2.9166667,2.6150637,61,0.064971752,175,13793.731,3,98.62458
148,531287.1303,183716.111065,531297.758244,183720.335774,2,114,4365175.5,0.045884728,0.064406782,5,1.5517266,117.42882,27,3.2333333,3.0352588,61,0.075706214,194,13793.731,3,11.436842
149,531297.758244,183720.335774,531303.086878,183722.453957,4,114,4365175.5,0.045884728,0.064406782,5,1.5517266,117.42882,27,3.2333333,3.0352588,61,0.075706214,194,13793.731,6,5.734199
150,531303.086878,183722.453957,531357.702997,183744.164384,4,114,4365175.5,0.045884728,0.064406782,5,1.5517266,117.42882,27,3.2333333,3.0352588,61,0.075706214,194,13793.731,6,58.77298
151,531357.702997,183744.164384,531382.423865,183753.991164,4,114,4365175.5,0.045884728,0.064406782,5,1.5517266,117.42882,27,3.2333333,3.0352588,61,0.075706214,194,13793.731,6,26.602385
152,531382.423865,183753.991164,531389.575254,183756.833909,4,114,4365175.5,0.045884728,0.064406782,5,1.5517266,117.42882,27,3.2333333,3.0352588,61,0.075706214,194,13793.731,6,7.6956849
153,531389.575254,183756.833909,531396.253684,183759.488649,2,114,4365175.5,0.045884728,0.064406782,5,1.5517266,117.42882,27,3.2333333,3.0352588,61,0.075706214,194,13793.731,3,7.186729
154,531294.394199,183777.773415,531299.446867,183775.091082,2,123,3808731.2,0.040035643,0.069491528,5,1.5872623,109.84353,28,3.1833334,3.019012,61,0.074011296,191,13793.731,3,5.7205219
155,531299.446867,183775.091082,531311.820019,183768.52249,4,123,3808731.2,0.040035643,0.069491528,5,1.5872623,109.84353,28,3.1833334,3.019012,61,0.074011296,191,13793.731,6,14.008615
156,531311.820019,183768.52249,531357.702997,183744.164384,4,123,3808731.2,0.040035643,0.069491528,5,1.5872623,109.84353,28,3.1833334,3.019012,61,0.074011296,191,13793.731,6,51.947716
157,531357.702997,183744.164384,531379.770132,183732.449503,4,123,3808731.2,0.040035643,0.069491528,5,1.5872623,109.84353,28,3.1833334,3.019012,61,0.074011296,191,13793.731,6,24.983932
158,531379.770132,183732.449503,531387.345888,183728.427727,4,123,3808731.2,0.040035643,0.069491528,5,1.5872623,109.84353,28,3.1833334,3.019012,61,0.074011296,191,13793.731,6,8.5771065
159,531387.345888,183728.427727,531391.413833,183726.268158,2,123,3808731.2,0.040035643,0.069491528,5,1.5872623,109.84353,28,3.1833334,3.019012,61,0.074011296,191,13793.731,3,4.6056395
160,531303.999695,183967.539095,531304.31269,183959.573805,2,295,7454536.5,0.07835868,0.16666667,4,1.5177472,202.008,29,3.2833333,3.1061518,61,0.077401131,197,13793.731,3,7.9714365
161,531304.31269,183959.573805,531306.49671,183903.993471,4,295,7454536.5,0.07835868,0.16666667,4,1.5177472,202.008,29,3.2833333,3.1061518,61,0.077401131,197,13793.731,6,55.623226
162,531306.49671,183903.993471,531311.29242,183781.949157,4,295,7454536.5,0.07835868,0.16666667,4,1.5177472,202.008,29,3.2833333,3.1061518,61,0.077401131,197,13793.731,6,122.1385
163,531311.29242,183781.949157,531311.820019,183768.52249,4,295,7454536.5,0.07835868,0.16666667,4,1.5177472,202.008,29,3.2833333,3.1061518,61,0.077401131,197,13793.731,6,13.437029
164,531311.820019,183768.52249,531311.931444,183765.686875,2,295,7454536.5,0.07835868,0.16666667,4,1.5177472,202.008,29,3.2833333,3.1061518,61,0.077401131,197,13793.731,3,2.8378036
165,531069.774,183880.95388,531075.434914,183881.504842,2,597,24337468,0.25582433,0.33728814,9,2.1887512,335.09689,30,2.5833333,2.2417359,61,0.053672317,155,13793.731,3,5.6876626
166,531075.434914,183881.504842,531156.88079,183889.431752,4,597,24337468,0.25582433,0.33728814,9,2.1887512,335.09689,30,2.5833333,2.2417359,61,0.053672317,155,13793.731,6,81.830719
167,531156.88079,183889.431752,531168.490957,183890.561739,4,597,24337468,0.25582433,0.33728814,9,2.1887512,335.09689,30,2.5833333,2.2417359,61,0.053672317,155,13793.731,6,11.665026
168,531168.490957,183890.561739,531174.661661,183891.162317,4,597,24337468,0.25582433,0.33728814,9,2.1887512,335.09689,30,2.5833333,2.2417359,61,0.053672317,155,13793.731,6,6.1998625
169,531174.661661,183891.162317,531180.045933,183891.686354,4,597,24337468,0.25582433,0.33728814,9,2.1887512,335.09689,30,2.5833333,2.2417359,61,0.053672317,155,13793.731,6,5.4097123
170,531180.045933,183891.686354,531246.846002,183898.187827,4,597,24337468,0.25582433,0.33728814,9,2.1887512,335.09689,30,2.5833333,2.2417359,61,0.053672317,155,13793.731,6,67.115707
171,531246.846002,183898.187827,531306.49671,183903.993471,4,597,24337468,0.25582433,0.33728814,9,2.1887512,335.09689,30,2.5833333,2.2417359,61,0.053672317,155,13793.731,6,59.932568
172,531306.49671,183903.993471,531401.85296,183913.274241,4,597,24337468,0.25582433,0.33728814,9,2.1887512,335.09689,30,2.5833333,2.2417359,61,0.053672317,155,13793.731,6,95.806824
173,531401.85296,183913.274241,531402.048405,183913.293264,4,597,24337468,0.25582433,0.33728814,9,2.1887512,335.09689,30,2.5833333,2.2417359,61,0.053672317,155,13793.731,6,0.19636907
174,531402.048405,183913.293264,531403.294966,183913.414588,2,597,24337468,0.25582433,0.33728814,9,2.1887512,335.09689,30,2.5833333,2.2417359,61,0.053672317,155,13793.731,3,1.2524511
175,531055.773886,183973.477395,531056.009523,183972.375108,2,58,2181829.8,0.022934398,0.032768361,3,1.5872623,121.43914,31,3.1833334,2.7848537,61,0.074011296,191,13793.731,3,1.1271914
176,531056.009523,183972.375108,531073.801917,183889.143858,4,58,2181829.8,0.022934398,0.032768361,3,1.5872623,121.43914,31,3.1833334,2.7848537,61,0.074011296,191,13793.731,6,85.111755
177,531073.801917,183889.143858,531075.434914,183881.504842,4,58,2181829.8,0.022934398,0.032768361,3,1.5872623,121.43914,31,3.1833334,2.7848537,61,0.074011296,191,13793.731,6,7.8116097
178,531075.434914,183881.504842,531081.160429,183854.721389,2,58,2181829.8,0.022934398,0.032768361,3,1.5872623,121.43914,31,3.1833334,2.7848537,61,0.074011296,191,13793.731,3,27.38859
179,530979.070082,183853.471746,530986.848212,183887.403694,2,58,2446526,0.025716761,0.032768361,2,1.4049417,120.77968,32,3.4666667,3.0126004,61,0.083615817,208,13793.731,3,34.812016
180,530986.848212,183887.403694,531004.835486,183965.872851,4,58,2446526,0.025716761,0.032768361,2,1.4049417,120.77968,32,3.4666667,3.0126004,61,0.083615817,208,13793.731,6,80.504349
181,531004.835486,183965.872851,531006.056167,183971.198048,2,58,2446526,0.025716761,0.032768361,2,1.4049417,120.77968,32,3.4666667,3.0126004,61,0.083615817,208,13793.731,3,5.4633121
182,531002.370625,183965.559662,531004.835486,183965.872851,2,1,768207.38,0.0080750445,0.00056497176,2,1.1060178,55.835659,33,4.1333332,3.7592456,61,0.10621469,248,13793.731,3,2.484679
183,531004.835486,183965.872851,531056.009523,183972.375108,4,1,768207.38,0.0080750445,0.00056497176,2,1.1060178,55.835659,33,4.1333332,3.7592456,61,0.10621469,248,13793.731,6,51.585476
184,531056.009523,183972.375108,531057.760946,183972.597647,2,1,768207.38,0.0080750445,0.00056497176,2,1.1060178,55.835659,33,4.1333332,3.7592456,61,0.10621469,248,13793.731,3,1.765505
185,530675.049944,183881.16382,530712.688736,183881.917068,2,739,34329532,0.36085635,0.41751412,10,2.28496,562.59894,34,2.5166667,2.0382085,61,0.05141243,151,13793.731,3,37.646328
186,530712.688736,183881.917068,530813.405101,183883.932657,4,739,34329532,0.36085635,0.41751412,10,2.28496,562.59894,34,2.5166667,2.0382085,61,0.05141243,151,13793.731,6,100.73653
187,530813.405101,183883.932657,530918.31369,183886.032144,4,739,34329532,0.36085635,0.41751412,10,2.28496,562.59894,34,2.5166667,2.0382085,61,0.05141243,151,13793.731,6,104.9296
188,530918.31369,183886.032144,530986.848212,183887.403694,4,739,34329532,0.36085635,0.41751412,10,2.28496,562.59894,34,2.5166667,2.0382085,61,0.05141243,151,13793.731,6,68.548241
189,530986.848212,183887.403694,531029.291446,183888.25309,4,739,34329532,0.36085635,0.41751412,10,2.28496,562.59894,34,2.5166667,2.0382085,61,0.05141243,151,13793.731,6,42.451733
190,531029.291446,183888.25309,531073.801917,183889.143858,4,739,34329532,0.36085635,0.41751412,10,2.28496,562.59894,34,2.5166667,2.0382085,61,0.05141243,151,13793.731,6,44.519382
191,531073.801917,183889.143858,531157.130183,183890.811468,4,739,34329532,0.36085635,0.41751412,10,2.28496,562.59894,34,2.5166667,2.0382085,61,0.05141243,151,13793.731,6,83.344948
192,531157.130183,183890.811468,531168.634422,183891.041697,4,739,34329532,0.36085635,0.41751412,10,2.28496,562.59894,34,2.5166667,2.0382085,61,0.05141243,151,13793.731,6,11.506542
193,531168.634422,183891.041697,531174.661661,183891.162317,4,739,34329532,0.36085635,0.41751412,10,2.28496,562.59894,34,2.5166667,2.0382085,61,0.05141243,151,13793.731,6,6.0284462
194,531174.661661,183891.162317,531180.080455,183891.270761,4,739,34329532,0.36085635,0.41751412,10,2.28496,562.59894,34,2.5166667,2.0382085,61,0.05141243,151,13793.731,6,5.419879
195,531180.080455,183891.270761,531237.536258,183892.420597,2,739,34329532,0.36085635,0.41751412,10,2.28496,562.59894,34,2.5166667,2.0382085,61,0.05141243,151,13793.731,3,57.467308
196,531246.803707,183901.647956,531246.846002,183898.187827,2,0,326251.34,0.0034294049,0,1,1.3502036,24.284863,35,3.5666666,3.2382147,61,0.087005652,214,13793.731,3,3.4603877
197,531246.846002,183898.187827,531247.100529,183877.364907,2,0,326251.34,0.0034294049,0,1,1.3502036,24.284863,35,3.5666666,3.2382147,61,0.087005652,214,13793.731,3,20.824474
198,531378.13104,184039.148597,531380.713483,184038.933676,2,68,967737.31,0.010172412,0.038418081,2,1.414499,45.32259,36,3.45,3.2279208,61,0.083050847,207,13793.731,3,2.5913708
199,531380.713483,184038.933676,531417.15255,184035.901078,4,68,967737.31,0.010172412,0.038418081,2,1.414499,45.32259,36,3.45,3.2279208,61,0.083050847,207,13793.731,6,36.565041
200,531417.15255,184035.901078,531423.297484,184035.389673,2,68,967737.31,0.010172412,0.038418081,2,1.414499,45.32259,36,3.45,3.2279208,61,0.083050847,207,13793.731,3,6.1661777
201,531365.837654,184048.645878,531367.863502,184047.323233,2,2,335066.16,0.0035220622,0.0011299435,2,1.0718112,24.065462,37,4.2333331,4.0683317,61,0.10960452,254,13793.731,3,2.4193904
202,531367.863502,184047.323233,531380.713483,184038.933676,4,2,335066.16,0.0035220622,0.0011299435,2,1.0718112,24.065462,37,4.2333331,4.0683317,61,0.10960452,254,13793.731,6,15.346227
203,531380.713483,184038.933676,531385.988583,184035.489644,2,2,335066.16,0.0035220622,0.0011299435,2,1.0718112,24.065462,37,4.2333331,4.0683317,61,0.10960452,254,13793.731,3,6.2998443
204,531360.008395,184112.477607,531360.813158,184105.802482,2,48,1256455.4,0.013207285,0.027118644,2,1.3077444,71.8461,38,3.6500001,3.3977861,61,0.08983051,219,13793.731,3,6.7234621
205,531360.813158,184105.802482,531367.863502,184047.323233,4,48,1256455.4,0.013207285,0.027118644,2,1.3077444,71.8461,38,3.6500001,3.3977861,61,0.08983051,219,13793.731,6,58.902714
206,531367.863502,184047.323233,531368.607994,184041.148025,2,48,1256455.4,0.013207285,0.027118644,2,1.3077444,71.8461,38,3.6500001,3.3977861,61,0.08983051,219,13793.731,3,6.2199244
207,531176.638237,183932.709065,531177.606206,183921.056404,2,225,12328213,0.12958854,0.12711865,6,1.9432838,434.34695,39,2.7833333,2.3879004,61,0.060451977,167,13793.731,3,11.692797
208,531177.606206,183921.056404,531180.045933,183891.686354,4,225,12328213,0.12958854,0.12711865,6,1.9432838,434.34695,39,2.7833333,2.3879004,61,0.060451977,167,13793.731,6,29.471209
209,531180.045933,183891.686354,531180.080455,183891.270761,4,225,12328213,0.12958854,0.12711865,6,1.9432838,434.34695,39,2.7833333,2.3879004,61,0.060451977,167,13793.731,6,0.41702437
210,531180.080455,183891.270761,531191.965639,183748.193874,4,225,12328213,0.12958854,0.12711865,6,1.9432838,434.34695,39,2.7833333,2.3879004,61,0.060451977,167,13793.731,6,143.56969
211,531191.965639,183748.193874,531210.219332,183528.451248,4,225,12328213,0.12958854,0.12711865,6,1.9432838,434.34695,39,2.7833333,2.3879004,61,0.060451977,167,13793.731,6,220.49948
212,531210.219332,183528.451248,531210.6055,183523.802459,4,225,12328213,0.12958854,0.12711865,6,1.9432838,434.34695,39,2.7833333,2.3879004,61,0.060451977,167,13793.731,6,4.6648011
213,531210.6055,183523.802459,531212.594948,183499.852969,2,225,12328213,0.12958854,0.12711865,6,1.9432838,434.34695,39,2.7833333,2.3879004,61,0.060451977,167,13793.731,3,24.031979
214,531191.28971,183523.406227,531204.529923,183526.934938,2,86,7919797,0.083249286,0.048587572,4,1.5633937,201.28168,40,3.2166667,2.7539303,61,0.075141244,193,13793.731,3,13.702374
215,531204.529923,183526.934938,531210.219332,183528.451248,4,86,7919797,0.083249286,0.048587572,4,1.5633937,201.28168,40,3.2166667,2.7539303,61,0.075141244,193,13793.731,6,5.8880019
216,531210.219332,183528.451248,531294.100666,183550.806851,4,86,7919797,0.083249286,0.048587572,4,1.5633937,201.28168,40,3.2166667,2.7539303,61,0.075141244,193,13793.731,6,86.80928
217,531294.100666,183550.806851,531375.100124,183572.394391,4,86,7919797,0.083249286,0.048587572,4,1.5633937,201.28168,40,3.2166667,2.7539303,61,0.075141244,193,13793.731,6,83.826813
218,531375.100124,183572.394391,531385.782456,183575.241389,2,86,7919797,0.083249286,0.048587572,4,1.5633937,201.28168,40,3.2166667,2.7539303,61,0.075141244,193,13793.731,3,11.055208
219,530904.180192,183681.79089,530912.566958,183677.466796,2,146,14165075,0.14889678,0.082485877,5,1.718441,362.74588,41,3.0166667,2.470819,61,0.06836158,181,13793.731,3,9.4358692
220,530912.566958,183677.466796,530942.320478,183662.126313,4,146,14165075,0.14889678,0.082485877,5,1.718441,362.74588,41,3.0166667,2.470819,61,0.06836158,181,13793.731,6,33.475399
221,530942.320478,183662.126313,531101.00503,183580.310867,4,146,14165075,0.14889678,0.082485877,5,1.718441,362.74588,41,3.0166667,2.470819,61,0.06836158,181,13793.731,6,178.53447
222,531101.00503,183580.310867,531204.529923,183526.934938,3.9999998,146,14165075,0.14889678,0.082485877,5,1.718441,362.74588,41,3.0166667,2.470819,61,0.06836158,181,13793.731,6,116.47486
223,531204.529923,183526.934938,531210.6055,183523.802459,4,146,14165075,0.14889678,0.082485877,5,1.718441,362.74588,41,3.0166667,2.470819,61,0.06836158,181,13793.731,6,6.8355722
224,531210.6055,183523.802459,531226.595062,183515.558473,2,146,14165075,0.14889678,0.082485877,5,1.718441,362.74588,41,3.0166667,2.470819,61,0.06836158,181,13793.731,3,17.989702
225,531087.294754,183504.461649,531101.00503,183580.310867,2,8,5541017,0.058244638,0.0045197741,3,1.6244638,395.81042,42,3.1333334,2.6539471,61,0.072316386,188,13793.731,3,77.078369
226,531101.00503,183580.310867,531156.88079,183889.431752,3.9999998,8,5541017,0.058244638,0.0045197741,3,1.6244638,395.81042,42,3.1333334,2.6539471,61,0.072316386,188,13793.731,6,314.13025
227,531156.88079,183889.431752,531157.130183,183890.811468,4,8,5541017,0.058244638,0.0045197741,3,1.6244638,395.81042,42,3.1333334,2.6539471,61,0.072316386,188,13793.731,6,1.4020742
228,531157.130183,183890.811468,531157.699331,183893.960157,2,8,5541017,0.058244638,0.0045197741,3,1.6244638,395.81042,42,3.1333334,2.6539471,61,0.072316386,188,13793.731,3,3.1997147
229,531029.208299,183891.140964,531029.291446,183888.25309,2,0,468768.06,0.0049274755,0,1,1.3862091,35.524551,43,3.5,3.0330577,61,0.084745765,210,13793.731,3,2.8890703
230,531029.291446,183888.25309,531030.230687,183855.631128,2,0,468768.06,0.0049274755,0,1,1.3862091,35.524551,43,3.5,3.0330577,61,0.084745765,210,13793.731,3,32.635479
231,531182.681866,183748.751722,531191.965639,183748.193874,2,56,2671849.2,0.028085258,0.031638417,3,1.3590285,93.337242,44,3.55,3.2752559,61,0.086440675,213,13793.731,3,9.300518
232,531191.965639,183748.193874,531247.250971,183744.871861,4,56,2671849.2,0.028085258,0.031638417,3,1.3590285,93.337242,44,3.55,3.2752559,61,0.086440675,213,13793.731,6,55.385048
233,531247.250971,183744.871861,531255.303728,183744.387983,4,56,2671849.2,0.028085258,0.031638417,3,1.3590285,93.337242,44,3.55,3.2752559,61,0.086440675,213,13793.731,6,8.0672827
234,531255.303728,183744.387983,531275.851057,183743.153325,2,56,2671849.2,0.028085258,0.031638417,3,1.3590285,93.337242,44,3.55,3.2752559,61,0.086440675,213,13793.731,3,20.584391
235,531240.760077,183741.113908,531247.250971,183744.871861,2,30,1499127.1,0.015758138,0.016949153,4,1.3160213,83.382149,45,3.6333334,3.5002115,61,0.08926554,218,13793.731,3,7.5002608
236,531247.250971,183744.871861,531250.811287,183746.933134,4,30,1499127.1,0.015758138,0.016949153,4,1.3160213,83.382149,45,3.6333334,3.5002115,61,0.08926554,218,13793.731,6,4.1139636
237,531250.811287,183746.933134,531299.446867,183775.091082,4,30,1499127.1,0.015758138,0.016949153,4,1.3160213,83.382149,45,3.6333334,3.5002115,61,0.08926554,218,13793.731,6,56.198662
238,531299.446867,183775.091082,531311.29242,183781.949157,4,30,1499127.1,0.015758138,0.016949153,4,1.3160213,83.382149,45,3.6333334,3.5002115,61,0.08926554,218,13793.731,6,13.687597
239,531311.29242,183781.949157,531312.920852,183782.89195,2,30,1499127.1,0.015758138,0.016949153,4,1.3160213,83.382149,45,3.6333334,3.5002115,61,0.08926554,218,13793.731,3,1.8816611
240,531238.319539,183754.010217,531250.811287,183746.933134,2,19,1446493,0.015204873,0.010734463,4,1.2525985,80.15078,46,3.7666667,3.5738239,61,0.093785308,226,13793.731,3,14.357188
241,531250.811287,183746.933134,531255.303728,183744.387983,4,19,1446493,0.015204873,0.010734463,4,1.2525985,80.15078,46,3.7666667,3.5738239,61,0.093785308,226,13793.731,6,5.1633153
242,531255.303728,183744.387983,531297.758244,183720.335774,4,19,1446493,0.015204873,0.010734463,4,1.2525985,80.15078,46,3.7666667,3.5738239,61,0.093785308,226,13793.731,6,48.794411
243,531297.758244,183720.335774,531302.825685,183717.464863,4,19,1446493,0.015204873,0.010734463,4,1.2525985,80.15078,46,3.7666667,3.5738239,61,0.093785308,226,13793.731,6,5.8241816
244,531302.825685,183717.464863,531308.056265,183714.501526,2,19,1446493,0.015204873,0.010734463,4,1.2525985,80.15078,46,3.7666667,3.5738239,61,0.093785308,226,13793.731,3,6.011683
245,531293.948966,183547.909213,531294.100666,183550.806851,2,8,2589863.5,0.027223462,0.0045197741,3,1.2756525,178.52312,47,3.7166667,3.4005342,61,0.092090398,223,13793.731,3,2.9016058
246,531294.100666,183550.806851,531302.825685,183717.464863,4,8,2589863.5,0.027223462,0.0045197741,3,1.2756525,178.52312,47,3.7166667,3.4005342,61,0.092090398,223,13793.731,6,166.88625
247,531302.825685,183717.464863,531303.086878,183722.453957,4,8,2589863.5,0.027223462,0.0045197741,3,1.2756525,178.52312,47,3.7166667,3.4005342,61,0.092090398,223,13793.731,6,4.9959264
248,531303.086878,183722.453957,531303.282375,183726.188181,2,8,2589863.5,0.027223462,0.0045197741,3,1.2756525,178.52312,47,3.7166667,3.4005342,61,0.092090398,223,13793.731,3,3.7393384
249,530707.321114,183575.611283,530723.063265,183688.758214,2,2,2618720.8,0.027526796,0.0011299435,2,1.3160213,176.62498,48,3.6333334,2.9499519,61,0.08926554,218,13793.731,3,114.23679
250,530723.063265,183688.758214,530730.767941,183744.135682,4,2,2618720.8,0.027526796,0.0011299435,2,1.3160213,176.62498,48,3.6333334,2.9499519,61,0.08926554,218,13793.731,6,55.910877
251,530730.767941,183744.135682,530731.660534,183750.551207,2,2,2618720.8,0.027526796,0.0011299435,2,1.3160213,176.62498,48,3.6333334,2.9499519,61,0.08926554,218,13793.731,3,6.4773207
252,530711.864142,183690.118506,530723.063265,183688.758214,2,42,5720642.5,0.060132779,0.023728814,4,1.4643054,263.32266,49,3.3666666,2.6932719,61,0.080225989,202,13793.731,3,11.281434
253,530723.063265,183688.758214,530804.10279,183678.914813,4,42,5720642.5,0.060132779,0.023728814,4,1.4643054,263.32266,49,3.3666666,2.6932719,61,0.080225989,202,13793.731,6,81.635147
254,530804.10279,183678.914813,530912.244928,183665.779416,4,42,5720642.5,0.060132779,0.023728814,4,1.4643054,263.32266,49,3.3666666,2.6932719,61,0.080225989,202,13793.731,6,108.93696
255,530912.244928,183665.779416,530942.320478,183662.126313,4,42,5720642.5,0.060132779,0.023728814,4,1.4643054,263.32266,49,3.3666666,2.6932719,61,0.080225989,202,13793.731,6,30.296598
256,530942.320478,183662.126313,530973.265559,183658.367594,2,42,5720642.5,0.060132779,0.023728814,4,1.4643054,263.32266,49,3.3666666,2.6932719,61,0.080225989,202,13793.731,3,31.17252
257,531139.131454,184142.888902,531140.793407,184138.095983,2,118,2409360,0.02532609,0.06666667,2,1.3244036,47.011806,50,3.6166666,3.219595,61,0.088700563,217,13793.731,3,5.0728846
258,531140.793407,184138.095983,531154.133119,184099.625494,4,118,2409360,0.02532609,0.06666667,2,1.3244036,47.011806,50,3.6166666,3.219595,61,0.088700563,217,13793.731,6,40.717644
259,531154.133119,184099.625494,531154.533228,184098.471616,2,118,2409360,0.02532609,0.06666667,2,1.3244036,47.011806,50,3.6166666,3.219595,61,0.088700563,217,13793.731,3,1.2212785
260,531091.400795,184089.16428,531154.133119,184099.625494,2,0,893053.44,0.0093873693,0,1,0.96264517,65.274788,51,4.5999999,4.2101302,61,0.1220339,276,13793.731,3,63.598595
261,531154.133119,184099.625494,531155.786477,184099.901207,2,0,893053.44,0.0093873693,0,1,0.96264517,65.274788,51,4.5999999,4.2101302,61,0.1220339,276,13793.731,3,1.6761894
262,531060.226219,184127.683254,531060.553704,184121.39462,2,19,2291142.2,0.024083439,0.010734463,3,1.5402323,104.32134,52,3.25,2.7709634,61,0.076271184,195,13793.731,3,6.2971549
263,531060.553704,184121.39462,531060.782857,184116.994225,4,19,2291142.2,0.024083439,0.010734463,3,1.5402323,104.32134,52,3.25,2.7709634,61,0.076271184,195,13793.731,6,4.4063578
264,531060.782857,184116.994225,531065.497338,184026.462826,4,19,2291142.2,0.024083439,0.010734463,3,1.5402323,104.32134,52,3.25,2.7709634,61,0.076271184,195,13793.731,6,90.654068
265,531065.497338,184026.462826,531065.651469,184023.503075,2,19,2291142.2,0.024083439,0.010734463,3,1.5402323,104.32134,52,3.25,2.7709634,61,0.076271184,195,13793.731,3,2.9637616
266,530915.104898,184035.689587,530922.424921,184035.240495,2,45,5045618,0.053037234,0.025423728,3,1.7327614,298.5946,53,3,2.5251505,61,0.06779661,180,13793.731,3,7.3337865
267,530922.424921,184035.240495,531065.497338,184026.462826,4,45,5045618,0.053037234,0.025423728,3,1.7327614,298.5946,53,3,2.5251505,61,0.06779661,180,13793.731,6,143.34143
268,531065.497338,184026.462826,531206.527247,184017.810468,4,45,5045618,0.053037234,0.025423728,3,1.7327614,298.5946,53,3,2.5251505,61,0.06779661,180,13793.731,6,141.29507
269,531206.527247,184017.810468,531213.139122,184017.404821,2,45,5045618,0.053037234,0.025423728,3,1.7327614,298.5946,53,3,2.5251505,61,0.06779661,180,13793.731,3,6.6243067
270,531281.498924,184088.374506,531282.101437,184085.298468,2,194,4185774,0.043998942,0.10960452,2,1.3502036,68.84449,54,3.5666666,3.3665621,61,0.087005652,214,13793.731,3,3.1344907
271,531282.101437,184085.298468,531294.562642,184021.679734,4,194,4185774,0.043998942,0.10960452,2,1.3502036,68.84449,54,3.5666666,3.3665621,61,0.087005652,214,13793.731,6,64.827652
272,531294.562642,184021.679734,531294.732247,184020.813845,2,194,4185774,0.043998942,0.10960452,2,1.3502036,68.84449,54,3.5666666,3.3665621,61,0.087005652,214,13793.731,3,0.88234347
273,531263.310319,184015.655322,531268.479945,184016.651855,2,101,2597349.8,0.027302153,0.057062145,3,1.0192714,60.104675,55,4.4000001,4.2927933,61,0.11525424,264,13793.731,3,5.2647991
274,531268.479945,184016.651855,531294.562642,184021.679734,4,101,2597349.8,0.027302153,0.057062145,3,1.0192714,60.104675,55,4.4000001,4.2927933,61,0.11525424,264,13793.731,6,26.562881
275,531294.562642,184021.679734,531317.354673,184026.073282,4,101,2597349.8,0.027302153,0.057062145,3,1.0192714,60.104675,55,4.4000001,4.2927933,61,0.11525424,264,13793.731,6,23.211634
276,531317.354673,184026.073282,531322.328466,184027.032065,2,101,2597349.8,0.027302153,0.057062145,3,1.0192714,60.104675,55,4.4000001,4.2927933,61,0.11525424,264,13793.731,3,5.065361
277,531267.276193,184023.293136,531268.479945,184016.651855,2,6,1019570.3,0.010717257,0.0033898305,2,0.92826504,71.333557,56,4.7333331,4.6914201,61,0.12655367,284,13793.731,3,6.7494917
278,531268.479945,184016.651855,531279.573531,183955.446867,4,6,1019570.3,0.010717257,0.0033898305,2,0.92826504,71.333557,56,4.7333331,4.6914201,61,0.12655367,284,13793.731,6,62.202236
