Ref,x,y,Connectivity,Gate Counts,Isovist Area,Isovist Compactness,Isovist Drift Angle,Isovist Drift Magnitude,Isovist Max Radial,Isovist Min Radial,Isovist Occlusivity,Isovist Perimeter,Point First Moment,Point Second Moment
851989,1.16000000,5.64000000,256.00000000,201.00000000,0.42100832,0.26208359,85.78092194,0.24499671,1.18319857,0.11652535,1.45429564,4.49293709,105.24822998,58.24319839
851990,1.16000000,5.68000000,251.00000000,174.00000000,0.41290164,0.26187402,85.71727753,0.21828395,1.14324450,0.15631659,1.44719565,4.45125055,98.28115845,52.10240173
851991,1.16000000,5.72000000,247.00000000,178.00000000,0.40786031,0.26066300,85.27562714,0.18721035,1.10329401,0.17720500,1.44746947,4.43425798,92.11735535,46.64319992
851992,1.16000000,5.76000000,246.00000000,166.00000000,0.40457332,0.25844836,84.40099335,0.15369982,1.06334758,0.17720500,1.45361757,4.43523502,87.95300293,42.59680176
851993,1.16000000,5.80000000,245.00000000,157.00000000,0.40250430,0.25468844,82.77854156,0.11876533,1.02340555,0.17720500,1.46772254,4.45641422,84.26115417,39.11999893
851994,1.16000000,5.84000000,244.00000000,141.00000000,0.40315807,0.20192605,78.34387970,0.08399747,0.98346853,0.17720500,1.98673129,5.00894690,81.19543457,36.30239868
851995,1.16000000,5.88000000,253.00000000,127.00000000,0.41791105,0.18049714,54.32206345,0.06176903,0.94353729,0.17720500,2.23623610,5.39400959,83.91474915,37.03519821
851996,1.16000000,5.92000000,272.00000000,113.00000000,0.44217947,0.14999498,13.24104595,0.07042815,1.05700994,0.17720500,2.93855381,6.08647537,93.95980835,43.11199951
851997,1.16000000,5.96000000,430.00000000,103.00000000,0.67459631,0.06089166,359.15179443,0.82920498,3.84796858,0.17720500,7.81926489,11.79907608,453.24343872,995.08477783
851998,1.16000000,6.00000000,445.00000000,107.00000000,0.67380929,0.06077969,356.16488647,0.83201301,3.84825754,0.17720500,7.82442331,11.80304813,490.14672852,1106.01757812
851999,1.16000000,6.04000000,257.00000000,122.00000000,0.42628494,0.18291213,294.95681763,0.12034193,0.94870895,0.17720500,2.23964119,5.41169930,86.69474030,39.77280045
852000,1.16000000,6.08000000,244.00000000,121.00000000,0.40293974,0.19423474,278.63946533,0.14830770,0.98825544,0.17720500,2.04393721,5.10577345,81.05892944,37.40639877
852001,1.16000000,6.12000000,240.00000000,131.00000000,0.39452550,0.24883097,274.38424683,0.18515903,1.02787530,0.17720500,1.48996305,4.46365118,81.97141266,39.64799881
852002,1.16000000,6.16000000,239.00000000,142.00000000,0.39333904,0.25318870,273.48419189,0.22374327,1.06755269,0.17720500,1.47083104,4.41841269,84.27900696,42.43679810
852003,1.16000000,6.20000000,237.00000000,133.00000000,0.39262018,0.25522640,272.90451050,0.26234546,1.10727584,0.17720500,1.46296394,4.39671612,87.58938599,46.65119934
852004,1.16000000,6.24000000,236.00000000,139.00000000,0.39221045,0.25593925,272.49951172,0.30087990,1.14703619,0.17686677,1.46127462,4.38829756,91.03717804,50.57920074
852005,1.16000000,6.28000000,236.00000000,150.00000000,0.39207596,0.25565660,272.20346069,0.33923042,1.18682683,0.13702355,1.46421087,4.38996983,96.23971558,56.39519882
852006,1.16000000,6.32000000,235.00000000,143.00000000,0.39226487,0.25436133,271.98355103,0.37719843,1.22664261,0.09730907,1.47202229,4.40219307,100.86438751,61.49440002
852007,1.16000000,6.36000000,243.00000000,176.00000000,0.40191320,0.15398633,272.54779053,0.38738701,1.26647937,0.05798840,2.71480894,5.72703648,113.20555878,73.47200012
852008,1.16000000,6.40000000,243.00000000,256.00000000,0.40647277,0.16135643,272.55728149,0.41692725,1.30633378,0.02136011,2.57507133,5.62635994,119.58923340,80.46399689
852009,1.16000000,6.44000000,230.00000000,276.00000000,0.38294888,0.17136307,273.19238281,0.47576112,1.34620333,0.01376900,2.86725569,5.29927826,124.99340057,88.26560211
852010,1.16000000,6.48000000,202.00000000,296.00000000,0.33921894,0.16136332,274.40499878,0.53444523,1.38608575,0.01376900,3.24284387,5.13975668,120.33929443,91.35839844
852011,1.16000000,6.52000000,186.00000000,313.00000000,0.30959356,0.15954502,275.87402344,0.55230975,1.42597938,0.01376900,3.20391965,4.93809319,112.75640869,89.53600311
852012,1.16000000,6.56000000,205.00000000,382.00000000,0.33673841,0.12613164,279.42669678,0.50115055,1.46588266,0.03371660,3.81924415,5.79214239,121.87600708,97.83360291
852013,1.16000000,6.60000000,147.00000000,130.00000000,0.24957889,0.16902435,273.32138062,0.70984679,1.50579429,0.01063064,2.83039927,4.30758858,104.74069977,93.80000305
852017,1.16000000,6.76000000,57.00000000,127.00000000,0.09621118,0.12787704,347.69155884,0.35114875,1.08366346,0.01855858,2.12041044,3.07483196,24.83380890,15.88640022
852018,1.16000000,6.80000000,44.00000000,124.00000000,0.07399106,0.15714526,311.52185059,0.13721748,0.73025572,0.02196500,1.55557323,2.43244982,9.93028545,3.11680007
852026,1.16000000,7.12000000,163.00000000,197.00000000,0.24265413,0.14432362,43.26660919,0.20081758,1.02240157,0.00134600,2.98341918,4.59652996,64.78451538,34.34080124
852027,1.16000000,7.16000000,144.00000000,201.00000000,0.21747887,0.15996176,345.35290527,0.09035617,1.02180505,0.00993300,2.35635877,4.13338041,52.89611816,27.53759956
852040,1.16000000,7.68000000,161.00000000,280.00000000,0.26345709,0.18938279,323.44433594,0.10875568,0.78134233,0.02580700,1.99047792,4.18109083,54.43884277,23.99360085
917512,1.20000000,5.12000000,246.00000000,5.00000000,0.39208999,0.15015353,90.57047272,0.48174176,1.70202065,0.02395300,3.29536939,5.72835636,137.57756042,120.86720276
917513,1.20000000,5.16000000,266.00000000,4.00000000,0.42019448,0.09893892,86.26750183,0.43222025,1.66202211,0.06395300,4.75899792,7.30544233,145.94573975,125.05120087
917514,1.20000000,5.20000000,291.00000000,11.00000000,0.46934807,0.10767097,73.87152100,0.38146907,1.62202370,0.10395300,4.66307020,7.40121698,163.59375000,141.66879272
917515,1.20000000,5.24000000,292.00000000,18.00000000,0.47408187,0.10687713,76.23084259,0.35258904,1.58202529,0.14395300,4.78014469,7.46602106,157.85568237,132.14559937
917516,1.20000000,5.28000000,281.00000000,33.00000000,0.44457975,0.14467305,90.83167267,0.35224056,1.54202700,0.18395300,3.50566459,6.21421051,139.88554382,109.56320190
917517,1.20000000,5.32000000,288.00000000,53.00000000,0.45042697,0.14457497,93.41949463,0.33333465,1.50202882,0.17719990,3.42665577,6.25706339,139.58795166,104.58239746
917518,1.20000000,5.36000000,294.00000000,62.00000000,0.46138653,0.18751247,95.43811035,0.31271872,1.46203089,0.13737585,2.61424685,5.56060839,140.40440369,101.40959930
917519,1.20000000,5.40000000,306.00000000,110.00000000,0.48282498,0.19294080,96.01499176,0.28607127,1.42203295,0.09769567,2.52079153,5.60773849,143.38818359,98.26719666
917520,1.20000000,5.44000000,326.00000000,227.00000000,0.51424569,0.20033288,95.92584229,0.26515117,1.38203514,0.05845309,2.36676121,5.67955256,151.76048279,99.25599670
917521,1.20000000,5.48000000,343.00000000,550.00000000,0.55172122,0.21007112,95.63842010,0.23624964,1.34203744,0.02211524,1.96043289,5.74488831,154.67224121,95.12799835
917522,1.20000000,5.52000000,324.00000000,407.00000000,0.52496576,0.23235403,98.39825439,0.23577158,1.30203998,0.01461700,2.03468490,5.32838154,146.03359985,87.47200012
917523,1.20000000,5.56000000,283.00000000,313.00000000,0.46379566,0.26414946,99.17733002,0.26718223,1.26204276,0.03858483,1.41871810,4.69724703,126.25782776,74.62239838
917524,1.20000000,5.60000000,266.00000000,249.00000000,0.43530968,0.26093790,97.79596710,0.26424962,1.22204566,0.07710713,1.47993243,4.57862949,114.69284821,65.88639832
917525,1.20000000,5.64000000,256.00000000,226.00000000,0.42066306,0.26278171,97.60658264,0.24630508,1.18204880,0.11662859,1.45589650,4.48512506,105.75357819,58.56800079
917526,1.20000000,5.68000000,251.00000000,211.00000000,0.41251200,0.26292112,98.13142395,0.21968192,1.14205217,0.15629099,1.44704306,4.44028139,98.86795807,52.49440002
917527,1.20000000,5.72000000,246.00000000,202.00000000,0.40741047,0.26218668,99.19474792,0.18878800,1.10205579,0.15629099,1.44483757,4.41891575,92.22945404,46.78720093
917528,1.20000000,5.76000000,246.00000000,216.00000000,0.40403712,0.26063672,100.93511963,0.15556212,1.06205976,0.15629099,1.44744718,4.41364861,88.41809082,42.85919952
917529,1.20000000,5.80000000,244.00000000,211.00000000,0.40183368,0.25785634,103.81246948,0.12106919,1.02206421,0.15629099,1.45619297,4.42526436,84.38665009,39.26399994
917530,1.20000000,5.84000000,244.00000000,200.00000000,0.40067768,0.25253028,109.06225586,0.08613727,0.98206896,0.15629099,1.47731471,4.46525002,81.63162994,36.54399872
917531,1.20000000,5.88000000,249.00000000,201.00000000,0.40963143,0.18918869,109.41448975,0.05045990,0.94207418,0.15629099,2.12155294,5.21619701,81.82113647,35.72800064
917532,1.20000000,5.92000000,267.00000000,168.00000000,0.43878677,0.18505614,37.45679092,0.02644858,0.90208000,0.15629099,2.29290986,5.45858335,90.16055298,40.08800125
917533,1.20000000,5.96000000,431.00000000,140.00000000,0.67806488,0.06107277,359.11865234,0.78860503,3.80797243,0.15762322,7.81803226,11.81181812,446.59191895,965.71362305
917534,1.20000000,6.00000000,448.00000000,147.00000000,0.67725915,0.06097255,355.93762207,0.79166585,3.80826521,0.15631939,7.82224417,11.81449604,484.36114502,1074.97436523
917535,1.20000000,6.04000000,253.00000000,165.00000000,0.42073038,0.18250531,271.24224854,0.10960996,0.94856280,0.15629099,2.20102906,5.38231516,84.02956390,37.75040054
917536,1.20000000,6.08000000,243.00000000,175.00000000,0.39731523,0.20509017,260.32009888,0.14870825,0.98812312,0.15629099,1.93205309,4.93401098,80.94926453,37.36479950
917537,1.20000000,6.12000000,239.00000000,152.00000000,0.39356816,0.25477195,261.46728516,0.18724579,1.02775466,0.15629099,1.45869458,4.40594530,81.51602173,39.05759811
917538,1.20000000,6.16000000,237.00000000,147.00000000,0.39249006,0.25861183,262.83773804,0.22577253,1.06744194,0.15629099,1.44154644,4.36711931,84.23664093,42.56800079
917539,1.20000000,6.20000000,236.00000000,169.00000000,0.39178014,0.26070023,263.84582520,0.26440316,1.10717368,0.15629099,1.43213797,4.34565687,87.06152344,45.85760117
917540,1.20000000,6.24000000,236.00000000,189.00000000,0.39129922,0.26190323,264.61154175,0.30309179,1.14694130,0.15629099,1.42618787,4.33300304,91.57290649,50.91199875
917541,1.20000000,6.28000000,235.00000000,206.00000000,0.39099771,0.26256722,265.21029663,0.34178263,1.18673837,0.13711137,1.42196965,4.32585335,95.59337616,55.37279892
917542,1.20000000,6.32000000,235.00000000,232.00000000,0.39086974,0.26282439,265.68978882,0.38040358,1.22655976,0.09743267,1.41869605,4.32302856,101.39096832,61.84960175
917543,1.20000000,6.36000000,235.00000000,267.00000000,0.39094853,0.26261336,266.08084106,0.41884363,1.26640165,0.05819558,1.41649115,4.32520103,107.81452179,69.08159637
917544,1.20000000,6.40000000,236.00000000,342.00000000,0.39132747,0.26161370,266.40396118,0.45690066,1.30626059,0.02191633,1.41117990,4.33555651,115.03148651,77.11519623
917545,1.20000000,6.44000000,224.00000000,314.00000000,0.36990863,0.26480645,266.40179443,0.51903689,1.34613407,0.01461700,1.84103644,4.18974781,120.73613739,85.56159973
917546,1.20000000,6.48000000,204.00000000,304.00000000,0.33347309,0.24233583,266.00997925,0.58431661,1.38602018,0.01461700,2.23351049,4.15840244,122.03039551,92.71199799
917547,1.20000000,6.52000000,206.00000000,309.00000000,0.32779548,0.11120914,264.87060547,0.54522938,1.42591703,0.01461700,4.28360653,6.08605909,128.25709534,101.75520325
917548,1.20000000,6.56000000,209.00000000,463.00000000,0.33787146,0.11488559,265.48239136,0.50992137,1.46582317,0.01182039,4.00341177,6.07922077,127.82598877,104.05760193
917549,1.20000000,6.60000000,225.00000000,383.00000000,0.36556646,0.08112092,274.15295410,0.46701902,1.50573754,0.01615730,5.23541737,7.52526283,138.94206238,115.36000061
917550,1.20000000,6.64000000,296.00000000,152.00000000,0.47920179,0.04855400,327.11828613,0.62257653,3.41283035,0.03066722,8.98154449,11.13657570,281.39178467,393.31039429
917551,1.20000000,6.68000000,408.00000000,81.00000000,0.64784813,0.05628844,346.58892822,1.11714840,3.81252193,0.03424500,9.83182049,12.02629662,566.22045898,1167.94714355
917552,1.20000000,6.72000000,284.00000000,88.00000000,0.46556380,0.04171210,338.22094727,0.93179256,3.81319094,0.02358767,10.06977081,11.84304810,336.39550781,594.68322754
917553,1.20000000,6.76000000,150.00000000,250.00000000,0.24864256,0.07586064,279.35665894,0.56871438,1.66545928,0.02322139,4.85557652,6.41777372,103.21446228,103.55039978
917554,1.20000000,6.80000000,104.00000000,52.00000000,0.17089166,0.10091592,267.94442749,0.75115061,1.70540226,0.01855872,3.60600758,4.61302233,81.54747772,91.23040009
917560,1.20000000,7.04000000,123.00000000,13.00000000,0.19697832,0.29394126,71.16984558,0.37146854,0.77210355,0.00469400,0.97123438,2.90190935,48.48923111,23.68320084
917561,1.20000000,7.08000000,136.00000000,66.00000000,0.21788888,0.26080778,61.50187683,0.33193296,0.75613976,0.02432100,1.17890263,3.24012828,51.48358154,24.53280067
917562,1.20000000,7.12000000,211.00000000,228.00000000,0.31908509,0.15212987,59.42631531,0.21354282,0.98251933,0.02435822,2.41725469,5.13394165,81.96315002,41.38560104
917563,1.20000000,7.16000000,214.00000000,203.00000000,0.33477288,0.15375125,52.80590820,0.14648643,0.98188591,0.02627119,2.42485213,5.23083162,79.47783661,38.63679886
917564,1.20000000,7.20000000,145.00000000,53.00000000,0.22860132,0.20828992,40.64461517,0.21225476,0.75285500,0.02432100,1.48718524,3.71372867,46.55124664,19.32320023
917565,1.20000000,7.24000000,133.00000000,36.00000000,0.20886804,0.21954492,44.33631897,0.17170510,0.66293979,0.02432100,1.30594361,3.45763564,37.72507095,13.44159985
917566,1.20000000,7.28000000,125.00000000,32.00000000,0.20357239,0.19458407,37.55929184,0.13813451,0.70604742,0.02432100,1.56274116,3.62585735,32.87926102,10.57439995
917567,1.20000000,7.32000000,127.00000000,28.00000000,0.20351045,0.20521683,21.10609627,0.11308459,0.75462961,0.02432100,1.49905801,3.53013897,33.38825989,10.80319977
917568,1.20000000,7.36000000,126.00000000,23.00000000,0.20461707,0.21049953,358.49392700,0.10410085,0.80190331,0.02432100,1.47383845,3.49502492,33.14653397,10.98880005
917569,1.20000000,7.40000000,129.00000000,23.00000000,0.20626752,0.21250261,336.42871094,0.11324579,0.84810507,0.02432100,1.46977198,3.49251437,34.86222458,12.07839966
917570,1.20000000,7.44000000,130.00000000,20.00000000,0.20837629,0.21272674,320.37115479,0.13554986,0.88876617,0.02432100,1.47636545,3.50847220,36.19964981,13.27359962
917571,1.20000000,7.48000000,133.00000000,19.00000000,0.21116759,0.20993298,310.18786621,0.16444646,0.92821550,0.02432100,1.50460577,3.55531621,39.01319122,15.46560001
917572,1.20000000,7.52000000,133.00000000,25.00000000,0.21564254,0.22622079,304.24038696,0.19589715,0.96771008,0.02432100,1.37264597,3.46103430,40.15550613,16.51199913
917573,1.20000000,7.56000000,139.00000000,32.00000000,0.22400813,0.20637636,302.20602417,0.22647472,1.00724447,0.02432100,1.51333117,3.69323421,45.49350357,20.49279976
917574,1.20000000,7.60000000,153.00000000,61.00000000,0.24420781,0.17307253,306.83718872,0.25601378,1.04681432,0.02432100,1.87909687,4.21085835,56.11796951,28.18239975
917575,1.20000000,7.64000000,196.00000000,119.00000000,0.32247791,0.15044017,300.67230225,0.19987600,1.08641565,0.02432100,2.35863304,5.19006777,75.50506592,38.72000122
917576,1.20000000,7.68000000,223.00000000,190.00000000,0.36439320,0.15940391,287.50009155,0.21207407,1.12604511,0.03546142,2.24816895,5.35970116,89.65780640,47.00479889
917577,1.20000000,7.72000000,166.00000000,67.00000000,0.26868397,0.16610478,297.19137573,0.36089537,1.16569996,0.02432100,2.08080268,4.50852776,71.78714752,41.11520004
917578,1.20000000,7.76000000,143.00000000,16.00000000,0.23678179,0.18532829,289.18405151,0.41892508,1.20537758,0.02132200,1.74526191,4.00689745,65.27150726,38.87519836
983048,1.24000000,5.12000000,226.00000000,9.00000000,0.36363098,0.17955835,98.58069611,0.42730048,1.39436436,0.02395300,2.68714857,5.04466772,111.19139099,83.58719635
983049,1.24000000,5.16000000,244.00000000,16.00000000,0.38655207,0.14701937,94.84121704,0.36601150,1.28238821,0.06395300,3.34183145,5.74806452,115.20014191,82.89119720
983050,1.24000000,5.20000000,269.00000000,20.00000000,0.43304995,0.12795717,77.11795807,0.29536486,1.31363142,0.10395300,3.84049869,6.52141190,131.98522949,98.74559784
983051,1.24000000,5.24000000,258.00000000,41.00000000,0.42491019,0.12370215,80.27747345,0.24984157,1.31531334,0.14395300,3.92993784,6.56999254,117.84137726,83.56800079
983052,1.24000000,5.28000000,238.00000000,72.00000000,0.37917265,0.17175496,103.73912811,0.23623291,1.16507518,0.18395300,2.68738174,5.26706648,93.10269928,56.87200165
983053,1.24000000,5.32000000,228.00000000,106.00000000,0.36174187,0.16378702,112.38863373,0.20110467,1.12609673,0.17659600,2.67073321,5.26822853,83.38916779,47.50239944
983054,1.24000000,5.36000000,219.00000000,179.00000000,0.34696969,0.21351720,123.68534851,0.14586534,1.08719254,0.13659599,1.91501772,4.51891613,74.20873260,37.77759933
983055,1.24000000,5.40000000,200.00000000,305.00000000,0.31987238,0.20594241,163.78582764,0.07871252,1.01203310,0.09659600,1.85140884,4.41794586,58.76818466,23.52479935
983056,1.24000000,5.44000000,179.00000000,354.00000000,0.28275454,0.25486180,236.09733582,0.11354890,0.62852180,0.05659600,1.46936035,3.73385406,46.98892212,14.99839973
983057,1.24000000,5.48000000,153.00000000,198.00000000,0.24563265,0.31629080,256.18905640,0.19829170,0.63527471,0.01659600,1.16132331,3.12395453,41.38881302,13.38399982
983059,1.24000000,5.56000000,241.00000000,99.00000000,0.39419535,0.25403008,103.32221985,0.37654334,1.26324153,0.03570900,1.59121346,4.41588831,114.04466248,70.73600006
983060,1.24000000,5.60000000,253.00000000,111.00000000,0.41541016,0.26126698,107.10865784,0.30094358,1.22328925,0.07570900,1.58807528,4.46993494,112.82686615,66.11199951
983061,1.24000000,5.64000000,253.00000000,157.00000000,0.41282535,0.25751016,108.43764496,0.26380691,1.18334067,0.11570900,1.65992713,4.48839378,107.04154205,59.93759918
983062,1.24000000,5.68000000,251.00000000,170.00000000,0.40669927,0.25873718,109.68568420,0.23380832,1.14339614,0.11629100,1.65176594,4.44439077,100.87364197,53.91519928
983063,1.24000000,5.72000000,247.00000000,165.00000000,0.40245873,0.25981572,112.11622620,0.20202604,1.10345638,0.11629100,1.63631809,4.41197348,94.98296356,48.67200089
983064,1.24000000,5.76000000,243.00000000,142.00000000,0.39946929,0.25966179,116.01805878,0.16940998,1.06352186,0.11629100,1.62957108,4.39685965,88.49785614,42.73120117
983065,1.24000000,5.80000000,243.00000000,142.00000000,0.39735985,0.25827786,122.18037415,0.13711353,1.02359331,0.11629100,1.62976110,4.39696836,85.19096375,39.43519974
983066,1.24000000,5.84000000,241.00000000,158.00000000,0.39604175,0.25482380,132.29676819,0.10679934,0.98367161,0.11629100,1.64005589,4.41931963,81.15029144,35.72320175
983067,1.24000000,5.88000000,241.00000000,151.00000000,0.39746755,0.20039941,148.59158325,0.08049458,0.94375771,0.11629100,2.16224861,4.99237919,79.22119141,34.00159836
983068,1.24000000,5.92000000,260.00000000,148.00000000,0.43131486,0.18332100,153.14527893,0.02814010,0.90385288,0.11629100,2.42481947,5.43745947,86.26392365,36.84799957
983069,1.24000000,5.96000000,430.00000000,113.00000000,0.67848545,0.06091966,358.90353394,0.75252730,3.76797628,0.11807539,7.99931335,11.83031940,439.03692627,935.73919678
983070,1.24000000,6.00000000,444.00000000,133.00000000,0.67689419,0.06093290,355.47619629,0.75647390,3.76827288,0.11632915,7.94221592,11.81515408,474.38684082,1040.98559570
983071,1.24000000,6.04000000,243.00000000,169.00000000,0.40567130,0.18350561,245.60108948,0.12703122,0.95790368,0.11629100,2.31005883,5.27068901,78.91175842,34.07519913
983072,1.24000000,6.08000000,235.00000000,167.00000000,0.38888603,0.25051489,245.78285217,0.16960552,0.99658132,0.11629100,1.64571214,4.41671467,78.05789185,35.36000061
983073,1.24000000,6.12000000,233.00000000,148.00000000,0.38661712,0.27670327,250.24015808,0.20735733,1.03547144,0.11629100,1.45549667,4.19023466,80.85428619,39.06079865
983074,1.24000000,6.16000000,233.00000000,158.00000000,0.38509262,0.28034878,253.36299133,0.24557912,1.07452857,0.11629100,1.44047964,4.15468597,84.47733307,43.34880066
983075,1.24000000,6.20000000,232.00000000,171.00000000,0.38363326,0.28275400,255.68014526,0.28472888,1.11371887,0.11629100,1.42973351,4.12913132,88.26947021,47.98559952
983076,1.24000000,6.24000000,232.00000000,161.00000000,0.38203138,0.31971335,257.46356201,0.32480556,1.15301716,0.11629100,1.18877923,3.87502098,93.97631073,54.70560074
983077,1.24000000,6.28000000,232.00000000,140.00000000,0.38097915,0.32181689,258.83047485,0.36424100,1.19240391,0.11629100,1.18209136,3.85701323,98.92269135,60.20959854
983078,1.24000000,6.32000000,231.00000000,133.00000000,0.37942559,0.32325193,259.95321655,0.40481457,1.23186386,0.09633000,1.18068361,3.84058738,104.93917084,67.22399902
983079,1.24000000,6.36000000,229.00000000,91.00000000,0.37557319,0.32455412,260.96353149,0.44948214,1.27138519,0.05633000,1.18346393,3.81336761,111.31284332,74.91200256
983080,1.24000000,6.40000000,225.00000000,38.00000000,0.37022099,0.38038614,261.84561157,0.49648029,1.31095827,0.01633000,0.97853458,3.49722123,118.26381683,83.39360046
983085,1.24000000,6.60000000,104.00000000,310.00000000,0.16997963,0.09473083,68.19984436,0.30820304,1.19433677,0.03110013,3.04002976,4.74851370,43.61136627,27.62560081
983086,1.24000000,6.64000000,182.00000000,238.00000000,0.29089364,0.02901354,11.74113941,0.68670982,3.37287617,0.06107911,9.18842030,11.22462082,145.63891602,183.82879639
983087,1.24000000,6.68000000,342.00000000,222.00000000,0.53096825,0.04625336,359.30108643,1.30908597,3.77252460,0.07424500,9.41782570,12.01067924,482.53427124,1052.40795898
983088,1.24000000,6.72000000,237.00000000,245.00000000,0.38111493,0.03366771,349.14505005,0.87933993,3.77320242,0.05683248,9.76446819,11.92686081,254.80271912,457.22079468
983089,1.24000000,6.76000000,119.00000000,234.00000000,0.19957475,0.07612426,270.37814331,0.36671734,1.26219296,0.02358767,3.95392036,5.73979235,58.93940735,44.34880066
983093,1.24000000,6.92000000,56.00000000,49.00000000,0.09398317,0.08701856,16.48775673,0.30974105,0.94012928,0.01078100,2.62294030,3.68403721,19.16126823,9.52000046
983094,1.24000000,6.96000000,64.00000000,54.00000000,0.09584976,0.09059684,355.09634399,0.31597847,0.93949229,0.01078100,2.57678914,3.64622879,24.61441612,13.74240017
983095,1.24000000,7.00000000,27.00000000,66.00000000,0.04542391,0.18289869,305.34518433,0.20332372,0.46449161,0.00008000,1.07112753,1.76661491,5.93950987,1.73119998
983096,1.24000000,7.04000000,122.00000000,42.00000000,0.19478725,0.28407523,78.60585022,0.36037335,0.76189041,0.00469400,1.00947404,2.93540835,46.05577087,22.23679924
983097,1.24000000,7.08000000,140.00000000,123.00000000,0.22761497,0.18831097,70.37968445,0.29658031,0.72302920,0.04469400,1.62498832,3.89733315,49.33232117,22.59040070
983098,1.24000000,7.12000000,215.00000000,170.00000000,0.32367143,0.14399068,66.47488403,0.19417807,0.94265211,0.06433509,2.51605058,5.31483650,81.87482452,40.31679916
983099,1.24000000,7.16000000,217.00000000,162.00000000,0.33906892,0.12652007,55.73169327,0.12318609,0.94197702,0.06508345,2.93178964,5.80322218,80.37545013,38.71519852
983100,1.24000000,7.20000000,162.00000000,89.00000000,0.25099030,0.14862102,43.60514069,0.13861564,0.71387750,0.06432100,2.11625123,4.60673571,49.51724243,19.76959991
983101,1.24000000,7.24000000,141.00000000,43.00000000,0.22305861,0.18056238,46.18471527,0.10694209,0.68490613,0.06432100,1.72941577,3.94004154,39.43869781,14.29119968
983102,1.24000000,7.28000000,136.00000000,34.00000000,0.21648027,0.22679168,32.19975281,0.07801955,0.72441363,0.06432100,1.35944688,3.46338320,36.81103134,13.07359982
983103,1.24000000,7.32000000,134.00000000,33.00000000,0.21474646,0.21618389,1.87803435,0.06277565,0.76397240,0.06432100,1.46766114,3.53310299,35.55685425,12.46560001
983104,1.24000000,7.36000000,133.00000000,40.00000000,0.21447121,0.22092137,328.78646851,0.07186681,0.80357486,0.06432100,1.44956338,3.49277449,35.16752243,12.47999954
983105,1.24000000,7.40000000,133.00000000,35.00000000,0.21482483,0.22263943,308.71395874,0.09760901,0.84321487,0.06432100,1.45097971,3.48213911,35.70496368,13.12479973
983106,1.24000000,7.44000000,134.00000000,35.00000000,0.21579829,0.24968700,298.19812012,0.12982780,0.88288730,0.06432100,1.26713645,3.29557323,37.18478012,14.47519970
983107,1.24000000,7.48000000,134.00000000,35.00000000,0.21783054,0.24498083,292.44512939,0.16422714,0.92258805,0.06432100,1.30484080,3.34270668,38.12354279,15.37919998
983108,1.24000000,7.52000000,138.00000000,34.00000000,0.22113644,0.23590969,289.33679199,0.19781102,0.96231359,0.06432100,1.35731685,3.43211794,41.56478882,18.01919937
983109,1.24000000,7.56000000,141.00000000,42.00000000,0.22916114,0.19660234,288.48574829,0.22496721,1.00206101,0.06432100,1.65812039,3.82719922,44.65511703,20.53440094
983110,1.24000000,7.60000000,159.00000000,41.00000000,0.25384188,0.16248292,293.41403198,0.23578051,1.04182768,0.06432100,1.98657465,4.43080568,54.96675110,27.01919937
983111,1.24000000,7.64000000,197.00000000,64.00000000,0.33398202,0.15418136,286.95236206,0.18970811,1.08161163,0.06432100,2.35861421,5.21735668,75.31972504,38.24800110
983112,1.24000000,7.68000000,226.00000000,128.00000000,0.36763301,0.15997550,279.28906250,0.21780525,1.12141085,0.06930507,2.38007379,5.37384892,91.85294342,48.38399887
983113,1.24000000,7.72000000,182.00000000,58.00000000,0.29662842,0.14246762,284.83630371,0.32693335,1.16122401,0.06132200,2.41155171,5.11508942,76.34954834,43.20959854
983114,1.24000000,7.76000000,148.00000000,11.00000000,0.24089374,0.17516901,281.20980835,0.41675103,1.20104945,0.02132200,1.87842476,4.15708637,67.07725525,41.27360153
1048584,1.28000000,5.12000000,209.00000000,15.00000000,0.33153841,0.18187398,107.09275055,0.38523638,1.32996321,0.02395300,2.40556002,4.78615332,93.10208893,62.76800156
1048585,1.28000000,5.16000000,217.00000000,32.00000000,0.34992635,0.13566418,104.03719330,0.30680773,1.29100573,0.06395300,3.17939878,5.69325542,89.11491394,55.59680176
1048586,1.28000000,5.20000000,245.00000000,39.00000000,0.39426002,0.11722329,77.17054749,0.21114756,1.27367365,0.10395300,3.73468757,6.50113726,106.78829193,71.02719879
1048587,1.28000000,5.24000000,230.00000000,75.00000000,0.37321329,0.11153351,80.82236481,0.14435191,1.27544177,0.14395300,3.80885887,6.48456430,88.31982422,51.94400024
1048588,1.28000000,5.28000000,196.00000000,157.00000000,0.31428367,0.16451193,130.20809937,0.12743707,1.02843916,0.17342700,2.45580649,4.89967346,57.96182632,24.44799995
1048589,1.28000000,5.32000000,182.00000000,239.00000000,0.28904951,0.23718832,159.14787292,0.10886845,0.85598719,0.17342700,1.61329615,3.91331124,47.71100998,16.64480019
1048590,1.28000000,5.36000000,173.00000000,273.00000000,0.27592334,0.26096460,195.22497559,0.10147234,0.68837571,0.13659599,1.44968820,3.64509082,42.74201584,13.23200035
1048591,1.28000000,5.40000000,165.00000000,234.00000000,0.26281106,0.28475639,223.60467529,0.12923741,0.54647487,0.09659600,1.31200492,3.40557170,40.52371216,12.07520008
