Ref,x,y,Connectivity,Gate Counts,Isovist Area,Isovist Compactness,Isovist Drift Angle,Isovist Drift Magnitude,Isovist Max Radial,Isovist Min Radial,Isovist Occlusivity,Isovist Perimeter,Point First Moment,Point Second Moment
65592,0.68000000,7.04000000,91.00000000,4.00000000,0.14248098,0.25702423,30.15317154,0.28346118,0.77057511,0.00469400,1.06736922,2.63934612,28.69151306,11.31999969
65593,0.68000000,7.08000000,102.00000000,6.00000000,0.16039945,0.15034185,17.09288597,0.34497270,1.26314783,0.02883000,2.05456972,3.66156220,38.37519455,22.07679939
65594,0.68000000,7.12000000,135.00000000,8.00000000,0.19199972,0.13696030,6.38261652,0.47152910,1.50161254,0.02883000,2.39896035,4.19718266,73.01100922,62.73120117
65595,0.68000000,7.16000000,136.00000000,12.00000000,0.19092746,0.13408560,0.95941240,0.47235447,1.50126386,0.02883000,2.43375564,4.23007488,72.05467224,61.19680023
65596,0.68000000,7.20000000,106.00000000,18.00000000,0.15829158,0.13884689,353.72811890,0.36265212,1.26160133,0.02883000,2.19820809,3.78499913,42.23612595,26.40640068
65597,0.68000000,7.24000000,84.00000000,38.00000000,0.12820828,0.17007980,340.84774780,0.29539195,1.27010286,0.01911100,1.60504448,3.07777309,27.22744751,11.82400036
65599,0.68000000,7.32000000,81.00000000,24.00000000,0.12599266,0.39237100,32.34393311,0.23897253,0.50405103,0.01612800,0.55137181,2.00876474,22.34488297,7.31199980
65600,0.68000000,7.36000000,89.00000000,35.00000000,0.13626523,0.22890288,17.64455795,0.21377918,0.48902214,0.02883000,1.18726790,2.73509121,23.43040276,7.48159981
65601,0.68000000,7.40000000,91.00000000,39.00000000,0.14139777,0.24666324,3.74253058,0.20090860,0.47688347,0.02883000,1.10502362,2.68394732,23.32996178,7.29920006
65602,0.68000000,7.44000000,90.00000000,31.00000000,0.14086996,0.24546356,350.96069336,0.20303261,0.47951147,0.02883000,1.11037779,2.68547177,23.02829552,7.20959997
65603,0.68000000,7.48000000,84.00000000,34.00000000,0.13290805,0.22177593,336.28350830,0.22150859,0.49545890,0.02883000,1.22247851,2.74424791,22.41389275,7.28639984
65604,0.68000000,7.52000000,82.00000000,30.00000000,0.12702639,0.38921952,324.94857788,0.24610582,0.52495110,0.00656000,0.57741225,2.02513790,23.04098892,7.71999979
65606,0.68000000,7.60000000,87.00000000,36.00000000,0.14761400,0.19491160,11.95398808,0.40900069,1.26640868,0.02756200,1.60029960,3.08496237,38.34028244,26.31360054
65607,0.68000000,7.64000000,97.00000000,9.00000000,0.17881180,0.15876526,2.62297249,0.45036653,1.25919330,0.02883000,2.16467500,3.76205611,44.36598587,32.12480164
65608,0.68000000,7.68000000,108.00000000,6.00000000,0.18327695,0.16768306,356.34201050,0.44483408,1.25617027,0.02883000,2.01985264,3.70607543,51.78316116,38.50559998
65609,0.68000000,7.72000000,109.00000000,6.00000000,0.17739275,0.16528478,349.83221436,0.42625996,1.26108825,0.02883000,2.06407738,3.67245460,53.24469757,39.59199905
65610,0.68000000,7.76000000,95.00000000,1.00000000,0.15844992,0.15053502,340.78915405,0.36853069,1.26856256,0.02132200,2.02679634,3.63690686,38.69772339,23.26399994
131128,0.72000000,7.04000000,102.00000000,4.00000000,0.15869561,0.20433243,45.01020813,0.26490501,0.74743474,0.00469400,1.49397326,3.12405539,32.76999283,13.74400043
131129,0.72000000,7.08000000,113.00000000,7.00000000,0.17533596,0.12569237,28.53237343,0.29606497,1.22380197,0.04469400,2.49797916,4.18683624,40.95810318,22.48640060
131130,0.72000000,7.12000000,145.00000000,17.00000000,0.20903207,0.11790223,12.04157734,0.40775308,1.46165264,0.06883000,2.82917523,4.72009134,73.25566101,59.78559875
131131,0.72000000,7.16000000,143.00000000,25.00000000,0.20814580,0.11633504,5.44785261,0.40336999,1.46129131,0.06883000,2.83909869,4.74169350,70.48439789,57.27199936
131132,0.72000000,7.20000000,115.00000000,40.00000000,0.17486812,0.12091454,358.13177490,0.28939733,1.22213733,0.05911100,2.53655457,4.26305532,40.43276978,22.95680046
131133,0.72000000,7.24000000,100.00000000,126.00000000,0.14941953,0.23277055,346.60263062,0.21754879,0.73706150,0.01911100,1.18552172,2.84017181,27.02370262,9.50559998
131135,0.72000000,7.32000000,96.00000000,129.00000000,0.15093189,0.24691702,28.67729568,0.17941344,0.47801223,0.01612800,1.12045693,2.77153230,23.95674515,7.16800022
131136,0.72000000,7.36000000,100.00000000,111.00000000,0.15572256,0.27044058,15.79554653,0.15206841,0.45161930,0.05612800,1.01761663,2.68995357,23.60302544,6.79199982
131137,0.72000000,7.40000000,99.00000000,102.00000000,0.15448992,0.27474633,3.20848155,0.14459130,0.43844634,0.06883000,0.99900740,2.65820861,23.02419472,6.57600021
131138,0.72000000,7.44000000,101.00000000,104.00000000,0.15433605,0.27426949,349.94863892,0.14666343,0.44130328,0.06883000,1.00003481,2.65919304,23.55228233,6.74399996
131139,0.72000000,7.48000000,99.00000000,95.00000000,0.15500243,0.26836899,337.92138672,0.15835103,0.46559557,0.04656000,1.02335107,2.69406462,23.68151855,6.97599983
131140,0.72000000,7.52000000,84.00000000,89.00000000,0.13082604,0.38455740,316.94116211,0.21266022,0.50113046,0.00656000,0.57178122,2.06762338,21.68857002,6.81759977
131142,0.72000000,7.60000000,102.00000000,103.00000000,0.17182304,0.14980718,7.63616323,0.32344592,1.22731113,0.02756200,2.12372041,3.79646420,39.80908585,25.36319923
131143,0.72000000,7.64000000,111.00000000,14.00000000,0.19725400,0.13507575,358.74856567,0.37842405,1.21954489,0.06756200,2.55406809,4.28379965,45.54705429,30.56800079
131144,0.72000000,7.68000000,120.00000000,11.00000000,0.20140241,0.13999216,350.58969116,0.37880096,1.21628976,0.06883000,2.46157813,4.25192308,53.09302902,36.97439957
131145,0.72000000,7.72000000,122.00000000,4.00000000,0.19472969,0.13698164,342.11383057,0.36630097,1.22158504,0.06132200,2.52710390,4.22658730,55.90539169,38.90719986
131146,0.72000000,7.76000000,107.00000000,1.00000000,0.17351840,0.12426798,328.89605713,0.31751204,1.22901642,0.02132200,2.47841692,4.18888140,43.01367188,25.20639992
196664,0.76000000,7.04000000,102.00000000,2.00000000,0.16338629,0.20918594,54.92374802,0.24322437,0.74253380,0.00469400,1.40008891,3.13289952,30.45937729,12.10079956
196665,0.76000000,7.08000000,112.00000000,1.00000000,0.17944431,0.12812589,37.52099991,0.25497970,1.18455446,0.04469400,2.40109372,4.19518709,37.26616287,19.37759972
196666,0.76000000,7.12000000,149.00000000,11.00000000,0.21745737,0.12197344,16.16477966,0.35836741,1.42169583,0.08469400,2.72698736,4.73324919,72.02291107,57.11199951
196667,0.76000000,7.16000000,148.00000000,19.00000000,0.21994409,0.12205588,9.88990116,0.34539992,1.42132092,0.10313173,2.72986841,4.75862789,68.98416138,53.79520035
196668,0.76000000,7.20000000,124.00000000,41.00000000,0.19291699,0.13178845,8.99194431,0.21480916,1.18275404,0.06562982,2.41205382,4.28895521,40.58594894,21.23520088
196669,0.76000000,7.24000000,117.00000000,250.00000000,0.18164657,0.20782888,7.41226673,0.12762906,0.68321049,0.03432772,1.37819707,3.31409979,30.89657021,10.64960003
196670,0.76000000,7.28000000,93.00000000,412.00000000,0.14268017,0.23863348,49.64749908,0.06289616,0.50403339,0.02851600,1.34014583,2.74107575,20.42593384,5.53760004
196671,0.76000000,7.32000000,109.00000000,252.00000000,0.16789573,0.27981630,34.67950058,0.10667817,0.46466732,0.03276087,0.84294081,2.74592233,24.63986969,6.73280001
196672,0.76000000,7.36000000,104.00000000,173.00000000,0.16036507,0.28040507,21.86462784,0.09840813,0.42562976,0.06295645,0.88813055,2.68081522,22.75644875,6.07200003
196673,0.76000000,7.40000000,101.00000000,162.00000000,0.15761371,0.28200901,4.31496763,0.09327407,0.40031558,0.10026842,0.88115555,2.65014982,21.33610535,5.55200005
196674,0.76000000,7.44000000,101.00000000,164.00000000,0.15754905,0.28163049,345.39120483,0.09615850,0.41039002,0.09113614,0.88153118,2.65138626,21.45566559,5.64319992
196675,0.76000000,7.48000000,102.00000000,173.00000000,0.16027415,0.27895701,329.57415771,0.10597771,0.44890106,0.05459850,0.89011145,2.68700218,22.46376228,6.13280010
196676,0.76000000,7.52000000,108.00000000,322.00000000,0.16827793,0.27666393,318.81604004,0.11671624,0.48798555,0.02926083,0.84428531,2.76466322,24.52491379,6.90719986
196677,0.76000000,7.56000000,89.00000000,279.00000000,0.14570859,0.24444675,321.18273926,0.06891732,0.52737504,0.02851600,1.32669747,2.73687768,20.55211449,6.03679991
196678,0.76000000,7.60000000,120.00000000,142.00000000,0.19934894,0.13164654,355.56808472,0.22259669,1.18834889,0.03965887,2.43045235,4.36221600,41.94468307,23.11199951
196679,0.76000000,7.64000000,123.00000000,17.00000000,0.21579728,0.14589053,351.95596313,0.30899367,1.17994964,0.07333339,2.43392730,4.31136084,48.51716232,30.85440063
196680,0.76000000,7.68000000,126.00000000,11.00000000,0.21308006,0.14687537,345.22521973,0.32503486,1.17642725,0.10132200,2.35430908,4.26974440,54.09829330,36.62879944
196681,0.76000000,7.72000000,123.00000000,1.00000000,0.20239976,0.14148296,336.31790161,0.31966379,1.18215668,0.06132200,2.42652774,4.23992205,52.33275223,34.18560028
196682,0.76000000,7.76000000,105.00000000,1.00000000,0.17660445,0.12619781,319.49386597,0.27440658,1.18950057,0.02132200,2.35984898,4.19353056,38.42658615,20.74239922
262200,0.80000000,7.04000000,102.00000000,5.00000000,0.15782028,0.20219477,61.37834549,0.21145752,0.74778426,0.00469400,1.50159192,3.13185310,29.13722801,11.40639973
262201,0.80000000,7.08000000,110.00000000,7.00000000,0.17030375,0.12189896,41.83684921,0.21039353,1.14542770,0.04469400,2.50386739,4.19002914,33.31148911,15.56159973
262202,0.80000000,7.12000000,146.00000000,12.00000000,0.20918532,0.11795204,14.42463779,0.32804427,1.38174224,0.08469400,2.81224442,4.72082376,66.70840454,51.47840118
262203,0.80000000,7.16000000,141.00000000,25.00000000,0.20671555,0.11702411,5.60661411,0.32287130,1.38135278,0.09911100,2.77261114,4.71144199,62.47753906,47.95999908
262204,0.80000000,7.20000000,109.00000000,78.00000000,0.16497374,0.14936657,352.68322754,0.19562329,1.14346993,0.05911100,1.98087716,3.72550917,31.90243340,15.99520016
262205,0.80000000,7.24000000,86.00000000,306.00000000,0.13437113,0.27308923,327.22381592,0.15213810,0.64716583,0.01911100,0.90667844,2.48659825,19.30418015,5.79519987
262207,0.80000000,7.32000000,86.00000000,104.00000000,0.13520066,0.29713762,62.29041672,0.13680227,0.47895312,0.01612800,0.81239855,2.39119792,18.25393867,4.78399992
262208,0.80000000,7.36000000,95.00000000,79.00000000,0.15043177,0.28258887,46.85021210,0.07117409,0.44388920,0.05612800,0.88645375,2.58640885,18.94806290,4.67999983
262209,0.80000000,7.40000000,100.00000000,83.00000000,0.15267025,0.28213874,12.79123211,0.04858939,0.40933707,0.09612800,0.90872169,2.60765886,19.75224495,4.82719994
262210,0.80000000,7.44000000,99.00000000,81.00000000,0.15257548,0.28210384,329.51510620,0.05504753,0.43119323,0.08656000,0.90932822,2.60701060,19.69362259,4.89919996
262211,0.80000000,7.48000000,97.00000000,90.00000000,0.14964417,0.28153622,305.08758545,0.08569075,0.46676755,0.04656000,0.89573675,2.58444738,19.82155418,5.09759998
262212,0.80000000,7.52000000,84.00000000,82.00000000,0.13048665,0.38755774,295.66970825,0.16112681,0.50205809,0.00656000,0.56868285,2.05693126,18.72151566,5.20480013
262214,0.80000000,7.60000000,91.00000000,211.00000000,0.15649989,0.15097633,15.80854225,0.23280834,1.14901710,0.02756200,1.92449141,3.60917139,28.88841629,15.74400043
262215,0.80000000,7.64000000,106.00000000,42.00000000,0.19265845,0.13630061,1.02224493,0.30228904,1.14041960,0.06756200,2.44671702,4.21453905,38.80229568,24.69280052
262216,0.80000000,7.68000000,121.00000000,16.00000000,0.20074128,0.14081503,349.20474243,0.29890019,1.13658702,0.10132200,2.40745759,4.23251772,48.85221100,32.19520187
262217,0.80000000,7.72000000,117.00000000,9.00000000,0.19326727,0.13558361,337.17324829,0.28409135,1.14282024,0.06132200,2.52311301,4.23233938,45.91129684,28.65600014
262218,0.80000000,7.76000000,101.00000000,3.00000000,0.16598839,0.11891093,313.87722778,0.22625682,1.15001833,0.02132200,2.46257806,4.18825293,32.79520798,15.56799984
327736,0.84000000,7.04000000,92.00000000,6.00000000,0.14215967,0.26474586,61.87798691,0.16229922,0.61746997,0.00469400,1.02062356,2.59763741,22.00300598,6.91200018
327737,0.84000000,7.08000000,94.00000000,15.00000000,0.15113857,0.14385022,39.30973053,0.15896767,1.10645139,0.04469400,1.99528551,3.63360190,22.68310165,8.46399975
327738,0.84000000,7.12000000,137.00000000,18.00000000,0.19279449,0.14060286,8.72824001,0.31729195,1.34179235,0.08469400,2.29592943,4.15102339,60.21097183,46.25759888
327739,0.84000000,7.16000000,128.00000000,33.00000000,0.18856715,0.13919012,359.46517944,0.32340530,1.34138715,0.09911100,2.28397846,4.12604284,54.65717697,41.98559952
327740,0.84000000,7.20000000,95.00000000,128.00000000,0.14550926,0.15683064,342.69757080,0.18512149,1.10430932,0.05911100,1.85152173,3.41456032,25.36714935,12.06079960
327741,0.84000000,7.24000000,81.00000000,225.00000000,0.12565775,0.37808734,316.86422729,0.14237882,0.61113656,0.01911100,0.59156543,2.04363585,17.43361473,4.92959976
327743,0.84000000,7.32000000,81.00000000,21.00000000,0.12564035,0.39769119,75.77098846,0.13115044,0.49847242,0.01612800,0.51986730,1.99249160,16.45958710,4.08640003
327744,0.84000000,7.36000000,83.00000000,24.00000000,0.12823479,0.30693549,70.49030304,0.08455777,0.46170229,0.05612800,0.74587983,2.29131246,14.92940044,3.32480001
327745,0.84000000,7.40000000,83.00000000,24.00000000,0.13239253,0.27368677,45.38232422,0.03149810,0.42551526,0.09612800,0.83827341,2.46552706,14.04659748,2.93759990
327746,0.84000000,7.44000000,85.00000000,33.00000000,0.13209738,0.27741846,300.32546997,0.04468275,0.44658035,0.08656000,0.82856089,2.44615722,14.62645149,3.13120008
327747,0.84000000,7.48000000,82.00000000,21.00000000,0.12786692,0.31008527,286.83212280,0.09947211,0.48312476,0.04656000,0.74241889,2.27637339,15.30608368,3.62560010
327748,0.84000000,7.52000000,82.00000000,27.00000000,0.12656334,0.39541450,282.43527222,0.14364044,0.52017790,0.00656000,0.53655070,2.00554585,17.15569305,4.49440002
327750,0.84000000,7.60000000,82.00000000,174.00000000,0.13923970,0.18321003,23.24804497,0.21823014,1.10953617,0.02756200,1.56245816,3.09037971,23.93994141,12.03520012
327751,0.84000000,7.64000000,94.00000000,50.00000000,0.17515932,0.18316042,6.57922602,0.30799261,1.10097075,0.06756200,1.86593413,3.46661615,33.64041138,21.42720032
327752,0.84000000,7.68000000,109.00000000,20.00000000,0.18261857,0.17449239,356.16372681,0.29556057,1.09677434,0.10132200,1.88505137,3.62651229,42.13192749,27.83200073
327753,0.84000000,7.72000000,105.00000000,6.00000000,0.17518145,0.16660216,343.74093628,0.26277888,1.10359836,0.06132200,1.97339785,3.63503575,37.92315674,22.92959976
327754,0.84000000,7.76000000,85.00000000,5.00000000,0.14466044,0.14813344,314.20120239,0.16721676,1.05436599,0.02132200,1.87614536,3.50310612,21.76741028,8.06079960
393257,0.88000000,6.44000000,42.00000000,10.00000000,0.06574469,0.19265790,45.21749878,0.21264370,0.65549314,0.00251600,1.10127366,2.07081771,8.74694443,2.34719992
393258,0.88000000,6.48000000,60.00000000,13.00000000,0.09711990,0.14543833,24.35153770,0.35994050,1.02618194,0.00251600,1.84800577,2.89680743,21.75075912,13.07199955
393259,0.88000000,6.52000000,52.00000000,10.00000000,0.08026388,0.07836920,17.60622787,0.26418623,1.36263597,0.00251600,2.51723027,3.58750319,14.96798706,8.02719975
393260,0.88000000,6.56000000,38.00000000,11.00000000,0.06270686,0.20867355,5.10501862,0.13824673,0.51064128,0.00251600,0.89102030,1.94325030,5.78655100,1.18239999
393261,0.88000000,6.60000000,36.00000000,10.00000000,0.05485094,0.28015688,340.13192749,0.12584782,0.34623972,0.00251600,0.63091600,1.56854260,5.37771797,0.99040002
393262,0.88000000,6.64000000,32.00000000,7.00000000,0.05034882,0.47714320,320.31454468,0.14395928,0.36242804,0.00251600,0.27535948,1.15152991,5.09249592,0.95520002
393264,0.88000000,6.72000000,19.00000000,22.00000000,0.03550069,0.32935309,18.76444435,0.13078931,0.36360464,0.00251600,0.39829713,1.16383767,2.69904661,0.50400001
393265,0.88000000,6.76000000,23.00000000,25.00000000,0.04342856,0.18561606,355.99319458,0.15006326,0.49469069,0.00251600,0.88476008,1.71468699,3.34363914,0.63840002
393266,0.88000000,6.80000000,41.00000000,26.00000000,0.06231905,0.06357460,345.69851685,0.32343167,1.36909294,0.00251600,2.61509109,3.50972819,15.74874401,11.21599960
393272,0.88000000,7.04000000,87.00000000,4.00000000,0.13755204,0.26004320,72.72751617,0.14141519,0.58529174,0.00469400,0.99880475,2.57819462,19.07238388,5.40000010
393273,0.88000000,7.08000000,89.00000000,15.00000000,0.14079487,0.13615711,51.00585175,0.11419212,1.06766474,0.04469400,1.98601878,3.60477543,19.27821732,6.43359995
393274,0.88000000,7.12000000,133.00000000,19.00000000,0.18632127,0.14386190,7.15412521,0.29760322,1.30184662,0.08469400,2.23328638,4.03425407,56.96473312,42.82080078
393275,0.88000000,7.16000000,126.00000000,54.00000000,0.18301380,0.14884789,357.63473511,0.30410224,1.30142438,0.09911100,2.16899920,3.93075085,51.60908890,38.28480148
393276,0.88000000,7.20000000,91.00000000,172.00000000,0.13936573,0.17919499,335.26492310,0.14253613,1.06530452,0.05911100,1.60893834,3.12622333,22.26264381,9.29920006
393277,0.88000000,7.24000000,82.00000000,137.00000000,0.12514926,0.38324332,302.94857788,0.11696973,0.57360345,0.01911100,0.56569207,2.02573109,17.05022621,4.54559994
393279,0.88000000,7.32000000,78.00000000,3.00000000,0.12098401,0.39801490,91.51754761,0.11805104,0.51495743,0.01612800,0.49159348,1.95442605,15.03821945,3.51999998
393280,0.88000000,7.36000000,76.00000000,12.00000000,0.11911523,0.38556984,90.25724792,0.07105979,0.47532529,0.05612800,0.49008492,1.97032130,12.65720081,2.55040002
393281,0.88000000,7.40000000,77.00000000,11.00000000,0.11826764,0.32573417,86.94858551,0.01985893,0.39061132,0.09612800,0.66025752,2.13602448,11.78551006,2.12960005
393282,0.88000000,7.44000000,74.00000000,7.00000000,0.11826764,0.32511559,271.84643555,0.03280886,0.41024679,0.08656000,0.66228867,2.13805556,11.13837051,1.99039996
393283,0.88000000,7.48000000,76.00000000,8.00000000,0.11983486,0.38126639,268.98242188,0.08289757,0.49643567,0.04656000,0.50335509,1.98738623,12.65720081,2.55040002
393284,0.88000000,7.52000000,79.00000000,13.00000000,0.12172048,0.39299089,268.11743164,0.13008977,0.53599572,0.00656000,0.50763786,1.97285664,15.34285069,3.61279988
393286,0.88000000,7.60000000,77.00000000,132.00000000,0.13422163,0.18028402,31.99067116,0.16213186,1.07009387,0.02756200,1.50451767,3.05870485,19.34288406,7.91359997
393287,0.88000000,7.64000000,95.00000000,85.00000000,0.17219238,0.21726725,8.31016636,0.28339523,1.06162453,0.06756200,1.60201132,3.15583849,33.13190842,20.52000046
393288,0.88000000,7.68000000,104.00000000,26.00000000,0.17682846,0.18753290,358.00830078,0.27722043,1.05699682,0.10132200,1.77794623,3.44224906,38.88245010,24.93759918
393289,0.88000000,7.72000000,100.00000000,7.00000000,0.16718574,0.16807511,344.55792236,0.23589885,1.06452096,0.06132200,1.92191362,3.53551602,34.07425308,19.81279945
393290,0.88000000,7.76000000,80.00000000,5.00000000,0.13438380,0.24895573,300.38851929,0.12536827,0.57925904,0.02132200,1.01602709,2.60445786,17.99533463,5.38399982
458760,0.92000000,5.12000000,165.00000000,1.00000000,0.26893279,0.19121568,31.67019081,0.37126219,1.29900801,0.02265400,2.16445804,4.20402288,66.93367004,33.51359940
458761,0.92000000,5.16000000,183.00000000,1.00000000,0.29515675,0.15789025,19.20174408,0.42842522,1.63545942,0.02265400,2.75671649,4.84678364,85.82091522,58.86880112
458762,0.92000000,5.20000000,188.00000000,-1.00000000,0.31002286,0.16890642,11.17157555,0.46343106,1.63339782,0.02265400,2.60062194,4.80262566,92.15937805,70.94560242
458763,0.92000000,5.24000000,176.00000000,-1.00000000,0.30361402,0.15341882,5.85160494,0.44637915,1.63460386,0.02265400,2.91026640,4.98685265,77.41838837,53.99039841
458764,0.92000000,5.28000000,162.00000000,-1.00000000,0.26575056,0.18628910,1.90713775,0.33166188,1.29723144,0.02265400,2.23804045,4.23397493,58.95347977,29.92160034
458765,0.92000000,5.32000000,158.00000000,-1.00000000,0.25389847,0.24615756,354.43490601,0.30661201,1.01704752,0.02265400,1.65876412,3.60021448,54.27157593,24.65119934
458766,0.92000000,5.36000000,154.00000000,1.00000000,0.24771149,0.24385364,346.27453613,0.30491751,1.03112066,0.02265400,1.65122664,3.57283854,52.54640198,23.44479942
458767,0.92000000,5.40000000,148.00000000,1.00000000,0.24152452,0.23995447,338.28329468,0.30870512,1.04839718,0.02265400,1.65471268,3.55648613,49.67876053,20.87039948
458768,0.92000000,5.44000000,148.00000000,-1.00000000,0.23719807,0.27981982,331.08987427,0.31713653,1.06872177,0.02265400,1.37675691,3.26378298,51.96020126,22.46080017
458769,0.92000000,5.48000000,146.00000000,3.00000000,0.23453593,0.45085996,324.65637207,0.33299601,0.83469576,0.01659600,0.68611550,2.55675316,53.06225586,22.82080078
458793,0.92000000,6.44000000,39.00000000,8.00000000,0.06085318,0.19777459,61.33131409,0.16883737,0.56967515,0.00795800,1.04280436,1.96635222,6.83128452,1.57599998
458794,0.92000000,6.48000000,63.00000000,14.00000000,0.09765401,0.14663143,28.43131256,0.31959346,0.98693287,0.04251600,1.83147669,2.89292002,21.04937553,11.91839981
458795,0.92000000,6.52000000,61.00000000,22.00000000,0.09323594,0.13227020,20.82393265,0.27446240,1.00962901,0.04251600,1.89058590,2.97622395,18.97497559,10.86559963
458796,0.92000000,6.56000000,43.00000000,29.00000000,0.06672649,0.22976989,13.20017719,0.10105111,0.47657138,0.04251600,0.82276732,1.91032612,6.16934824,1.24319994
458797,0.92000000,6.60000000,39.00000000,30.00000000,0.06105494,0.29662988,345.85174561,0.08432642,0.30869856,0.04251600,0.60508537,1.60826600,5.22299480,0.87840003
458798,0.92000000,6.64000000,34.00000000,43.00000000,0.05142338,0.35536218,308.83850098,0.11129614,0.32804120,0.02359600,0.44985032,1.34849596,4.71011305,0.78399998
458800,0.92000000,6.72000000,23.00000000,84.00000000,0.03917126,0.25756457,16.05456734,0.08884804,0.32540303,0.03600800,0.56738299,1.38243794,2.75892234,0.44319999
458801,0.92000000,6.76000000,26.00000000,26.00000000,0.05110951,0.18143280,339.82757568,0.11712829,0.45389140,0.04251600,0.94142455,1.88147259,3.39655852,0.60159999
458802,0.92000000,6.80000000,50.00000000,53.00000000,0.07977888,0.07626709,341.80346680,0.35647073,1.32685018,0.03156300,2.63884950,3.62560368,20.40247917,15.15040016
458808,0.92000000,7.04000000,86.00000000,3.00000000,0.13248360,0.26452157,85.53887939,0.12642106,0.55619013,0.00469400,0.96343058,2.50873876,18.34851456,4.95039988
458809,0.92000000,7.08000000,85.00000000,25.00000000,0.13270345,0.27801904,75.56053162,0.08223845,0.52561581,0.04469400,0.90367317,2.44911289,16.34422302,4.10720015
458810,0.92000000,7.12000000,132.00000000,20.00000000,0.18436204,0.14942281,7.03686619,0.26996058,1.26190555,0.08469400,2.16989493,3.93760586,54.40893936,39.21440125
458811,0.92000000,7.16000000,124.00000000,87.00000000,0.18216684,0.16945374,356.75799561,0.27421144,1.26146472,0.09911100,1.93296480,3.67547965,49.05295181,35.00320053
458812,0.92000000,7.20000000,87.00000000,174.00000000,0.13487585,0.17482072,318.72012329,0.09010080,1.02649999,0.05911100,1.60918558,3.11369157,18.25230598,5.73120022
458813,0.92000000,7.24000000,82.00000000,88.00000000,0.12431336,0.38515389,282.22924805,0.10088924,0.53642702,0.01911100,0.54372579,2.01394081,16.70273209,4.26719999
458815,0.92000000,7.32000000,75.00000000,5.00000000,0.11617266,0.41787842,108.57151031,0.11340930,0.50063109,0.01612800,0.44531676,1.86909747,13.81851864,3.00640011
458816,0.92000000,7.36000000,74.00000000,2.00000000,0.11447730,0.43449196,118.06073761,0.07062069,0.43386751,0.05612800,0.40319279,1.81959081,11.96116066,2.29600000
458817,0.92000000,7.40000000,71.00000000,6.00000000,0.11278193,0.44810286,149.83992004,0.03496812,0.37313214,0.09612800,0.36941075,1.77842617,10.33815193,1.76639998
458818,0.92000000,7.44000000,74.00000000,3.00000000,0.11329302,0.44550970,222.37350464,0.04215664,0.38695529,0.08656000,0.37639022,1.78763127,11.18668079,2.01279998
458819,0.92000000,7.48000000,75.00000000,5.00000000,0.11498839,0.43110567,245.04011536,0.08081698,0.44938582,0.04656000,0.41217279,1.83079648,12.36116123,2.45600009
458820,0.92000000,7.52000000,75.00000000,5.00000000,0.11668375,0.41387913,252.67745972,0.12418764,0.51724064,0.00656000,0.45622665,1.88223290,13.79587746,2.98880005
458822,0.92000000,7.60000000,73.00000000,91.00000000,0.12731987,0.18674167,53.90027618,0.10392629,0.97254050,0.02756200,1.39232218,2.92706537,15.45825386,4.58400011
458823,0.92000000,7.64000000,96.00000000,113.00000000,0.17345081,0.21971269,9.75053883,0.24845369,1.02241039,0.06756200,1.59746265,3.14967346,32.26950836,18.88319969
458824,0.92000000,7.68000000,106.00000000,30.00000000,0.17608708,0.19396922,358.42388916,0.24864860,1.01726437,0.10132200,1.73333335,3.37755370,38.39807510,23.44960022
458825,0.92000000,7.72000000,96.00000000,9.00000000,0.16263945,0.17395937,342.95626831,0.20142476,1.02529430,0.06132200,1.83985782,3.42763019,30.71974945,16.90559959
458826,0.92000000,7.76000000,77.00000000,7.00000000,0.12979977,0.27691162,288.37524414,0.10558195,0.54633331,0.02132200,0.91218561,2.42700863,16.52857399,4.64639997
524296,0.96000000,5.12000000,170.00000000,1.00000000,0.27297422,0.18197355,37.06353760,0.34090129,1.25940633,0.02395300,2.25757575,4.34171820,65.61161804,31.68639946
524297,0.96000000,5.16000000,185.00000000,2.00000000,0.29927707,0.15231936,22.47734261,0.38998991,1.59555745,0.06265400,2.83676815,4.96894407,80.56738281,52.26079941
524298,0.96000000,5.20000000,190.00000000,5.00000000,0.31501198,0.16420598,13.03037071,0.42504725,1.59341967,0.06265400,2.66843915,4.90991497,87.51490784,65.34239960
524299,0.96000000,5.24000000,178.00000000,7.00000000,0.30785254,0.14991161,7.11107635,0.40608707,1.59467030,0.06265400,2.96841049,5.07994080,72.87931061,49.13919830
524300,0.96000000,5.28000000,165.00000000,1.00000000,0.26812309,0.18132728,3.07252240,0.28903535,1.25754333,0.06265400,2.28666496,4.31062746,55.56336212,27.10720062
524301,0.96000000,5.32000000,158.00000000,2.00000000,0.25638366,0.24002892,354.25357056,0.26639092,0.97893506,0.06265400,1.69858563,3.66368651,49.38025665,21.02239990
524302,0.96000000,5.36000000,154.00000000,-1.00000000,0.24923491,0.23847774,344.63635254,0.26467678,0.99416220,0.06265400,1.68402314,3.62397718,47.38404465,19.46719933
524303,0.96000000,5.40000000,154.00000000,3.00000000,0.24208617,0.23508553,335.28936768,0.26947942,1.01282120,0.06265400,1.68249536,3.59730244,49.08913040,20.51679993
524304,0.96000000,5.44000000,147.00000000,-1.00000000,0.23618917,0.27389073,326.88635254,0.27969334,1.03472626,0.05659600,1.39839077,3.29189706,46.75740814,18.38879967
524305,0.96000000,5.48000000,147.00000000,8.00000000,0.23523019,0.44938013,320.21890259,0.30250514,0.81260836,0.01659600,0.69240105,2.56474710,49.90449905,20.44799995
