Ref,x,y,Connectivity,Point First Moment,Point Second Moment,Visual Entropy,Visual Integration [HH],Visual Integration [P-value],Visual Integration [Tekl],Visual Mean Depth,Visual Node Count,Visual Relativised Entropy
1179679,1.74,6.66,165,184.31572,357.37561,1.7062031,5.3535857,0.64223564,0.8581019,2.5479894,1866,2.2837
1179680,1.74,6.72,129,122.50497,223.79761,1.6613672,5.2750177,0.63281035,0.85651261,2.5710456,1866,2.3353758
1179681,1.74,6.78,74,26.598925,13.6656,1.8255101,4.032299,0.48372927,0.82862669,3.055228,1866,2.4858663
1179682,1.74,6.84,47,12.182004,3.9384,1.747768,3.8190763,0.4581503,0.8232066,3.1699731,1866,2.6139781
1179683,1.74,6.9,12,2.2561636,0.59039998,1.7617679,3.0502865,0.36592346,0.8015157,3.7168901,1866,2.8768213
1179684,1.74,6.96,23,5.3043046,1.5984,1.8866824,3.2213011,0.386439,0.80667406,3.5726542,1866,2.7007351
1179686,1.74,7.08,40,10.802931,4.3379998,1.9263142,3.2511153,0.39001563,0.80755186,3.5490618,1866,2.6601324
1179687,1.74,7.14,46,15.560962,8.8920002,1.9523141,3.2696853,0.39224333,0.80809546,3.5345845,1866,2.6329269
1179688,1.74,7.2,42,12.916609,6.8256001,1.9487624,3.2683024,0.39207745,0.80805504,3.5356569,1866,2.635607
1179690,1.74,7.32,35,6.9112196,1.6848,2.0631895,2.1469374,0.25755441,0.76982278,4.8600535,1866,3.1442795
1179691,1.74,7.38,33,5.309341,1.0404,2.0600538,2.1451495,0.25733995,0.76975054,4.8632708,1866,3.1464097
1179692,1.74,7.44,35,5.959198,1.2528,2.1031992,2.4059467,0.28862613,0.77982342,4.4445038,1866,2.9326735
1179693,1.74,7.5,34,6.4744129,1.494,2.0736265,2.3895798,0.2866627,0.77921677,4.4680967,1866,2.960732
1179695,1.74,7.62,39,14.291961,8.7587996,1.992906,2.7148783,0.32568669,0.79071802,4.052547,1866,2.8524115
1179696,1.74,7.68,43,17.044601,11.6208,2.0090046,2.727334,0.32718092,0.7911368,4.0386057,1866,2.837431
1179697,1.74,7.74,38,11.541303,5.652,2.0019238,2.7225299,0.3266046,0.79097545,4.0439677,1866,2.8433197
1245187,1.8,4.98,41,10.308206,3.1392,1.9677101,2.907959,0.34884936,0.79705095,3.8498659,1866,2.7729206
1245188,1.8,5.04,42,8.9923124,2.3724,1.9199628,3.0837593,0.369939,0.80254245,3.6873994,1866,2.7390652
1245189,1.8,5.1,47,10.256551,3.1356001,1.7802714,3.484961,0.41806862,0.81423157,3.378016,1866,2.6999111
1245190,1.8,5.16,70,25.706291,16.9776,1.8645118,4.2275171,0.50714833,0.83340186,2.9603217,1866,2.3978944
1245191,1.8,5.22,74,25.261263,12.978,1.9094694,3.6625123,0.43936831,0.81907862,3.2627347,1866,2.5337543
1245192,1.8,5.28,55,14.262294,5.5296001,1.8591787,3.6120126,0.43331018,0.81771857,3.2943699,1866,2.589067
1245193,1.8,5.34,46,10.407033,2.9303999,1.7525038,3.4936261,0.41910809,0.81447244,3.372118,1866,2.7201102
1245194,1.8,5.4,42,10.733653,3.3336,1.7121047,3.4338596,0.41193831,0.81280172,3.4134049,1866,2.7766767
1245202,1.8,5.88,41,11.906736,4.9643998,1.7314897,3.8755772,0.46492836,0.82466477,3.1383379,1866,2.6096051
1245203,1.8,5.94,150,186.3627,374.46841,1.7427076,5.2357054,0.62809426,0.85571074,2.5828419,1866,2.2746789
1245204,1.8,6,149,186.09438,374.39639,1.7416488,5.2357054,0.62809426,0.85571074,2.5828419,1866,2.2755153
1245205,1.8,6.06,41,11.691246,4.7160001,1.7332643,3.8990419,0.46774325,0.82526559,3.1254692,1866,2.6008718
1245213,1.8,6.54,48,13.616323,4.9320002,1.7623265,3.9670949,0.47590715,0.82699275,3.0890081,1866,2.5561264
1245214,1.8,6.6,124,86.715759,107.7264,1.777838,4.7381368,0.56840414,0.84514856,2.7490616,1866,2.3483598
1245215,1.8,6.66,166,178.03386,337.23001,1.7059337,5.3406367,0.64068222,0.85784113,2.5517426,1866,2.2866299
1245216,1.8,6.72,134,121.12704,213.7932,1.66641,5.2660313,0.63173229,0.85632974,2.5737267,1866,2.333153
1245217,1.8,6.78,66,20.92219,9.3059998,1.8196466,4.0301962,0.483477,0.8285743,3.0563002,1866,2.490366
1245218,1.8,6.84,44,12.057833,4.2156,1.7431427,3.8552761,0.46249294,0.82414269,3.1495979,1866,2.6061714
1245219,1.8,6.9,14,2.2831867,0.49680001,1.7648135,3.051491,0.36606798,0.80155277,3.7158177,1866,2.8741069
1245220,1.8,6.96,24,5.7378407,1.8072,1.8893063,3.2226443,0.38660014,0.80671376,3.5715818,1866,2.6981585
1245222,1.8,7.08,51,18.128601,9.6803999,1.9794875,3.2912695,0.39483267,0.80872434,3.5179625,1866,2.6040161
1245223,1.8,7.14,56,20.811771,12.1716,1.9888805,3.2989972,0.3957597,0.80894876,3.5120645,1866,2.5944633
1245224,1.8,7.2,54,17.145905,8.6471996,1.9862784,3.2975895,0.39559084,0.80890787,3.5131366,1866,2.5966487
1245225,1.8,7.26,35,7.6817789,2.1384001,1.9751854,2.7969241,0.33552918,0.79345,3.9630027,1866,2.8232505
1245226,1.8,7.32,47,9.8242826,2.4696,2.1168122,2.4164793,0.28988966,0.7802121,4.4294906,1866,2.9239767
1245227,1.8,7.38,46,9.0021734,2.1240001,2.1162317,2.4161017,0.28984433,0.78019822,4.430027,1866,2.9242558
1245228,1.8,7.44,45,8.6790638,2.0195999,2.1156263,2.415724,0.28979903,0.78018427,4.430563,1866,2.9245596
1245229,1.8,7.5,47,9.8242826,2.4696,2.1168122,2.4164793,0.28988966,0.7802121,4.4294906,1866,2.9239767
1245230,1.8,7.56,27,6.0324283,1.7568001,2.1000688,2.4089468,0.28898603,0.77993429,4.4402146,1866,2.9346728
1245231,1.8,7.62,58,22.161917,13.3056,1.9949363,2.8558393,0.34259686,0.79537404,3.9018767,1866,2.7934721
1245232,1.8,7.68,55,22.159258,14.382,1.9933513,2.8553116,0.34253359,0.79535693,3.9024129,1866,2.7944088
1245233,1.8,7.74,51,20.060545,11.9664,1.9891866,2.8521502,0.34215432,0.79525447,3.9056301,1866,2.797796
1310723,1.86,4.98,41,11.216444,3.5927999,1.9677101,2.907959,0.34884936,0.79705095,3.8498659,1866,2.7729206
1310724,1.86,5.04,41,9.6188517,2.6784,1.9677101,2.907959,0.34884936,0.79705095,3.8498659,1866,2.7729206
1310725,1.86,5.1,52,15.569488,7.2684002,1.8456641,3.5637081,0.42751539,0.81640399,3.3254693,1866,2.6176603
1310726,1.86,5.16,65,21.327066,10.782,1.873736,3.5885308,0.43049321,0.81708121,3.3093834,1866,2.5881393
1310727,1.86,5.22,75,26.854137,14.238,1.9105059,3.6633804,0.43947244,0.81910187,3.2621984,1866,2.5327826
1310728,1.86,5.28,57,17.728224,8.3448,1.8623729,3.6145468,0.43361419,0.81778711,3.2927613,1866,2.5858669
1310729,1.86,5.34,42,9.939024,2.8044,1.9877681,2.9189427,0.35016701,0.79740137,3.8391421,1866,2.7517812
1310730,1.86,5.4,40,11.017536,3.5711999,1.9819083,2.9156389,0.34977067,0.79729611,3.8423593,1866,2.7573845
1310738,1.86,5.88,38,12.447767,5.8284001,1.81823,3.6137016,0.43351281,0.81776428,3.2932975,1866,2.6206884
1310739,1.86,5.94,152,183.07649,356.4324,1.745074,5.239255,0.62852007,0.85578334,2.5817695,1866,2.2720807
1310740,1.86,6,152,182.73074,356.04721,1.7459905,5.2517166,0.63001502,0.85603791,2.578016,1866,2.2687895
1310741,1.86,6.06,38,12.447767,5.8284001,1.7781098,3.6677272,0.43999389,0.81921828,3.2595174,1866,2.6359208
1310750,1.86,6.6,129,86.858818,104.3388,1.8032777,4.713572,0.56545722,0.84460586,2.758177,1866,2.3325677
1310751,1.86,6.66,168,172.79036,318.6684,1.7081106,5.3443298,0.64112526,0.85791558,2.5506701,1866,2.2842023
1310752,1.86,6.72,138,121.41206,210.20039,1.6711597,5.2696223,0.63216305,0.85640281,2.5726542,1866,2.3286111
1310753,1.86,6.78,43,13.798146,6.6023998,1.7780179,3.8049734,0.45645845,0.82284009,3.1780162,1866,2.591656
1310755,1.86,6.9,16,2.9757788,0.74879998,1.7622432,3.049083,0.3657791,0.80147862,3.7179625,1866,2.8778675
1310756,1.86,6.96,23,5.7881041,2.0016,1.8878495,3.2219725,0.38651955,0.80669391,3.572118,1866,2.6994805
1310758,1.86,7.08,43,16.381559,9.9216003,2.0554099,2.907959,0.34884936,0.79705095,3.8498659,1866,2.7104268
1310759,1.86,7.14,53,20.673109,12.9636,1.9856684,3.2968862,0.39550644,0.80888748,3.5136728,1866,2.5973091
1310760,1.86,7.2,46,15.830339,9.0251999,1.9706986,3.2849739,0.39407742,0.80854124,3.5227883,1866,2.6125815
1310762,1.86,7.32,43,9.7298031,2.6387999,2.113302,2.4145918,0.28966323,0.78014255,4.4321713,1866,2.9263737
1310763,1.86,7.38,41,8.5857735,2.2068,2.1116612,2.4134607,0.28952754,0.78010082,4.4337802,1866,2.927331
1310764,1.86,7.44,41,8.6969185,2.2788,2.1116612,2.4134607,0.28952754,0.78010082,4.4337802,1866,2.927331
1310765,1.86,7.5,41,9.1558638,2.4660001,2.1119142,2.4138377,0.28957275,0.78011477,4.4332438,1866,2.9271576
1310767,1.86,7.62,49,20.973581,14.5476,2.0221875,2.7360244,0.32822344,0.79142815,4.0289545,1866,2.8246648
1310768,1.86,7.68,49,21.622858,15.3612,1.9877251,2.851624,0.3420912,0.79523742,3.9061663,1866,2.7988307
1310769,1.86,7.74,46,19.14019,12.2652,1.9841338,2.8489957,0.34177589,0.79515213,3.9088471,1866,2.8018451
1376263,1.92,5.22,86,31.021042,16.3368,1.9217986,3.6738298,0.44072598,0.81938148,3.255764,1866,2.5220361
1376275,1.92,5.94,148,178.12807,338.47919,1.7410815,5.2428093,0.62894648,0.855856,2.5806971,1866,2.2745054
1376276,1.92,6,152,179.11034,338.76361,1.745211,5.2410316,0.62873322,0.85581964,2.5812333,1866,2.271605
1376286,1.92,6.6,126,78.781219,88.419601,1.8024298,4.6992407,0.56373799,0.84428829,2.7635388,1866,2.3363066
1376287,1.92,6.66,171,168.79886,301.6116,1.7144947,5.3852968,0.64603984,0.85873836,2.5388739,1866,2.2707891
1376288,1.92,6.72,140,118.64114,198.7812,1.6738307,5.2750177,0.63281035,0.85651261,2.5710456,1866,2.3253601
1376291,1.92,6.9,15,3.5832222,1.2096,1.8047428,2.7723413,0.33258015,0.79263794,3.9892762,1866,2.9668863
1376292,1.92,6.96,23,6.0243049,2.2895999,1.8890798,3.2239888,0.38676143,0.80675346,3.5705094,1866,2.6976418
1376294,1.92,7.08,38,15.656272,10.188,1.966593,2.833847,0.33995861,0.79465944,3.9243968,1866,2.8167603
1376295,1.92,7.14,50,20.259594,13.6908,1.9603289,3.2759225,0.39299157,0.80827749,3.5297587,1866,2.6247637
1376296,1.92,7.2,34,13.686792,8.7192001,1.9446218,2.8173172,0.33797562,0.79411948,3.941555,1866,2.8382597
1376298,1.92,7.32,35,9.3170137,2.9484,2.0641096,2.1475339,0.257626,0.76984686,4.8589811,1866,3.1436605
1376299,1.92,7.38,39,9.7754927,2.9807999,2.1099322,2.4123306,0.28939196,0.78005916,4.4353886,1866,2.9283757
1376300,1.92,7.44,38,9.5741119,2.9556,2.096338,2.4022074,0.28817755,0.77968508,4.4498658,1866,2.9404182
1376301,1.92,7.5,35,9.3400326,2.9663999,2.0752647,2.3906887,0.28679571,0.77925795,4.4664879,1866,2.9590864
1376303,1.92,7.62,42,22.23283,18.0432,1.9966513,2.7172649,0.32597297,0.79079837,4.0498657,1866,2.8493831
1376304,1.92,7.68,42,19.862755,14.9292,2.0076323,2.7263718,0.3270655,0.7911045,4.0396781,1866,2.8385656
1376305,1.92,7.74,41,18.780792,13.1364,2.0047154,2.7239695,0.32677728,0.79102385,4.0423594,1866,2.8412206
1441795,1.98,4.98,42,14.811963,6.9696002,1.7571342,3.5785604,0.42929712,0.81680959,3.3158176,1866,2.6851664
1441796,1.98,5.04,44,13.627312,5.7203999,1.7606531,3.5810478,0.42959553,0.81687742,3.3142092,1866,2.6816564
1441797,1.98,5.1,48,14.548612,6.0696001,1.7747332,3.5918667,0.43089339,0.81717193,3.3072386,1866,2.6665647
1441798,1.98,5.16,66,24.754486,14.8284,1.8016752,4.1817646,0.50165969,0.83229792,2.9817693,1866,2.4637377
1441799,1.98,5.22,83,31.506512,18.0396,1.9260114,3.6799529,0.44146055,0.81954503,3.2520108,1866,2.5160377
1441800,1.98,5.28,46,11.485967,3.6575999,1.7552158,3.4928367,0.41901338,0.8144505,3.3726542,1866,2.7180481
1441801,1.98,5.34,40,9.9647379,3.1536,1.7343194,3.4779034,0.41722193,0.81403506,3.3828418,1866,2.740267
1441802,1.98,5.4,38,10.724085,3.816,1.7320783,3.4763389,0.41703424,0.81399143,3.3839142,1866,2.742322
1441804,1.98,5.52,27,6.4318089,2.0195999,1.7204381,3.6677272,0.43999389,0.81921828,3.2595174,1866,2.6842628
1441805,1.98,5.58,30,6.7410984,2.0987999,1.7409998,3.8533537,0.46226233,0.82409316,3.1506703,1866,2.6078541
1441806,1.98,5.64,29,5.9658265,1.62,1.7194052,3.8087239,0.4569084,0.82293767,3.1758714,1866,2.6403482
1441807,1.98,5.7,30,6.7607646,2.0592,1.7361622,3.8247468,0.45883057,0.82335371,3.1667559,1866,2.6207609
1441808,1.98,5.76,30,8.4844913,3.4308,1.7236236,3.4415057,0.41285554,0.81301671,3.4080429,1866,2.7608461
1441810,1.98,5.88,32,8.8768864,3.3011999,1.7299844,3.6729567,0.44062126,0.81935811,3.2563002,1866,2.674799
1441811,1.98,5.94,156,176.15984,322.4592,1.75186,5.2768188,0.63302636,0.85654926,2.5705094,1866,2.2590373
1441812,1.98,6,156,175.91922,322.29721,1.7515274,5.2714195,0.6323787,0.85643941,2.572118,1866,2.2603951
1441813,1.98,6.06,35,10.021538,3.7692001,1.7401233,3.6581781,0.43884835,0.81896245,3.2654157,1866,2.6712625
1441815,1.98,6.18,30,8.3476334,3.1212001,1.7269901,3.6790769,0.44135547,0.81952161,3.252547,1866,2.6749492
1441816,1.98,6.24,33,8.1012335,2.7756,1.7404037,4.0280952,0.48322499,0.82852197,3.0573726,1866,2.5559344
1441817,1.98,6.3,34,7.5594859,2.2356,1.7443005,4.032299,0.48372927,0.82862669,3.055228,1866,2.5514276
1441818,1.98,6.36,34,7.5441227,2.2104001,1.7463739,4.0396767,0.48461428,0.82881027,3.0514746,1866,2.5475464
1441819,1.98,6.42,32,8.0990763,2.8548,1.7496309,4.0312471,0.48360309,0.82860047,3.055764,1866,2.5470686
1441820,1.98,6.48,29,7.704061,2.6963999,1.7234696,3.6773262,0.44114545,0.81947488,3.2536192,1866,2.6786406
1441821,1.98,6.54,67,27.049288,16.246799,1.7510043,4.0758972,0.48895946,0.82970804,3.0332439,1866,2.5365386
1441822,1.98,6.6,130,78.889435,85.921204,1.8103919,4.7178884,0.56597507,0.84470141,2.7565684,1866,2.3255033
1441823,1.98,6.66,170,163.95897,285.29999,1.7138338,5.3890524,0.64649034,0.85881358,2.5378015,1866,2.270524
1441824,1.98,6.72,145,120.13341,195.7968,1.6812153,5.3167534,0.63781708,0.85735905,2.5587132,1866,2.3110092
1441825,1.98,6.78,100,50.90815,40.413601,1.8345358,4.2194381,0.50617915,0.83320755,2.9640751,1866,2.4286621
1441826,1.98,6.84,57,19.419422,8.2728004,1.788013,3.7332854,0.44785851,0.82096094,3.2198391,1866,2.6087277
1441827,1.98,6.9,10,1.5147922,0.28080001,1.7797143,3.1280718,0.37525487,0.80388868,3.6493297,1866,2.8285308
1441828,1.98,6.96,35,10.696127,4.5503998,1.7208623,3.9069266,0.46868914,0.82546687,3.1211796,1866,2.6086204
1441830,1.98,7.08,12,1.6031204,0.2412,1.7420748,3.0967345,0.37149554,0.80293816,3.6761394,1866,2.8744791
1441831,1.98,7.14,49,21.367994,15.5196,1.9620852,3.2800939,0.39349198,0.80839914,3.5265415,1866,2.6213391
1441832,1.98,7.2,14,2.3034747,0.46439999,1.7704387,3.1148331,0.37366673,0.80348802,3.6605897,1866,2.8427198
1507331,2.04,4.98,64,49.220528,65.678398,1.6405038,4.7424984,0.56892735,0.84524471,2.747453,1866,2.4612274
1507332,2.04,5.04,66,46.686073,60.444,1.646088,4.7556314,0.57050288,0.84553373,2.7426274,1866,2.4534669
1507333,2.04,5.1,71,42.593952,48.128399,1.7137766,4.6623836,0.55931652,0.84346819,2.7774799,1866,2.416749
1507334,2.04,5.16,87,44.421364,38.5452,1.6671908,5.0674763,0.6079129,0.85222745,2.6353889,1866,2.3706405
1507335,2.04,5.22,93,43.760403,32.0868,1.9503646,4.2194381,0.50617915,0.83320755,2.9640751,1866,2.3314147
1507336,2.04,5.28,64,20.231253,9.3275995,1.8261913,3.9347765,0.4720301,0.82617533,3.1061661,1866,2.5135858
1507337,2.04,5.34,53,14.860006,5.5008001,1.7990232,3.9019949,0.46809751,0.82534105,3.1238606,1866,2.5453799
1507338,2.04,5.4,45,11.621188,3.744,1.7456636,3.4865334,0.41825724,0.81427532,3.3769436,1866,2.7284296
1507340,2.04,5.52,55,28.922577,26.8452,1.6525208,4.5808544,0.54953593,0.84163654,2.8091152,1866,2.4880729
1507341,2.04,5.58,54,22.714481,15.354,1.7445511,4.3722215,0.52450758,0.83683485,2.8954422,1866,2.4608309
1507342,2.04,5.64,49,16.946087,8.6255999,1.8076535,3.9803765,0.47750047,0.82732725,3.0820374,1866,2.5140719
1507343,2.04,5.7,44,13.719077,6.2171998,1.7779989,3.8921688,0.46691874,0.82508987,3.1292226,1866,2.565444
1507344,2.04,5.76,41,12.952449,6.1343999,1.766796,3.8736346,0.4646953,0.82461488,3.1394103,1866,2.5804269
1507346,2.04,5.88,55,23.634575,16.5888,1.7307316,4.2885132,0.51446569,0.83485961,2.9324396,1866,2.4938891
1507347,2.04,5.94,180,185.73578,315.48239,1.7443035,5.7413826,0.68875718,0.86570001,2.4434316,1866,2.1831505
1507348,2.04,6,179,184.64673,314.34839,1.7468005,5.7053533,0.68443495,0.8650105,2.4525468,1866,2.1868882
1507349,2.04,6.06,57,20.97859,11.9088,1.804231,3.9178205,0.46999601,0.82574445,3.1152816,1866,2.5365264
1507351,2.04,6.18,45,15.459312,8.4203997,1.705349,4.2402749,0.50867879,0.83370805,2.9544237,1866,2.5279827
1507352,2.04,6.24,47,15.189595,7.6536002,1.7121739,4.2496018,0.50979769,0.83393145,2.950134,1866,2.5197234
1507353,2.04,6.3,52,18.216921,9.6155996,1.7203028,4.2944713,0.51518041,0.83500117,2.9297588,1866,2.5010669
1507354,2.04,6.36,54,21.106262,13.5108,1.7513542,4.3697491,0.52421099,0.83677691,2.8965147,1866,2.4555631
1507355,2.04,6.42,56,24.927052,19.670401,1.7562437,4.3488469,0.52170348,0.83628619,2.9056301,1866,2.4567237
1507356,2.04,6.48,43,22.821665,20.6856,1.7790046,3.9148436,0.46963888,0.82566869,3.1168902,1866,2.5574908
1507357,2.04,6.54,72,23.138405,9.2195997,1.7779201,3.9089029,0.46892622,0.8255173,3.1201072,1866,2.5649383
1507358,2.04,6.6,138,73.422028,63.568802,1.7574973,4.867969,0.58397931,0.84798205,2.7024128,1866,2.3374703
1507359,2.04,6.66,187,169.39799,276.59161,1.6119053,5.9149647,0.70958066,0.86897713,2.4010725,1866,2.2645996
1507360,2.04,6.72,160,129.36334,198.54359,1.5788579,5.8478251,0.7015264,0.86771816,2.4171581,1866,2.3034053
1507361,2.04,6.78,128,69.484528,56.368801,1.7262814,5.1127362,0.61334246,0.85317302,2.6209116,1866,2.3103354
1507362,2.04,6.84,79,42.980217,39.790798,1.8011782,4.4121618,0.52929896,0.83776724,2.8782842,1866,2.4035931
1507363,2.04,6.9,29,6.9863768,2.2428,1.6913413,3.8275883,0.45917144,0.82342732,3.1651475,1866,2.6588321
1507364,2.04,6.96,40,11.848139,4.8635998,1.7280014,3.9824278,0.47774652,0.82737881,3.080965,1866,2.5805779
1507366,2.04,7.08,21,3.6519945,0.90719998,1.651805,3.8543148,0.46237761,0.82411796,3.1501341,1866,2.683871
1507367,2.04,7.14,55,26.086485,19.3932,1.7799335,4.0291457,0.48335096,0.82854813,3.0568364,1866,2.5239682
1507368,2.04,7.2,28,9.5255537,5.2164001,1.6907021,3.90101,0.46797937,0.82531589,3.1243968,1866,2.6363025
1572867,2.1,4.98,70,55.213501,72.554398,1.68318,4.6191878,0.55413455,0.84250081,2.794102,1866,2.4530387
1572868,2.1,5.04,75,55.013798,70.218002,1.662726,4.776206,0.57297105,0.84598541,2.7351205,1866,2.4347301
1572869,2.1,5.1,80,54.099472,65.386803,1.6713547,4.7865601,0.57421315,0.84621215,2.7313673,1866,2.4251521
1572870,2.1,5.16,103,64.161636,69.0588,1.5378679,5.3778019,0.64514065,0.85858822,2.5410187,1866,2.4213593
1572871,2.1,5.22,109,69.411514,72.989998,1.7775148,4.9003811,0.58786756,0.84868056,2.6911528,1866,2.3109794
1572872,2.1,5.28,90,51.546482,53.071201,1.7202644,4.6722498,0.56050009,0.84368819,2.7737265,1866,2.4097509
1572873,2.1,5.34,86,50.149494,50.6772,1.7137707,4.6637907,0.55948532,0.8434996,2.7769437,1866,2.4170511
1572874,2.1,5.4,81,46.579044,45.698399,1.7037469,4.6469641,0.55746669,0.84312361,2.7833781,1866,2.4293392
1572875,2.1,5.46,85,46.596893,42.829201,1.708883,4.6497598,0.55780214,0.8431862,2.7823057,1866,2.4245319
1572876,2.1,5.52,78,43.315811,39.023998,1.6968825,4.6026807,0.55215436,0.84212929,2.8005362,1866,2.4456446
1572877,2.1,5.58,75,40.807972,35.604,1.6923236,4.5985723,0.55166149,0.84203672,2.8021448,1866,2.4503624
1572878,2.1,5.64,74,40.239361,34.142399,1.6907806,4.5972047,0.5514974,0.84200585,2.802681,1866,2.4519582
1572879,2.1,5.7,75,39.687675,32.040001,1.6973516,4.589015,0.55051494,0.84182101,2.8058982,1866,2.4482939
1572880,2.1,5.76,74,38.361061,29.667601,1.6958101,4.5876527,0.5503515,0.84179026,2.8064344,1866,2.449887
1572881,2.1,5.82,79,38.873875,28.0728,1.7050575,4.5999413,0.5518257,0.84206754,2.8016086,1866,2.4392791
1572882,2.1,5.88,85,40.918324,28.3608,1.7171043,4.6191878,0.55413455,0.84250081,2.794102,1866,2.4246964
1572883,2.1,5.94,207,202.10768,317.51999,1.6068163,6.3007755,0.75586396,0.87601203,2.3152814,1866,2.2099402
1572884,2.1,6,209,202.67136,317.4624,1.6092032,6.3059168,0.75648075,0.87610364,2.3142092,1866,2.2071521
1572885,2.1,6.06,87,41.194454,27.579599,1.7187482,4.6178074,0.55396903,0.84246975,2.7946382,1866,2.4237752
1572886,2.1,6.12,81,39.055046,26.9352,1.7080262,4.6026807,0.55215436,0.84212929,2.8005362,1866,2.4362044
1572887,2.1,6.18,78,38.360989,27.547199,1.7018389,4.5972047,0.5514974,0.84200585,2.802681,1866,2.4426534
1572888,2.1,6.24,75,37.772804,28.5408,1.6972756,4.5931063,0.55100572,0.8419134,2.8042896,1866,2.4473739
1572889,2.1,6.3,75,38.397617,30.1752,1.6972756,4.5931063,0.55100572,0.8419134,2.8042896,1866,2.4473739
1572890,2.1,6.36,75,39.012642,31.878,1.6972756,4.5931063,0.55100572,0.8419134,2.8042896,1866,2.4473739
1572891,2.1,6.42,75,40.143276,34.217999,1.6972756,4.5931063,0.55100572,0.8419134,2.8042896,1866,2.4473739
1572892,2.1,6.48,88,46.108681,38.833199,1.7173113,4.6316457,0.55562907,0.84278053,2.7892761,1866,2.4217901
1572893,2.1,6.54,116,58.537544,46.720798,1.7612234,4.6978121,0.56356663,0.84425664,2.764075,1866,2.370837
1572894,2.1,6.6,171,99.286758,85.139999,1.7340404,5.4345298,0.65194595,0.859721,2.5249329,1866,2.2429276
1572895,2.1,6.66,218,200.75343,310.68359,1.5927294,6.3059168,0.75648075,0.87610364,2.3142092,1866,2.2207954
1572896,2.1,6.72,187,156.40666,228.56039,1.5583001,6.2071495,0.74463224,0.87433499,2.3351207,1866,2.2646995
1572897,2.1,6.78,148,89.900253,84.9384,1.7064024,5.3871741,0.64626497,0.85877597,2.5383377,1866,2.2742934
1572898,2.1,6.84,106,61.419292,62.661598,1.7491565,4.6750765,0.56083918,0.84375119,2.7726541,1866,2.3855791
1572899,2.1,6.9,72,50.021473,59.000401,1.6976825,4.6067963,0.55264807,0.84222203,2.7989275,1866,2.4435444
1572900,2.1,6.96,79,56.409706,66.582001,1.6905612,4.7483263,0.56962651,0.84537303,2.7453084,1866,2.4171252
1572901,2.1,7.02,67,52.239323,68.259598,1.6861546,4.5876527,0.5503515,0.84179026,2.8064344,1866,2.4578121
1572902,2.1,7.08,66,54.196758,73.724403,1.6437703,4.6906834,0.56271148,0.84409833,2.7667561,1866,2.4704778
1572903,2.1,7.14,89,75.078751,95.072403,1.68242,4.8848934,0.58600956,0.84834725,2.6965148,1866,2.3943243
1572904,2.1,7.2,64,56.667931,79.786797,1.6411138,4.6906834,0.56271148,0.84409833,2.7667561,1866,2.4726894
1638403,2.16,4.98,46,17.466497,9.3744001,1.7864226,3.8921688,0.46691874,0.82508987,3.1292226,1866,2.5583286
1638404,2.16,5.04,47,15.893607,7.7220001,1.7836723,3.888252,0.46644887,0.82498968,3.1313672,1866,2.5620599
1638405,2.16,5.1,46,12.794958,4.8996,1.7491308,3.4888945,0.41854048,0.81434095,3.3753352,1866,2.7247913
1638406,2.16,5.16,66,22.6187,11.97,1.8593622,3.6755772,0.44093561,0.81942815,3.2546916,1866,2.5697415
1638407,2.16,5.22,88,41.038307,30.312,1.8594427,4.3833814,0.52584636,0.83709604,2.8906167,1866,2.3630784
1638408,2.16,5.28,51,13.075254,4.2912002,1.7706718,3.505512,0.42053396,0.81480211,3.3640752,1866,2.7012322
1638409,2.16,5.34,44,11.515913,3.8196001,1.7397739,3.4818208,0.41769189,0.81414413,3.3801608,1866,2.7350528
1638410,2.16,5.4,40,11.342495,4.1148,1.7330754,3.4771209,0.41712806,0.81401324,3.383378,1866,2.7416406
1638412,2.16,5.52,26,6.3210087,2.0339999,1.7196302,3.6555824,0.43853697,0.81889284,3.267024,1866,2.6887791
1638413,2.16,5.58,31,6.8437018,1.9872,1.7617166,3.7504981,0.4499234,0.82141459,3.2096515,1866,2.6220345
1638414,2.16,5.64,33,7.6999364,2.4372001,1.745345,3.8456836,0.46134219,0.82389534,3.1549597,1866,2.6066852
1638415,2.16,5.7,36,9.9225407,3.9312,1.7530751,3.8514333,0.46203196,0.82404363,3.1517427,1866,2.5985188
1638416,2.16,5.76,33,11.093363,5.2308002,1.7384428,3.8399508,0.46065447,0.82374722,3.1581769,1866,2.6145139
1638418,2.16,5.88,36,11.276443,4.7124,1.7446015,3.6887355,0.44251415,0.81977928,3.2466488,1866,2.6575747
1638419,2.16,5.94,160,166.98351,278.64359,1.7567168,5.2876506,0.6343258,0.85676938,2.5672922,1866,2.2530153
1638420,2.16,6,161,166.91928,278.4816,1.7511343,5.296711,0.63541269,0.8569532,2.5646112,1866,2.2562399
1638421,2.16,6.06,39,11.588741,4.5827999,1.7478873,3.683461,0.44188139,0.81963861,3.249866,1866,2.6568489
1638423,2.16,6.18,30,8.7221851,3.5208001,1.7252017,3.6808293,0.44156566,0.8195684,3.2514746,1866,2.6758995
1638424,2.16,6.24,34,8.6569242,3.0204,1.7461364,4.0312471,0.48360309,0.82860047,3.055764,1866,2.5501451
1638425,2.16,6.3,33,7.5476041,2.358,1.7448694,4.0312471,0.48360309,0.82860047,3.055764,1866,2.5511897
