Ref,x,y,Connectivity,Point First Moment,Point Second Moment,Visual Entropy,Visual Integration [HH],Visual Integration [P-value],Visual Integration [Tekl],Visual Mean Depth,Visual Node Count,Visual Relativised Entropy
2490398,2.94000000,6.60000000,140.00000000,77.06565094,68.12280273,1.86004817,4.64975977,0.55780214,0.84318620,2.78230572,1866.00000000,2.30052710
2490399,2.94000000,6.66000000,196.00000000,150.13887024,175.96080017,1.72542870,5.54965973,0.66575736,0.86199319,2.49329758,1866.00000000,2.23251891
2490400,2.94000000,6.72000000,172.00000000,121.81192017,136.51919556,1.69946218,5.49246693,0.65889633,0.86086893,2.50884724,1866.00000000,2.26367855
2490401,2.94000000,6.78000000,131.00000000,65.70812988,53.26559830,2.00932813,4.29566479,0.51532358,0.83502948,2.92922258,1866.00000000,2.26944733
2490402,2.94000000,6.84000000,109.00000000,47.18064499,29.24640083,1.93935478,4.60954428,0.55297774,0.84228390,2.79785514,1866.00000000,2.24716926
2490403,2.94000000,6.90000000,44.00000000,9.98778820,2.70000005,1.99572814,3.11169767,0.37329057,0.80339295,3.66327071,1866.00000000,2.66369677
2490404,2.94000000,6.96000000,47.00000000,10.08119678,2.76839995,1.86351943,3.77984881,0.45344442,0.82218456,3.19249320,1866.00000000,2.53045511
2490405,2.94000000,7.02000000,51.00000000,11.94201851,3.84840012,1.87407947,3.79004455,0.45466754,0.82245100,3.18659520,1866.00000000,2.51885867
2490406,2.94000000,7.08000000,53.00000000,13.17266941,4.40280008,1.88000166,3.79749441,0.45556125,0.82264531,3.18230557,1866.00000000,2.51179767
2490407,2.94000000,7.14000000,52.00000000,14.12760544,4.94280005,1.87961090,3.79936147,0.45578521,0.82269394,3.18123317,1866.00000000,2.51143932
2555904,3.00000000,4.80000000,113.00000000,114.75255585,147.84840393,1.85989952,4.82390833,0.57869357,0.84702694,2.71796250,1866.00000000,2.26610637
2555905,3.00000000,4.86000000,128.00000000,112.55554199,136.74600220,1.87966585,4.84659815,0.58141559,0.84751964,2.70991945,1866.00000000,2.24517727
2555906,3.00000000,4.92000000,129.00000000,108.51051331,126.82080078,1.88108480,4.84963989,0.58178043,0.84758550,2.70884728,1866.00000000,2.24337816
2555907,3.00000000,4.98000000,133.00000000,105.87570190,117.93599701,1.88621414,4.85726023,0.58269459,0.84775054,2.70616627,1866.00000000,2.23762941
2555908,3.00000000,5.04000000,141.00000000,103.41445923,108.57959747,1.89582181,4.86950302,0.58416331,0.84801519,2.70187664,1866.00000000,2.22737908
2555909,3.00000000,5.10000000,152.00000000,102.54672241,100.56240082,1.90663862,4.92693710,0.59105331,0.84925026,2.68203759,1866.00000000,2.20681190
2555910,3.00000000,5.16000000,194.00000000,112.48955536,97.82640076,1.95630944,5.12290430,0.61456221,0.85338455,2.61769438,1866.00000000,2.12808800
2555911,3.00000000,5.22000000,201.00000000,111.06450653,91.18080139,1.96327245,5.15365171,0.61825085,0.85402244,2.60804296,1866.00000000,2.11675310
2555912,3.00000000,5.28000000,213.00000000,113.42588806,87.40080261,1.95981240,5.20923567,0.62491888,0.85516828,2.59088469,1866.00000000,2.10962582
2555913,3.00000000,5.34000000,217.00000000,113.41873932,85.64040375,1.88483775,5.69694138,0.68342584,0.86484909,2.45469165,1866.00000000,2.08765101
2555914,3.00000000,5.40000000,209.00000000,106.44253540,78.09839630,1.75845349,5.92403316,0.71066856,0.86914635,2.39892769,1866.00000000,2.14235640
2555915,3.00000000,5.46000000,200.00000000,96.17739105,66.25440216,1.89542639,5.44410086,0.65309411,0.85991126,2.52225208,1866.00000000,2.11954355
2555916,3.00000000,5.52000000,182.00000000,85.88954926,56.98080063,1.92199230,5.10766745,0.61273438,0.85306746,2.62252021,1866.00000000,2.15905499
2555917,3.00000000,5.58000000,170.00000000,78.10384369,50.59439850,1.93241572,4.96173429,0.59522772,0.84999329,2.67024136,1866.00000000,2.17906356
2555918,3.00000000,5.64000000,166.00000000,75.35693359,48.40919876,1.92452824,4.91909695,0.59011275,0.84908229,2.68471861,1866.00000000,2.19444513
2555919,3.00000000,5.70000000,162.00000000,72.51341248,44.88479996,1.92108953,4.91909695,0.59011275,0.84908229,2.68471861,1866.00000000,2.19699359
2555920,3.00000000,5.76000000,160.00000000,70.48395538,42.62400055,1.91913867,4.91753149,0.58992499,0.84904873,2.68525457,1866.00000000,2.19880772
2555921,3.00000000,5.82000000,158.00000000,69.26764679,41.49359894,1.91715670,4.91596746,0.58973736,0.84901524,2.68579078,1866.00000000,2.20065284
2555922,3.00000000,5.88000000,157.00000000,69.78472137,42.84000015,1.91745019,4.92850828,0.59124178,0.84928393,2.68150139,1866.00000000,2.19766688
2555923,3.00000000,5.94000000,275.00000000,210.89492798,237.76199341,1.77247739,6.36041260,0.76301819,0.87707067,2.30294895,1866.00000000,2.06734633
2555924,3.00000000,6.00000000,269.00000000,205.83648682,231.28919983,1.76721179,6.34214306,0.76082653,0.87674713,2.30670238,1866.00000000,2.07426190
2555925,3.00000000,6.06000000,152.00000000,75.21582794,53.47079849,1.91007984,4.90193510,0.58805400,0.84871399,2.69061661,1866.00000000,2.20916128
2555926,3.00000000,6.12000000,146.00000000,76.67330170,58.11840057,1.89274156,4.81639194,0.57779193,0.84686333,2.72064352,1866.00000000,2.24210072
2555927,3.00000000,6.18000000,142.00000000,80.16399384,64.85040283,1.87252462,4.73668480,0.56822991,0.84511656,2.74959779,1866.00000000,2.27730632
2555928,3.00000000,6.24000000,138.00000000,85.14709473,73.18080139,1.96984172,4.24726629,0.50951755,0.83387554,2.95120645,1866.00000000,2.32444406
2555930,3.00000000,6.36000000,68.00000000,23.51199722,10.17360020,1.93338096,4.29924965,0.51575363,0.83511454,2.92761397,1866.00000000,2.32660055
2555931,3.00000000,6.42000000,82.00000000,33.08174515,16.42679977,1.95749140,4.32935619,0.51936537,0.83582699,2.91420913,1866.00000000,2.29952550
2555933,3.00000000,6.54000000,116.00000000,47.58519363,27.80640030,1.99354160,4.23330641,0.50784284,0.83354086,2.95764065,1866.00000000,2.29757810
2555934,3.00000000,6.60000000,148.00000000,78.24536133,64.94039917,1.83401155,5.04926586,0.60572827,0.85184520,2.64128685,1866.00000000,2.23388195
2555935,3.00000000,6.66000000,211.00000000,159.17799377,181.50480652,1.68061137,6.00225306,0.72005212,0.87059802,2.38069701,1866.00000000,2.19429326
2555936,3.00000000,6.72000000,197.00000000,143.13061523,158.07240295,1.61151588,6.18232107,0.74165368,0.87388706,2.34048247,1866.00000000,2.22605038
2555937,3.00000000,6.78000000,162.00000000,91.69953156,79.66439819,1.80960786,5.31127214,0.63715953,0.85724819,2.56032181,1866.00000000,2.20334601
2555938,3.00000000,6.84000000,138.00000000,74.27241516,63.54719925,1.90633500,4.96971130,0.59618467,0.85016310,2.66756034,1866.00000000,2.19783902
2555939,3.00000000,6.90000000,44.00000000,9.18881893,2.21399999,1.99572814,3.11169767,0.37329057,0.80339295,3.66327071,1866.00000000,2.66369677
2555940,3.00000000,6.96000000,57.00000000,12.99126339,3.80879998,1.88693917,3.80310082,0.45623383,0.82279134,3.17908835,1866.00000000,2.50468659
2555941,3.00000000,7.02000000,56.00000000,12.35744095,3.57480001,1.88767684,3.80778575,0.45679584,0.82291329,3.17640758,1866.00000000,2.50249124
2555942,3.00000000,7.08000000,55.00000000,12.63636875,3.77279997,1.88668382,3.80872393,0.45690840,0.82293767,3.17587137,1866.00000000,2.50291061
2555943,3.00000000,7.14000000,56.00000000,16.92968559,9.03240013,1.82027853,4.42352676,0.53066236,0.83803141,2.87345839,1866.00000000,2.38879228
2621440,3.06000000,4.80000000,126.00000000,123.42211914,155.71440125,1.87728512,4.84507895,0.58123332,0.84748667,2.71045566,1866.00000000,2.24741411
2621441,3.06000000,4.86000000,135.00000000,119.12588501,143.58599854,1.88849151,4.85878706,0.58287781,0.84778357,2.70563006,1866.00000000,2.23549485
2621442,3.06000000,4.92000000,133.00000000,111.70697784,130.00680542,1.88605070,4.85573435,0.58251154,0.84771752,2.70670247,1866.00000000,2.23809505
2621443,3.06000000,4.98000000,137.00000000,107.96910858,119.88359833,1.89107275,4.86337376,0.58342803,0.84788275,2.70402145,1866.00000000,2.23245072
2621444,3.06000000,5.04000000,144.00000000,104.57305908,109.41480255,1.90371346,4.92222977,0.59048861,0.84914947,2.68364620,1866.00000000,2.20974684
2621445,3.06000000,5.10000000,163.00000000,107.90631866,104.06159973,1.92557514,4.95696020,0.59465498,0.84989160,2.67184997,1866.00000000,2.18528366
2621446,3.06000000,5.16000000,196.00000000,112.91870880,97.87680054,1.95825779,5.12630272,0.61496991,0.85345525,2.61662197,1866.00000000,2.12592840
2621447,3.06000000,5.22000000,202.00000000,111.43297577,91.42919922,1.96422637,5.15537071,0.61845708,0.85405803,2.60750675,1866.00000000,2.11569095
2621448,3.06000000,5.28000000,215.00000000,112.88074493,86.29560089,1.96161008,5.21274948,0.62534040,0.85524046,2.58981228,1866.00000000,2.10760093
2621449,3.06000000,5.34000000,221.00000000,116.50269318,89.15039825,1.89754295,5.65525150,0.67842454,0.86404634,2.46541548,1866.00000000,2.08335662
2621450,3.06000000,5.40000000,212.00000000,107.81341553,78.78600311,1.76182139,5.93085289,0.71148670,0.86927348,2.39731908,1866.00000000,2.13846874
2621451,3.06000000,5.46000000,198.00000000,92.16827393,61.26119995,1.89878535,5.32774973,0.63913625,0.85758120,2.55549598,1866.00000000,2.13754153
2621452,3.06000000,5.52000000,185.00000000,84.34794617,54.35639954,1.94755113,4.98896122,0.59849393,0.85057193,2.66112590,1866.00000000,2.16192937
2621453,3.06000000,5.58000000,174.00000000,79.03192902,50.19839859,1.93691933,4.97290945,0.59656829,0.85023111,2.66648793,1866.00000000,2.17325807
2621454,3.06000000,5.64000000,171.00000000,76.45231628,47.77560043,1.93344307,4.96332741,0.59541881,0.85002720,2.66970515,1866.00000000,2.17794609
2621455,3.06000000,5.70000000,163.00000000,72.20184326,44.75159836,1.92519295,4.95219564,0.59408337,0.84978998,2.67345834,1866.00000000,2.18660164
2621456,3.06000000,5.76000000,159.00000000,69.62458038,43.01279831,1.91872060,4.92222977,0.59048861,0.84914947,2.68364620,1866.00000000,2.19807768
2621457,3.06000000,5.82000000,159.00000000,70.23811340,43.89120102,1.91992044,4.93480253,0.59199691,0.84941858,2.67935658,1866.00000000,2.19440293
2621458,3.06000000,5.88000000,160.00000000,71.77437592,45.83879852,1.92155766,4.94269323,0.59294349,0.84958720,2.67667556,1866.00000000,2.19143653
2621459,3.06000000,5.94000000,280.00000000,215.36926270,242.45280457,1.76246405,6.45066881,0.77384567,0.87865883,2.28471851,1866.00000000,2.06384706
2621460,3.06000000,6.00000000,274.00000000,211.61277771,238.61520386,1.75668538,6.43455553,0.77191269,0.87837648,2.28793573,1866.00000000,2.07088661
2621461,3.06000000,6.06000000,157.00000000,79.16755676,57.42359924,1.91827023,4.93795586,0.59237516,0.84948599,2.67828417,1866.00000000,2.19498801
2621462,3.06000000,6.12000000,154.00000000,82.30725861,62.77679825,1.91453815,4.92850828,0.59124178,0.84928393,2.68150139,1866.00000000,2.19991136
2621463,3.06000000,6.18000000,154.00000000,87.59571075,70.05599976,1.91294205,4.91128111,0.58917516,0.84891468,2.68739939,1866.00000000,2.20490098
2621464,3.06000000,6.24000000,156.00000000,93.84759521,78.36119843,1.91448772,4.90816212,0.58880097,0.84884775,2.68847179,1866.00000000,2.20441532
2621465,3.06000000,6.30000000,175.00000000,105.88041687,89.20439911,1.93523586,4.95855045,0.59484577,0.84992546,2.67131376,1866.00000000,2.17780852
2621466,3.06000000,6.36000000,174.00000000,114.19156647,101.14199829,1.93390703,4.95378256,0.59427381,0.84982383,2.67292213,1866.00000000,2.17985106
2621467,3.06000000,6.42000000,167.00000000,115.39060211,108.74880219,1.92663765,4.94111300,0.59275395,0.84955347,2.67721176,1866.00000000,2.18805242
2621468,3.06000000,6.48000000,171.00000000,115.80804443,114.01560211,1.93122196,4.95219564,0.59408337,0.84978998,2.67345834,1866.00000000,2.18218017
2621469,3.06000000,6.54000000,196.00000000,134.23443604,134.43840027,1.96294010,5.11442804,0.61354542,0.85320824,2.62037539,1866.00000000,2.12440324
2621470,3.06000000,6.60000000,222.00000000,168.01878357,182.75759888,1.85315681,5.54368782,0.66504097,0.86187625,2.49490619,1866.00000000,2.12689257
2621471,3.06000000,6.66000000,271.00000000,239.28108215,294.53399658,1.66865957,6.48042011,0.77741480,0.87917870,2.27882028,1866.00000000,2.13547993
2621472,3.06000000,6.72000000,243.00000000,209.40191650,257.83560181,1.64296317,6.38933516,0.76648790,0.87758142,2.29705095,1866.00000000,2.16963816
2621473,3.06000000,6.78000000,196.00000000,145.01467896,167.61239624,1.82943177,5.45948505,0.65493971,0.86021656,2.51796246,1866.00000000,2.16055274
2621474,3.06000000,6.84000000,181.00000000,129.88218689,155.40840149,1.92908370,5.11612129,0.61374849,0.85324347,2.61983919,1866.00000000,2.15131450
2621475,3.06000000,6.90000000,149.00000000,113.09644318,151.81559753,1.90450644,4.88798285,0.58638024,0.84841377,2.69544244,1866.00000000,2.21664882
2621476,3.06000000,6.96000000,123.00000000,106.46548462,157.38839722,1.87191558,4.83749676,0.58032370,0.84732217,2.71313667,1866.00000000,2.25344658
2621477,3.06000000,7.02000000,118.00000000,107.72862244,166.69079590,1.86454332,4.82240295,0.57851303,0.84699416,2.71849871,1866.00000000,2.26270151
2621478,3.06000000,7.08000000,114.00000000,109.01398468,174.89160156,1.85916805,4.81639194,0.57779193,0.84686333,2.72064352,1866.00000000,2.26838040
2621479,3.06000000,7.14000000,111.00000000,110.84239960,182.83680725,1.85505319,4.81189346,0.57725227,0.84676534,2.72225189,1866.00000000,2.27272153
2686976,3.12000000,4.80000000,110.00000000,108.65583801,138.60000610,1.85587478,4.82089901,0.57833260,0.84696144,2.71903491,1866.00000000,2.27006102
2686977,3.12000000,4.86000000,124.00000000,106.06522369,127.95480347,1.87501895,4.84507895,0.58123332,0.84748667,2.71045566,1866.00000000,2.24923515
2686978,3.12000000,4.92000000,122.00000000,99.93543243,116.22239685,1.87256110,4.84356070,0.58105117,0.84745377,2.71099186,1866.00000000,2.25154877
2686979,3.12000000,4.98000000,129.00000000,99.44219971,109.31759644,1.88519132,4.90038109,0.58786756,0.84868056,2.69115281,1866.00000000,2.22923803
2686980,3.12000000,5.04000000,139.00000000,101.42721558,105.58080292,1.89807248,4.92066288,0.59030062,0.84911585,2.68418241,1866.00000000,2.21458364
2686981,3.12000000,5.10000000,154.00000000,104.20065308,100.56960297,1.91803038,4.98896122,0.59849393,0.85057193,2.66112590,1866.00000000,2.18455148
2686982,3.12000000,5.16000000,193.00000000,111.39221954,96.48000336,1.95617282,5.11273623,0.61334246,0.85317302,2.62091160,1866.00000000,2.13013959
2686983,3.12000000,5.22000000,198.00000000,109.89238739,91.63439941,1.96036553,5.14507389,0.61722177,0.85384476,2.61072397,1866.00000000,2.12064481
2686984,3.12000000,5.28000000,210.00000000,111.90339661,87.41880035,1.95685530,5.19173717,0.62281972,0.85480857,2.59624672,1866.00000000,2.11526680
2686985,3.12000000,5.34000000,220.00000000,117.61150360,90.70559692,1.94747829,5.46527672,0.65563446,0.86033136,2.51635385,1866.00000000,2.07422256
2686986,3.12000000,5.40000000,211.00000000,109.14730072,80.60399628,1.88968611,5.61620712,0.67374063,0.86329055,2.47560310,1866.00000000,2.09607053
2686987,3.12000000,5.46000000,197.00000000,95.31313324,66.14640045,1.78019249,5.54766750,0.66551840,0.86195421,2.49383378,1866.00000000,2.18648553
2686988,3.12000000,5.52000000,182.00000000,85.92118073,56.35800171,1.94830513,5.03446341,0.60395253,0.85153371,2.64611268,1866.00000000,2.15161920
2686989,3.12000000,5.58000000,174.00000000,79.96501923,49.89239883,1.93691933,4.97290945,0.59656829,0.85023111,2.66648793,1866.00000000,2.17325807
2686990,3.12000000,5.64000000,168.00000000,75.34963989,45.35279846,1.93075013,4.96332741,0.59541881,0.85002720,2.66970515,1866.00000000,2.17997146
2686991,3.12000000,5.70000000,168.00000000,75.22964478,44.99639893,1.93061674,4.96173429,0.59522772,0.84999329,2.67024136,1866.00000000,2.18041754
2686992,3.12000000,5.76000000,159.00000000,69.93422699,41.42879868,1.91772878,4.91284227,0.58936244,0.84894818,2.68686318,1866.00000000,2.20091915
2686993,3.12000000,5.82000000,157.00000000,68.53838348,40.63320160,1.91607273,4.91440439,0.58954984,0.84898168,2.68632698,1866.00000000,2.20182228
2686994,3.12000000,5.88000000,160.00000000,70.85813141,43.17119980,1.91811788,4.91909695,0.59011275,0.84908229,2.68471861,1866.00000000,2.19934773
2686995,3.12000000,5.94000000,279.00000000,212.40258789,238.35960388,1.77335322,6.38669491,0.76617116,0.87753487,2.29758716,1866.00000000,2.06308079
2686996,3.12000000,6.00000000,271.00000000,208.93511963,236.44079590,1.75646245,6.41319609,0.76935029,0.87800145,2.29222512,1866.00000000,2.07389331
2686997,3.12000000,6.06000000,153.00000000,75.99937439,54.20520020,1.90490019,4.86337376,0.58342803,0.84788275,2.70402145,1866.00000000,2.22201133
2686998,3.12000000,6.12000000,147.00000000,77.62199402,59.09400177,1.89811766,4.85268497,0.58214575,0.84765148,2.70777488,1866.00000000,2.22957492
2686999,3.12000000,6.18000000,139.00000000,79.57408905,65.16359711,1.98000717,4.43240690,0.53172761,0.83823746,2.86970520,1866.00000000,2.26822686
2687000,3.12000000,6.24000000,138.00000000,85.58719635,73.88999939,1.97126341,4.24960184,0.50979769,0.83393145,2.95013404,1866.00000000,2.32255149
2687002,3.12000000,6.36000000,63.00000000,22.75083542,10.65600014,1.92547572,4.25310993,0.51021856,0.83401543,2.94852543,1866.00000000,2.34460044
2687003,3.12000000,6.42000000,75.00000000,31.06717300,16.14240074,1.94686234,4.28138542,0.51361060,0.83469003,2.93565679,1866.00000000,2.32000875
2687005,3.12000000,6.54000000,110.00000000,41.03760147,20.01600075,1.97936928,4.24726629,0.50951755,0.83387554,2.95120645,1866.00000000,2.30432296
2687006,3.12000000,6.60000000,144.00000000,74.14797211,58.87799835,1.82862151,5.01648903,0.60179627,0.85115457,2.65201068,1866.00000000,2.24494410
2687007,3.12000000,6.66000000,214.00000000,162.38017273,183.73320007,1.71683848,5.90141344,0.70795506,0.86872387,2.40428948,1866.00000000,2.17933464
2687008,3.12000000,6.72000000,196.00000000,139.93341064,150.80400085,1.63781774,6.07062149,0.72825384,0.87185538,2.36514735,1866.00000000,2.22013593
2687009,3.12000000,6.78000000,153.00000000,81.72128296,65.99160004,1.79158366,5.33142519,0.63957721,0.85765541,2.55442357,1866.00000000,2.21452546
2687010,3.12000000,6.84000000,128.00000000,65.72747040,52.88040161,1.87169790,4.88798285,0.58638024,0.84841377,2.69544244,1866.00000000,2.24323058
2687011,3.12000000,6.90000000,44.00000000,9.18881893,2.21399999,1.99572814,3.11169767,0.37329057,0.80339295,3.66327071,1866.00000000,2.66369677
2687012,3.12000000,6.96000000,62.00000000,14.82534313,4.60080004,1.89378703,3.80310082,0.45623383,0.82279134,3.17908835,1866.00000000,2.49964213
2687013,3.12000000,7.02000000,57.00000000,12.70729828,3.69720006,1.88858771,3.80310082,0.45623383,0.82279134,3.17908835,1866.00000000,2.50338340
2687014,3.12000000,7.08000000,56.00000000,13.25998306,4.15080023,1.88724506,3.80591035,0.45657086,0.82286447,3.17747998,1866.00000000,2.50345206
2687015,3.12000000,7.14000000,55.00000000,14.43946171,4.83120012,1.88749599,3.80872393,0.45690840,0.82293767,3.17587137,1866.00000000,2.50227094
2752513,3.18000000,4.86000000,11.00000000,1.96197581,0.44999999,1.94021773,3.08191466,0.36971769,0.80248606,3.68900800,1866.00000000,2.71565723
2752518,3.18000000,5.16000000,147.00000000,86.42794037,70.50599670,1.90371037,4.95855045,0.59484577,0.84992546,2.67131376,1866.00000000,2.20241237
2752519,3.18000000,5.22000000,159.00000000,83.37889862,61.84080124,1.91679621,4.98413467,0.59791493,0.85046953,2.66273451,1866.00000000,2.18680763
2752520,3.18000000,5.28000000,178.00000000,89.00823212,61.44480133,1.92201722,5.04926586,0.60572827,0.85184520,2.64128685,1866.00000000,2.17050886
2752521,3.18000000,5.34000000,186.00000000,93.84863281,64.82879639,1.92242444,5.29671097,0.63541269,0.85695320,2.56461120,1866.00000000,2.12331486
2752522,3.18000000,5.40000000,173.00000000,84.71258545,56.86920166,1.86454165,5.39469528,0.64716727,0.85892648,2.53619313,1866.00000000,2.15363884
2752524,3.18000000,5.52000000,141.00000000,65.17054749,38.62080002,1.86167145,5.00025940,0.59984934,0.85081136,2.65737271,1866.00000000,2.22941995
2752525,3.18000000,5.58000000,137.00000000,61.41493225,35.01359940,1.88666487,4.83749676,0.58032370,0.84732217,2.71313667,1866.00000000,2.24181294
2752526,3.18000000,5.64000000,124.00000000,52.04916763,26.89559937,1.97252727,4.25662422,0.51064014,0.83409947,2.94691682,1866.00000000,2.31675673
2752527,3.18000000,5.70000000,145.00000000,64.08887482,36.03960037,1.89588034,4.84963989,0.58178043,0.84758550,2.70884728,1866.00000000,2.23197055
2752528,3.18000000,5.76000000,144.00000000,63.03536224,35.58959961,1.89248574,4.83295870,0.57977933,0.84722364,2.71474528,1866.00000000,2.23845005
2752529,3.18000000,5.82000000,144.00000000,63.22658157,36.88199997,1.88921165,4.81339216,0.57743204,0.84679800,2.72171593,1866.00000000,2.24560905
2752530,3.18000000,5.88000000,146.00000000,65.39454651,39.93479919,1.89271986,4.82390833,0.57869357,0.84702694,2.71796250,1866.00000000,2.24045730
2752531,3.18000000,5.94000000,268.00000000,207.10375977,236.05560303,1.79930377,6.12110996,0.73431063,0.87277710,2.35388732,1866.00000000,2.07872868
2752532,3.18000000,6.00000000,258.00000000,199.86187744,229.81680298,1.80921960,5.83678341,0.70020175,0.86751008,2.41983914,1866.00000000,2.11571670
2752533,3.18000000,6.06000000,138.00000000,67.50594330,47.21400070,1.98771501,4.28138542,0.51361060,0.83469003,2.93565679,1866.00000000,2.29951739
2752534,3.18000000,6.12000000,132.00000000,68.44828033,50.98320007,1.97810435,4.26602316,0.51176769,0.83432394,2.94262743,1866.00000000,2.31089187
2752535,3.18000000,6.18000000,129.00000000,72.65216064,57.79800034,1.96862316,4.24726629,0.50951755,0.83387554,2.95120645,1866.00000000,2.32365966
2752536,3.18000000,6.24000000,125.00000000,77.52507782,65.58480072,1.93423831,4.16486168,0.49963197,0.83188778,2.98981237,1866.00000000,2.37562656
2752538,3.18000000,6.36000000,48.00000000,19.28484917,10.55879974,1.90984821,3.89511132,0.46727175,0.82516515,3.12761402,1866.00000000,2.45779705
2752539,3.18000000,6.42000000,45.00000000,18.68052673,10.58759975,2.12232518,3.25453830,0.39042625,0.80765224,3.54638076,1866.00000000,2.50164843
2752541,3.18000000,6.54000000,105.00000000,40.34215546,20.40480042,1.85364711,4.28732395,0.51432294,0.83483130,2.93297577,1866.00000000,2.39439034
2752542,3.18000000,6.60000000,139.00000000,72.03242493,57.13560104,1.85480893,4.69781208,0.56356663,0.84425664,2.76407504,1866.00000000,2.29332042
2752543,3.18000000,6.66000000,206.00000000,159.36932373,182.82600403,1.73562801,5.57769823,0.66912097,0.86254120,2.48579097,1866.00000000,2.21940947
2752544,3.18000000,6.72000000,177.00000000,124.96492767,136.15919495,1.70541656,5.51205492,0.66124618,0.86125493,2.50348520,1866.00000000,2.25522017
2752545,3.18000000,6.78000000,119.00000000,51.86052322,33.64559937,1.83773220,4.64138222,0.55679709,0.84299868,2.78552270,1866.00000000,2.31916165
2752546,3.18000000,6.84000000,102.00000000,40.24629974,22.07880020,1.98293066,4.38213825,0.52569729,0.83706695,2.89115286,1866.00000000,2.26597214
2752547,3.18000000,6.90000000,44.00000000,9.98778820,2.70000005,1.99572814,3.11169767,0.37329057,0.80339295,3.66327071,1866.00000000,2.66369677
2752548,3.18000000,6.96000000,47.00000000,10.08119678,2.76839995,1.84540701,3.75140834,0.45003259,0.82143855,3.20911527,1866.00000000,2.55460310
2752549,3.18000000,7.02000000,56.00000000,14.22602177,5.01480007,1.88199282,3.79097438,0.45477906,0.82247525,3.18605900,1866.00000000,2.51257253
2752550,3.18000000,7.08000000,54.00000000,13.68880939,4.66919994,1.88093233,3.79283476,0.45500228,0.82252383,3.18498659,1866.00000000,2.51266313
2752551,3.18000000,7.14000000,53.00000000,14.74534321,5.32439995,1.87930834,3.79283476,0.45500228,0.82252383,3.18498659,1866.00000000,2.51389194
2818049,3.24000000,4.86000000,10.00000000,2.18010521,0.61919999,1.93820000,3.08130026,0.36964399,0.80246729,3.68954420,1866.00000000,2.71751499
2818050,3.24000000,4.92000000,28.00000000,8.87044525,4.34159994,2.06024981,3.36434531,0.40359911,0.81083041,3.46327066,1866.00000000,2.51081133
2818051,3.24000000,4.98000000,32.00000000,11.54159832,6.77880001,2.04919791,3.31598425,0.39779752,0.80944061,3.49919581,1866.00000000,2.53720284
2818052,3.24000000,5.04000000,28.00000000,7.69015694,3.25799990,2.01608419,3.27037716,0.39232633,0.80811566,3.53404832,1866.00000000,2.58108115
2818053,3.24000000,5.10000000,29.00000000,8.11961460,3.03480005,2.22116828,2.45019054,0.29393378,0.78144753,4.38230562,1866.00000000,2.79707074
2818054,3.24000000,5.16000000,123.00000000,62.42569351,41.41439819,1.97558880,4.22405100,0.50673252,0.83331853,2.96193027,1866.00000000,2.32227945
2818055,3.24000000,5.22000000,124.00000000,55.78517151,33.44760132,1.98563659,4.24493313,0.50923765,0.83381969,2.95227885,1866.00000000,2.30807519
2818056,3.24000000,5.28000000,133.00000000,55.34735870,30.16440010,1.98388863,4.28257179,0.51375294,0.83471829,2.93512058,1866.00000000,2.30164647
2818057,3.24000000,5.34000000,130.00000000,54.40774155,30.61800003,2.11168885,4.14142609,0.49682054,0.83131701,3.00107241,1866.00000000,2.23001599
2818058,3.24000000,5.40000000,95.00000000,36.65760803,19.72800064,1.97110558,4.15143776,0.49802157,0.83156115,2.99624658,1866.00000000,2.34335542
2818060,3.24000000,5.52000000,81.00000000,33.56161118,17.01359940,1.89113593,4.20680523,0.50466365,0.83290321,2.96997309,1866.00000000,2.39515972
2818061,3.24000000,5.58000000,75.00000000,28.42178154,13.12559986,1.88692164,4.10185814,0.49207386,0.83034784,3.02037525,1866.00000000,2.42528963
2818062,3.24000000,5.64000000,65.00000000,27.06114197,13.74479961,1.97250962,3.66685700,0.43988952,0.81919497,3.26005363,1866.00000000,2.47630095
2818063,3.24000000,5.70000000,80.00000000,31.04808044,14.88599968,2.00970769,4.07160234,0.48844421,0.82960194,3.03538871,1866.00000000,2.32621813
2818064,3.24000000,5.76000000,100.00000000,38.50801468,18.52560043,1.94978738,4.37717438,0.52510172,0.83695084,2.89329767,1866.00000000,2.30265737
2818065,3.24000000,5.82000000,112.00000000,44.09309387,21.93120003,1.95781279,4.23098898,0.50756484,0.83348525,2.95871305,1866.00000000,2.33431149
2818066,3.24000000,5.88000000,125.00000000,53.83493805,30.44519997,1.97555244,4.26484585,0.51162648,0.83429587,2.94316363,1866.00000000,2.31212354
2818067,3.24000000,5.94000000,255.00000000,198.02784729,229.65480042,1.80650139,5.83898830,0.70046628,0.86755168,2.41930294,1866.00000000,2.11737847
2818068,3.24000000,6.00000000,253.00000000,198.15351868,230.52239990,1.80447435,5.84561348,0.70126104,0.86767650,2.41769433,1866.00000000,2.11779284
2818069,3.24000000,6.06000000,134.00000000,68.93354034,48.27600098,1.98656166,4.27783060,0.51318413,0.83460546,2.93726540,1866.00000000,2.30067062
2818070,3.24000000,6.12000000,129.00000000,69.47519684,51.41159821,1.97062242,4.25077057,0.50993794,0.83395946,2.94959784,1866.00000000,2.32095408
2818071,3.24000000,6.18000000,128.00000000,74.83672333,59.75279999,1.97134042,4.25545216,0.51049954,0.83407140,2.94745302,1866.00000000,2.31889749
