Ref,x,y,Connectivity,Metric Mean Shortest-Path Angle,Metric Mean Shortest-Path Distance,Metric Mean Straight-Line Distance,Metric Node Count,Point First Moment,Point Second Moment
1507353,2.04,6.3,52,1.5483885,1.7424877,1.4723289,1866,18.216921,9.6155996
1507354,2.04,6.36,54,1.5634753,1.7518229,1.4791311,1866,21.106262,13.5108
1507355,2.04,6.42,56,1.5837904,1.7618487,1.4879115,1866,24.927052,19.670401
1507356,2.04,6.48,43,2.0358057,1.787995,1.4986798,1866,22.821665,20.6856
1507357,2.04,6.54,72,1.6649936,1.7804875,1.5114541,1866,23.138405,9.2195997
1507358,2.04,6.6,138,1.4303532,1.7862,1.5262651,1866,73.422028,63.568802
1507359,2.04,6.66,187,1.4352533,1.8016828,1.5431404,1866,169.39799,276.59161
1507360,2.04,6.72,160,1.4543641,1.8195416,1.5620857,1866,129.36334,198.54359
1507361,2.04,6.78,128,1.4934618,1.8382276,1.5830764,1866,69.484528,56.368801
1507362,2.04,6.84,79,1.6440712,1.865012,1.6060636,1866,42.980217,39.790798
1507363,2.04,6.9,29,1.7767698,1.897975,1.6309882,1866,6.9863768,2.2428
1507364,2.04,6.96,40,1.7572209,1.9349574,1.6577961,1866,11.848139,4.8635998
1507366,2.04,7.08,21,1.8076631,2.0215039,1.7167094,1866,3.6519945,0.90719998
1507367,2.04,7.14,55,1.724659,2.0679028,1.7487123,1866,26.086485,19.3932
1507368,2.04,7.2,28,1.7690754,2.1187799,1.7823843,1866,9.5255537,5.2164001
1572867,2.1,4.98,70,1.7712547,2.0822549,1.8046833,1866,55.213501,72.554398
1572868,2.1,5.04,75,1.7061468,2.0269775,1.7683116,1866,55.013798,70.218002
1572869,2.1,5.1,80,1.5807047,1.9761004,1.7336698,1866,54.099472,65.386803
1572870,2.1,5.16,103,1.3633207,1.9372519,1.7008601,1866,64.161636,69.0588
1572871,2.1,5.22,109,1.4227083,1.9116423,1.6699612,1866,69.411514,72.989998
1572872,2.1,5.28,90,1.5660667,1.901686,1.6410275,1866,51.546482,53.071201
1572873,2.1,5.34,86,1.5934545,1.8981856,1.6140782,1866,50.149494,50.6772
1572874,2.1,5.4,81,1.6560237,1.8948822,1.5891125,1866,46.579044,45.698399
1572875,2.1,5.46,85,1.5749263,1.8883148,1.5660982,1866,46.596893,42.829201
1572876,2.1,5.52,78,1.628722,1.8707291,1.5449915,1866,43.315811,39.023998
1572877,2.1,5.58,75,1.6273822,1.8512704,1.5258154,1866,40.807972,35.604
1572878,2.1,5.64,74,1.6278895,1.8296746,1.5085907,1866,40.239361,34.142399
1572879,2.1,5.7,75,1.615027,1.8060461,1.4933287,1866,39.687675,32.040001
1572880,2.1,5.76,74,1.6267009,1.7821394,1.4800414,1866,38.361061,29.667601
1572881,2.1,5.82,79,1.7248064,1.7446299,1.4687304,1866,38.873875,28.0728
1572882,2.1,5.88,85,1.4630836,1.7046547,1.4594024,1866,40.918324,28.3608
1572883,2.1,5.94,207,1.1919531,1.6823299,1.4521267,1866,202.10768,317.51999
1572884,2.1,6,209,1.1835055,1.6734211,1.4469581,1866,202.67136,317.4624
1572885,2.1,6.06,87,1.4278206,1.6776845,1.4439001,1866,41.194454,27.579599
1572886,2.1,6.12,81,1.4659601,1.6939389,1.4429071,1866,39.055046,26.9352
1572887,2.1,6.18,78,1.5739436,1.7082925,1.4439164,1866,38.360989,27.547199
1572888,2.1,6.24,75,1.5851512,1.7226306,1.4469318,1866,37.772804,28.5408
1572889,2.1,6.3,75,1.5859547,1.7333486,1.4519624,1866,38.397617,30.1752
1572890,2.1,6.36,75,1.5938381,1.7428533,1.4590076,1866,39.012642,31.878
1572891,2.1,6.42,75,1.6127499,1.7519287,1.4680699,1866,40.143276,34.217999
1572892,2.1,6.48,88,1.6318787,1.7583408,1.4791579,1866,46.108681,38.833199
1572893,2.1,6.54,116,1.4696412,1.7565557,1.492288,1866,58.537544,46.720798
1572894,2.1,6.6,171,1.4458331,1.7672554,1.507485,1866,99.286758,85.139999
1572895,2.1,6.66,218,1.4332234,1.7809457,1.5247726,1866,200.75343,310.68359
1572896,2.1,6.72,187,1.4564677,1.7957842,1.5441519,1866,156.40666,228.56039
1572897,2.1,6.78,148,1.40422,1.811175,1.5655971,1866,89.900253,84.9384
1572898,2.1,6.84,106,1.5560676,1.8352399,1.5890547,1866,61.419292,62.661598
1572899,2.1,6.9,72,1.8227568,1.8797824,1.6144552,1866,50.021473,59.000401
1572900,2.1,6.96,79,1.816174,1.9258124,1.641726,1866,56.409706,66.582001
1572901,2.1,7.02,67,1.7934726,1.9714955,1.6707807,1866,52.239323,68.259598
1572902,2.1,7.08,66,1.779466,2.0193553,1.701533,1866,54.196758,73.724403
1572903,2.1,7.14,89,1.7855631,2.0704522,1.7339596,1866,75.078751,95.072403
1572904,2.1,7.2,64,1.8048093,2.124059,1.7680247,1866,56.667931,79.786797
1638403,2.16,4.98,46,1.8350749,2.077508,1.7862895,1866,17.466497,9.3744001
1638404,2.16,5.04,47,1.7978146,2.0214622,1.7497466,1866,15.893607,7.7220001
1638405,2.16,5.1,46,1.737483,1.967356,1.7149361,1866,12.794958,4.8996
1638406,2.16,5.16,66,1.472206,1.913308,1.6819614,1866,22.6187,11.97
1638407,2.16,5.22,88,1.4198022,1.8852888,1.6509073,1866,41.038307,30.312
1638408,2.16,5.28,51,1.7818907,1.8824418,1.6218382,1866,13.075254,4.2912002
1638409,2.16,5.34,44,1.9318055,1.8974226,1.5947685,1866,11.515913,3.8196001
1638410,2.16,5.4,40,2.0408261,1.9051706,1.5696982,1866,11.342495,4.1148
1638412,2.16,5.52,26,2.0021076,1.895352,1.5254294,1866,6.3210087,2.0339999
1638413,2.16,5.58,31,1.7633518,1.861873,1.5062084,1866,6.8437018,1.9872
1638414,2.16,5.64,33,1.7665066,1.8406792,1.4889575,1866,7.6999364,2.4372001
1638415,2.16,5.7,36,1.8026092,1.8199409,1.4736853,1866,9.9225407,3.9312
1638416,2.16,5.76,33,2.2401316,1.8254329,1.4604051,1866,11.093363,5.2308002
1638418,2.16,5.88,36,1.8700243,1.7070491,1.4398297,1866,11.276443,4.7124
1638419,2.16,5.94,160,1.2739098,1.6621977,1.4326136,1866,166.98351,278.64359
1638420,2.16,6,161,1.2617697,1.6524941,1.427536,1866,166.91928,278.4816
1638421,2.16,6.06,39,1.8351021,1.6780107,1.4245999,1866,11.588741,4.5827999
1638423,2.16,6.18,30,2.1838286,1.7481345,1.4249192,1866,8.7221851,3.5208001
1638424,2.16,6.24,34,1.8346621,1.7409645,1.4281199,1866,8.6569242,3.0204
1638425,2.16,6.3,33,1.7492801,1.7465125,1.4333639,1866,7.5476041,2.358
1638426,2.16,6.36,36,1.6972965,1.7539009,1.4406534,1866,8.3962994,2.592
1638427,2.16,6.42,37,1.7411556,1.7662193,1.4499922,1866,9.801815,3.5064001
1638428,2.16,6.48,28,1.9662211,1.7882218,1.4613879,1866,7.1058073,2.3436
1638429,2.16,6.54,61,1.9817439,1.7675456,1.4748508,1866,20.068542,8.2187996
1638430,2.16,6.6,125,1.6174521,1.7585522,1.4904039,1866,61.374485,43.387199
1638431,2.16,6.66,178,1.5358628,1.76631,1.5080829,1866,160.30135,254.63161
1638432,2.16,6.72,148,1.4567722,1.7770286,1.5278901,1866,119.16025,179.56441
1638433,2.16,6.78,90,1.429588,1.7917123,1.5497935,1866,33.028294,16.2684
1638434,2.16,6.84,60,1.9287974,1.8362409,1.5737263,1866,20.406393,8.6724005
1638435,2.16,6.9,17,2.6425655,1.9365333,1.5995967,1866,3.9237287,1.1664
1638436,2.16,6.96,31,2.1587667,1.9528613,1.6273199,1866,11.671931,6.0623999
1638438,2.16,7.08,18,2.5772016,2.0777953,1.6879764,1866,4.0969009,1.3068
1638439,2.16,7.14,42,2.0126295,2.0902743,1.7207876,1866,24.311827,22.017599
1638440,2.16,7.2,23,1.9544902,2.1399405,1.7551994,1866,6.3153524,2.4335999
1703943,2.22,5.22,99,1.5124891,1.8652641,1.6333458,1866,45.281601,32.385601
1703955,2.22,5.94,150,1.3479489,1.6470728,1.4147617,1866,160.83282,264.5928
1703956,2.22,6,149,1.4389814,1.6445649,1.409783,1866,160.1843,264.1788
1703966,2.22,6.6,122,1.6441009,1.7550346,1.4749879,1866,59.44915,40.593601
1703967,2.22,6.66,172,1.5351429,1.7547553,1.493042,1866,155.06679,241.4556
1703968,2.22,6.72,150,1.4600644,1.7624012,1.5132675,1866,118.01656,171.79201
1703969,2.22,6.78,66,1.9599949,1.80318,1.5356222,1866,25.802507,13.68
1769475,2.28,4.98,40,1.9872606,2.0202346,1.7537538,1866,11.053485,3.6036
1769476,2.28,5.04,40,1.947764,1.96936,1.7169024,1866,9.5035219,2.7
1769477,2.28,5.1,41,1.8960012,1.9217798,1.6818031,1866,8.8650446,2.2788
1769478,2.28,5.16,52,1.5760136,1.8784364,1.6485586,1866,12.527818,4.2156
1769479,2.28,5.22,90,1.6682502,1.8562979,1.6172547,1866,41.167248,31.0716
1769480,2.28,5.28,88,2.0855134,1.875417,1.5879592,1866,53.858791,51.170399
1769481,2.28,5.34,89,2.1103487,1.8991938,1.5606959,1866,55.679035,52.369202
1769482,2.28,5.4,53,2.183533,1.9288899,1.5354756,1866,20.574198,11.358
1769490,2.28,5.88,33,1.633985,1.6605928,1.4056127,1866,10.036185,4.6655998
1769491,2.28,5.94,150,1.4209795,1.637006,1.398553,1866,156.78874,252.0072
1769492,2.28,6,149,1.4478146,1.6351255,1.3936822,1866,156.05881,251.4744
1769493,2.28,6.06,35,1.8487042,1.6648101,1.3910023,1866,11.131083,5.3316002
1769502,2.28,6.6,116,1.6725589,1.7486092,1.4611844,1866,57.021984,38.336399
1769503,2.28,6.66,177,1.535799,1.7443542,1.4796121,1866,154.73392,231.3828
1769504,2.28,6.72,148,1.4986966,1.7509736,1.5002356,1866,118.60825,169.18559
1835011,2.34,4.98,40,1.9551071,2.0041642,1.739639,1866,10.133133,3.1392
1835012,2.34,5.04,43,1.8483205,1.9511007,1.7026531,1866,9.7739773,2.8908
1835013,2.34,5.1,44,1.7459754,1.90556,1.6674353,1866,8.5216122,2.016
1835014,2.34,5.16,49,1.7068759,1.8685427,1.6340866,1866,9.3402662,2.1276
1835015,2.34,5.22,84,1.6682819,1.8474596,1.6026855,1866,39.384121,32.1264
1835016,2.34,5.28,96,1.7899878,1.8466715,1.5732927,1866,52.707397,46.659599
1835017,2.34,5.34,93,1.9876856,1.870109,1.5459429,1866,54.260471,48.4272
1835018,2.34,5.4,48,2.1257048,1.8992742,1.520655,1866,14.75246,6.1848001
1835026,2.34,5.88,34,1.5441108,1.643182,1.3909566,1866,8.7168522,3.4056001
1835027,2.34,5.94,149,1.43831,1.6273882,1.3840114,1866,155.06688,245.27161
1835028,2.34,6,147,1.4597005,1.6263866,1.3792615,1866,151.9951,239.6088
1835029,2.34,6.06,37,1.6229762,1.6416994,1.3767055,1866,10.5525,4.7160001
1835031,2.34,6.18,44,2.336184,2.2304413,1.3779413,1866,12.740703,4.4496002
1835032,2.34,6.24,47,2.2990866,2.2090936,1.3816829,1866,13.456369,5.0544
1835033,2.34,6.3,55,2.2778876,2.1966033,1.387547,1866,18.966185,9.6408005
1835034,2.34,6.36,60,2.2571139,2.1909242,1.3955438,1866,23.412691,13.6296
1835035,2.34,6.42,60,2.2366664,2.1922209,1.4056808,1866,24.050533,13.9644
1835036,2.34,6.48,49,2.2293906,2.2009087,1.4179611,1866,16.560606,7.3044
1835037,2.34,6.54,50,1.9828217,1.7753911,1.4323891,1866,17.088333,7.9776001
1835038,2.34,6.6,121,1.661893,1.7412715,1.4489845,1866,59.598015,40.316399
1835039,2.34,6.66,173,1.5513568,1.7350816,1.4677747,1866,152.23744,221.634
1835040,2.34,6.72,149,1.5205421,1.7411475,1.48876,1866,119.5425,165.7872
1835041,2.34,6.78,69,1.6230884,1.762347,1.5118989,1866,25.868835,14.526
1835042,2.34,6.84,44,1.7281888,1.7960452,1.5371082,1866,13.310263,5.3243999
1900547,2.4,4.98,41,1.9292185,1.9990447,1.7270198,1866,10.100955,3.0599999
1900548,2.4,5.04,44,1.8629429,1.9483552,1.6899259,1866,9.6315632,2.6856
1900549,2.4,5.1,45,1.84341,1.9024765,1.6546123,1866,8.9319487,2.3148
1900550,2.4,5.16,51,1.7940934,1.864128,1.6211747,1866,10.566409,3.0348001
1900551,2.4,5.22,78,1.6857935,1.8399849,1.5896896,1866,36.707558,31.6224
1900552,2.4,5.28,96,1.7487141,1.8349642,1.5602137,1866,49.886806,41.878799
1900553,2.4,5.34,99,1.9052576,1.8498185,1.5327871,1866,54.516766,45.597599
1900554,2.4,5.4,45,2.1063235,1.8777505,1.5074277,1866,12.185627,4.3632002
1900556,2.4,5.52,40,2.3965468,1.9332232,1.4627694,1866,11.053485,3.6036
1900557,2.4,5.58,41,2.3848708,1.9138216,1.443453,1866,10.512606,3.2832
1900558,2.4,5.64,41,2.4254208,1.90352,1.4262013,1866,10.203447,3.132
1900559,2.4,5.7,45,2.4287786,1.9014882,1.4110316,1866,13.708014,5.8895998
1900560,2.4,5.76,45,2.5320766,1.9065475,1.3979501,1866,14.756952,6.4439998
1900562,2.4,5.88,33,1.5538613,1.6313609,1.3779848,1866,6.8433256,1.8036
1900563,2.4,5.94,148,1.4458046,1.6176989,1.3711735,1866,153.26486,238.4388
1900564,2.4,6,146,1.4598655,1.6170471,1.3665571,1866,148.99811,229.3344
1900565,2.4,6.06,36,1.5654835,1.62893,1.3641347,1866,8.3276434,2.6603999
1900567,2.4,6.18,44,2.3463206,2.1760855,1.3656452,1866,11.305042,3.6647999
1900568,2.4,6.24,46,2.3040709,2.151917,1.3695482,1866,10.906982,3.4128001
1900569,2.4,6.3,54,2.2789524,2.1379282,1.3756031,1866,15.896722,7.3224001
1900570,2.4,6.36,60,2.2541807,2.1315665,1.3838214,1866,20.703203,11.2284
1900571,2.4,6.42,60,2.2301767,2.1330671,1.3942086,1866,21.407843,11.5632
1900572,2.4,6.48,46,2.2359793,2.1433089,1.4067662,1866,12.823995,4.6259999
1900573,2.4,6.54,55,1.8759607,1.7566903,1.4214987,1866,16.991093,6.7536001
1900574,2.4,6.6,114,1.6751053,1.7312835,1.4384204,1866,56.076244,38.080799
1900575,2.4,6.66,175,1.5752512,1.7235926,1.4575402,1866,152.22437,213.786
1900576,2.4,6.72,147,1.5331999,1.7301093,1.4788529,1866,117.76266,158.85719
1900577,2.4,6.78,79,1.6011202,1.7495544,1.5023215,1866,29.813395,15.6816
1900578,2.4,6.84,48,1.731554,1.7807347,1.5278754,1866,13.036076,4.4172001
1966083,2.46,4.98,43,1.963223,2.0053678,1.7159131,1866,11.567228,3.8592
1966084,2.46,5.04,43,1.9636427,1.954944,1.6787417,1866,9.9405975,2.9916
1966085,2.46,5.1,46,1.9563743,1.9079397,1.6433586,1866,9.762763,2.6819999
1966086,2.46,5.16,50,1.9289011,1.8672935,1.6098531,1866,11.22302,3.5064001
1966087,2.46,5.22,72,1.8531554,1.8362148,1.5782981,1866,34.926826,32.209202
1966088,2.46,5.28,97,1.7211142,1.8241749,1.5487512,1866,48.07534,37.799999
1966089,2.46,5.34,102,1.8244412,1.8308305,1.521258,1866,53.389446,41.806801
1966090,2.46,5.4,45,2.1789131,1.8645774,1.4958367,1866,12.130289,4.1076002
1966092,2.46,5.52,40,2.3516531,1.8834835,1.4510661,1866,9.5035219,2.7
1966093,2.46,5.58,41,2.3308446,1.8620013,1.4317296,1866,8.7990894,2.3399999
1966094,2.46,5.64,45,2.374944,1.8496832,1.4144998,1866,11.417988,4.4496002
1966095,2.46,5.7,46,2.4255018,1.8468114,1.3993943,1866,12.126117,4.6511998
1966096,2.46,5.76,48,2.5321624,1.8518684,1.3864183,1866,15.699709,7.6968002
1966098,2.46,5.88,32,1.6016752,1.6220058,1.3667371,1866,6.6036167,1.7819999
1966099,2.46,5.94,150,1.4519252,1.6075584,1.3600714,1866,153.69638,233.3808
1966100,2.46,6,145,1.4607408,1.6071569,1.3556,1866,146.28185,219.978
1966101,2.46,6.06,34,1.5714924,1.6186963,1.3533212,1866,7.1728263,1.962
1966103,2.46,6.18,43,2.4559033,2.1247199,1.3551267,1866,9.5936441,2.5632
1966104,2.46,6.24,44,2.3322964,2.0977802,1.3591963,1866,8.7258873,2.1924
1966105,2.46,6.3,53,2.2807896,2.0797927,1.3654392,1866,13.602777,5.6268001
1966106,2.46,6.36,60,2.2505436,2.072557,1.3738689,1866,18.589895,9.2664003
1966107,2.46,6.42,60,2.2216547,2.0743213,1.384492,1866,19.341885,9.6012001
1966108,2.46,6.48,44,2.2390814,2.0861108,1.397307,1866,10.517823,3.1284001
1966109,2.46,6.54,55,1.8676063,1.7469816,1.4123133,1866,17.072453,6.9443998
1966110,2.46,6.6,107,1.7164142,1.7222046,1.4295167,1866,52.978531,36.795601
1966111,2.46,6.66,177,1.6052631,1.7134765,1.4489222,1866,152.56429,206.8092
1966112,2.46,6.72,148,1.5532851,1.7203879,1.4705261,1866,118.156,154.9368
1966113,2.46,6.78,83,1.6008109,1.739557,1.4942911,1866,33.752243,19.537201
1966114,2.46,6.84,51,1.7282981,1.772737,1.5201485,1866,14.285259,5.0256
2031619,2.52,4.98,42,2.0530519,2.0205019,1.7063229,1866,12.253163,4.3596001
2031620,2.52,5.04,43,2.0703304,1.9713269,1.6691064,1866,11.096627,3.5783999
2031621,2.52,5.1,45,2.0909486,1.9250734,1.6336813,1866,10.726377,3.1788001
2031622,2.52,5.16,51,2.112273,1.883167,1.6001338,1866,14.715778,6.3576002
2031623,2.52,5.22,68,2.1460085,1.8463123,1.568525,1866,34.851208,32.922001
2031624,2.52,5.28,101,1.6931087,1.8138263,1.5389199,1866,48.867111,35.726398
2031625,2.52,5.34,103,1.8046442,1.8180798,1.5113769,1866,51.649612,37.735199
2031626,2.52,5.4,44,2.4433398,1.8684735,1.4859149,1866,12.882878,4.5971999
2031628,2.52,5.52,40,2.2945895,1.8373916,1.4410708,1866,8.4323788,2.0915999
2031629,2.52,5.58,41,2.2540119,1.8138065,1.421735,1866,7.6020007,1.6992
2031630,2.52,5.64,47,2.2764952,1.798741,1.4045414,1866,10.954588,3.9995999
2031631,2.52,5.7,50,2.3908617,1.7938662,1.3895097,1866,13.842054,6.2244
2031632,2.52,5.76,49,2.5328631,1.798665,1.3766414,1866,14.97607,7.1064
2031634,2.52,5.88,32,1.7241296,1.6164886,1.3572471,1866,7.4892764,2.4012001
2031635,2.52,5.94,151,1.4555063,1.596882,1.3507335,1866,153.66971,228.132
2031636,2.52,6,146,1.4589933,1.5967331,1.3464158,1866,145.18411,212.39639
2031637,2.52,6.06,32,1.7476031,1.6154934,1.3442914,1866,7.4892764,2.4012001
2031639,2.52,6.18,42,2.5198455,2.0758119,1.346406,1866,8.7390461,2.1168001
2031640,2.52,6.24,45,2.3481305,2.0436175,1.3506424,1866,8.8083324,2.2284
2031641,2.52,6.3,51,2.2845602,2.0223284,1.3570688,1866,11.212781,3.6791999
2031642,2.52,6.36,60,2.2447865,2.0139325,1.3657013,1866,17.10887,7.7435999
2031643,2.52,6.42,60,2.2105575,2.0160599,1.3765466,1866,17.888472,8.0783997
2031644,2.52,6.48,40,2.3622777,2.0323987,1.3895979,1866,8.4901161,2.0843999
2031645,2.52,6.54,60,1.9166758,1.742026,1.4048445,1866,22.560558,11.8296
2031646,2.52,6.6,102,1.777845,1.7145377,1.4222814,1866,52.469894,38.854801
2031647,2.52,6.66,184,1.6188229,1.7038093,1.4419258,1866,157.59004,206.4456
2031648,2.52,6.72,143,1.5791845,1.7114437,1.4637803,1866,103.56388,115.452
2031649,2.52,6.78,81,1.6959721,1.7344383,1.4878056,1866,37.126884,25.437599
2031650,2.52,6.84,51,1.8997009,1.7739691,1.5139248,1866,16.12886,6.75
2097160,2.58,5.28,83,1.6696941,1.8044491,1.5307131,1866,44.168148,32.338799
2097161,2.58,5.34,96,1.7959012,1.8057073,1.5031455,1866,48.938675,34.127998
2097164,2.58,5.52,42,2.1521182,1.7964203,1.4327998,1866,8.4678097,1.9764
2097165,2.58,5.58,47,2.1095598,1.7712433,1.413487,1866,10.186308,3.2219999
2097166,2.58,5.64,51,2.1900721,1.7532614,1.3963459,1866,12.606325,5.0472002
2097167,2.58,5.7,51,2.3301015,1.7441144,1.3813947,1866,13.309381,5.6592002
2097168,2.58,5.76,48,2.4033079,1.7475653,1.3686386,1866,12.042513,4.1399999
2097170,2.58,5.88,32,2.0221839,1.6252612,1.3495345,1866,9.5874786,4.2876
2097171,2.58,5.94,152,1.4551431,1.5856534,1.3431742,1866,152.47575,220.2948
2097172,2.58,6,147,1.4527477,1.5857968,1.3390173,1866,144.34734,205.6248
2097173,2.58,6.06,35,2.0267906,1.6241938,1.3370574,1866,11.777273,6.1524
2097175,2.58,6.18,42,2.6086822,2.0315266,1.3394872,1866,8.9421606,2.214
2097176,2.58,6.24,43,2.4855511,1.9934496,1.343891,1866,7.9252863,1.728
2097177,2.58,6.3,48,2.289865,1.9657363,1.3504944,1866,9.3248625,2.358
2097178,2.58,6.36,60,2.2386336,1.9557158,1.3593161,1866,16.26301,6.6599998
2097179,2.58,6.42,61,2.1910768,1.9583981,1.370365,1866,17.548016,7.2396002
2097180,2.58,6.48,38,2.5669982,1.9846376,1.3836311,1866,8.3630781,2.1059999
2097182,2.58,6.6,94,1.9084768,1.7106689,1.4167004,1866,52.607029,42.264
2097183,2.58,6.66,191,1.6266632,1.6940924,1.4365371,1866,160.18559,203.14799
2097184,2.58,6.72,127,1.5826378,1.7025837,1.4586018,1866,78.155464,72.540001
2097185,2.58,6.78,78,1.9633471,1.7430519,1.48285,1866,40.374691,30.1968
2162690,2.64,4.92,38,1.8792776,2.1114004,1.7305502,1866,17.806026,13.7952
2162691,2.64,4.98,44,1.9176199,2.0611956,1.6916077,1866,20.486118,14.4972
2162692,2.64,5.04,37,1.9992825,2.01442,1.6543626,1866,13.263882,7.1388001
2162693,2.64,5.1,22,2.3713682,1.9886345,1.6189286,1866,4.8472691,1.4687999
2162696,2.64,5.28,81,1.6659893,1.7965422,1.5241145,1866,41.439739,28.652399
2162697,2.64,5.34,89,1.7899009,1.7937049,1.4965495,1866,44.441547,29.905199
2162700,2.64,5.52,46,1.9288521,1.7608901,1.4262604,1866,10.652549,3.2939999
2162701,2.64,5.58,55,2.0432644,1.7381421,1.406997,1866,13.835718,5.1444001
2162702,2.64,5.64,54,2.0514472,1.7174846,1.3899224,1866,12.772644,4.5503998
2162703,2.64,5.7,49,2.2016072,1.70147,1.3750584,1866,10.80206,3.3155999
2162704,2.64,5.76,49,2.347574,1.7018807,1.3624107,1866,12.201644,4.0679998
2162707,2.64,5.94,147,1.4553601,1.5742158,1.3373889,1866,150.17476,213.0264
2162708,2.64,6,146,1.4455992,1.5747848,1.3333957,1866,143.51025,199.6884
2162711,2.64,6.18,40,2.8068314,1.9972203,1.3343629,1866,9.1953478,2.484
2162712,2.64,6.24,42,2.6064322,1.9483372,1.3389357,1866,8.3998051,2.0123999
2162713,2.64,6.3,45,2.3497403,1.9128199,1.3457071,1866,8.7845497,2.0987999
2162714,2.64,6.36,60,2.2305343,1.8979387,1.3546997,1866,16.028044,6.0156002
2162715,2.64,6.42,61,2.1790273,1.9013833,1.3659263,1866,17.242579,6.5412002
2162718,2.64,6.6,84,2.21717,1.7207689,1.4127452,1866,54.305687,47.347198
2162719,2.64,6.66,206,1.5720928,1.6838418,1.4327424,1866,165.82787,201.7224
2162720,2.64,6.72,81,2.0922811,1.7201747,1.4549744,1866,45.149109,35.708401
2228226,2.7,4.92,32,1.8783727,2.0884678,1.7255065,1866,9.2123442,4.0139999
2228227,2.7,4.98,39,1.8606745,2.0320761,1.6865419,1866,13.523358,8.1935997
2228228,2.7,5.04,49,1.8586842,1.9778253,1.6492959,1866,21.154442,14.9148
2228229,2.7,5.1,57,1.9557443,1.9303902,1.6138691,1866,23.442327,13.4532
2228230,2.7,5.16,101,1.7007997,1.8690634,1.5803347,1866,49.900135,30.0744
2228231,2.7,5.22,101,1.8830106,1.8307197,1.5487413,1866,43.932716,24.624001
2228232,2.7,5.28,122,1.7076803,1.7894235,1.5191462,1866,52.448719,30.448799
2228233,2.7,5.34,122,1.7289984,1.7648145,1.4916139,1866,52.95298,30.9636
2228234,2.7,5.4,91,1.9172106,1.7546134,1.4661716,1866,46.67588,36.900002
2228236,2.7,5.52,63,1.9897355,1.7348752,1.4214694,1866,17.387878,6.1451998
2228237,2.7,5.58,56,1.8653722,1.7149078,1.4022796,1866,12.926679,3.8016
2228238,2.7,5.64,56,1.8765585,1.6947826,1.3852844,1866,13.090957,4.1184001
2228239,2.7,5.7,57,1.8699839,1.6738923,1.3705083,1866,14.729432,5.3532
2228240,2.7,5.76,54,2.0849402,1.6559119,1.3579599,1866,15.668307,6.4871998
2228243,2.7,5.94,149,1.4577259,1.5620676,1.3333495,1866,151.10277,209.6208
2228244,2.7,6,146,1.404591,1.5627179,1.3295212,1866,142.95898,194.8716
2228247,2.7,6.18,39,3.0974925,1.9841008,1.3310182,1866,10.313151,3.168
2228248,2.7,6.24,40,3.0954492,1.9248226,1.3357671,1866,9.4525146,2.664
2228249,2.7,6.3,42,2.6070166,1.8658545,1.342698,1866,9.1682854,2.4300001
2228250,2.7,6.36,60,2.2186968,1.8406427,1.3518318,1866,16.353504,5.8104
2228251,2.7,6.42,59,2.1638525,1.8450148,1.3632004,1866,17.127464,6.2351999
2228253,2.7,6.54,112,2.0693245,1.7192978,1.3925029,1866,76.260658,76.186798
2228254,2.7,6.6,118,2.0183201,1.6942667,1.4104073,1866,86.391327,97.419601
2228255,2.7,6.66,204,1.5719792,1.674376,1.4305375,1866,164.16039,197.3844
2228256,2.7,6.72,141,1.5675403,1.6877131,1.452888,1866,98.076141,113.6628
2228257,2.7,6.78,112,1.8774469,1.725673,1.4774144,1866,77.911964,83.318398
2228258,2.7,6.84,104,1.8572532,1.7665805,1.5040323,1866,65.551437,60.4548
2293762,2.76,4.92,38,1.9004395,2.0797765,1.7220489,1866,14.234613,8.7192001
2293763,2.76,4.98,40,1.8964586,2.0203552,1.6830916,1866,13.750512,7.9920001
2293764,2.76,5.04,43,1.8895556,1.9612947,1.645865,1866,13.595347,7.2072001
2293765,2.76,5.1,52,1.7737265,1.9026916,1.6104623,1866,17.816936,9.8388004
2293766,2.76,5.16,126,1.5913941,1.8475457,1.5769583,1866,54.974342,31.625999
2293767,2.76,5.22,116,1.5556072,1.8045813,1.5454119,1866,47.972801,25.722
2293768,2.76,5.28,129,1.53651,1.7753478,1.5158769,1866,52.867149,28.810801
2293769,2.76,5.34,132,1.6579635,1.7518048,1.4883996,1866,54.70768,29.9088
2293770,2.76,5.4,110,1.6746835,1.7289064,1.4630078,1866,47.750366,31.8384
2293771,2.76,5.46,85,1.8797333,1.7190348,1.4396969,1866,26.166336,9.6660004
2293772,2.76,5.52,64,2.0600057,1.7205758,1.4184581,1866,17.271948,5.7059999
2293773,2.76,5.58,60,1.8710351,1.7067684,1.3993562,1866,15.74952,5.2343998
2293774,2.76,5.64,59,1.8702629,1.6874435,1.3824469,1866,15.821261,5.6304002
2293775,2.76,5.7,57,1.8818523,1.6665912,1.3677589,1866,16.026438,6.1848001
2293776,2.76,5.76,55,1.8817308,1.6444672,1.3552995,1866,16.525574,6.8327999
2293777,2.76,5.82,52,1.8909944,1.6213218,1.3450493,1866,17.628595,8.0712004
2293778,2.76,5.88,33,2.0650885,1.589278,1.3369654,1866,12.920287,7.092
2293779,2.76,5.94,181,1.3079803,1.5481807,1.3310566,1866,166.22073,215.298
2293780,2.76,6,172,1.3625718,1.5543684,1.327381,1866,157.2627,201.8268
2293786,2.76,6.36,56,2.2000151,1.7839801,1.3506889,1866,16.402996,5.8968
