Ref,x,y,Connectivity,Metric Mean Shortest-Path Angle,Metric Mean Shortest-Path Distance,Metric Mean Straight-Line Distance,Metric Node Count,Point First Moment,Point Second Moment
786438,1.38,5.16,90,1.5351499,2.3248467,2.0379252,1866,28.905073,11.7396
786439,1.38,5.22,104,1.4342407,2.3067329,2.0095332,1866,37.122131,18.5256
786440,1.38,5.28,79,1.8302553,2.3162813,1.9829232,1866,21.782454,7.4196
786441,1.38,5.34,75,2.0815835,2.336066,1.9581072,1866,21.029879,7.2467999
786442,1.38,5.4,72,2.1964531,2.3620307,1.9350873,1866,21.405773,7.7291999
786443,1.38,5.46,72,2.2609897,2.3921378,1.9138523,1866,23.6397,9.1512003
786451,1.38,5.94,168,1.3671029,2.0660324,1.8048158,1866,235.0116,537.26038
786452,1.38,6,174,1.4372349,2.0643001,1.7991436,1866,240.27968,541.6272
786462,1.38,6.6,25,2.0097885,2.1683145,1.8388308,1866,6.9630108,2.934
786463,1.38,6.66,156,1.6331819,2.1440463,1.852017,1866,222.49254,490.7196
786464,1.38,6.72,52,1.639259,2.1464036,1.8670108,1866,23.001314,15.714
786468,1.38,6.96,25,2.2257016,2.260268,1.944171,1866,8.1457586,3.7548001
786470,1.38,7.08,57,2.9161963,2.3854506,1.992777,1866,21.095362,9.7343998
786471,1.38,7.14,90,2.3981657,2.3877714,2.0195763,1866,33.55788,15.7104
786472,1.38,7.2,69,2.6005549,2.4200661,2.0480692,1866,25.863102,14.958
786473,1.38,7.26,60,2.8578019,2.4724605,2.078223,1866,19.849401,10.5696
786474,1.38,7.32,57,2.8585467,2.525876,2.1100011,1866,15.631636,5.5152001
786475,1.38,7.38,55,2.8637526,2.5799458,2.1433756,1866,14.957966,5.4359999
786476,1.38,7.44,58,2.8642991,2.63326,2.1783166,1866,16.736746,6.5879998
786477,1.38,7.5,58,2.8590186,2.6856496,2.2147839,1866,17.649349,7.5636001
786478,1.38,7.56,60,2.8554473,2.7378438,2.2527199,1866,19.426327,8.8163996
786479,1.38,7.62,72,3.2789974,2.7696764,2.2920649,1866,26.966068,13.8384
786480,1.38,7.68,98,2.8531041,2.76405,2.3327646,1866,40.286591,21.531601
786481,1.38,7.74,66,3.1382437,2.7964995,2.3747513,1866,28.82032,16.8228
851970,1.44,4.92,24,2.5644214,2.4970641,2.1331916,1866,7.0367808,2.7107999
851971,1.44,4.98,26,2.5525813,2.4488862,2.0982518,1866,6.8474617,2.4156001
851972,1.44,5.04,43,2.8913538,2.4159508,2.0647283,1866,15.919716,8.2944002
851973,1.44,5.1,80,2.1589108,2.3839295,2.0327389,1866,29.562944,13.3344
851974,1.44,5.16,76,2.1990552,2.3283253,2.0024002,1866,26.056211,10.9332
851975,1.44,5.22,102,1.470898,2.2760327,1.9738182,1866,37.353725,18.381599
851976,1.44,5.28,74,2.2149758,2.3105679,1.9470447,1866,23.353807,8.9927998
851977,1.44,5.34,73,2.288594,2.3462734,1.922078,1866,23.336214,9.0251999
851978,1.44,5.4,73,2.3388779,2.3773787,1.8989127,1866,24.70052,9.9432001
851979,1.44,5.46,72,2.3933589,2.4129493,1.877538,1866,26.304705,11.1564
851987,1.44,5.94,152,1.4400241,2.0392022,1.7677099,1866,222.51848,509.19479
851988,1.44,6,150,1.4699973,2.0377455,1.7620429,1866,222.0843,509.08679
851999,1.44,6.66,161,1.6552974,2.1144149,1.8163309,1866,217.65578,466.41599
852004,1.44,6.96,22,2.0915086,2.2436843,1.9101063,1866,6.7938762,2.9628
852007,1.44,7.14,57,2.2740428,2.3689134,1.9868865,1866,19.553377,9.0431995
852016,1.44,7.68,63,2.9382303,2.728178,2.3041546,1866,21.586267,9.9432001
917506,1.5,4.92,33,2.0799916,2.4813721,2.1000764,1866,15.108924,10.1088
917507,1.5,4.98,32,2.3269634,2.4261401,2.0647843,1866,12.570141,7.2972002
917508,1.5,5.04,24,2.6208463,2.3870375,2.0309651,1866,8.5234089,4.3740001
917510,1.5,5.16,33,1.7094474,2.2647135,1.9681772,1866,10.208949,4.0427999
917511,1.5,5.22,72,1.5967932,2.2480013,1.9394096,1866,29.44891,15.354
917522,1.5,5.88,36,1.7270114,2.0325005,1.7395996,1866,12.216704,6.0516
917523,1.5,5.94,153,1.4554486,2.0115426,1.7319552,1866,215.50981,484.09561
917524,1.5,6,152,1.4765034,2.0105121,1.7262977,1866,215.05286,483.88681
917525,1.5,6.06,38,1.7605847,2.0307171,1.7226295,1866,12.528763,5.7708001
917535,1.5,6.66,163,1.6718383,2.0851741,1.7820438,1866,209.72987,441.306
917539,1.5,6.9,14,2.2379436,2.2254689,1.8549173,1866,2.8740633,0.84240001
917540,1.5,6.96,22,2.0914321,2.2183909,1.8775437,1866,6.0653696,2.3687999
917542,1.5,7.08,34,2.4855318,2.3498003,1.9279661,1866,10.159804,3.9816
917543,1.5,7.14,48,2.3444464,2.340158,1.9557143,1866,16.803457,8.2080002
917544,1.5,7.2,29,2.26528,2.3485823,1.98518,1866,8.1331902,3.0420001
917546,1.5,7.32,31,3.1574645,2.5458779,2.0489993,1866,7.8891554,2.4191999
917547,1.5,7.38,31,3.043328,2.5500898,2.0832801,1866,7.3505425,2.1888001
917548,1.5,7.44,31,2.9392424,2.5654736,2.1191299,1866,7.3505425,2.1888001
917549,1.5,7.5,31,2.8512838,2.590538,2.1565037,1866,7.8891554,2.4191999
917551,1.5,7.62,28,3.2487724,2.7004848,2.2354825,1866,6.4126153,1.8288
917552,1.5,7.68,49,3.0394323,2.6991291,2.2769661,1866,17.676918,9.0288
917553,1.5,7.74,30,2.8707871,2.7180927,2.3197255,1866,7.4962111,2.2895999
983042,1.56,4.92,20,2.2051864,2.48526,2.0682962,1866,6.4694109,3.0743999
983043,1.56,4.98,24,2.2724316,2.4322834,2.0326638,1866,8.7088013,4.8204002
983044,1.56,5.04,14,2.2767937,2.3752487,1.9985349,1866,2.2690694,0.70560002
983045,1.56,5.1,22,2.2317166,2.3197105,1.9660337,1866,6.2711897,2.826
983046,1.56,5.16,36,2.2533395,2.2660751,1.9352517,1866,14.059,7.0307999
983047,1.56,5.22,77,1.57749,2.2185719,1.9062852,1866,29.25539,14.4576
983058,1.56,5.88,37,1.5759966,1.9943326,1.7052205,1866,10.660983,4.6872001
983059,1.56,5.94,150,1.4467243,1.9819896,1.6975604,1866,207.98819,459.79199
983060,1.56,6,150,1.462346,1.9812036,1.6919194,1866,207.98819,459.79199
983061,1.56,6.06,39,1.6056473,1.9921405,1.6882979,1866,11.403004,5.0760002
983070,1.56,6.6,118,1.7952977,2.0628977,1.7352688,1866,111.87857,173.2608
983071,1.56,6.66,161,1.7009513,2.0566082,1.7491764,1866,201.50017,417.50641
983072,1.56,6.72,128,1.7053678,2.066355,1.7649835,1866,132.54646,251.6508
983073,1.56,6.78,101,1.8071066,2.0888617,1.7826641,1866,88.504494,131.75999
983075,1.56,6.9,14,2.1957445,2.1986067,1.8234507,1866,2.2241621,0.45719999
983076,1.56,6.96,22,2.0900807,2.191901,1.84653,1866,5.482163,1.908
983078,1.56,7.08,33,2.4485509,2.3176448,1.8978823,1866,8.378334,2.79
983079,1.56,7.14,44,2.3418636,2.3103099,1.926106,1866,15.016704,7.6104002
983080,1.56,7.2,32,2.2584112,2.3159728,1.9560457,1866,7.8863053,2.5848
983082,1.56,7.32,31,3.1534362,2.4866281,2.0207844,1866,6.6198921,1.728
983083,1.56,7.38,31,3.0114973,2.4919786,2.055506,1866,6.0090775,1.4976
983084,1.56,7.44,31,2.8869534,2.510745,2.0917933,1866,6.0090775,1.4976
983085,1.56,7.5,31,2.7901685,2.5403707,2.1295991,1866,6.6198921,1.728
983087,1.56,7.62,31,3.2062027,2.6664581,2.2093856,1866,6.9972,2.0411999
983088,1.56,7.68,46,3.0259249,2.6689196,2.2512426,1866,16.598719,9.0288
983089,1.56,7.74,32,2.8525417,2.6875432,2.294358,1866,7.2333384,2.0304
1048579,1.62,4.98,43,1.9593762,2.2882547,2.0018995,1866,12.769302,4.6259999
1048580,1.62,5.04,44,1.8983194,2.25126,1.9674585,1866,11.469737,3.7079999
1048581,1.62,5.1,44,1.8732582,2.2201347,1.9346788,1866,10.269431,2.97
1048582,1.62,5.16,52,1.6364349,2.1945865,1.9036535,1866,14.800631,6.3648
1048583,1.62,5.22,82,1.5784379,2.186259,1.8744593,1866,29.672567,14.904
1048584,1.62,5.28,45,1.8759425,2.2036073,1.8471408,1866,10.993027,3.5352001
1048585,1.62,5.34,43,1.973094,2.2310314,1.8216953,1866,10.962886,3.4452
1048586,1.62,5.4,44,2.0480378,2.2651088,1.7981182,1866,13.066167,4.6691999
1048594,1.62,5.88,40,1.5188193,1.9609638,1.6722022,1866,10.24531,3.6324
1048595,1.62,5.94,149,1.445524,1.9497722,1.6645355,1866,201.70578,436.9068
1048596,1.62,6,149,1.4606208,1.9490057,1.6589165,1866,201.70578,436.9068
1048597,1.62,6.06,42,1.5602362,1.9581918,1.6553458,1866,11.163133,4.1004
1048605,1.62,6.54,57,1.8642019,2.0433965,1.6913272,1866,21.404491,11.1204
1048606,1.62,6.6,120,1.7459434,2.0281041,1.7036178,1866,104.27837,154.3896
1048607,1.62,6.66,163,1.6793706,2.0245256,1.7178118,1866,196.79239,399.2616
1048608,1.62,6.72,127,1.6703817,2.0335839,1.7339265,1866,128.03867,240.10921
1048609,1.62,6.78,89,1.709094,2.0514784,1.7519499,1866,54.543629,53.874001
1048610,1.62,6.84,52,1.7950829,2.0798218,1.7718433,1866,17.741724,8.2872
1048611,1.62,6.9,13,2.2419336,2.1712797,1.7935686,1866,2.0358005,0.43560001
1048612,1.62,6.96,22,2.0738027,2.1622295,1.8171122,1866,5.0669341,1.5804
1048614,1.62,7.08,37,2.4203506,2.2857919,1.8694091,1866,9.2292118,2.9951999
1048615,1.62,7.14,42,2.3354168,2.2790036,1.8981072,1866,13.76646,7.0812001
1048616,1.62,7.2,33,2.2489941,2.2843268,1.9285176,1866,7.7854137,2.4660001
1048618,1.62,7.32,31,3.1498456,2.4277694,1.9941705,1866,5.7531633,1.2672
1048619,1.62,7.38,31,2.9622536,2.4350636,2.0293303,1866,5.0977063,1.0368
1048620,1.62,7.44,31,2.8112144,2.4588988,2.0660439,1866,5.0977063,1.0368
1048621,1.62,7.5,31,2.7051919,2.4945304,2.1042616,1866,5.7531633,1.2672
1048623,1.62,7.62,35,3.1936636,2.6325057,2.1848135,1866,9.8038931,4.4352002
1048624,1.62,7.68,43,2.995605,2.6379039,2.2270222,1866,15.819741,9.4463997
1048625,1.62,7.74,29,2.8309493,2.6606097,2.2704725,1866,5.8900676,1.5372
1114115,1.68,4.98,42,1.9454197,2.2535892,1.9724844,1866,11.230859,3.78
1114116,1.68,5.04,45,1.8323402,2.2128713,1.9377478,1866,10.472826,3.1212001
1114117,1.68,5.1,47,1.7710904,2.1818664,1.9046942,1866,10.043613,2.7828
1114118,1.68,5.16,67,1.4925172,2.1581545,1.8734159,1866,21.817133,11.4264
1114119,1.68,5.22,77,1.5792943,2.1532202,1.8439844,1866,26.496384,13.3164
1114120,1.68,5.28,47,1.7301171,2.161128,1.8164436,1866,9.7217789,2.5739999
1114121,1.68,5.34,44,1.9481256,2.1915488,1.790809,1866,10.132861,2.9663999
1114122,1.68,5.4,43,2.0524557,2.2284403,1.7670799,1866,11.500793,3.816
1114130,1.68,5.88,42,1.5344578,1.9288628,1.6405529,1866,10.857234,3.8843999
1114131,1.68,5.94,149,1.4403394,1.9163349,1.6328936,1866,196.19885,415.16281
1114132,1.68,6,148,1.4570367,1.9154928,1.6273037,1866,195.70409,414.918
1114133,1.68,6.06,41,1.5951147,1.9264488,1.6237838,1866,10.626207,3.9275999
1114141,1.68,6.54,53,1.8706414,2.0089798,1.660942,1866,16.581987,7.0991998
1114142,1.68,6.6,122,1.7413778,1.9938917,1.6735071,1866,96.115059,131.8716
1114143,1.68,6.66,163,1.6686214,1.9914582,1.6880113,1866,189.97803,377.6976
1114144,1.68,6.72,130,1.6394527,2.0009856,1.7044659,1866,125.61449,229.7556
1114145,1.68,6.78,88,1.6505035,2.0183165,1.7228569,1866,45.975727,39.664799
1114146,1.68,6.84,49,1.7709883,2.0465245,1.743155,1866,13.552962,4.7484002
1114147,1.68,6.9,11,2.8516409,2.1775112,1.7653248,1866,2.1713109,0.58319998
1114148,1.68,6.96,24,2.0702045,2.1298258,1.7893337,1866,5.4486289,1.6596
1114150,1.68,7.08,35,2.4327965,2.2538991,1.8425766,1866,7.9294925,2.3399999
1114151,1.68,7.14,44,2.3238289,2.2463782,1.8717487,1866,14.353462,7.7435999
1114152,1.68,7.2,36,2.2330978,2.2516227,1.9026273,1866,9.6179361,3.9528
1114154,1.68,7.32,33,3.1449971,2.3694241,1.9691917,1866,6.0974069,1.3464
1114155,1.68,7.38,31,2.8718433,2.3805604,2.0047867,1866,4.6385207,0.8064
1114156,1.68,7.44,31,2.6898105,2.4124095,2.0419149,1866,4.6385207,0.8064
1114157,1.68,7.5,32,2.5893097,2.4556327,2.080524,1866,5.7475495,1.224
1114159,1.68,7.62,37,3.1900611,2.5975971,2.1617947,1866,11.95799,6.5735998
1114160,1.68,7.68,42,2.9281886,2.6070967,2.2043295,1866,15.823421,10.1052
1114161,1.68,7.74,34,2.7424562,2.6365361,2.2480855,1866,8.6170893,3.3299999
1179651,1.74,4.98,43,1.8787054,2.2269058,1.9444213,1866,11.020251,3.5136001
1179652,1.74,5.04,44,1.8967947,2.183383,1.9094096,1866,9.6694479,2.7467999
1179653,1.74,5.1,45,1.7579179,2.1491809,1.876092,1866,8.5702963,2.052
1179654,1.74,5.16,67,1.4852871,2.1246073,1.8445641,1866,22.31793,13.3884
1179655,1.74,5.22,75,1.5789062,2.1194174,1.814896,1866,25.257235,12.7404
1179656,1.74,5.28,49,1.7705759,2.1292815,1.787136,1866,10.452456,3.0204
1179657,1.74,5.34,45,1.9644598,2.1586065,1.7613052,1866,9.8693514,2.7467999
1179658,1.74,5.4,44,2.0863202,2.1986091,1.7374063,1866,11.519784,3.78
1179666,1.74,5.88,41,1.5796003,1.8977244,1.610286,1866,10.73134,3.9744
1179667,1.74,5.94,149,1.4312536,1.8820248,1.6026472,1866,190.80115,394.10999
1179668,1.74,6,148,1.4531479,1.8809621,1.5970937,1866,190.42166,393.966
1179669,1.74,6.06,41,1.6346332,1.8946974,1.5936279,1866,10.73134,3.9744
1179677,1.74,6.54,48,1.9322273,1.9769634,1.6320996,1866,12.509683,4.0427999
1179678,1.74,6.6,124,1.7375346,1.9597471,1.6449699,1866,92.721054,123.9804
1179679,1.74,6.66,165,1.6512424,1.9582858,1.6598113,1866,184.31572,357.37561
1179680,1.74,6.72,129,1.6177084,1.9689968,1.6766329,1866,122.50497,223.79761
1179681,1.74,6.78,74,1.6807419,1.987777,1.6954203,1866,26.598925,13.6656
1179682,1.74,6.84,47,1.851149,2.0193088,1.7161407,1866,12.182004,3.9384
1179683,1.74,6.9,12,2.3211153,2.1087005,1.7387536,1866,2.2561636,0.59039998
1179684,1.74,6.96,23,2.0701537,2.0958993,1.7632213,1866,5.3043046,1.5984
1179686,1.74,7.08,40,2.444418,2.221482,1.8174088,1866,10.802931,4.3379998
1179687,1.74,7.14,46,2.3149574,2.2128553,1.8470536,1866,15.560962,8.8920002
1179688,1.74,7.2,42,2.1949754,2.2181253,1.8783991,1866,12.916609,6.8256001
1179690,1.74,7.32,35,3.1403255,2.3117204,1.9458721,1866,6.9112196,1.6848
1179691,1.74,7.38,33,2.6702833,2.3326547,1.9818982,1866,5.309341,1.0404
1179692,1.74,7.44,35,2.4884567,2.376826,2.0194285,1866,5.959198,1.2528
1179693,1.74,7.5,34,2.5423131,2.4271228,2.0584085,1866,6.4744129,1.494
1179695,1.74,7.62,39,3.1913371,2.5620072,2.140348,1866,14.291961,8.7587996
1179696,1.74,7.68,43,2.7712207,2.5803516,2.1831841,1866,17.044601,11.6208
1179697,1.74,7.74,38,2.5888338,2.620575,2.2272146,1866,11.541303,5.652
1245187,1.8,4.98,41,1.9154265,2.2114477,1.9177229,1866,10.308206,3.1392
1245188,1.8,5.04,42,1.8730413,2.1614335,1.8824549,1866,8.9923124,2.3724
1245189,1.8,5.1,47,1.883341,2.1205549,1.8488865,1866,10.256551,3.1356001
1245190,1.8,5.16,70,1.4746072,2.0911338,1.8171145,1866,25.706291,16.9776
1245191,1.8,5.22,74,1.5799055,2.0850363,1.787214,1866,25.261263,12.978
1245192,1.8,5.28,55,1.8313656,2.0978777,1.7592366,1866,14.262294,5.5296001
1245193,1.8,5.34,46,2.0140738,2.1303773,1.7332045,1866,10.407033,2.9303999
1245194,1.8,5.4,42,2.1582878,2.1767693,1.7091178,1866,10.733653,3.3336
1245202,1.8,5.88,41,1.6996969,1.8703747,1.5814239,1866,11.906736,4.9643998
1245203,1.8,5.94,150,1.417586,1.8476251,1.5738184,1866,186.3627,374.46841
1245204,1.8,6,149,1.4489566,1.8460504,1.5683105,1866,186.09438,374.39639
1245205,1.8,6.06,41,1.7648439,1.8676167,1.5649,1866,11.691246,4.7160001
1245213,1.8,6.54,48,2.0787723,1.9495666,1.604817,1866,13.616323,4.9320002
1245214,1.8,6.6,124,1.7369448,1.9250914,1.618022,1866,86.715759,107.7264
1245215,1.8,6.66,166,1.6209342,1.9252108,1.6332259,1866,178.03386,337.23001
1245216,1.8,6.72,134,1.6137239,1.9371537,1.6504428,1866,121.12704,213.7932
1245217,1.8,6.78,66,1.6745503,1.9583158,1.6696531,1866,20.92219,9.3059998
1245218,1.8,6.84,44,2.0282643,2.0056114,1.690812,1866,12.057833,4.2156
1245219,1.8,6.9,14,2.3131926,2.0734243,1.7138668,1866,2.2831867,0.49680001
1245220,1.8,6.96,24,2.0705054,2.0608904,1.7387896,1866,5.7378407,1.8072
1245222,1.8,7.08,51,2.4709396,2.1895125,1.7939208,1866,18.128601,9.6803999
1245223,1.8,7.14,56,2.3074052,2.1790988,1.8240417,1866,20.811771,12.1716
1245224,1.8,7.2,54,2.1448741,2.1855352,1.8558561,1866,17.145905,8.6471996
1245225,1.8,7.26,35,2.0644643,2.208132,1.8892853,1866,7.6817789,2.1384001
1245226,1.8,7.32,47,2.4133649,2.254812,1.9242377,1866,9.8242826,2.4696
1245227,1.8,7.38,46,2.4810395,2.3055105,1.9606888,1866,9.0021734,2.1240001
1245228,1.8,7.44,45,2.5205069,2.3574657,1.9986081,1866,8.6790638,2.0195999
1245229,1.8,7.5,47,2.5424554,2.4092655,2.0379398,1866,9.8242826,2.4696
1245230,1.8,7.56,27,2.565856,2.4611204,2.0786006,1866,6.0324283,1.7568001
1245231,1.8,7.62,58,2.5342758,2.5125287,2.1204963,1866,22.161917,13.3056
1245232,1.8,7.68,55,2.5985522,2.5671911,2.1636002,1866,22.159258,14.382
1245233,1.8,7.74,51,2.4996161,2.621242,2.2078662,1866,20.060545,11.9664
1310723,1.86,4.98,41,2.020617,2.208473,1.8923973,1866,11.216444,3.5927999
1310724,1.86,5.04,41,1.9774129,2.1550331,1.8568909,1866,9.6188517,2.6784
1310725,1.86,5.1,52,1.7210518,2.1030786,1.8230835,1866,15.569488,7.2684002
1310726,1.86,5.16,65,1.6640891,2.0622771,1.791074,1866,21.327066,10.782
1310727,1.86,5.22,75,1.5792807,2.0501592,1.7609442,1866,26.854137,14.238
1310728,1.86,5.28,57,1.981863,2.0710039,1.7327565,1866,17.728224,8.3448
1310729,1.86,5.34,42,2.1659489,2.1137979,1.7065223,1866,9.939024,2.8044
1310730,1.86,5.4,40,2.4330492,2.168798,1.6822367,1866,11.017536,3.5711999
1310738,1.86,5.88,38,2.1003749,1.8614891,1.553997,1866,12.447767,5.8284001
1310739,1.86,5.94,152,1.4232293,1.8132274,1.5464369,1866,183.07649,356.4324
1310740,1.86,6,152,1.4354875,1.8104197,1.5409808,1866,182.73074,356.04721
1310741,1.86,6.06,38,2.1588781,1.8598107,1.5376307,1866,12.447767,5.8284001
1310750,1.86,6.6,129,1.7325777,1.8899906,1.5926675,1866,86.858818,104.3388
1310751,1.86,6.66,168,1.5971696,1.8928295,1.6082587,1866,172.79036,318.6684
1310752,1.86,6.72,138,1.5808939,1.9058597,1.6258959,1866,121.41206,210.20039
1310753,1.86,6.78,43,2.2144361,1.9565939,1.6455523,1866,13.798146,6.6023998
1310755,1.86,6.9,16,2.3608944,2.0450087,1.6906604,1866,2.9757788,0.74879998
1310756,1.86,6.96,23,2.0774903,2.0247846,1.7160373,1866,5.7881041,2.0016
1310758,1.86,7.08,43,2.6992188,2.1672621,1.7721162,1866,16.381559,9.9216003
1310759,1.86,7.14,53,2.311105,2.1453531,1.8027167,1866,20.673109,12.9636
1310760,1.86,7.2,46,2.0195885,2.1530566,1.8350116,1866,15.830339,9.0251999
1310762,1.86,7.32,43,2.8731782,2.2862654,1.9043061,1866,9.7298031,2.6387999
1310763,1.86,7.38,41,2.754163,2.3302913,1.9411665,1866,8.5857735,2.2068
1310764,1.86,7.44,41,2.8226974,2.3760972,1.9794605,1866,8.6969185,2.2788
1310765,1.86,7.5,41,2.8257864,2.4254878,2.0191317,1866,9.1558638,2.4660001
1310767,1.86,7.62,49,2.7349324,2.5272691,2.1022499,1866,20.973581,14.5476
1310768,1.86,7.68,49,2.7059891,2.5804939,2.1455786,1866,21.622858,15.3612
1310769,1.86,7.74,46,2.703511,2.6348193,2.1900392,1866,19.14019,12.2652
1376263,1.92,5.22,86,1.5798881,2.014966,1.7360706,1866,31.021042,16.3368
1376275,1.92,5.94,148,1.3794612,1.7784923,1.5205297,1866,178.12807,338.47919
1376276,1.92,6,152,1.3748116,1.7754761,1.5151342,1866,179.11034,338.76361
1376286,1.92,6.6,126,1.6282749,1.8550854,1.5688989,1866,78.781219,88.419601
1376287,1.92,6.66,171,1.5571613,1.8619466,1.5849092,1866,168.79886,301.6116
1376288,1.92,6.72,140,1.5787488,1.8744044,1.6029828,1866,118.64114,198.7812
1376291,1.92,6.9,15,2.4697659,2.0166192,1.6691085,1866,3.5832222,1.2096
1376292,1.92,6.96,23,1.862547,1.987775,1.6949558,1866,6.0243049,2.2895999
1376294,1.92,7.08,38,3.0912263,2.1603339,1.7519881,1866,15.656272,10.188
1376295,1.92,7.14,50,2.3238354,2.1114781,1.7830679,1866,20.259594,13.6908
1376296,1.92,7.2,34,3.1049793,2.1576798,1.8158406,1866,13.686792,8.7192001
1376298,1.92,7.32,35,3.3433959,2.3443491,1.8860509,1866,9.3170137,2.9484
1376299,1.92,7.38,39,2.8709123,2.365365,1.9233154,1866,9.7754927,2.9807999
1376300,1.92,7.44,38,2.8079989,2.4069657,1.9619677,1866,9.5741119,2.9556
1376301,1.92,7.5,35,2.9028409,2.4532671,2.0019507,1866,9.3400326,2.9663999
1376303,1.92,7.62,42,3.527647,2.5869708,2.0855787,1866,22.23283,18.0432
1376304,1.92,7.68,42,3.0214164,2.60988,2.1291039,1866,19.862755,14.9292
1376305,1.92,7.74,41,2.8700457,2.6556554,2.1737185,1866,18.780792,13.1364
1441795,1.98,4.98,42,1.677687,2.1181276,1.84578,1866,14.811963,6.9696002
1441796,1.98,5.04,44,1.6036847,2.0721538,1.8098172,1866,13.627312,5.7203999
1441797,1.98,5.1,48,1.5495093,2.0323813,1.7755654,1866,14.548612,6.0696001
1441798,1.98,5.16,66,1.4489571,1.9982408,1.743125,1866,24.754486,14.8284
1441799,1.98,5.22,83,1.4376305,1.9739033,1.7125778,1866,31.506512,18.0396
1441800,1.98,5.28,46,1.6292783,1.9621489,1.6839871,1866,11.485967,3.6575999
1441801,1.98,5.34,40,1.7262005,1.9537719,1.6573613,1866,9.9647379,3.1536
1441802,1.98,5.4,38,1.9315954,1.9627926,1.6326952,1866,10.724085,3.816
1441804,1.98,5.52,27,1.7932221,1.9087347,1.5890561,1866,6.4318089,2.0195999
1441805,1.98,5.58,30,1.5988336,1.8793868,1.5700389,1866,6.7410984,2.0987999
1441806,1.98,5.64,29,1.59131,1.8583138,1.5529151,1866,5.9658265,1.62
1441807,1.98,5.7,30,1.6345735,1.8409172,1.537692,1866,6.7607646,2.0592
1441808,1.98,5.76,30,2.028631,1.8396155,1.5243881,1866,8.4844913,3.4308
1441810,1.98,5.88,32,1.5537547,1.7638307,1.5035577,1866,8.8768864,3.3011999
1441811,1.98,5.94,156,1.358479,1.7424915,1.4961299,1866,176.15984,322.4592
1441812,1.98,6,156,1.3201792,1.7351407,1.4908022,1866,175.91922,322.29721
1441813,1.98,6.06,35,1.5639545,1.745255,1.4875778,1866,10.021538,3.7692001
1441815,1.98,6.18,30,1.9077873,1.7669761,1.4871322,1866,8.3476334,3.1212001
1441816,1.98,6.24,33,1.5962609,1.7607366,1.489822,1866,8.1012335,2.7756
1441817,1.98,6.3,34,1.5337884,1.7668583,1.4944553,1866,7.5594859,2.2356
1441818,1.98,6.36,34,1.5611588,1.7763608,1.5010196,1866,7.5441227,2.2104001
1441819,1.98,6.42,32,1.6127301,1.7941521,1.5095156,1866,8.0990763,2.8548
1441820,1.98,6.48,29,2.0082791,1.8224303,1.5199517,1866,7.704061,2.6963999
1441821,1.98,6.54,67,1.8878785,1.8212653,1.532349,1866,27.049288,16.246799
1441822,1.98,6.6,130,1.5968566,1.8202618,1.546747,1866,78.889435,85.921204
1441823,1.98,6.66,170,1.60097,1.829601,1.5631934,1866,163.95897,285.29999
1441824,1.98,6.72,145,1.5423973,1.8455418,1.5817025,1866,120.13341,195.7968
1441825,1.98,6.78,100,1.5333945,1.8662865,1.6022475,1866,50.90815,40.413601
1441826,1.98,6.84,57,1.7318619,1.8983138,1.6247679,1866,19.419422,8.2728004
1441827,1.98,6.9,10,2.2776484,1.9498404,1.64921,1866,1.5147922,0.28080001
1441828,1.98,6.96,35,1.7002664,1.9579986,1.6755412,1866,10.696127,4.5503998
1441830,1.98,7.08,12,2.5611796,2.0700474,1.7335241,1866,1.6031204,0.2412
1441831,1.98,7.14,49,1.9531236,2.0778494,1.7650743,1866,21.367994,15.5196
1441832,1.98,7.2,14,2.0255976,2.1292405,1.7983108,1866,2.3034747,0.46439999
1507331,2.04,4.98,64,1.7016442,2.094804,1.8245187,1866,49.220528,65.678398
1507332,2.04,5.04,66,1.6066314,2.0431263,1.7883396,1866,46.686073,60.444
1507333,2.04,5.1,71,1.4718554,1.9995302,1.7538848,1866,42.593952,48.128399
1507334,2.04,5.16,87,1.3645347,1.9653449,1.7212532,1866,44.421364,38.5452
1507335,2.04,5.22,93,1.4074184,1.9407846,1.6905243,1866,43.760403,32.0868
1507336,2.04,5.28,64,1.4597033,1.9264981,1.6617494,1866,20.231253,9.3275995
1507337,2.04,5.34,53,1.5704108,1.9169921,1.6349486,1866,14.860006,5.5008001
1507338,2.04,5.4,45,1.7582855,1.9156592,1.6101213,1866,11.621188,3.744
1507340,2.04,5.52,55,1.5677944,1.8796033,1.5662098,1866,28.922577,26.8452
1507341,2.04,5.58,54,1.594887,1.8591291,1.5470983,1866,22.714481,15.354
1507342,2.04,5.64,49,1.6008526,1.8375541,1.5299156,1866,16.946087,8.6255999
1507343,2.04,5.7,44,1.6071788,1.815784,1.514671,1866,13.719077,6.2171998
1507344,2.04,5.76,41,1.582173,1.7931728,1.5013798,1866,12.952449,6.1343999
1507346,2.04,5.88,55,1.432529,1.726993,1.4806576,1866,23.634575,16.5888
1507347,2.04,5.94,180,1.2091166,1.7082924,1.473309,1866,185.73578,315.48239
1507348,2.04,6,179,1.2014759,1.6996534,1.4680569,1866,184.64673,314.34839
1507349,2.04,6.06,57,1.4237893,1.7017068,1.4649055,1866,20.97859,11.9088
1507351,2.04,6.18,45,1.5106051,1.724084,1.4646639,1866,15.459312,8.4203997
1507352,2.04,6.24,47,1.5373011,1.734044,1.4675038,1866,15.189595,7.6536002
