Ref,x,y,Angular Mean Depth,Angular Node Count,Angular Total Depth,Connectivity,Point First Moment,Point Second Moment
917540,1.5,6.96,1.7253476,1866,3219.4988,22,6.0653696,2.3687999
917542,1.5,7.08,2.0498443,1866,3825.0093,34,10.159804,3.9816
917543,1.5,7.14,1.9405227,1866,3621.0154,48,16.803457,8.2080002
917544,1.5,7.2,1.8037729,1866,3365.8403,29,8.1331902,3.0420001
917546,1.5,7.32,2.7193375,1866,5074.2837,31,7.8891554,2.4191999
917547,1.5,7.38,2.6095231,1866,4869.3701,31,7.3505425,2.1888001
917548,1.5,7.44,2.5063059,1866,4676.7671,31,7.3505425,2.1888001
917549,1.5,7.5,2.4153404,1866,4507.0254,31,7.8891554,2.4191999
917551,1.5,7.62,2.5155101,1866,4693.9419,28,6.4126153,1.8288
917552,1.5,7.68,2.1281357,1866,3971.1013,49,17.676918,9.0288
917553,1.5,7.74,1.8045599,1866,3367.3088,30,7.4962111,2.2895999
983042,1.56,4.92,1.5947611,1866,2975.8242,20,6.4694109,3.0743999
983043,1.56,4.98,1.6830727,1866,3140.6135,24,8.7088013,4.8204002
983044,1.56,5.04,1.7200564,1866,3209.6252,14,2.2690694,0.70560002
983045,1.56,5.1,1.6341177,1866,3049.2637,22,6.2711897,2.826
983046,1.56,5.16,1.7188994,1866,3207.4663,36,14.059,7.0307999
983047,1.56,5.22,1.2501842,1866,2332.8438,77,29.25539,14.4576
983058,1.56,5.88,1.2972524,1866,2420.6731,37,10.660983,4.6872001
983059,1.56,5.94,1.17659,1866,2195.5168,150,207.98819,459.79199
983060,1.56,6,1.1888754,1866,2218.4417,150,207.98819,459.79199
983061,1.56,6.06,1.3126222,1866,2449.353,39,11.403004,5.0760002
983070,1.56,6.6,1.243854,1866,2321.0317,118,111.87857,173.2608
983071,1.56,6.66,1.1687549,1866,2180.8967,161,201.50017,417.50641
983072,1.56,6.72,1.1754464,1866,2193.3831,128,132.54646,251.6508
983073,1.56,6.78,1.282467,1866,2393.0835,101,88.504494,131.75999
983075,1.56,6.9,1.8338748,1866,3422.0105,14,2.2241621,0.45719999
983076,1.56,6.96,1.7262349,1866,3221.1543,22,5.482163,1.908
983078,1.56,7.08,2.0137773,1866,3757.7085,33,8.378334,2.79
983079,1.56,7.14,1.9430201,1866,3625.6755,44,15.016704,7.6104002
983080,1.56,7.2,1.8285242,1866,3412.0261,32,7.8863053,2.5848
983082,1.56,7.32,2.7162693,1866,5068.5586,31,6.6198921,1.728
983083,1.56,7.38,2.5784867,1866,4811.4561,31,6.0090775,1.4976
983084,1.56,7.44,2.4552524,1866,4581.501,31,6.0090775,1.4976
983085,1.56,7.5,2.3532536,1866,4391.1714,31,6.6198921,1.728
983087,1.56,7.62,2.412519,1866,4501.7603,31,6.9972,2.0411999
983088,1.56,7.68,2.1663086,1866,4042.3318,46,16.598719,9.0288
983089,1.56,7.74,1.8981898,1866,3542.0222,32,7.2333384,2.0304
1048579,1.62,4.98,1.4534818,1866,2712.197,43,12.769302,4.6259999
1048580,1.62,5.04,1.4234256,1866,2656.1121,44,11.469737,3.7079999
1048581,1.62,5.1,1.3678257,1866,2552.3628,44,10.269431,2.97
1048582,1.62,5.16,1.2875386,1866,2402.5471,52,14.800631,6.3648
1048583,1.62,5.22,1.2621228,1866,2355.1211,82,29.672567,14.904
1048584,1.62,5.28,1.5044479,1866,2807.2998,45,10.993027,3.5352001
1048585,1.62,5.34,1.6146572,1866,3012.9502,43,10.962886,3.4452
1048586,1.62,5.4,1.6920035,1866,3157.2786,44,13.066167,4.6691999
1048594,1.62,5.88,1.2598768,1866,2350.9302,40,10.24531,3.6324
1048595,1.62,5.94,1.1771009,1866,2196.4702,149,201.70578,436.9068
1048596,1.62,6,1.189917,1866,2220.385,149,201.70578,436.9068
1048597,1.62,6.06,1.288241,1866,2403.8577,42,11.163133,4.1004
1048605,1.62,6.54,1.3307743,1866,2483.2249,57,21.404491,11.1204
1048606,1.62,6.6,1.2127186,1866,2262.9329,120,104.27837,154.3896
1048607,1.62,6.66,1.1703955,1866,2183.958,163,196.79239,399.2616
1048608,1.62,6.72,1.1694884,1866,2182.2654,127,128.03867,240.10921
1048609,1.62,6.78,1.215073,1866,2267.3262,89,54.543629,53.874001
1048610,1.62,6.84,1.3576463,1866,2533.3682,52,17.741724,8.2872
1048611,1.62,6.9,1.8868647,1866,3520.8894,13,2.0358005,0.43560001
1048612,1.62,6.96,1.7262349,1866,3221.1543,22,5.0669341,1.5804
1048614,1.62,7.08,1.9998277,1866,3731.6785,37,9.2292118,2.9951999
1048615,1.62,7.14,1.9210353,1866,3584.6519,42,13.76646,7.0812001
1048616,1.62,7.2,1.851231,1866,3454.397,33,7.7854137,2.4660001
1048618,1.62,7.32,2.702141,1866,5042.1953,31,5.7531633,1.2672
1048619,1.62,7.38,2.5287538,1866,4718.6543,31,5.0977063,1.0368
1048620,1.62,7.44,2.3787532,1866,4438.7534,31,5.0977063,1.0368
1048621,1.62,7.5,2.2677147,1866,4231.5557,31,5.7531633,1.2672
1048623,1.62,7.62,2.3772619,1866,4435.9707,35,9.8038931,4.4352002
1048624,1.62,7.68,2.1900253,1866,4086.5872,43,15.819741,9.4463997
1048625,1.62,7.74,2.0267296,1866,3781.8772,29,5.8900676,1.5372
1114115,1.68,4.98,1.4786956,1866,2759.2461,42,11.230859,3.78
1114116,1.68,5.04,1.4209657,1866,2651.522,45,10.472826,3.1212001
1114117,1.68,5.1,1.3361647,1866,2493.2834,47,10.043613,2.7828
1114118,1.68,5.16,1.1687268,1866,2180.8442,67,21.817133,11.4264
1114119,1.68,5.22,1.2625998,1866,2356.0112,77,26.496384,13.3164
1114120,1.68,5.28,1.4135344,1866,2637.6553,47,9.7217789,2.5739999
1114121,1.68,5.34,1.613971,1866,3011.6699,44,10.132861,2.9663999
1114122,1.68,5.4,1.7200892,1866,3209.6865,43,11.500793,3.816
1114130,1.68,5.88,1.2848445,1866,2397.5198,42,10.857234,3.8843999
1114131,1.68,5.94,1.1778474,1866,2197.8633,149,196.19885,415.16281
1114132,1.68,6,1.1899006,1866,2220.3545,148,195.70409,414.918
1114133,1.68,6.06,1.3345513,1866,2490.2727,41,10.626207,3.9275999
1114141,1.68,6.54,1.3365679,1866,2494.0356,53,16.581987,7.0991998
1114142,1.68,6.6,1.2102164,1866,2258.2639,122,96.115059,131.8716
1114143,1.68,6.66,1.1681798,1866,2179.8235,163,189.97803,377.6976
1114144,1.68,6.72,1.1604049,1866,2165.3157,130,125.61449,229.7556
1114145,1.68,6.78,1.1753106,1866,2193.1296,88,45.975727,39.664799
1114146,1.68,6.84,1.3530737,1866,2524.8354,49,13.552962,4.7484002
1114147,1.68,6.9,2.2546003,1866,4207.084,11,2.1713109,0.58319998
1114148,1.68,6.96,1.7259185,1866,3220.564,24,5.4486289,1.6596
1114150,1.68,7.08,2.0105391,1866,3751.666,35,7.9294925,2.3399999
1114151,1.68,7.14,1.9144541,1866,3572.3713,44,14.353462,7.7435999
1114152,1.68,7.2,1.8395168,1866,3432.5383,36,9.6179361,3.9528
1114154,1.68,7.32,2.6813245,1866,5003.3516,33,6.0974069,1.3464
1114155,1.68,7.38,2.4379218,1866,4549.1621,31,4.6385207,0.8064
1114156,1.68,7.44,2.2567606,1866,4211.1152,31,4.6385207,0.8064
1114157,1.68,7.5,2.1486163,1866,4009.3179,32,5.7475495,1.224
1114159,1.68,7.62,2.3547254,1866,4393.9175,37,11.95799,6.5735998
1114160,1.68,7.68,2.1904726,1866,4087.4219,42,15.823421,10.1052
1114161,1.68,7.74,2.0496359,1866,3824.6206,34,8.6170893,3.3299999
1179651,1.74,4.98,1.4539969,1866,2713.1582,43,11.020251,3.5136001
1179652,1.74,5.04,1.4662766,1866,2736.0723,44,9.6694479,2.7467999
1179653,1.74,5.1,1.3779463,1866,2571.2478,45,8.5702963,2.052
1179654,1.74,5.16,1.1659628,1866,2175.6865,67,22.31793,13.3884
1179655,1.74,5.22,1.2626411,1866,2356.0881,75,25.257235,12.7404
1179656,1.74,5.28,1.4578284,1866,2720.3079,49,10.452456,3.0204
1179657,1.74,5.34,1.6160475,1866,3015.5447,45,9.8693514,2.7467999
1179658,1.74,5.4,1.7644689,1866,3292.499,44,11.519784,3.78
1179666,1.74,5.88,1.3163853,1866,2456.375,41,10.73134,3.9744
1179667,1.74,5.94,1.1743387,1866,2191.3159,149,190.80115,394.10999
1179668,1.74,6,1.1886802,1866,2218.0771,148,190.42166,393.966
1179669,1.74,6.06,1.3773793,1866,2570.1897,41,10.73134,3.9744
1179677,1.74,6.54,1.3984222,1866,2609.4558,48,12.509683,4.0427999
1179678,1.74,6.6,1.2074081,1866,2253.0234,124,92.721054,123.9804
1179679,1.74,6.66,1.1647496,1866,2173.4229,165,184.31572,357.37561
1179680,1.74,6.72,1.1520858,1866,2149.792,129,122.50497,223.79761
1179681,1.74,6.78,1.1896346,1866,2219.8582,74,26.598925,13.6656
1179682,1.74,6.84,1.3682415,1866,2553.1387,47,12.182004,3.9384
1179683,1.74,6.9,1.9317005,1866,3604.553,12,2.2561636,0.59039998
1179684,1.74,6.96,1.7264605,1866,3221.5752,23,5.3043046,1.5984
1179686,1.74,7.08,2.0191278,1866,3767.6926,40,10.802931,4.3379998
1179687,1.74,7.14,1.9075336,1866,3559.4578,46,15.560962,8.8920002
1179688,1.74,7.2,1.7680085,1866,3299.1038,42,12.916609,6.8256001
1179690,1.74,7.32,2.6579716,1866,4959.7749,35,6.9112196,1.6848
1179691,1.74,7.38,2.2367055,1866,4173.6924,33,5.309341,1.0404
1179692,1.74,7.44,2.0549414,1866,3834.5205,35,5.959198,1.2528
1179693,1.74,7.5,2.1054034,1866,3928.6826,34,6.4744129,1.494
1179695,1.74,7.62,2.3379776,1866,4362.6665,39,14.291961,8.7587996
1179696,1.74,7.68,2.1852717,1866,4077.7173,43,17.044601,11.6208
1179697,1.74,7.74,2.0438285,1866,3813.7842,38,11.541303,5.652
1245187,1.8,4.98,1.4947422,1866,2789.189,41,10.308206,3.1392
1245188,1.8,5.04,1.4207761,1866,2651.1682,42,8.9923124,2.3724
1245189,1.8,5.1,1.3835166,1866,2581.6418,47,10.256551,3.1356001
1245190,1.8,5.16,1.1437091,1866,2134.1611,70,25.706291,16.9776
1245191,1.8,5.22,1.2627198,1866,2356.2351,74,25.261263,12.978
1245192,1.8,5.28,1.4912958,1866,2782.7581,55,14.262294,5.5296001
1245193,1.8,5.34,1.6901546,1866,3153.8284,46,10.407033,2.9303999
1245194,1.8,5.4,1.8185209,1866,3393.3601,42,10.733653,3.3336
1245202,1.8,5.88,1.3755965,1866,2566.863,41,11.906736,4.9643998
1245203,1.8,5.94,1.1616535,1866,2167.6455,150,186.3627,374.46841
1245204,1.8,6,1.1868495,1866,2214.6611,149,186.09438,374.39639
1245205,1.8,6.06,1.4588661,1866,2722.2441,41,11.691246,4.7160001
1245213,1.8,6.54,1.5285082,1866,2852.1963,48,13.616323,4.9320002
1245214,1.8,6.6,1.2045372,1866,2247.6663,124,86.715759,107.7264
1245215,1.8,6.66,1.152873,1866,2151.261,166,178.03386,337.23001
1245216,1.8,6.72,1.1373736,1866,2122.3391,134,121.12704,213.7932
1245217,1.8,6.78,1.2387646,1866,2311.5349,66,20.92219,9.3059998
1245218,1.8,6.84,1.4774052,1866,2756.8381,44,12.057833,4.2156
1245219,1.8,6.9,1.8894485,1866,3525.7109,14,2.2831867,0.49680001
1245220,1.8,6.96,1.6963747,1866,3165.4351,24,5.7378407,1.8072
1245222,1.8,7.08,2.0345669,1866,3796.5017,51,18.128601,9.6803999
1245223,1.8,7.14,1.8979967,1866,3541.6619,56,20.811771,12.1716
1245224,1.8,7.2,1.7195534,1866,3208.6865,54,17.145905,8.6471996
1245225,1.8,7.26,1.6445093,1866,3068.6543,35,7.6817789,2.1384001
1245226,1.8,7.32,1.997643,1866,3727.6018,47,9.8242826,2.4696
1245227,1.8,7.38,2.0700338,1866,3862.6829,46,9.0021734,2.1240001
1245228,1.8,7.44,2.1088083,1866,3935.0364,45,8.6790638,2.0195999
1245229,1.8,7.5,2.1325998,1866,3979.4312,47,9.8242826,2.4696
1245230,1.8,7.56,2.1561208,1866,4023.3215,27,6.0324283,1.7568001
1245231,1.8,7.62,2.0572903,1866,3838.9038,58,22.161917,13.3056
1245232,1.8,7.68,2.0545955,1866,3833.8752,55,22.159258,14.382
1245233,1.8,7.74,2.0456486,1866,3817.1804,51,20.060545,11.9664
1310723,1.86,4.98,1.663095,1866,3103.3352,41,11.216444,3.5927999
1310724,1.86,5.04,1.6248369,1866,3031.9458,41,9.6188517,2.6784
1310725,1.86,5.1,1.3876773,1866,2589.4058,52,15.569488,7.2684002
1310726,1.86,5.16,1.2713665,1866,2372.3699,65,21.327066,10.782
1310727,1.86,5.22,1.2625804,1866,2355.9751,75,26.854137,14.238
1310728,1.86,5.28,1.6395072,1866,3059.3203,57,17.728224,8.3448
1310729,1.86,5.34,1.8145235,1866,3385.9009,42,9.939024,2.8044
1310730,1.86,5.4,2.0433924,1866,3812.9702,40,11.017536,3.5711999
1310738,1.86,5.88,1.6452582,1866,3070.0518,38,12.447767,5.8284001
1310739,1.86,5.94,1.1434889,1866,2133.7502,152,183.07649,356.4324
1310740,1.86,6,1.1748438,1866,2192.2585,152,182.73074,356.04721
1310741,1.86,6.06,1.6991934,1866,3170.6948,38,12.447767,5.8284001
1310750,1.86,6.6,1.1974115,1866,2234.3699,129,86.858818,104.3388
1310751,1.86,6.66,1.137334,1866,2122.2651,168,172.79036,318.6684
1310752,1.86,6.72,1.1182826,1866,2086.7153,138,121.41206,210.20039
1310753,1.86,6.78,1.7111316,1866,3192.9714,43,13.798146,6.6023998
1310755,1.86,6.9,1.9183167,1866,3579.5791,16,2.9757788,0.74879998
1310756,1.86,6.96,1.6874747,1866,3148.8279,23,5.7881041,2.0016
1310758,1.86,7.08,2.1099174,1866,3937.106,43,16.381559,9.9216003
1310759,1.86,7.14,1.896323,1866,3538.5386,53,20.673109,12.9636
1310760,1.86,7.2,1.6067325,1866,2998.1628,46,15.830339,9.0251999
1310762,1.86,7.32,2.3238013,1866,4336.2134,43,9.7298031,2.6387999
1310763,1.86,7.38,2.3524933,1866,4389.7524,41,8.5857735,2.2068
1310764,1.86,7.44,2.2970693,1866,4286.3315,41,8.6969185,2.2788
1310765,1.86,7.5,2.2619162,1866,4220.7354,41,9.1558638,2.4660001
1310767,1.86,7.62,2.1474004,1866,4007.0491,49,20.973581,14.5476
1310768,1.86,7.68,2.1006188,1866,3919.7549,49,21.622858,15.3612
1310769,1.86,7.74,2.0556004,1866,3835.7505,46,19.14019,12.2652
1376263,1.92,5.22,1.1988745,1866,2237.0999,86,31.021042,16.3368
1376275,1.92,5.94,1.1090668,1866,2069.5188,148,178.12807,338.47919
1376276,1.92,6,1.1313117,1866,2111.0276,152,179.11034,338.76361
1376286,1.92,6.6,1.1604987,1866,2165.4907,126,78.781219,88.419601
1376287,1.92,6.66,1.1067582,1866,2065.2109,171,168.79886,301.6116
1376288,1.92,6.72,1.0983163,1866,2049.4583,140,118.64114,198.7812
1376291,1.92,6.9,2.0276043,1866,3783.5095,15,3.5832222,1.2096
1376292,1.92,6.96,1.5082459,1866,2814.387,23,6.0243049,2.2895999
1376294,1.92,7.08,2.1602685,1866,4031.061,38,15.656272,10.188
1376295,1.92,7.14,1.8193463,1866,3394.9001,50,20.259594,13.6908
1376296,1.92,7.2,2.0539091,1866,3832.5945,34,13.686792,8.7192001
1376298,1.92,7.32,2.7888978,1866,5204.083,35,9.3170137,2.9484
1376299,1.92,7.38,2.3203168,1866,4329.7109,39,9.7754927,2.9807999
1376300,1.92,7.44,2.3632679,1866,4409.8579,38,9.5741119,2.9556
1376301,1.92,7.5,2.3735778,1866,4429.0962,35,9.3400326,2.9663999
1376303,1.92,7.62,2.286694,1866,4266.9712,42,22.23283,18.0432
1376304,1.92,7.68,2.1851053,1866,4077.4065,42,19.862755,14.9292
1376305,1.92,7.74,2.1035762,1866,3925.2732,41,18.780792,13.1364
1441795,1.98,4.98,1.1917094,1866,2223.7297,42,14.811963,6.9696002
1441796,1.98,5.04,1.1514844,1866,2148.6699,44,13.627312,5.7203999
1441797,1.98,5.1,1.118385,1866,2086.9062,48,14.548612,6.0696001
1441798,1.98,5.16,1.0503531,1866,1959.9589,66,24.754486,14.8284
1441799,1.98,5.22,1.0513932,1866,1961.8995,83,31.506512,18.0396
1441800,1.98,5.28,1.228695,1866,2292.7449,46,11.485967,3.6575999
1441801,1.98,5.34,1.3691635,1866,2554.8591,40,9.9647379,3.1536
1441802,1.98,5.4,1.5631832,1866,2916.8999,38,10.724085,3.816
1441804,1.98,5.52,1.4842854,1866,2769.6765,27,6.4318089,2.0195999
1441805,1.98,5.58,1.3580987,1866,2534.2122,30,6.7410984,2.0987999
1441806,1.98,5.64,1.3722287,1866,2560.5789,29,5.9658265,1.62
1441807,1.98,5.7,1.389899,1866,2593.5515,30,6.7607646,2.0592
1441808,1.98,5.76,1.6379105,1866,3056.3411,30,8.4844913,3.4308
1441810,1.98,5.88,1.2291371,1866,2293.5698,32,8.8768864,3.3011999
1441811,1.98,5.94,1.0492742,1866,1957.9457,156,176.15984,322.4592
1441812,1.98,6,1.0534724,1866,1965.7794,156,175.91922,322.29721
1441813,1.98,6.06,1.2810973,1866,2390.5276,35,10.021538,3.7692001
1441815,1.98,6.18,1.6497443,1866,3078.4229,30,8.3476334,3.1212001
1441816,1.98,6.24,1.3753148,1866,2566.3374,33,8.1012335,2.7756
1441817,1.98,6.3,1.3357284,1866,2492.4692,34,7.5594859,2.2356
1441818,1.98,6.36,1.3250365,1866,2472.5181,34,7.5441227,2.2104001
1441819,1.98,6.42,1.3533531,1866,2525.3569,32,8.0990763,2.8548
1441820,1.98,6.48,1.6526701,1866,3083.8826,29,7.704061,2.6963999
1441821,1.98,6.54,1.3106223,1866,2445.6213,67,27.049288,16.246799
1441822,1.98,6.6,1.1160538,1866,2082.5564,130,78.889435,85.921204
1441823,1.98,6.66,1.0722561,1866,2000.83,170,163.95897,285.29999
1441824,1.98,6.72,1.0495231,1866,1958.4102,145,120.13341,195.7968
1441825,1.98,6.78,1.0774163,1866,2010.4589,100,50.90815,40.413601
1441826,1.98,6.84,1.2149484,1866,2267.0938,57,19.419422,8.2728004
1441827,1.98,6.9,1.8733217,1866,3495.6182,10,1.5147922,0.28080001
1441828,1.98,6.96,1.3436034,1866,2507.1638,35,10.696127,4.5503998
1441830,1.98,7.08,1.9647644,1866,3666.2502,12,1.6031204,0.2412
1441831,1.98,7.14,1.5359441,1866,2866.0718,49,21.367994,15.5196
1441832,1.98,7.2,1.5535425,1866,2898.9104,14,2.3034747,0.46439999
1507331,2.04,4.98,1.1772231,1866,2196.6982,64,49.220528,65.678398
1507332,2.04,5.04,1.1215179,1866,2092.7524,66,46.686073,60.444
1507333,2.04,5.1,1.0449736,1866,1949.9208,71,42.593952,48.128399
1507334,2.04,5.16,0.95003128,1866,1772.7584,87,44.421364,38.5452
1507335,2.04,5.22,0.96531343,1866,1801.2749,93,43.760403,32.0868
1507336,2.04,5.28,1.0910727,1866,2035.9417,64,20.231253,9.3275995
1507337,2.04,5.34,1.1942941,1866,2228.5527,53,14.860006,5.5008001
1507338,2.04,5.4,1.2971392,1866,2420.4617,45,11.621188,3.744
1507340,2.04,5.52,1.2870976,1866,2401.7241,55,28.922577,26.8452
1507341,2.04,5.58,1.3083284,1866,2441.3408,54,22.714481,15.354
1507342,2.04,5.64,1.3026686,1866,2430.7795,49,16.946087,8.6255999
1507343,2.04,5.7,1.3199364,1866,2463.0012,44,13.719077,6.2171998
1507344,2.04,5.76,1.3130804,1866,2450.208,41,12.952449,6.1343999
1507346,2.04,5.88,1.1212956,1866,2092.3376,55,23.634575,16.5888
1507347,2.04,5.94,0.94231242,1866,1758.355,180,185.73578,315.48239
1507348,2.04,6,0.93772185,1866,1749.7889,179,184.64673,314.34839
1507349,2.04,6.06,1.1115782,1866,2074.2051,57,20.97859,11.9088
1507351,2.04,6.18,1.3038895,1866,2433.0579,45,15.459312,8.4203997
1507352,2.04,6.24,1.2969804,1866,2420.1653,47,15.189595,7.6536002
1507353,2.04,6.3,1.2968534,1866,2419.9285,52,18.216921,9.6155996
1507354,2.04,6.36,1.2963033,1866,2418.9019,54,21.106262,13.5108
1507355,2.04,6.42,1.2756886,1866,2380.4351,56,24.927052,19.670401
1507356,2.04,6.48,1.6652695,1866,3107.3928,43,22.821665,20.6856
1507357,2.04,6.54,1.2079661,1866,2254.0647,72,23.138405,9.2195997
1507358,2.04,6.6,1.0175481,1866,1898.7446,138,73.422028,63.568802
1507359,2.04,6.66,0.9796024,1866,1827.9381,187,169.39799,276.59161
1507360,2.04,6.72,0.97543788,1866,1820.1671,160,129.36334,198.54359
1507361,2.04,6.78,0.97879976,1866,1826.4403,128,69.484528,56.368801
1507362,2.04,6.84,1.1689131,1866,2181.1919,79,42.980217,39.790798
1507363,2.04,6.9,1.3165287,1866,2456.6426,29,6.9863768,2.2428
1507364,2.04,6.96,1.2697115,1866,2369.2817,40,11.848139,4.8635998
1507366,2.04,7.08,1.3285022,1866,2478.9851,21,3.6519945,0.90719998
1507367,2.04,7.14,1.2456994,1866,2324.4751,55,26.086485,19.3932
1507368,2.04,7.2,1.2891486,1866,2405.5513,28,9.5255537,5.2164001
1572867,2.1,4.98,1.2035726,1866,2245.8665,70,55.213501,72.554398
1572868,2.1,5.04,1.1603127,1866,2165.1433,75,55.013798,70.218002
1572869,2.1,5.1,1.0912682,1866,2036.3064,80,54.099472,65.386803
1572870,2.1,5.16,0.94752693,1866,1768.0852,103,64.161636,69.0588
1572871,2.1,5.22,0.96740574,1866,1805.1791,109,69.411514,72.989998
1572872,2.1,5.28,1.1013412,1866,2055.1028,90,51.546482,53.071201
1572873,2.1,5.34,1.1904963,1866,2221.4661,86,50.149494,50.6772
1572874,2.1,5.4,1.2412002,1866,2316.0796,81,46.579044,45.698399
1572875,2.1,5.46,1.2931137,1866,2412.9502,85,46.596893,42.829201
1572876,2.1,5.52,1.3354909,1866,2492.0261,78,43.315811,39.023998
1572877,2.1,5.58,1.3376048,1866,2495.9705,75,40.807972,35.604
1572878,2.1,5.64,1.3397837,1866,2500.0364,74,40.239361,34.142399
1572879,2.1,5.7,1.3356527,1866,2492.3279,75,39.687675,32.040001
1572880,2.1,5.76,1.3320354,1866,2485.5781,74,38.361061,29.667601
1572881,2.1,5.82,1.2738644,1866,2377.031,79,38.873875,28.0728
1572882,2.1,5.88,1.1219146,1866,2093.4927,85,40.918324,28.3608
1572883,2.1,5.94,0.93345201,1866,1741.8214,207,202.10768,317.51999
1572884,2.1,6,0.92912352,1866,1733.7445,209,202.67136,317.4624
1572885,2.1,6.06,1.115593,1866,2081.6965,87,41.194454,27.579599
1572886,2.1,6.12,1.2247076,1866,2285.3044,81,39.055046,26.9352
1572887,2.1,6.18,1.3225826,1866,2467.9392,78,38.360989,27.547199
1572888,2.1,6.24,1.3330318,1866,2487.4373,75,37.772804,28.5408
1572889,2.1,6.3,1.3361238,1866,2493.207,75,38.397617,30.1752
1572890,2.1,6.36,1.3364979,1866,2493.905,75,39.012642,31.878
1572891,2.1,6.42,1.3371525,1866,2495.1265,75,40.143276,34.217999
1572892,2.1,6.48,1.3114996,1866,2447.2583,88,46.108681,38.833199
1572893,2.1,6.54,1.0764837,1866,2008.7186,116,58.537544,46.720798
1572894,2.1,6.6,0.97788382,1866,1824.7312,171,99.286758,85.139999
1572895,2.1,6.66,0.95675462,1866,1785.3041,218,200.75343,310.68359
1572896,2.1,6.72,0.95118076,1866,1774.9033,187,156.40666,228.56039
1572897,2.1,6.78,0.95863873,1866,1788.8198,148,89.900253,84.9384
1572898,2.1,6.84,1.0850936,1866,2024.7847,106,61.419292,62.661598
1572899,2.1,6.9,1.2773882,1866,2383.6064,72,50.021473,59.000401
1572900,2.1,6.96,1.2608801,1866,2352.8022,79,56.409706,66.582001
1572901,2.1,7.02,1.2685446,1866,2367.1042,67,52.239323,68.259598
1572902,2.1,7.08,1.2488272,1866,2330.3115,66,54.196758,73.724403
1572903,2.1,7.14,1.2327654,1866,2300.3403,89,75.078751,95.072403
1572904,2.1,7.2,1.2620385,1866,2354.9639,64,56.667931,79.786797
1638403,2.16,4.98,1.271275,1866,2372.1992,46,17.466497,9.3744001
1638404,2.16,5.04,1.2527409,1866,2337.6145,47,15.893607,7.7220001
1638405,2.16,5.1,1.2203259,1866,2277.1282,46,12.794958,4.8996
1638406,2.16,5.16,1.0225424,1866,1908.064,66,22.6187,11.97
1638407,2.16,5.22,0.98563081,1866,1839.1871,88,41.038307,30.312
1638408,2.16,5.28,1.2625816,1866,2355.9773,51,13.075254,4.2912002
1638409,2.16,5.34,1.4761009,1866,2754.4043,44,11.515913,3.8196001
1638410,2.16,5.4,1.6139669,1866,3011.6624,40,11.342495,4.1148
1638412,2.16,5.52,1.5784839,1866,2945.4509,26,6.3210087,2.0339999
1638413,2.16,5.58,1.4795345,1866,2760.8113,31,6.8437018,1.9872
1638414,2.16,5.64,1.4908847,1866,2781.9907,33,7.6999364,2.4372001
1638415,2.16,5.7,1.5291278,1866,2853.3525,36,9.9225407,3.9312
1638416,2.16,5.76,1.8112593,1866,3379.8098,33,11.093363,5.2308002
1638418,2.16,5.88,1.3883524,1866,2590.6655,36,11.276443,4.7124
1638419,2.16,5.94,1.024117,1866,1911.0023,160,166.98351,278.64359
1638420,2.16,6,1.0231054,1866,1909.1146,161,166.91928,278.4816
1638421,2.16,6.06,1.4067487,1866,2624.9929,39,11.588741,4.5827999
1638423,2.16,6.18,1.81833,1866,3393.0039,30,8.7221851,3.5208001
1638424,2.16,6.24,1.5621775,1866,2915.0232,34,8.6569242,3.0204
1638425,2.16,6.3,1.525861,1866,2847.2566,33,7.5476041,2.358
1638426,2.16,6.36,1.4857022,1866,2772.3203,36,8.3962994,2.592
1638427,2.16,6.42,1.5143425,1866,2825.7632,37,9.801815,3.5064001
1638428,2.16,6.48,1.6800411,1866,3134.9565,28,7.1058073,2.3436
1638429,2.16,6.54,1.4080995,1866,2627.5137,61,20.068542,8.2187996
1638430,2.16,6.6,1.0717552,1866,1999.8951,125,61.374485,43.387199
1638431,2.16,6.66,1.0124335,1866,1889.201,178,160.30135,254.63161
1638432,2.16,6.72,0.99749011,1866,1861.3165,148,119.16025,179.56441
1638433,2.16,6.78,1.0266258,1866,1915.6837,90,33.028294,16.2684
1638434,2.16,6.84,1.2957238,1866,2417.8206,60,20.406393,8.6724005
1638435,2.16,6.9,2.0130725,1866,3756.3933,17,3.9237287,1.1664
1638436,2.16,6.96,1.5261204,1866,2847.7407,31,11.671931,6.0623999
1638438,2.16,7.08,1.9065747,1866,3557.6685,18,4.0969009,1.3068
1638439,2.16,7.14,1.4516509,1866,2708.7805,42,24.311827,22.017599
1638440,2.16,7.2,1.4035114,1866,2618.9524,23,6.3153524,2.4335999
1703943,2.22,5.22,1.0495486,1866,1958.4578,99,45.281601,32.385601
1703955,2.22,5.94,1.0999632,1866,2052.5312,150,160.83282,264.5928
1703956,2.22,6,1.1661066,1866,2175.9548,149,160.1843,264.1788
1703966,2.22,6.6,1.1368986,1866,2121.4529,122,59.44915,40.593601
1703967,2.22,6.66,1.0723511,1866,2001.0071,172,155.06679,241.4556
1703968,2.22,6.72,1.0449369,1866,1949.8522,150,118.01656,171.79201
1703969,2.22,6.78,1.3658998,1866,2548.769,66,25.802507,13.68
1769475,2.28,4.98,1.6114144,1866,3006.8994,40,11.053485,3.6036
1769476,2.28,5.04,1.5732634,1866,2935.7095,40,9.5035219,2.7
1769477,2.28,5.1,1.5216516,1866,2839.4019,41,8.8650446,2.2788
