Ref,x,y,Connectivity,Point First Moment,Point Second Moment,Visual Clustering Coefficient,Visual Control,Visual Controllability
851975,1.44,5.22,102,37.353725,18.381599,0.60706657,1.3247148,0.27945206
851976,1.44,5.28,74,23.353807,8.9927998,0.89300257,0.89534193,0.36453202
851977,1.44,5.34,73,23.336214,9.0251999,0.91628617,0.8845185,0.35960591
851978,1.44,5.4,73,24.70052,9.9432001,0.91476411,0.88509089,0.36138615
851979,1.44,5.46,72,26.304705,11.1564,0.94053209,0.87391156,0.35467979
851987,1.44,5.94,152,222.51848,509.19479,0.80045313,1.0083573,0.17861339
851988,1.44,6,150,222.0843,509.08679,0.81673378,0.97184253,0.1734104
851999,1.44,6.66,161,217.65578,466.41599,0.57709628,1.4054244,0.18421052
852004,1.44,6.96,22,6.7938762,2.9628,0.74891776,0.99117565,0.12222222
852007,1.44,7.14,57,19.553377,9.0431995,0.54010028,1.1880882,0.2489083
852016,1.44,7.68,63,21.586267,9.9432001,0.5360983,1.3157666,0.39375001
917506,1.5,4.92,33,15.108924,10.1088,0.56818181,0.65307373,0.14285715
917507,1.5,4.98,32,12.570141,7.2972002,0.61693549,0.62958628,0.15311004
917508,1.5,5.04,24,8.5234089,4.3740001,0.54347825,0.54030228,0.12121212
917510,1.5,5.16,33,10.208949,4.0427999,0.40151516,0.57261419,0.13692947
917511,1.5,5.22,72,29.44891,15.354,0.59233177,0.9978714,0.19944598
917522,1.5,5.88,36,12.216704,6.0516,0.81111109,0.51673609,0.14007781
917523,1.5,5.94,153,215.50981,484.09561,0.7986756,1.1276225,0.17978849
917524,1.5,6,152,215.05286,483.88681,0.80742419,1.116956,0.17694995
917525,1.5,6.06,38,12.528763,5.7708001,0.83357042,0.51177502,0.14339623
917535,1.5,6.66,163,209.72987,441.306,0.6013785,1.3246539,0.18887602
917539,1.5,6.9,14,2.8740633,0.84240001,0.8901099,0.70341843,0.31818181
917540,1.5,6.96,22,6.0653696,2.3687999,0.74891776,0.99117553,0.12222222
917542,1.5,7.08,34,10.159804,3.9816,0.67379677,0.78429323,0.16748768
917543,1.5,7.14,48,16.803457,8.2080002,0.64627659,1.0293603,0.21621622
917544,1.5,7.2,29,8.1331902,3.0420001,0.86945814,0.66653615,0.14948453
917546,1.5,7.32,31,7.8891554,2.4191999,1,0.88980621,0.52542371
917547,1.5,7.38,31,7.3505425,2.1888001,1,0.88980621,0.52542371
917548,1.5,7.44,31,7.3505425,2.1888001,1,0.88980621,0.52542371
917549,1.5,7.5,31,7.8891554,2.4191999,1,0.88980621,0.52542371
917551,1.5,7.62,28,6.4126153,1.8288,0.83597887,0.64122832,0.21212122
917552,1.5,7.68,49,17.676918,9.0288,0.65816325,1.0630575,0.3121019
917553,1.5,7.74,30,7.4962111,2.2895999,0.68965518,0.68805951,0.22556391
983042,1.56,4.92,20,6.4694109,3.0743999,0.58421052,0.49393934,0.093896717
983043,1.56,4.98,24,8.7088013,4.8204002,0.52536231,0.56491786,0.11267605
983044,1.56,5.04,14,2.2690694,0.70560002,0.60439563,0.44118166,0.10144927
983045,1.56,5.1,22,6.2711897,2.826,0.52380955,0.53847748,0.1
983046,1.56,5.16,36,14.059,7.0307999,0.69999999,0.63107491,0.16666667
983047,1.56,5.22,77,29.25539,14.4576,0.4757348,1.2762536,0.21388888
983058,1.56,5.88,37,10.660983,4.6872001,0.7927928,0.52893633,0.14122137
983059,1.56,5.94,150,207.98819,459.79199,0.82577181,1.0992514,0.17626321
983060,1.56,6,150,207.98819,459.79199,0.82577181,1.0986806,0.1754386
983061,1.56,6.06,39,11.403004,5.0760002,0.8002699,0.54294074,0.13879004
983070,1.56,6.6,118,111.87857,173.2608,0.60944515,0.98695928,0.19376026
983071,1.56,6.66,161,201.50017,417.50641,0.6138199,1.2963506,0.18742724
983072,1.56,6.72,128,132.54646,251.6508,0.64308566,1.1351947,0.1497076
983073,1.56,6.78,101,88.504494,131.75999,0.63643563,0.84886706,0.18430656
983075,1.56,6.9,14,2.2241621,0.45719999,0.93406594,0.66629118,0.14432989
983076,1.56,6.96,22,5.482163,1.908,0.78354979,1.0348264,0.12359551
983078,1.56,7.08,33,8.378334,2.79,0.72348487,0.7694698,0.17010309
983079,1.56,7.14,44,15.016704,7.6104002,0.70930231,0.95628577,0.1981982
983080,1.56,7.2,32,7.8863053,2.5848,0.79838711,0.71436214,0.1632653
983082,1.56,7.32,31,6.6198921,1.728,1,0.88980621,0.52542371
983083,1.56,7.38,31,6.0090775,1.4976,1,0.88980621,0.52542371
983084,1.56,7.44,31,6.0090775,1.4976,1,0.88980621,0.52542371
983085,1.56,7.5,31,6.6198921,1.728,1,0.88980621,0.52542371
983087,1.56,7.62,31,6.9972,2.0411999,0.80215055,0.69748497,0.23134328
983088,1.56,7.68,46,16.598719,9.0288,0.69661838,1.0060778,0.29299363
983089,1.56,7.74,32,7.2333384,2.0304,0.73790324,0.70685732,0.24060151
1048579,1.62,4.98,43,12.769302,4.6259999,0.88593578,0.85735732,0.22513089
1048580,1.62,5.04,44,11.469737,3.7079999,0.87103593,0.86714453,0.2303665
1048581,1.62,5.1,44,10.269431,2.97,0.87526429,0.85915279,0.22797927
1048582,1.62,5.16,52,14.800631,6.3648,0.72624433,0.95959532,0.21940929
1048583,1.62,5.22,82,29.672567,14.904,0.5112918,1.2998278,0.22777778
1048584,1.62,5.28,45,10.993027,3.5352001,0.84141415,0.87414855,0.20179372
1048585,1.62,5.34,43,10.962886,3.4452,0.89590257,0.8480466,0.22279793
1048586,1.62,5.4,44,13.066167,4.6691999,0.85940802,0.86605531,0.22448979
1048594,1.62,5.88,40,10.24531,3.6324,0.72307694,0.53413248,0.11363637
1048595,1.62,5.94,149,201.70578,436.9068,0.83511698,1.0896828,0.17508814
1048596,1.62,6,149,201.70578,436.9068,0.8352077,1.08929,0.17426901
1048597,1.62,6.06,42,11.163133,4.1004,0.71312428,0.55098116,0.1160221
1048605,1.62,6.54,57,21.404491,11.1204,0.79824561,0.58643717,0.19063546
1048606,1.62,6.6,120,104.27837,154.3896,0.58809525,1.0391797,0.17725259
1048607,1.62,6.66,163,196.79239,399.2616,0.61220932,1.3063656,0.19064328
1048608,1.62,6.72,127,128.03867,240.10921,0.65504313,1.0829722,0.14871195
1048609,1.62,6.78,89,54.543629,53.874001,0.70582229,0.79086637,0.16952381
1048610,1.62,6.84,52,17.741724,8.2872,0.8363499,0.54116946,0.17275748
1048611,1.62,6.9,13,2.0358005,0.43560001,0.94871795,0.61731845,0.13402061
1048612,1.62,6.96,22,5.0669341,1.5804,0.78354979,1.0348264,0.12359551
1048614,1.62,7.08,37,9.2292118,2.9951999,0.65765768,0.84778404,0.17289719
1048615,1.62,7.14,42,13.76646,7.0812001,0.74332172,0.91192621,0.19004525
1048616,1.62,7.2,33,7.7854137,2.4660001,0.80303031,0.7662729,0.16836734
1048618,1.62,7.32,31,5.7531633,1.2672,1,0.88980621,0.52542371
1048619,1.62,7.38,31,5.0977063,1.0368,1,0.88980621,0.52542371
1048620,1.62,7.44,31,5.0977063,1.0368,1,0.88980621,0.52542371
1048621,1.62,7.5,31,5.7531633,1.2672,1,0.88980621,0.52542371
1048623,1.62,7.62,35,9.8038931,4.4352002,0.72605044,0.77266747,0.23026316
1048624,1.62,7.68,43,15.819741,9.4463997,0.73532671,0.95004016,0.27388534
1048625,1.62,7.74,29,5.8900676,1.5372,0.84236455,0.65552521,0.21804512
1114115,1.68,4.98,42,11.230859,3.78,0.91637629,0.8411786,0.22702703
1114116,1.68,5.04,45,10.472826,3.1212001,0.85858583,0.88115335,0.22727273
1114117,1.68,5.1,47,10.043613,2.7828,0.81498611,0.91194272,0.235
1114118,1.68,5.16,67,21.817133,11.4264,0.51469922,1.1208391,0.12226278
1114119,1.68,5.22,77,26.496384,13.3164,0.53212577,1.2433408,0.21388888
1114120,1.68,5.28,47,9.7217789,2.5739999,0.81498611,0.92051548,0.21266969
1114121,1.68,5.34,44,10.132861,2.9663999,0.8615222,0.86651778,0.22680412
1114122,1.68,5.4,43,11.500793,3.816,0.88482833,0.85403246,0.22164948
1114130,1.68,5.88,42,10.857234,3.8843999,0.68524969,0.56020671,0.11965812
1114131,1.68,5.94,149,196.19885,415.16281,0.83493561,1.1063952,0.17550059
1114132,1.68,6,148,195.70409,414.918,0.84464055,1.0800704,0.17309941
1114133,1.68,6.06,41,10.626207,3.9275999,0.70487803,0.54350239,0.11325967
1114141,1.68,6.54,53,16.581987,7.0991998,0.76560235,0.57321519,0.15820895
1114142,1.68,6.6,122,96.115059,131.8716,0.56862211,1.1402574,0.17062937
1114143,1.68,6.66,163,189.97803,377.6976,0.61364841,1.3090504,0.19019836
1114144,1.68,6.72,130,125.61449,229.7556,0.65008944,1.0941392,0.15276146
1114145,1.68,6.78,88,45.975727,39.664799,0.64681298,0.90596437,0.14915255
1114146,1.68,6.84,49,13.552962,4.7484002,0.85289115,0.5082441,0.16554055
1114147,1.68,6.9,11,2.1713109,0.58319998,0.96363634,0.51818752,0.11458334
1114148,1.68,6.96,24,5.4486289,1.6596,0.72463769,1.1807712,0.13483146
1114150,1.68,7.08,35,7.9294925,2.3399999,0.69243699,0.81681061,0.16509435
1114151,1.68,7.14,44,14.353462,7.7435999,0.69027483,0.97352761,0.18181819
1114152,1.68,7.2,36,9.6179361,3.9528,0.72380954,0.82979584,0.16666667
1114154,1.68,7.32,33,6.0974069,1.3464,0.89772725,0.93597895,0.35869566
1114155,1.68,7.38,31,4.6385207,0.8064,1,0.88980621,0.52542371
1114156,1.68,7.44,31,4.6385207,0.8064,1,0.88980621,0.52542371
1114157,1.68,7.5,32,5.7475495,1.224,0.94153225,0.91081434,0.34782609
1114159,1.68,7.62,37,11.95799,6.5735998,0.72672671,0.82166547,0.23870967
1114160,1.68,7.68,42,15.823421,10.1052,0.74448317,0.92317063,0.26751593
1114161,1.68,7.74,34,8.6170893,3.3299999,0.68449199,0.79041249,0.22077923
1179651,1.74,4.98,43,11.020251,3.5136001,0.89479512,0.84930497,0.21717171
1179652,1.74,5.04,44,9.6694479,2.7467999,0.8742072,0.8708728,0.22335026
1179653,1.74,5.1,45,8.5702963,2.052,0.86060607,0.88063657,0.2284264
1179654,1.74,5.16,67,22.31793,13.3884,0.51560378,1.1154667,0.12293578
1179655,1.74,5.22,75,25.257235,12.7404,0.54702705,1.200627,0.20833333
1179656,1.74,5.28,49,10.452456,3.0204,0.74064624,0.93822777,0.1638796
1179657,1.74,5.34,45,9.8693514,2.7467999,0.83131313,0.89686334,0.21028037
1179658,1.74,5.4,44,11.519784,3.78,0.84778011,0.86994135,0.22564103
1179666,1.74,5.88,41,10.73134,3.9744,0.71463412,0.54955357,0.11614731
1179667,1.74,5.94,149,190.80115,394.10999,0.83493561,1.1086303,0.17550059
1179668,1.74,6,148,190.42166,393.966,0.84427285,1.0992274,0.17411764
1179669,1.74,6.06,41,10.73134,3.9744,0.70365852,0.5522725,0.11452514
1179677,1.74,6.54,48,12.509683,4.0427999,0.80851066,0.53109896,0.15335463
1179678,1.74,6.6,124,92.721054,123.9804,0.57146603,1.1455158,0.17415731
1179679,1.74,6.66,165,184.31572,357.37561,0.60909092,1.2963597,0.1923077
1179680,1.74,6.72,129,122.50497,223.79761,0.66206396,1.0447105,0.15158637
1179681,1.74,6.78,74,26.598925,13.6656,0.71529061,0.814686,0.17289719
1179682,1.74,6.84,47,12.182004,3.9384,0.79370952,0.52612835,0.14373089
1179683,1.74,6.9,12,2.2561636,0.59039998,0.93939394,0.51285106,0.11214953
1179684,1.74,6.96,23,5.3043046,1.5984,0.75098813,1.0880505,0.12921348
1179686,1.74,7.08,40,10.802931,4.3379998,0.58589745,0.95277375,0.18181819
1179687,1.74,7.14,46,15.560962,8.8920002,0.64444447,1.0281522,0.19087137
1179688,1.74,7.2,42,12.916609,6.8256001,0.59233451,0.96301383,0.17355372
1179690,1.74,7.32,35,6.9112196,1.6848,0.81848741,0.98043853,0.35353535
1179691,1.74,7.38,33,5.309341,1.0404,0.89772725,0.93655968,0.34020618
1179692,1.74,7.44,35,5.959198,1.2528,0.8067227,0.9853574,0.26923078
1179693,1.74,7.5,34,6.4744129,1.494,0.85561496,0.95957541,0.34
1179695,1.74,7.62,39,14.291961,8.7587996,0.71659917,0.86956304,0.2516129
1179696,1.74,7.68,43,17.044601,11.6208,0.69767439,0.96024209,0.24293785
1179697,1.74,7.74,38,11.541303,5.652,0.63442391,0.86801946,0.22093023
1245187,1.8,4.98,41,10.308206,3.1392,0.98292685,0.81695694,0.3037037
1245188,1.8,5.04,42,8.9923124,2.3724,0.9372822,0.83640552,0.26249999
1245189,1.8,5.1,47,10.256551,3.1356001,0.78075856,0.91103995,0.19665273
1245190,1.8,5.16,70,25.706291,16.9776,0.48985508,1.1493255,0.12612613
1245191,1.8,5.22,74,25.261263,12.978,0.54979634,1.1969576,0.20555556
1245192,1.8,5.28,55,14.262294,5.5296001,0.62491584,1.0197691,0.17133956
1245193,1.8,5.34,46,10.407033,2.9303999,0.81159419,0.91421956,0.21296297
1245194,1.8,5.4,42,10.733653,3.3336,0.91753775,0.85000515,0.22702703
1245202,1.8,5.88,41,11.906736,4.9643998,0.7012195,0.53515595,0.11815562
1245203,1.8,5.94,150,186.3627,374.46841,0.82550335,1.1262187,0.17667845
1245204,1.8,6,149,186.09438,374.39639,0.83448213,1.1110374,0.17529412
1245205,1.8,6.06,41,11.691246,4.7160001,0.68292683,0.55699909,0.11484594
1245213,1.8,6.54,48,13.616323,4.9320002,0.67287236,0.61592734,0.12276215
1245214,1.8,6.6,124,86.715759,107.7264,0.5713349,1.1524262,0.18646617
1245215,1.8,6.66,166,178.03386,337.23001,0.60876232,1.2753243,0.19529411
1245216,1.8,6.72,134,121.12704,213.7932,0.64796317,1.0815712,0.15933412
1245217,1.8,6.78,66,20.92219,9.3059998,0.66573429,0.77641678,0.15207373
1245218,1.8,6.84,44,12.057833,4.2156,0.73361522,0.5423004,0.12941177
1245219,1.8,6.9,14,2.2831867,0.49680001,0.93406594,0.61566484,0.13084112
1245220,1.8,6.96,24,5.7378407,1.8072,0.71376812,1.1037509,0.13407822
1245222,1.8,7.08,51,18.128601,9.6803999,0.45803922,1.1976275,0.19029851
1245223,1.8,7.14,56,20.811771,12.1716,0.51428574,1.2668797,0.20512821
1245224,1.8,7.2,54,17.145905,8.6471996,0.46121594,1.2536975,0.19852941
1245225,1.8,7.26,35,7.6817789,2.1384001,0.54957986,0.84046322,0.2173913
1245226,1.8,7.32,47,9.8242826,2.4696,0.60314524,1.250145,0.3219178
1245227,1.8,7.38,46,9.0021734,2.1240001,0.62028986,1.2296824,0.31506848
1245228,1.8,7.44,45,8.6790638,2.0195999,0.63838387,1.2028836,0.30821916
1245229,1.8,7.5,47,9.8242826,2.4696,0.60222018,1.2520289,0.3219178
1245230,1.8,7.56,27,6.0324283,1.7568001,0.64102566,0.60148299,0.1849315
1245231,1.8,7.62,58,22.161917,13.3056,0.45795524,1.3189228,0.27230048
1245232,1.8,7.68,55,22.159258,14.382,0.50505048,1.2583702,0.25581396
1245233,1.8,7.74,51,20.060545,11.9664,0.49803922,1.1495339,0.23943663
1310723,1.86,4.98,41,11.216444,3.5927999,0.98292685,0.81695694,0.3037037
1310724,1.86,5.04,41,9.6188517,2.6784,0.98292685,0.81695694,0.3037037
1310725,1.86,5.1,52,15.569488,7.2684002,0.66138762,0.95996511,0.16883117
1310726,1.86,5.16,65,21.327066,10.782,0.55528843,1.1158189,0.2
1310727,1.86,5.22,75,26.854137,14.238,0.54018021,1.218877,0.20833333
1310728,1.86,5.28,57,17.728224,8.3448,0.6002506,1.0356286,0.17701863
1310729,1.86,5.34,42,9.939024,2.8044,0.94889665,0.84784067,0.28
1310730,1.86,5.4,40,11.017536,3.5711999,0.96282053,0.82203531,0.2739726
1310738,1.86,5.88,38,12.447767,5.8284001,0.77098149,0.50894827,0.13380282
1310739,1.86,5.94,152,183.07649,356.4324,0.80698848,1.1672236,0.17903416
1310740,1.86,6,152,182.73074,356.04721,0.80420005,1.1723129,0.17757009
1310741,1.86,6.06,38,12.447767,5.8284001,0.77098149,0.51148981,0.13194445
1310750,1.86,6.6,129,86.858818,104.3388,0.54530036,1.242636,0.19427711
1310751,1.86,6.66,168,172.79036,318.6684,0.60129738,1.307865,0.19764706
1310752,1.86,6.72,138,121.41206,210.20039,0.62593883,1.1334265,0.16448152
1310753,1.86,6.78,43,13.798146,6.6023998,0.74861574,0.5365963,0.12463768
1310755,1.86,6.9,16,2.9757788,0.74879998,0.83333331,0.69816983,0.15384616
1310756,1.86,6.96,23,5.7881041,2.0016,0.73517787,1.0250163,0.12849163
1310758,1.86,7.08,43,16.381559,9.9216003,0.53599113,0.99647158,0.18454936
1310759,1.86,7.14,53,20.673109,12.9636,0.54209,1.1955876,0.1941392
1310760,1.86,7.2,46,15.830339,9.0251999,0.51690823,1.0723677,0.17424242
1310762,1.86,7.32,43,9.7298031,2.6387999,0.63122922,1.1868411,0.29452056
1310763,1.86,7.38,41,8.5857735,2.2068,0.69878048,1.1210364,0.28275862
1310764,1.86,7.44,41,8.6969185,2.2788,0.69634145,1.1256131,0.28275862
1310765,1.86,7.5,41,9.1558638,2.4660001,0.68048781,1.1336728,0.28082192
1310767,1.86,7.62,49,20.973581,14.5476,0.54931974,1.1381645,0.26775956
1310768,1.86,7.68,49,21.622858,15.3612,0.5714286,1.1175935,0.22897196
1310769,1.86,7.74,46,19.14019,12.2652,0.55169082,1.0489935,0.21698113
1376263,1.92,5.22,86,31.021042,16.3368,0.46183312,1.402438,0.23822714
1376275,1.92,5.94,148,178.12807,338.47919,0.83296561,1.0591391,0.17309941
1376276,1.92,6,152,179.11034,338.76361,0.80149877,1.1597024,0.17882353
1376286,1.92,6.6,126,78.781219,88.419601,0.55517459,1.2022976,0.19062027
1376287,1.92,6.66,171,168.79886,301.6116,0.58183694,1.3692513,0.19677791
1376288,1.92,6.72,140,118.64114,198.7812,0.61767727,1.157575,0.16666667
1376291,1.92,6.9,15,3.5832222,1.2096,0.7904762,0.73697519,0.25
1376292,1.92,6.96,23,6.0243049,2.2895999,0.715415,0.98807049,0.12777779
1376294,1.92,7.08,38,15.656272,10.188,0.6244666,0.87639683,0.2054054
1376295,1.92,7.14,50,20.259594,13.6908,0.57714283,1.1739807,0.20408164
1376296,1.92,7.2,34,13.686792,8.7192001,0.76648843,0.76633364,0.21656051
1376298,1.92,7.32,35,9.3170137,2.9484,0.84033614,0.99226892,0.34653464
1376299,1.92,7.38,39,9.7754927,2.9807999,0.69230771,1.1024088,0.27083334
1376300,1.92,7.44,38,9.5741119,2.9556,0.7325747,1.0845979,0.30894309
1376301,1.92,7.5,35,9.3400326,2.9663999,0.83529413,0.98732197,0.34999999
1376303,1.92,7.62,42,22.23283,18.0432,0.71312428,0.94924474,0.26751593
1376304,1.92,7.68,42,19.862755,14.9292,0.67131245,0.97386903,0.23863636
1376305,1.92,7.74,41,18.780792,13.1364,0.64634144,0.94470966,0.23837209
1441795,1.98,4.98,42,14.811963,6.9696002,0.786295,0.69911414,0.1640625
1441796,1.98,5.04,44,13.627312,5.7203999,0.72621566,0.71851969,0.17120622
1441797,1.98,5.1,48,14.548612,6.0696001,0.65070921,0.76997566,0.18045112
1441798,1.98,5.16,66,24.754486,14.8284,0.42750582,1.0247012,0.13608247
1441799,1.98,5.22,83,31.506512,18.0396,0.42903322,1.313748,0.22371967
1441800,1.98,5.28,46,11.485967,3.6575999,0.65024155,0.81468606,0.21100917
1441801,1.98,5.34,40,9.9647379,3.1536,0.75897437,0.69294006,0.19417475
1441802,1.98,5.4,38,10.724085,3.816,0.77809387,0.66666961,0.18536586
1441804,1.98,5.52,27,6.4318089,2.0195999,0.78062677,0.56698185,0.10384616
1441805,1.98,5.58,30,6.7410984,2.0987999,0.65977013,0.63433063,0.087209299
1441806,1.98,5.64,29,5.9658265,1.62,0.70197046,0.60721499,0.092651755
1441807,1.98,5.7,30,6.7607646,2.0592,0.68965518,0.61000305,0.091185413
1441808,1.98,5.76,30,8.4844913,3.4308,0.71264368,0.64445424,0.14851485
1441810,1.98,5.88,32,8.8768864,3.3011999,0.56451613,0.50026053,0.1221374
1441811,1.98,5.94,156,176.15984,322.4592,0.75938791,1.2519108,0.18013857
1441812,1.98,6,156,175.91922,322.29721,0.75922251,1.2437829,0.18076478
1441813,1.98,6.06,35,10.021538,3.7692001,0.54621851,0.56764925,0.13461539
1441815,1.98,6.18,30,8.3476334,3.1212001,0.77241379,0.59751338,0.10526316
1441816,1.98,6.24,33,8.1012335,2.7756,0.6723485,0.65576136,0.076744184
1441817,1.98,6.3,34,7.5594859,2.2356,0.657754,0.63385594,0.078521937
1441818,1.98,6.36,34,7.5441227,2.2104001,0.65953654,0.65514702,0.077625573
1441819,1.98,6.42,32,8.0990763,2.8548,0.6653226,0.647668,0.072562359
1441820,1.98,6.48,29,7.704061,2.6963999,0.8374384,0.60463893,0.10984848
1441821,1.98,6.54,67,27.049288,16.246799,0.60425144,0.67734581,0.15952381
1441822,1.98,6.6,130,78.889435,85.921204,0.53786522,1.2376953,0.19402985
1441823,1.98,6.66,170,163.95897,285.29999,0.58412808,1.3390652,0.19495413
1441824,1.98,6.72,145,120.13341,195.7968,0.58314174,1.2398001,0.16919486
1441825,1.98,6.78,100,50.90815,40.413601,0.58626264,0.96325147,0.2004008
1441826,1.98,6.84,57,19.419422,8.2728004,0.71867168,0.60152304,0.1826923
1441827,1.98,6.9,10,1.5147922,0.28080001,0.82222223,0.25956932,0.072992697
1441828,1.98,6.96,35,10.696127,4.5503998,0.40672269,1.2672007,0.095108695
1441830,1.98,7.08,12,1.6031204,0.2412,0.9848485,0.37313306,0.10909091
1441831,1.98,7.14,49,21.367994,15.5196,0.54676872,1.2933075,0.19838056
1441832,1.98,7.2,14,2.3034747,0.46439999,0.84615386,0.45651957,0.11111111
1507331,2.04,4.98,64,49.220528,65.678398,0.66468257,0.90934455,0.093430653
1507332,2.04,5.04,66,46.686073,60.444,0.63729602,0.9446038,0.095375724
1507333,2.04,5.1,71,42.593952,48.128399,0.54929578,1.0291748,0.10549777
1507334,2.04,5.16,87,44.421364,38.5452,0.39989308,1.2237083,0.10532688
1507335,2.04,5.22,93,43.760403,32.0868,0.41000468,1.3465972,0.16006884
1507336,2.04,5.28,64,20.231253,9.3275995,0.50099206,1.0902946,0.16494845
1507337,2.04,5.34,53,14.860006,5.5008001,0.59216255,0.92717153,0.14324324
1507338,2.04,5.4,45,11.621188,3.744,0.70101011,0.80536687,0.21327014
1507340,2.04,5.52,55,28.922577,26.8452,0.57845116,0.94258708,0.088282503
1507341,2.04,5.58,54,22.714481,15.354,0.6275332,0.92393249,0.095238097
1507342,2.04,5.64,49,16.946087,8.6255999,0.63010204,0.87355334,0.117506
1507343,2.04,5.7,44,13.719077,6.2171998,0.6511628,0.80497545,0.12087912
1507344,2.04,5.76,41,12.952449,6.1343999,0.62195122,0.75294685,0.11614731
1507346,2.04,5.88,55,23.634575,16.5888,0.44309765,0.87047982,0.10416666
1507347,2.04,5.94,180,185.73578,315.48239,0.59553075,1.6146561,0.16965127
1507348,2.04,6,179,184.64673,314.34839,0.60033894,1.6267323,0.17129187
1507349,2.04,6.06,57,20.97859,11.9088,0.4216792,0.93503416,0.15159574
1507351,2.04,6.18,45,15.459312,8.4203997,0.60000002,0.80244434,0.089285716
1507352,2.04,6.24,47,15.189595,7.6536002,0.64107311,0.81384957,0.092156865
1507353,2.04,6.3,52,18.216921,9.6155996,0.63725489,0.88120651,0.098484851
1507354,2.04,6.36,54,21.106262,13.5108,0.63731658,0.893242,0.094570927
1507355,2.04,6.42,56,24.927052,19.670401,0.58701301,0.91293406,0.1
1507356,2.04,6.48,43,22.821665,20.6856,0.70653379,0.77862668,0.11405835
1507357,2.04,6.54,72,23.138405,9.2195997,0.62323946,0.79654211,0.19251336
1507358,2.04,6.6,138,73.422028,63.568802,0.48958004,1.4177084,0.19464034
1507359,2.04,6.66,187,169.39799,276.59161,0.50549132,1.5592901,0.18067633
1507360,2.04,6.72,160,129.36334,198.54359,0.50117922,1.3853949,0.15503876
1507361,2.04,6.78,128,69.484528,56.368801,0.46961123,1.2561733,0.15686275
1507362,2.04,6.84,79,42.980217,39.790798,0.5374878,0.84415352,0.13504274
1507363,2.04,6.9,29,6.9863768,2.2428,0.44334975,0.58615637,0.08529412
1507364,2.04,6.96,40,11.848139,4.8635998,0.3974359,1.1896019,0.098765433
1507366,2.04,7.08,21,3.6519945,0.90719998,0.5,0.59983861,0.063253015
1507367,2.04,7.14,55,26.086485,19.3932,0.44444445,1.3048428,0.12443439
1507368,2.04,7.2,28,9.5255537,5.2164001,0.55820107,0.61851406,0.076502733
1572867,2.1,4.98,70,55.213501,72.554398,0.647205,1.0340378,0.11006289
1572868,2.1,5.04,75,55.013798,70.218002,0.5798198,1.1204115,0.10760402
1572869,2.1,5.1,80,54.099472,65.386803,0.52088606,1.2230633,0.11444921
1572870,2.1,5.16,103,64.161636,69.0588,0.38625547,1.4332057,0.11678004
1572871,2.1,5.22,109,69.411514,72.989998,0.3946653,1.5417212,0.13850063
1572872,2.1,5.28,90,51.546482,53.071201,0.46142322,1.430982,0.13761468
1572873,2.1,5.34,86,50.149494,50.6772,0.49220246,1.371109,0.13190185
1572874,2.1,5.4,81,46.579044,45.698399,0.56018519,1.2736576,0.1255814
1572875,2.1,5.46,85,46.596893,42.829201,0.54369748,1.4137664,0.13219285
1572876,2.1,5.52,78,43.315811,39.023998,0.57642359,1.2900361,0.12520064
1572877,2.1,5.58,75,40.807972,35.604,0.5917117,1.2215077,0.12038523
1572878,2.1,5.64,74,40.239361,34.142399,0.59903741,1.1937903,0.1187801
1572879,2.1,5.7,75,39.687675,32.040001,0.59099102,1.2255721,0.12057878
1572880,2.1,5.76,74,38.361061,29.667601,0.59607553,1.1872962,0.11897106
1572881,2.1,5.82,79,38.873875,28.0728,0.53846157,1.2410994,0.12619808
1572882,2.1,5.88,85,40.918324,28.3608,0.47366947,1.2667636,0.1340694
1572883,2.1,5.94,207,202.10768,317.51999,0.49566156,1.9506575,0.17512691
1572884,2.1,6,209,202.67136,317.4624,0.48799226,2.0107539,0.17681895
1572885,2.1,6.06,87,41.194454,27.579599,0.46324512,1.2782487,0.13787639
1572886,2.1,6.12,81,39.055046,26.9352,0.5256173,1.2116542,0.12939297
1572887,2.1,6.18,78,38.360989,27.547199,0.56510156,1.2127197,0.125
1572888,2.1,6.24,75,37.772804,28.5408,0.59783787,1.1926297,0.1201923
1572889,2.1,6.3,75,38.397617,30.1752,0.59495497,1.1990128,0.1201923
1572890,2.1,6.36,75,39.012642,31.878,0.59243244,1.1862855,0.1201923
1572891,2.1,6.42,75,40.143276,34.217999,0.58774775,1.1756382,0.1201923
1572892,2.1,6.48,88,46.108681,38.833199,0.48563218,1.3576499,0.13858268
1572893,2.1,6.54,116,58.537544,46.720798,0.42803597,1.4523093,0.17737003
1572894,2.1,6.6,171,99.286758,85.139999,0.38940489,1.8863503,0.18708971
1572895,2.1,6.66,218,200.75343,310.68359,0.41415465,1.9958483,0.19039302
1572896,2.1,6.72,187,156.40666,228.56039,0.41941234,1.7553933,0.1644679
1572897,2.1,6.78,148,89.900253,84.9384,0.40660048,1.5592827,0.16228071
1572898,2.1,6.84,106,61.419292,62.661598,0.44959569,1.331645,0.16307692
1572899,2.1,6.9,72,50.021473,59.000401,0.5093897,1.2135662,0.11302983
1572900,2.1,6.96,79,56.409706,66.582001,0.43395001,1.7905511,0.11432707
1572901,2.1,7.02,67,52.239323,68.259598,0.54590684,1.3204678,0.1066879
1572902,2.1,7.08,66,54.196758,73.724403,0.54265732,1.2442675,0.10122699
1572903,2.1,7.14,89,75.078751,95.072403,0.38559756,1.6949499,0.12075984
