Ref,x,y,Connectivity,Point First Moment,Point Second Moment,Visual Clustering Coefficient,Visual Control,Visual Controllability
1572904,2.1,7.2,64,56.667931,79.786797,0.53323412,1.1587222,0.09785933
1638403,2.16,4.98,46,17.466497,9.3744001,0.66859901,0.76363707,0.1253406
1638404,2.16,5.04,47,15.893607,7.7220001,0.64939868,0.80426592,0.12983425
1638405,2.16,5.1,46,12.794958,4.8996,0.65797102,0.81263655,0.21596244
1638406,2.16,5.16,66,22.6187,11.97,0.41724941,1.0752971,0.19411765
1638407,2.16,5.22,88,41.038307,30.312,0.3701672,1.3380804,0.14789917
1638408,2.16,5.28,51,13.075254,4.2912002,0.55450982,0.9269802,0.22466961
1638409,2.16,5.34,44,11.515913,3.8196001,0.64799154,0.80077344,0.21256039
1638410,2.16,5.4,40,11.342495,4.1148,0.68974358,0.72591043,0.19512194
1638412,2.16,5.52,26,6.3210087,2.0339999,0.72307694,0.57731521,0.1015625
1638413,2.16,5.58,31,6.8437018,1.9872,0.6408602,0.66884506,0.099678457
1638414,2.16,5.64,33,7.6999364,2.4372001,0.61363637,0.68627632,0.097345136
1638415,2.16,5.7,36,9.9225407,3.9312,0.57301587,0.74691474,0.10526316
1638416,2.16,5.76,33,11.093363,5.2308002,0.60795456,0.70141077,0.099397592
1638418,2.16,5.88,36,11.276443,4.7124,0.48095238,0.61687112,0.133829
1638419,2.16,5.94,160,166.98351,278.64359,0.72287738,1.4018598,0.1843318
1638420,2.16,6,161,166.91928,278.4816,0.714441,1.4232309,0.18569781
1638421,2.16,6.06,39,11.588741,4.5827999,0.48582995,0.66602826,0.14552239
1638423,2.16,6.18,30,8.7221851,3.5208001,0.74482757,0.60516357,0.1056338
1638424,2.16,6.24,34,8.6569242,3.0204,0.60784316,0.64044464,0.078341015
1638425,2.16,6.3,33,7.5476041,2.358,0.64204544,0.65541047,0.075862072
1638426,2.16,6.36,36,8.3962994,2.592,0.59047621,0.69179142,0.082568809
1638427,2.16,6.42,37,9.801815,3.5064001,0.54204202,0.7360487,0.084862389
1638428,2.16,6.48,28,7.1058073,2.3436,0.83333331,0.5951376,0.10646388
1638429,2.16,6.54,61,20.068542,8.2187996,0.69071037,0.6737293,0.16666667
1638430,2.16,6.6,125,61.374485,43.387199,0.56529033,1.2601811,0.19171779
1638431,2.16,6.66,178,160.30135,254.63161,0.54649907,1.5320626,0.20227273
1638432,2.16,6.72,148,119.16025,179.56441,0.56343079,1.2658495,0.17031071
1638433,2.16,6.78,90,33.028294,16.2684,0.63670415,0.94362807,0.18036072
1638434,2.16,6.84,60,20.406393,8.6724005,0.68192089,0.6681757,0.19480519
1638435,2.16,6.9,17,3.9237287,1.1664,0.58088237,0.63319039,0.11643836
1638436,2.16,6.96,31,11.671931,6.0623999,0.41720429,1.0446092,0.080519482
1638438,2.16,7.08,18,4.0969009,1.3068,0.58169937,0.60163242,0.11392405
1638439,2.16,7.14,42,24.311827,22.017599,0.53890824,1.1637309,0.16666667
1638440,2.16,7.2,23,6.3153524,2.4335999,0.58893281,0.68911707,0.13450292
1703943,2.22,5.22,99,45.281601,32.385601,0.35064936,1.4292519,0.15764332
1703955,2.22,5.94,150,160.83282,264.5928,0.81199104,1.1434851,0.17502917
1703956,2.22,6,149,160.1843,264.1788,0.82124072,1.1599448,0.17426901
1703966,2.22,6.6,122,59.44915,40.593601,0.5953123,1.1336462,0.2016529
1703967,2.22,6.66,172,155.06679,241.4556,0.58472735,1.3365555,0.19770116
1703968,2.22,6.72,150,118.01656,171.79201,0.56348991,1.2816621,0.17221585
1703969,2.22,6.78,66,25.802507,13.68,0.72307694,0.65466017,0.1563981
1769475,2.28,4.98,40,11.053485,3.6036,0.98589742,0.71183652,0.23121387
1769476,2.28,5.04,40,9.5035219,2.7,0.98589742,0.71183652,0.23121387
1769477,2.28,5.1,41,8.8650446,2.2788,0.95975608,0.72368222,0.23295455
1769478,2.28,5.16,52,12.527818,4.2156,0.67119157,0.89238679,0.13
1769479,2.28,5.22,90,41.167248,31.0716,0.42122346,1.2821429,0.14610389
1769480,2.28,5.28,88,53.858791,51.170399,0.60423195,1.1247581,0.2037037
1769481,2.28,5.34,89,55.679035,52.369202,0.60393256,1.1257908,0.20649652
1769482,2.28,5.4,53,20.574198,11.358,0.65820026,0.81918496,0.14480874
1769490,2.28,5.88,33,10.036185,4.6655998,0.74621212,0.48735362,0.095100865
1769491,2.28,5.94,150,156.78874,252.0072,0.82085013,1.1835197,0.17667845
1769492,2.28,6,149,156.05881,251.4744,0.82894975,1.1628829,0.17550059
1769493,2.28,6.06,35,11.131083,5.3316002,0.74453783,0.50115633,0.095108695
1769502,2.28,6.6,116,57.021984,38.336399,0.59970015,1.070632,0.19141914
1769503,2.28,6.66,177,154.73392,231.3828,0.56567794,1.4175769,0.2020548
1769504,2.28,6.72,148,118.60825,169.18559,0.58135688,1.16851,0.17514794
1835011,2.34,4.98,40,10.133133,3.1392,0.98589742,0.71183652,0.23121387
1835012,2.34,5.04,43,9.7739773,2.8908,0.88482833,0.76936066,0.18376069
1835013,2.34,5.1,44,8.5216122,2.016,0.85729384,0.77766818,0.18644068
1835014,2.34,5.16,49,9.3402662,2.1276,0.75850338,0.8425312,0.20247933
1835015,2.34,5.22,84,39.384121,32.1264,0.44463569,1.1817526,0.13815789
1835016,2.34,5.28,96,52.707397,46.659599,0.53947371,1.2355285,0.19277108
1835017,2.34,5.34,93,54.260471,48.4272,0.57269752,1.1714435,0.19456068
1835018,2.34,5.4,48,14.75246,6.1848001,0.73758864,0.77577591,0.13370474
1835026,2.34,5.88,34,8.7168522,3.4056001,0.7201426,0.49312413,0.083333336
1835027,2.34,5.94,149,155.06688,245.27161,0.83321244,1.1573287,0.17550059
1835028,2.34,6,147,151.9951,239.6088,0.84829003,1.1232492,0.17314488
1835029,2.34,6.06,37,10.5525,4.7160001,0.6921922,0.51373315,0.086247087
1835031,2.34,6.18,44,12.740703,4.4496002,0.95137423,0.88899547,0.62857145
1835032,2.34,6.24,47,13.456369,5.0544,0.90749305,0.92946255,0.21266969
1835033,2.34,6.3,55,18.966185,9.6408005,0.80067343,1.1182375,0.21912351
1835034,2.34,6.36,60,23.412691,13.6296,0.77062148,1.2038798,0.23529412
1835035,2.34,6.42,60,24.050533,13.9644,0.77062148,1.2038798,0.23529412
1835036,2.34,6.48,49,16.560606,7.3044,0.83418369,0.95745951,0.19444445
1835037,2.34,6.54,50,17.088333,7.9776001,0.59183675,0.55073762,0.10416666
1835038,2.34,6.6,121,59.598015,40.316399,0.57961434,1.1415967,0.2
1835039,2.34,6.66,173,152.23744,221.634,0.58663797,1.290671,0.20305164
1835040,2.34,6.72,149,119.5425,165.7872,0.56883729,1.1897742,0.17508814
1835041,2.34,6.78,69,25.868835,14.526,0.62318838,0.65021908,0.14556962
1835042,2.34,6.84,44,13.310263,5.3243999,0.72515857,0.44600716,0.11458334
1900547,2.4,4.98,41,10.100955,3.0599999,0.97073174,0.72254723,0.23033708
1900548,2.4,5.04,44,9.6315632,2.6856,0.85729384,0.77766818,0.18644068
1900549,2.4,5.1,45,8.9319487,2.3148,0.83232325,0.80601013,0.19313304
1900550,2.4,5.16,51,10.566409,3.0348001,0.71450979,0.86422986,0.19465649
1900551,2.4,5.22,78,36.707558,31.6224,0.46620047,1.136505,0.13242784
1900552,2.4,5.28,96,49.886806,41.878799,0.55000001,1.2165802,0.19315895
1900553,2.4,5.34,99,54.516766,45.597599,0.53679651,1.2561258,0.20162933
1900554,2.4,5.4,45,12.185627,4.3632002,0.79696971,0.76406127,0.12295082
1900556,2.4,5.52,40,11.053485,3.6036,0.99615383,0.81490827,0.42553192
1900557,2.4,5.58,41,10.512606,3.2832,0.99268293,0.82728273,0.43617022
1900558,2.4,5.64,41,10.203447,3.132,0.99268293,0.82728273,0.43617022
1900559,2.4,5.7,45,13.708014,5.8895998,0.84141415,0.85090071,0.15570934
1900560,2.4,5.76,45,14.756952,6.4439998,0.82929295,0.84139794,0.15100671
1900562,2.4,5.88,33,6.8433256,1.8036,0.782197,0.5078066,0.11036789
1900563,2.4,5.94,148,153.26486,238.4388,0.84601951,1.1242936,0.17432274
1900564,2.4,6,146,148.99811,229.3344,0.85838449,1.1050209,0.17196701
1900565,2.4,6.06,36,8.3276434,2.6603999,0.73015875,0.53053749,0.086330935
1900567,2.4,6.18,44,11.305042,3.6647999,0.92389005,0.87561256,0.20091324
1900568,2.4,6.24,46,10.906982,3.4128001,0.92270529,0.92301202,0.42592594
1900569,2.4,6.3,54,15.896722,7.3224001,0.80922431,1.1121536,0.21513945
1900570,2.4,6.36,60,20.703203,11.2284,0.77062148,1.2038797,0.23529412
1900571,2.4,6.42,60,21.407843,11.5632,0.77062148,1.2038797,0.23529412
1900572,2.4,6.48,46,12.823995,4.6259999,0.86473429,0.90156507,0.19409283
1900573,2.4,6.54,55,16.991093,6.7536001,0.60942763,0.60491943,0.11982571
1900574,2.4,6.6,114,56.076244,38.080799,0.60456449,1.014262,0.1948718
1900575,2.4,6.66,175,152.22437,213.786,0.5797044,1.3092368,0.20588236
1900576,2.4,6.72,147,117.76266,158.85719,0.57925636,1.1335865,0.17375886
1900577,2.4,6.78,79,29.813395,15.6816,0.62739372,0.76220143,0.16561845
1900578,2.4,6.84,48,13.036076,4.4172001,0.7384752,0.49336028,0.14076246
1966083,2.46,4.98,43,11.567228,3.8592,0.8660022,0.76672292,0.18376069
1966084,2.46,5.04,43,9.9405975,2.9916,0.87153929,0.7695598,0.18614718
1966085,2.46,5.1,46,9.762763,2.6819999,0.81449276,0.81003726,0.19327731
1966086,2.46,5.16,50,11.22302,3.5064001,0.73469388,0.84611529,0.1923077
1966087,2.46,5.22,72,34.926826,32.209202,0.53169012,1.0882276,0.17266187
1966088,2.46,5.28,97,48.07534,37.799999,0.55133164,1.2229092,0.19438878
1966089,2.46,5.34,102,53.389446,41.806801,0.53426522,1.2716734,0.20689656
1966090,2.46,5.4,45,12.130289,4.1076002,0.79797977,0.79520398,0.19067797
1966092,2.46,5.52,40,9.5035219,2.7,0.99615383,0.81490827,0.42553192
1966093,2.46,5.58,41,8.7990894,2.3399999,0.99268293,0.82728273,0.43617022
1966094,2.46,5.64,45,11.417988,4.4496002,0.83737373,0.85218441,0.15625
1966095,2.46,5.7,46,12.126117,4.6511998,0.82705313,0.86073047,0.1559322
1966096,2.46,5.76,48,15.699709,7.6968002,0.76241136,0.86255485,0.16
1966098,2.46,5.88,32,6.6036167,1.7819999,0.82459676,0.494964,0.113879
1966099,2.46,5.94,150,153.69638,233.3808,0.83069348,1.142599,0.17647059
1966100,2.46,6,145,146.28185,219.978,0.86877394,1.0737237,0.17078917
1966101,2.46,6.06,34,7.1728263,1.962,0.80748665,0.51249176,0.11447811
1966103,2.46,6.18,43,9.5936441,2.5632,0.96566999,0.86923611,0.65151513
1966104,2.46,6.24,44,8.7258873,2.1924,0.95137423,0.88899541,0.62857145
1966105,2.46,6.3,53,13.602777,5.6268001,0.81785196,1.0970982,0.21115538
1966106,2.46,6.36,60,18.589895,9.2664003,0.77062148,1.2038797,0.23529412
1966107,2.46,6.42,60,19.341885,9.6012001,0.77062148,1.2038797,0.23529412
1966108,2.46,6.48,44,10.517823,3.1284001,0.89957714,0.88012385,0.19469027
1966109,2.46,6.54,55,17.072453,6.9443998,0.64107746,0.58698368,0.15714286
1966110,2.46,6.6,107,52.978531,36.795601,0.61911482,0.9554069,0.18259385
1966111,2.46,6.66,177,152.56429,206.8092,0.57466614,1.3231592,0.2079906
1966112,2.46,6.72,148,118.156,154.9368,0.56848687,1.12129,0.17432274
1966113,2.46,6.78,83,33.752243,19.537201,0.6782251,0.75980777,0.17659575
1966114,2.46,6.84,51,14.285259,5.0256,0.75999999,0.53568071,0.14655173
2031619,2.52,4.98,42,12.253163,4.3596001,0.902439,0.75789493,0.21538462
2031620,2.52,5.04,43,11.096627,3.5783999,0.87264675,0.76824403,0.18695652
2031621,2.52,5.1,45,10.726377,3.1788001,0.82727271,0.78331178,0.19067797
2031622,2.52,5.16,51,14.715778,6.3576002,0.70745099,0.85898125,0.19029851
2031623,2.52,5.22,68,34.851208,32.922001,0.55618966,1.0411237,0.16425121
2031624,2.52,5.28,101,48.867111,35.726398,0.53742576,1.2449781,0.19165085
2031625,2.52,5.34,103,51.649612,37.735199,0.54045308,1.2612863,0.20892495
2031626,2.52,5.4,44,12.882878,4.5971999,0.82769555,0.78020406,0.18723404
2031628,2.52,5.52,40,8.4323788,2.0915999,0.99615383,0.81490827,0.42553192
2031629,2.52,5.58,41,7.6020007,1.6992,0.99268293,0.82728273,0.43617022
2031630,2.52,5.64,47,10.954588,3.9995999,0.79925996,0.86799574,0.15771812
2031631,2.52,5.7,50,13.842054,6.2244,0.74448979,0.88777357,0.16666667
2031632,2.52,5.76,49,14.97607,7.1064,0.7482993,0.87338966,0.1638796
2031634,2.52,5.88,32,7.4892764,2.4012001,0.82459676,0.49556032,0.12648222
2031635,2.52,5.94,151,153.66971,228.132,0.82560706,1.1314192,0.17764705
2031636,2.52,6,146,145.18411,212.39639,0.85885686,1.0817709,0.17156287
2031637,2.52,6.06,32,7.4892764,2.4012001,0.81048387,0.4987016,0.12648222
2031639,2.52,6.18,42,8.7390461,2.1168001,0.97793263,0.84907454,0.65625
2031640,2.52,6.24,45,8.8083324,2.2284,0.91212124,0.89534843,0.20179372
2031641,2.52,6.3,51,11.212781,3.6791999,0.85568625,1.0149904,0.204
2031642,2.52,6.36,60,17.10887,7.7435999,0.77062148,1.2038797,0.23529412
2031643,2.52,6.42,60,17.888472,8.0783997,0.77062148,1.2038797,0.23529412
2031644,2.52,6.48,40,8.4901161,2.0843999,0.97564101,0.81504315,0.625
2031645,2.52,6.54,60,22.560558,11.8296,0.71073449,0.60735935,0.17647059
2031646,2.52,6.6,102,52.469894,38.854801,0.64900017,0.91002542,0.17288135
2031647,2.52,6.66,184,157.59004,206.4456,0.56076264,1.3621308,0.21596244
2031648,2.52,6.72,143,103.56388,115.452,0.56308478,1.0997772,0.19324325
2031649,2.52,6.78,81,37.126884,25.437599,0.7361111,0.72229439,0.17307693
2031650,2.52,6.84,51,16.12886,6.75,0.81568629,0.52264661,0.15000001
2097160,2.58,5.28,83,44.168148,32.338799,0.64736998,0.7913031,0.15660377
2097161,2.58,5.34,96,48.938675,34.127998,0.57368422,1.0415769,0.19472617
2097164,2.58,5.52,42,8.4678097,1.9764,0.96747965,0.85816652,0.44680852
2097165,2.58,5.58,47,10.186308,3.2219999,0.79370952,0.86623085,0.15932204
2097166,2.58,5.64,51,12.606325,5.0472002,0.72705883,0.89378369,0.16943522
2097167,2.58,5.7,51,13.309381,5.6592002,0.73019606,0.9005636,0.17056856
2097168,2.58,5.76,48,12.042513,4.1399999,0.80585104,0.88168848,0.18250951
2097170,2.58,5.88,32,9.5874786,4.2876,0.80040324,0.50338709,0.12648222
2097171,2.58,5.94,152,152.47575,220.2948,0.81674802,1.1379986,0.17882353
2097172,2.58,6,147,144.34734,205.6248,0.84922189,1.0886668,0.17273796
2097173,2.58,6.06,35,11.777273,6.1524,0.73949581,0.55133891,0.13725491
2097175,2.58,6.18,42,8.9421606,2.214,0.97793263,0.84907454,0.65625
2097176,2.58,6.24,43,7.9252863,1.728,0.96566999,0.86923611,0.65151513
2097177,2.58,6.3,48,9.3248625,2.358,0.89273047,0.94323915,0.19672132
2097178,2.58,6.36,60,16.26301,6.6599998,0.77062148,1.2038798,0.23529412
2097179,2.58,6.42,61,17.548016,7.2396002,0.75737703,1.2098674,0.23921569
2097180,2.58,6.48,38,8.3630781,2.1059999,1,0.77503693,0.59375
2097182,2.58,6.6,94,52.607029,42.264,0.7169984,0.85455328,0.2034632
2097183,2.58,6.66,191,160.18559,203.14799,0.54935247,1.4011644,0.22287048
2097184,2.58,6.72,127,78.155464,72.540001,0.5553056,1.0228,0.17493112
2097185,2.58,6.78,78,40.374691,30.1968,0.80153179,0.69922799,0.17067833
2162690,2.64,4.92,38,17.806026,13.7952,0.55049789,0.77872604,0.083150983
2162691,2.64,4.98,44,20.486118,14.4972,0.56976742,0.8011896,0.098214284
2162692,2.64,5.04,37,13.263882,7.1388001,0.55555558,0.75489503,0.12091503
2162693,2.64,5.1,22,4.8472691,1.4687999,0.75324672,0.6299606,0.079422385
2162696,2.64,5.28,81,41.439739,28.652399,0.72839504,0.73084879,0.20351759
2162697,2.64,5.34,89,44.441547,29.905199,0.64402449,0.83343083,0.17907445
2162700,2.64,5.52,46,10.652549,3.2939999,0.82608694,0.88660318,0.11414392
2162701,2.64,5.58,55,13.835718,5.1444001,0.67542088,0.94730848,0.18092105
2162702,2.64,5.64,54,12.772644,4.5503998,0.6925227,0.94920927,0.18120806
2162703,2.64,5.7,49,10.80206,3.3155999,0.78656465,0.89031035,0.18631178
2162704,2.64,5.76,49,12.201644,4.0679998,0.79336733,0.89392632,0.20851064
2162707,2.64,5.94,147,150.17476,213.0264,0.86040443,0.96037614,0.17294118
2162708,2.64,6,146,143.51025,199.6884,0.85753423,1.0350487,0.17156287
2162711,2.64,6.18,40,9.1953478,2.484,0.99102563,0.81115907,0.625
2162712,2.64,6.24,42,8.3998051,2.0123999,0.97793263,0.84907454,0.65625
2162713,2.64,6.3,45,8.7845497,2.0987999,0.91212124,0.89534843,0.20179372
2162714,2.64,6.36,60,16.028044,6.0156002,0.77062148,1.2038798,0.23529412
2162715,2.64,6.42,61,17.242579,6.5412002,0.75737703,1.2098674,0.23921569
2162718,2.64,6.6,84,54.305687,47.347198,0.8261618,0.7249437,0.19444445
2162719,2.64,6.66,206,165.82787,201.7224,0.52673453,1.5295552,0.2403734
2162720,2.64,6.72,81,45.149109,35.708401,0.79475307,0.71551192,0.17724289
2228226,2.7,4.92,32,9.2123442,4.0139999,0.63508064,0.76724136,0.14746544
2228227,2.7,4.98,39,13.523358,8.1935997,0.48717949,0.81509626,0.085339166
2228228,2.7,5.04,49,21.154442,14.9148,0.53741497,0.86310422,0.10629068
2228229,2.7,5.1,57,23.442327,13.4532,0.56892228,0.89303178,0.17378049
2228230,2.7,5.16,101,49.900135,30.0744,0.63524753,0.90784329,0.20159681
2228231,2.7,5.22,101,43.932716,24.624001,0.59287131,1.1590719,0.26933333
2228232,2.7,5.28,122,52.448719,30.448799,0.55669963,1.3469849,0.29756099
2228233,2.7,5.34,122,52.95298,30.9636,0.54057717,1.3114883,0.23968565
2228234,2.7,5.4,91,46.67588,36.900002,0.61318684,0.90262091,0.17202269
2228236,2.7,5.52,63,17.387878,6.1451998,0.60010242,1.0029426,0.14449541
2228237,2.7,5.58,56,12.926679,3.8016,0.6785714,0.99534255,0.13861386
2228238,2.7,5.64,56,13.090957,4.1184001,0.6883117,0.99576175,0.14698163
2228239,2.7,5.7,57,14.729432,5.3532,0.67794484,1.0314188,0.1496063
2228240,2.7,5.76,54,15.668307,6.4871998,0.7092942,1.0292774,0.24770643
2228243,2.7,5.94,149,151.10277,209.6208,0.84364229,0.9558444,0.17529412
2228244,2.7,6,146,142.95898,194.8716,0.85063767,0.96266747,0.16572078
2228247,2.7,6.18,39,10.313151,3.168,0.99730092,0.79266089,0.609375
2228248,2.7,6.24,40,9.4525146,2.664,0.99102563,0.81115907,0.625
2228249,2.7,6.3,42,9.1682854,2.4300001,0.97793263,0.84907454,0.65625
2228250,2.7,6.36,60,16.353504,5.8104,0.77062148,1.2038798,0.23529412
2228251,2.7,6.42,59,17.127464,6.2351999,0.7662186,1.1579956,0.23137255
2228253,2.7,6.54,112,76.260658,76.186798,0.67583656,0.82455343,0.20475321
2228254,2.7,6.6,118,86.391327,97.419601,0.65985805,0.84061086,0.21454546
2228255,2.7,6.66,204,164.16039,197.3844,0.53742874,1.4569465,0.2347526
2228256,2.7,6.72,141,98.076141,113.6628,0.57244176,1.0264496,0.18455498
2228257,2.7,6.78,112,77.911964,83.318398,0.71106821,0.77797282,0.19444445
2228258,2.7,6.84,104,65.551437,60.4548,0.73954445,0.74659109,0.17931035
2293762,2.76,4.92,38,14.234613,8.7192001,0.59601706,0.86642325,0.10215054
2293763,2.76,4.98,40,13.750512,7.9920001,0.5794872,0.8938911,0.10723861
2293764,2.76,5.04,43,13.595347,7.2072001,0.57475084,0.93043303,0.1152815
2293765,2.76,5.1,52,17.816936,9.8388004,0.47134238,0.99400973,0.11111111
2293766,2.76,5.16,126,54.974342,31.625999,0.49904761,1.5150852,0.24091779
2293767,2.76,5.22,116,47.972801,25.722,0.5443778,1.2407012,0.22568093
2293768,2.76,5.28,129,52.867149,28.810801,0.52337694,1.3928617,0.23800738
2293769,2.76,5.34,132,54.70768,29.9088,0.50289148,1.3895116,0.20722134
2293770,2.76,5.4,110,47.750366,31.8384,0.50875729,1.1821638,0.16871166
2293771,2.76,5.46,85,26.166336,9.6660004,0.51120448,1.2082162,0.18888889
2293772,2.76,5.52,64,17.271948,5.7059999,0.61458331,1.1297545,0.16623376
2293773,2.76,5.58,60,15.74952,5.2343998,0.65197742,1.0716461,0.16129032
2293774,2.76,5.64,59,15.821261,5.6304002,0.66043252,1.0640106,0.15860215
2293775,2.76,5.7,57,16.026438,6.1848001,0.68233085,1.0470225,0.15405406
2293776,2.76,5.76,55,16.525574,6.8327999,0.70909089,1.0297133,0.14945652
2293777,2.76,5.82,52,17.628595,8.0712004,0.70814478,0.96520048,0.14130434
2293778,2.76,5.88,33,12.920287,7.092,0.73106062,0.52930576,0.089430891
2293779,2.76,5.94,181,166.22073,215.298,0.60000002,1.4192317,0.19052632
2293780,2.76,6,172,157.2627,201.8268,0.63858289,1.3210093,0.18162619
2293786,2.76,6.36,56,16.402996,5.8968,0.79025972,1.1007324,0.21960784
2293787,2.76,6.42,56,16.748941,6.0984001,0.7753247,1.0869803,0.21960784
2293789,2.76,6.54,114,70.19857,65.970001,0.64430988,0.86299056,0.20614828
2293790,2.76,6.6,126,84.047081,89.190002,0.59847617,0.96349055,0.22621185
2293791,2.76,6.66,201,162.07845,193.7124,0.54019898,1.4107783,0.22945206
2293792,2.76,6.72,160,115.83663,131.4864,0.56415093,1.115532,0.20278834
2293793,2.76,6.78,118,74.323647,75.625198,0.65739536,0.8601836,0.20033956
2293794,2.76,6.84,103,57.004597,46.864799,0.74738246,0.74009717,0.17789292
2359297,2.82,4.86,9,2.3497367,0.77039999,0.8611111,0.5424875,0.060810812
2359298,2.82,4.92,30,8.122694,3.4956,0.66436779,0.74709743,0.1421801
2359299,2.82,4.98,27,5.0642443,1.4004,0.73219371,0.69975561,0.12796208
2359300,2.82,5.04,25,3.8127248,0.74519998,0.80666667,0.67118359,0.13513513
2359301,2.82,5.1,21,3.0328965,0.50400001,0.93809521,0.62756133,0.14685315
2359302,2.82,5.16,118,56.420395,34.981201,0.61321163,0.98468328,0.22306238
2359303,2.82,5.22,122,49.847183,26.8452,0.57078987,1.1385773,0.22509225
2359304,2.82,5.28,136,53.176067,27.306,0.52952069,1.3495406,0.32458234
2359305,2.82,5.34,131,52.394878,28.281601,0.51321197,1.3418106,0.22664359
2359306,2.82,5.4,106,44.387985,28.3608,0.53962266,1.0890018,0.19962335
2359308,2.82,5.52,46,12.634668,4.1076002,0.84541065,0.89076144,0.13450292
2359309,2.82,5.58,50,12.990975,4.0320001,0.76816326,0.92959017,0.13927576
2359310,2.82,5.64,51,13.457903,4.3955998,0.74666667,0.95738506,0.14325842
2359311,2.82,5.7,52,15.073368,5.6195998,0.71794873,0.98709953,0.15116279
2359312,2.82,5.76,51,16.526293,6.7859998,0.7427451,0.9581908,0.24878049
2359315,2.82,5.94,167,156.92601,205.452,0.71156484,1.0662389,0.18742986
2359316,2.82,6,167,152.02605,194.64481,0.69937235,1.0413494,0.19261822
2359322,2.82,6.36,48,15.017098,5.7347999,0.80141842,0.91744238,0.18461539
2359323,2.82,6.42,53,16.526417,6.2136002,0.78809869,1.0155613,0.20784314
2359325,2.82,6.54,113,63.434078,55.368,0.64032871,0.86959964,0.20433997
2359326,2.82,6.6,132,81.752289,81.882004,0.57911175,1.0170132,0.23741007
2359327,2.82,6.66,200,159.66379,189.73441,0.53623116,1.3973547,0.22857143
2359328,2.82,6.72,165,120.27106,137.5596,0.55092388,1.1519148,0.18151815
2359329,2.82,6.78,123,72.176659,69.706802,0.63094765,0.9129566,0.20777027
2359330,2.82,6.84,106,53.472172,40.41,0.70601976,0.78340399,0.17996605
2359331,2.82,6.9,44,13.092675,4.6440001,1,0.83334029,0.26506025
2359332,2.82,6.96,44,12.155351,4.158,1,0.83334029,0.26506025
2359333,2.82,7.02,45,12.319215,4.23,0.95555556,0.842466,0.20089285
2359334,2.82,7.08,49,14.967509,5.8284001,0.81632656,0.87179571,0.12727273
2359335,2.82,7.14,48,15.81337,6.5303998,0.86081558,0.86419266,0.13150685
2424833,2.88,4.86,9,1.8741641,0.52560002,0.8611111,0.5424875,0.060810812
2424834,2.88,4.92,23,4.8429227,1.2492,0.8577075,0.64809561,0.13068181
2424835,2.88,4.98,22,3.8070009,0.7992,0.89610392,0.63792259,0.13173653
2424836,2.88,5.04,21,3.3650749,0.6336,0.93809521,0.62756139,0.14685315
2424837,2.88,5.1,19,3.365299,0.68400002,1,0.60471135,0.19191919
2424838,2.88,5.16,139,71.251221,47.826,0.60786152,1.1107059,0.26226416
2424839,2.88,5.22,140,65.221024,40.5648,0.57965058,1.1650591,0.25225225
2424840,2.88,5.28,156,67.635628,38.591999,0.52415222,1.3807727,0.27561837
2424841,2.88,5.34,153,64.255203,35.942402,0.48271415,1.4349447,0.19947849
2424842,2.88,5.4,105,42.493576,25.686001,0.59358972,0.93389344,0.18103448
2424844,2.88,5.52,89,36.102016,17.802,0.68411642,0.64415145,0.18388429
2424845,2.88,5.58,84,31.44108,14.1444,0.6761331,0.62840307,0.16901408
2424846,2.88,5.64,67,27.11664,13.392,0.78199911,0.48343936,0.22039473
2424847,2.88,5.7,87,34.22543,16.686001,0.81876504,0.64963204,0.14548495
2424848,2.88,5.76,106,40.616634,19.007999,0.75022459,0.78131741,0.19133574
2424849,2.88,5.82,116,44.251881,20.534401,0.78935534,0.80114168,0.23015873
2424850,2.88,5.88,128,55.503937,31.8276,0.72711617,0.85952348,0.21087314
2424851,2.88,5.94,253,197.8775,228.6936,0.49062049,1.6406065,0.25199202
2424852,2.88,6,250,196.52267,225.63361,0.50155824,1.5888014,0.24900399
2424853,2.88,6.06,136,70.138283,49.406399,0.76274508,0.91985375,0.22479339
2424854,2.88,6.12,132,71.765724,53.456402,0.81367105,0.91046941,0.25984251
2424855,2.88,6.18,131,76.867683,60.962399,0.83053434,0.925309,0.26411289
2424856,2.88,6.24,128,82.008728,69.501602,0.8581447,0.88656139,0.27467811
2424858,2.88,6.36,47,15.413654,6.3000002,0.73913044,0.84697461,0.10195228
2424859,2.88,6.42,51,16.883871,6.8112001,0.75764704,0.9346422,0.19172932
2424861,2.88,6.54,114,57.620609,44.247601,0.62117684,0.90692741,0.20689656
2424862,2.88,6.6,135,77.786865,72.604797,0.56340522,1.0402291,0.20930232
2424863,2.88,6.66,201,157.54086,185.562,0.52149254,1.4406325,0.22015335
2424864,2.88,6.72,169,120.60591,135.9864,0.53141731,1.2015028,0.18551043
2424865,2.88,6.78,122,65.437309,57.891602,0.63636363,0.90428716,0.2016529
2424866,2.88,6.84,105,47.372051,31.867201,0.710989,0.77611631,0.17766498
2424867,2.88,6.9,44,11.30101,3.51,1,0.83334029,0.26506025
2424868,2.88,6.96,44,10.254073,3.0239999,1,0.83334029,0.26506025
2424869,2.88,7.02,48,11.86479,3.9275999,0.84751773,0.86545026,0.12698413
2424870,2.88,7.08,48,12.636165,4.4784002,0.86081558,0.86419266,0.13150685
2424871,2.88,7.14,50,14.797247,5.6016002,0.81061226,0.87570721,0.12787724
