Ref,x,y,Connectivity,Metric Mean Penn Distance,Metric Mean Shortest-Path Angle,Metric Mean Shortest-Path Distance,Metric Mean Straight-Line Distance,Metric Node Count,Point First Moment,Point Second Moment
1179680,1.74000000,6.72000000,129.00000000,0.29236388,1.61770844,1.96899676,1.67663288,1866.00000000,122.50496674,223.79760742
1179681,1.74000000,6.78000000,74.00000000,0.29235670,1.68074191,1.98777699,1.69542027,1866.00000000,26.59892464,13.66559982
1179682,1.74000000,6.84000000,47.00000000,0.30316797,1.85114896,2.01930881,1.71614075,1866.00000000,12.18200397,3.93840003
1179683,1.74000000,6.90000000,12.00000000,0.36994684,2.32111526,2.10870051,1.73875356,1866.00000000,2.25616360,0.59039998
1179684,1.74000000,6.96000000,23.00000000,0.33267796,2.07015371,2.09589934,1.76322126,1866.00000000,5.30430460,1.59840000
1179686,1.74000000,7.08000000,40.00000000,0.40407327,2.44441795,2.22148204,1.81740880,1866.00000000,10.80293083,4.33799982
1179687,1.74000000,7.14000000,46.00000000,0.36580169,2.31495738,2.21285534,1.84705365,1866.00000000,15.56096172,8.89200020
1179688,1.74000000,7.20000000,42.00000000,0.33972627,2.19497538,2.21812534,1.87839913,1866.00000000,12.91660881,6.82560015
1179690,1.74000000,7.32000000,35.00000000,0.36584839,3.14032555,2.31172037,1.94587207,1866.00000000,6.91121960,1.68480003
1179691,1.74000000,7.38000000,33.00000000,0.35075668,2.67028332,2.33265471,1.98189819,1866.00000000,5.30934095,1.04040003
1179692,1.74000000,7.44000000,35.00000000,0.35739753,2.48845673,2.37682605,2.01942849,1866.00000000,5.95919800,1.25279999
1179693,1.74000000,7.50000000,34.00000000,0.36871436,2.54231310,2.42712283,2.05840850,1866.00000000,6.47441292,1.49399996
1179695,1.74000000,7.62000000,39.00000000,0.42165926,3.19133711,2.56200719,2.14034796,1866.00000000,14.29196072,8.75879955
1179696,1.74000000,7.68000000,43.00000000,0.39716735,2.77122068,2.58035159,2.18318415,1866.00000000,17.04460144,11.62080002
1179697,1.74000000,7.74000000,38.00000000,0.39336026,2.58883381,2.62057495,2.22721457,1866.00000000,11.54130268,5.65199995
1245187,1.80000000,4.98000000,41.00000000,0.29372486,1.91542649,2.21144772,1.91772294,1866.00000000,10.30820560,3.13919997
1245188,1.80000000,5.04000000,42.00000000,0.27897841,1.87304127,2.16143346,1.88245487,1866.00000000,8.99231243,2.37240005
1245189,1.80000000,5.10000000,47.00000000,0.27166834,1.88334095,2.12055492,1.84888649,1866.00000000,10.25655079,3.13560009
1245190,1.80000000,5.16000000,70.00000000,0.27401933,1.47460723,2.09113383,1.81711447,1866.00000000,25.70629120,16.97760010
1245191,1.80000000,5.22000000,74.00000000,0.29782227,1.57990551,2.08503628,1.78721404,1866.00000000,25.26126289,12.97799969
1245192,1.80000000,5.28000000,55.00000000,0.33864123,1.83136559,2.09787774,1.75923657,1866.00000000,14.26229382,5.52960014
1245193,1.80000000,5.34000000,46.00000000,0.39717272,2.01407385,2.13037729,1.73320448,1866.00000000,10.40703297,2.93039989
1245194,1.80000000,5.40000000,42.00000000,0.46765149,2.15828776,2.17676926,1.70911777,1866.00000000,10.73365307,3.33360004
1245202,1.80000000,5.88000000,41.00000000,0.28895077,1.69969690,1.87037468,1.58142388,1866.00000000,11.90673637,4.96439981
1245203,1.80000000,5.94000000,150.00000000,0.27380672,1.41758597,1.84762514,1.57381845,1866.00000000,186.36270142,374.46841431
1245204,1.80000000,6.00000000,149.00000000,0.27773991,1.44895661,1.84605038,1.56831050,1866.00000000,186.09437561,374.39639282
1245205,1.80000000,6.06000000,41.00000000,0.30271658,1.76484394,1.86761665,1.56490004,1866.00000000,11.69124603,4.71600008
1245213,1.80000000,6.54000000,48.00000000,0.34474960,2.07877231,1.94956660,1.60481703,1866.00000000,13.61632252,4.93200016
1245214,1.80000000,6.60000000,124.00000000,0.30706936,1.73694479,1.92509139,1.61802197,1866.00000000,86.71575928,107.72640228
1245215,1.80000000,6.66000000,166.00000000,0.29198486,1.62093425,1.92521083,1.63322592,1866.00000000,178.03385925,337.23001099
1245216,1.80000000,6.72000000,134.00000000,0.28671086,1.61372387,1.93715370,1.65044284,1866.00000000,121.12704468,213.79319763
1245217,1.80000000,6.78000000,66.00000000,0.28866279,1.67455029,1.95831585,1.66965306,1866.00000000,20.92218971,9.30599976
1245218,1.80000000,6.84000000,44.00000000,0.31479946,2.02826428,2.00561142,1.69081199,1866.00000000,12.05783272,4.21560001
1245219,1.80000000,6.90000000,14.00000000,0.35955751,2.31319261,2.07342434,1.71386683,1866.00000000,2.28318667,0.49680001
1245220,1.80000000,6.96000000,24.00000000,0.32210091,2.07050538,2.06089044,1.73878956,1866.00000000,5.73784065,1.80719995
1245222,1.80000000,7.08000000,51.00000000,0.39559168,2.47093964,2.18951249,1.79392076,1866.00000000,18.12860107,9.68039989
1245223,1.80000000,7.14000000,56.00000000,0.35505715,2.30740523,2.17909884,1.82404172,1866.00000000,20.81177139,12.17160034
1245224,1.80000000,7.20000000,54.00000000,0.32967919,2.14487410,2.18553519,1.85585606,1866.00000000,17.14590454,8.64719963
1245225,1.80000000,7.26000000,35.00000000,0.31884673,2.06446433,2.20813203,1.88928533,1866.00000000,7.68177891,2.13840008
1245226,1.80000000,7.32000000,47.00000000,0.33057413,2.41336489,2.25481200,1.92423773,1866.00000000,9.82428265,2.46959996
1245227,1.80000000,7.38000000,46.00000000,0.34482169,2.48103952,2.30551052,1.96068883,1866.00000000,9.00217342,2.12400007
1245228,1.80000000,7.44000000,45.00000000,0.35885766,2.52050686,2.35746574,1.99860811,1866.00000000,8.67906380,2.01959991
1245229,1.80000000,7.50000000,47.00000000,0.37132573,2.54245543,2.40926552,2.03793979,1866.00000000,9.82428265,2.46959996
1245230,1.80000000,7.56000000,27.00000000,0.38251969,2.56585598,2.46112037,2.07860065,1866.00000000,6.03242826,1.75680006
1245231,1.80000000,7.62000000,58.00000000,0.39203241,2.53427577,2.51252866,2.12049627,1866.00000000,22.16191673,13.30560017
1245232,1.80000000,7.68000000,55.00000000,0.40359089,2.59855223,2.56719112,2.16360021,1866.00000000,22.15925789,14.38199997
1245233,1.80000000,7.74000000,51.00000000,0.41337588,2.49961615,2.62124205,2.20786619,1866.00000000,20.06054497,11.96640015
1310723,1.86000000,4.98000000,41.00000000,0.31607577,2.02061701,2.20847297,1.89239728,1866.00000000,11.21644402,3.59279990
1310724,1.86000000,5.04000000,41.00000000,0.29814228,1.97741294,2.15503311,1.85689092,1866.00000000,9.61885166,2.67840004
1310725,1.86000000,5.10000000,52.00000000,0.27999502,1.72105181,2.10307860,1.82308352,1866.00000000,15.56948757,7.26840019
1310726,1.86000000,5.16000000,65.00000000,0.27120322,1.66408908,2.06227708,1.79107404,1866.00000000,21.32706642,10.78199959
1310727,1.86000000,5.22000000,75.00000000,0.28921506,1.57928073,2.05015922,1.76094425,1866.00000000,26.85413742,14.23799992
1310728,1.86000000,5.28000000,57.00000000,0.33824730,1.98186302,2.07100391,1.73275650,1866.00000000,17.72822380,8.34480000
1310729,1.86000000,5.34000000,42.00000000,0.40727550,2.16594887,2.11379790,1.70652235,1866.00000000,9.93902397,2.80439997
1310730,1.86000000,5.40000000,40.00000000,0.48656115,2.43304920,2.16879797,1.68223667,1866.00000000,11.01753616,3.57119989
1310738,1.86000000,5.88000000,38.00000000,0.30749199,2.10037494,1.86148906,1.55399704,1866.00000000,12.44776726,5.82840014
1310739,1.86000000,5.94000000,152.00000000,0.26679048,1.42322934,1.81322742,1.54643691,1866.00000000,183.07649231,356.43240356
1310740,1.86000000,6.00000000,152.00000000,0.26943889,1.43548751,1.81041968,1.54098082,1866.00000000,182.73074341,356.04721069
1310741,1.86000000,6.06000000,38.00000000,0.32218006,2.15887809,1.85981071,1.53763068,1866.00000000,12.44776726,5.82840014
1310750,1.86000000,6.60000000,129.00000000,0.29732311,1.73257768,1.88999057,1.59266746,1866.00000000,86.85881805,104.33879852
1310751,1.86000000,6.66000000,168.00000000,0.28457090,1.59716964,1.89282954,1.60825872,1866.00000000,172.79035950,318.66839600
1310752,1.86000000,6.72000000,138.00000000,0.27996388,1.58089387,1.90585971,1.62589586,1866.00000000,121.41205597,210.20039368
1310753,1.86000000,6.78000000,43.00000000,0.31104156,2.21443605,1.95659387,1.64555228,1866.00000000,13.79814625,6.60239983
1310755,1.86000000,6.90000000,16.00000000,0.35434827,2.36089444,2.04500866,1.69066036,1866.00000000,2.97577882,0.74879998
1310756,1.86000000,6.96000000,23.00000000,0.30874723,2.07749033,2.02478456,1.71603727,1866.00000000,5.78810406,2.00160003
1310758,1.86000000,7.08000000,43.00000000,0.39514577,2.69921875,2.16726208,1.77211618,1866.00000000,16.38155937,9.92160034
1310759,1.86000000,7.14000000,53.00000000,0.34263632,2.31110501,2.14535308,1.80271673,1866.00000000,20.67310905,12.96360016
1310760,1.86000000,7.20000000,46.00000000,0.31804496,2.01958847,2.15305662,1.83501160,1866.00000000,15.83033943,9.02519989
1310762,1.86000000,7.32000000,43.00000000,0.38195944,2.87317824,2.28626537,1.90430605,1866.00000000,9.72980309,2.63879991
1310763,1.86000000,7.38000000,41.00000000,0.38912484,2.75416303,2.33029127,1.94116652,1866.00000000,8.58577347,2.20679998
1310764,1.86000000,7.44000000,41.00000000,0.39663666,2.82269740,2.37609720,1.97946048,1866.00000000,8.69691849,2.27880001
1310765,1.86000000,7.50000000,41.00000000,0.40635610,2.82578635,2.42548776,2.01913166,1866.00000000,9.15586376,2.46600008
1310767,1.86000000,7.62000000,49.00000000,0.42501926,2.73493242,2.52726912,2.10224986,1866.00000000,20.97358131,14.54759979
1310768,1.86000000,7.68000000,49.00000000,0.43491518,2.70598912,2.58049393,2.14557862,1866.00000000,21.62285805,15.36120033
1310769,1.86000000,7.74000000,46.00000000,0.44478014,2.70351100,2.63481927,2.19003916,1866.00000000,19.14019012,12.26519966
1376263,1.92000000,5.22000000,86.00000000,0.27889535,1.57988811,2.01496601,1.73607063,1866.00000000,31.02104187,16.33679962
1376275,1.92000000,5.94000000,148.00000000,0.25796255,1.37946117,1.77849233,1.52052975,1866.00000000,178.12806702,338.47918701
1376276,1.92000000,6.00000000,152.00000000,0.26034182,1.37481165,1.77547610,1.51513422,1866.00000000,179.11033630,338.76361084
1376286,1.92000000,6.60000000,126.00000000,0.28618646,1.62827492,1.85508537,1.56889892,1866.00000000,78.78121948,88.41960144
1376287,1.92000000,6.66000000,171.00000000,0.27703732,1.55716133,1.86194658,1.58490920,1866.00000000,168.79885864,301.61160278
1376288,1.92000000,6.72000000,140.00000000,0.27142170,1.57874882,1.87440443,1.60298276,1866.00000000,118.64113617,198.78120422
1376291,1.92000000,6.90000000,15.00000000,0.34751076,2.46976590,2.01661921,1.66910851,1866.00000000,3.58322215,1.20959997
1376292,1.92000000,6.96000000,23.00000000,0.29281908,1.86254704,1.98777497,1.69495583,1866.00000000,6.02430487,2.28959990
1376294,1.92000000,7.08000000,38.00000000,0.40834588,3.09122634,2.16033387,1.75198805,1866.00000000,15.65627193,10.18799973
1376295,1.92000000,7.14000000,50.00000000,0.32841009,2.32383537,2.11147809,1.78306794,1866.00000000,20.25959396,13.69079971
1376296,1.92000000,7.20000000,34.00000000,0.34183925,3.10497928,2.15767980,1.81584060,1866.00000000,13.68679237,8.71920013
1376298,1.92000000,7.32000000,35.00000000,0.45829827,3.34339595,2.34434915,1.88605094,1866.00000000,9.31701374,2.94840002
1376299,1.92000000,7.38000000,39.00000000,0.44204956,2.87091231,2.36536503,1.92331541,1866.00000000,9.77549267,2.98079991
1376300,1.92000000,7.44000000,38.00000000,0.44499797,2.80799890,2.40696573,1.96196771,1866.00000000,9.57411194,2.95560002
1376301,1.92000000,7.50000000,35.00000000,0.45131633,2.90284085,2.45326710,2.00195074,1866.00000000,9.34003258,2.96639991
1376303,1.92000000,7.62000000,42.00000000,0.50139213,3.52764702,2.58697081,2.08557868,1866.00000000,22.23283005,18.04319954
1376304,1.92000000,7.68000000,42.00000000,0.48077622,3.02141643,2.60987997,2.12910390,1866.00000000,19.86275482,14.92920017
1376305,1.92000000,7.74000000,41.00000000,0.48193714,2.87004566,2.65565538,2.17371845,1866.00000000,18.78079224,13.13640022
1441795,1.98000000,4.98000000,42.00000000,0.27234751,1.67768705,2.11812758,1.84578001,1866.00000000,14.81196308,6.96960020
1441796,1.98000000,5.04000000,44.00000000,0.26233655,1.60368466,2.07215381,1.80981719,1866.00000000,13.62731171,5.72039986
1441797,1.98000000,5.10000000,48.00000000,0.25681591,1.54950929,2.03238130,1.77556539,1866.00000000,14.54861164,6.06960011
1441798,1.98000000,5.16000000,66.00000000,0.25511584,1.44895709,1.99824083,1.74312496,1866.00000000,24.75448608,14.82839966
1441799,1.98000000,5.22000000,83.00000000,0.26132545,1.43763053,1.97390330,1.71257782,1866.00000000,31.50651169,18.03960037
1441800,1.98000000,5.28000000,46.00000000,0.27816173,1.62927830,1.96214890,1.68398714,1866.00000000,11.48596668,3.65759993
1441801,1.98000000,5.34000000,40.00000000,0.29641065,1.72620046,1.95377195,1.65736127,1866.00000000,9.96473789,3.15359998
1441802,1.98000000,5.40000000,38.00000000,0.33009750,1.93159544,1.96279263,1.63269520,1866.00000000,10.72408485,3.81599998
1441804,1.98000000,5.52000000,27.00000000,0.31967860,1.79322207,1.90873468,1.58905613,1866.00000000,6.43180895,2.01959991
1441805,1.98000000,5.58000000,30.00000000,0.30934790,1.59883356,1.87938678,1.57003891,1866.00000000,6.74109840,2.09879994
1441806,1.98000000,5.64000000,29.00000000,0.30539873,1.59131002,1.85831380,1.55291510,1866.00000000,5.96582651,1.62000000
1441807,1.98000000,5.70000000,30.00000000,0.30322528,1.63457346,1.84091723,1.53769195,1866.00000000,6.76076460,2.05920005
1441808,1.98000000,5.76000000,30.00000000,0.31522742,2.02863097,1.83961546,1.52438807,1866.00000000,8.48449135,3.43079996
1441810,1.98000000,5.88000000,32.00000000,0.26027301,1.55375469,1.76383066,1.50355768,1866.00000000,8.87688637,3.30119991
1441811,1.98000000,5.94000000,156.00000000,0.24636157,1.35847902,1.74249148,1.49612987,1866.00000000,176.15983582,322.45919800
1441812,1.98000000,6.00000000,156.00000000,0.24433845,1.32017922,1.73514068,1.49080217,1866.00000000,175.91921997,322.29721069
1441813,1.98000000,6.06000000,35.00000000,0.25767723,1.56395447,1.74525499,1.48757780,1866.00000000,10.02153778,3.76920009
1441815,1.98000000,6.18000000,30.00000000,0.27984390,1.90778732,1.76697612,1.48713219,1866.00000000,8.34763336,3.12120008
1441816,1.98000000,6.24000000,33.00000000,0.27091458,1.59626091,1.76073658,1.48982203,1866.00000000,8.10123348,2.77559996
1441817,1.98000000,6.30000000,34.00000000,0.27240312,1.53378844,1.76685834,1.49445534,1866.00000000,7.55948591,2.23559999
1441818,1.98000000,6.36000000,34.00000000,0.27534118,1.56115878,1.77636075,1.50101960,1866.00000000,7.54412270,2.21040010
1441819,1.98000000,6.42000000,32.00000000,0.28463656,1.61273015,1.79415214,1.50951564,1866.00000000,8.09907627,2.85479999
1441820,1.98000000,6.48000000,29.00000000,0.30247846,2.00827909,1.82243025,1.51995170,1866.00000000,7.70406103,2.69639993
1441821,1.98000000,6.54000000,67.00000000,0.28891635,1.88787854,1.82126534,1.53234899,1866.00000000,27.04928780,16.24679947
1441822,1.98000000,6.60000000,130.00000000,0.27351496,1.59685659,1.82026184,1.54674697,1866.00000000,78.88943481,85.92120361
1441823,1.98000000,6.66000000,170.00000000,0.26640767,1.60097003,1.82960105,1.56319344,1866.00000000,163.95896912,285.29998779
1441824,1.98000000,6.72000000,145.00000000,0.26383933,1.54239726,1.84554183,1.58170247,1866.00000000,120.13340759,195.79679871
1441825,1.98000000,6.78000000,100.00000000,0.26403913,1.53339446,1.86628652,1.60224748,1866.00000000,50.90814972,40.41360092
1441826,1.98000000,6.84000000,57.00000000,0.27354583,1.73186195,1.89831376,1.62476790,1866.00000000,19.41942215,8.27280045
1441827,1.98000000,6.90000000,10.00000000,0.30063054,2.27764845,1.94984043,1.64920998,1866.00000000,1.51479220,0.28080001
1441828,1.98000000,6.96000000,35.00000000,0.28245750,1.70026636,1.95799863,1.67554116,1866.00000000,10.69612694,4.55039978
1441830,1.98000000,7.08000000,12.00000000,0.33652326,2.56117964,2.07004738,1.73352408,1866.00000000,1.60312045,0.24120000
1441831,1.98000000,7.14000000,49.00000000,0.31277502,1.95312357,2.07784939,1.76507425,1866.00000000,21.36799431,15.51959991
1441832,1.98000000,7.20000000,14.00000000,0.33092961,2.02559757,2.12924051,1.79831076,1866.00000000,2.30347466,0.46439999
1507331,2.04000000,4.98000000,64.00000000,0.27028552,1.70164418,2.09480405,1.82451868,1866.00000000,49.22052765,65.67839813
1507332,2.04000000,5.04000000,66.00000000,0.25478664,1.60663140,2.04312634,1.78833961,1866.00000000,46.68607330,60.44400024
1507333,2.04000000,5.10000000,71.00000000,0.24564537,1.47185540,1.99953020,1.75388479,1866.00000000,42.59395218,48.12839890
1507334,2.04000000,5.16000000,87.00000000,0.24409169,1.36453474,1.96534491,1.72125316,1866.00000000,44.42136383,38.54520035
1507335,2.04000000,5.22000000,93.00000000,0.25026023,1.40741837,1.94078457,1.69052434,1866.00000000,43.76040268,32.08679962
1507336,2.04000000,5.28000000,64.00000000,0.26474878,1.45970333,1.92649806,1.66174936,1866.00000000,20.23125267,9.32759953
1507337,2.04000000,5.34000000,53.00000000,0.28204340,1.57041085,1.91699207,1.63494861,1866.00000000,14.86000633,5.50080013
1507338,2.04000000,5.40000000,45.00000000,0.30553794,1.75828552,1.91565919,1.61012125,1866.00000000,11.62118816,3.74399996
1507340,2.04000000,5.52000000,55.00000000,0.31339347,1.56779444,1.87960327,1.56620979,1866.00000000,28.92257690,26.84519958
1507341,2.04000000,5.58000000,54.00000000,0.31203070,1.59488702,1.85912907,1.54709828,1866.00000000,22.71448135,15.35400009
1507342,2.04000000,5.64000000,49.00000000,0.30763853,1.60085261,1.83755410,1.52991557,1866.00000000,16.94608688,8.62559986
1507343,2.04000000,5.70000000,44.00000000,0.30111304,1.60717881,1.81578398,1.51467097,1866.00000000,13.71907711,6.21719980
1507344,2.04000000,5.76000000,41.00000000,0.29179305,1.58217299,1.79317284,1.50137985,1866.00000000,12.95244884,6.13439989
1507346,2.04000000,5.88000000,55.00000000,0.24633540,1.43252897,1.72699296,1.48065758,1866.00000000,23.63457489,16.58880043
1507347,2.04000000,5.94000000,180.00000000,0.23498338,1.20911658,1.70829237,1.47330904,1866.00000000,185.73577881,315.48239136
1507348,2.04000000,6.00000000,179.00000000,0.23159643,1.20147586,1.69965339,1.46805692,1866.00000000,184.64672852,314.34838867
1507349,2.04000000,6.06000000,57.00000000,0.23680122,1.42378926,1.70170677,1.46490550,1866.00000000,20.97859001,11.90880013
1507351,2.04000000,6.18000000,45.00000000,0.25942022,1.51060510,1.72408402,1.46466386,1866.00000000,15.45931244,8.42039967
1507352,2.04000000,6.24000000,47.00000000,0.26654020,1.53730106,1.73404396,1.46750379,1866.00000000,15.18959522,7.65360022
1507353,2.04000000,6.30000000,52.00000000,0.27015874,1.54838848,1.74248767,1.47232890,1866.00000000,18.21692085,9.61559963
1507354,2.04000000,6.36000000,54.00000000,0.27269188,1.56347525,1.75182295,1.47913110,1866.00000000,21.10626221,13.51080036
1507355,2.04000000,6.42000000,56.00000000,0.27393717,1.58379042,1.76184869,1.48791146,1866.00000000,24.92705154,19.67040062
1507356,2.04000000,6.48000000,43.00000000,0.28931528,2.03580570,1.78799498,1.49867976,1866.00000000,22.82166481,20.68560028
1507357,2.04000000,6.54000000,72.00000000,0.26903343,1.66499364,1.78048754,1.51145411,1866.00000000,23.13840485,9.21959972
1507358,2.04000000,6.60000000,138.00000000,0.25993493,1.43035316,1.78620005,1.52626514,1866.00000000,73.42202759,63.56880188
1507359,2.04000000,6.66000000,187.00000000,0.25854245,1.43525326,1.80168283,1.54314041,1866.00000000,169.39799500,276.59161377
1507360,2.04000000,6.72000000,160.00000000,0.25745583,1.45436406,1.81954157,1.56208575,1866.00000000,129.36334229,198.54359436
1507361,2.04000000,6.78000000,128.00000000,0.25515130,1.49346185,1.83822763,1.58307636,1866.00000000,69.48452759,56.36880112
1507362,2.04000000,6.84000000,79.00000000,0.25894842,1.64407122,1.86501205,1.60606360,1866.00000000,42.98021698,39.79079819
1507363,2.04000000,6.90000000,29.00000000,0.26698676,1.77676976,1.89797497,1.63098824,1866.00000000,6.98637676,2.24280000
1507364,2.04000000,6.96000000,40.00000000,0.27716124,1.75722086,1.93495739,1.65779614,1866.00000000,11.84813881,4.86359978
1507366,2.04000000,7.08000000,21.00000000,0.30479467,1.80766308,2.02150393,1.71670938,1866.00000000,3.65199447,0.90719998
1507367,2.04000000,7.14000000,55.00000000,0.31919059,1.72465897,2.06790280,1.74871230,1866.00000000,26.08648491,19.39319992
1507368,2.04000000,7.20000000,28.00000000,0.33639568,1.76907539,2.11877990,1.78238428,1866.00000000,9.52555370,5.21640015
1572867,2.10000000,4.98000000,70.00000000,0.27757168,1.77125466,2.08225489,1.80468333,1866.00000000,55.21350098,72.55439758
1572868,2.10000000,5.04000000,75.00000000,0.25866595,1.70614684,2.02697754,1.76831162,1866.00000000,55.01379776,70.21800232
1572869,2.10000000,5.10000000,80.00000000,0.24243060,1.58070469,1.97610044,1.73366976,1866.00000000,54.09947205,65.38680267
1572870,2.10000000,5.16000000,103.00000000,0.23639184,1.36332071,1.93725193,1.70086014,1866.00000000,64.16163635,69.05879974
1572871,2.10000000,5.22000000,109.00000000,0.24168104,1.42270827,1.91164231,1.66996121,1866.00000000,69.41151428,72.98999786
1572872,2.10000000,5.28000000,90.00000000,0.26065844,1.56606674,1.90168595,1.64102745,1866.00000000,51.54648209,53.07120132
1572873,2.10000000,5.34000000,86.00000000,0.28410748,1.59345448,1.89818561,1.61407816,1866.00000000,50.14949417,50.67720032
1572874,2.10000000,5.40000000,81.00000000,0.30576965,1.65602374,1.89488220,1.58911252,1866.00000000,46.57904434,45.69839859
1572875,2.10000000,5.46000000,85.00000000,0.32221657,1.57492626,1.88831484,1.56609821,1866.00000000,46.59689331,42.82920074
1572876,2.10000000,5.52000000,78.00000000,0.32573763,1.62872195,1.87072909,1.54499149,1866.00000000,43.31581116,39.02399826
1572877,2.10000000,5.58000000,75.00000000,0.32545516,1.62738216,1.85127044,1.52581537,1866.00000000,40.80797195,35.60400009
1572878,2.10000000,5.64000000,74.00000000,0.32108390,1.62788951,1.82967460,1.50859070,1866.00000000,40.23936081,34.14239883
1572879,2.10000000,5.70000000,75.00000000,0.31271744,1.61502695,1.80604613,1.49332869,1866.00000000,39.68767548,32.04000092
1572880,2.10000000,5.76000000,74.00000000,0.30209798,1.62670088,1.78213942,1.48004138,1866.00000000,38.36106110,29.66760063
1572881,2.10000000,5.82000000,79.00000000,0.27589932,1.72480643,1.74462986,1.46873045,1866.00000000,38.87387466,28.07279968
1572882,2.10000000,5.88000000,85.00000000,0.24525234,1.46308362,1.70465469,1.45940244,1866.00000000,40.91832352,28.36079979
1572883,2.10000000,5.94000000,207.00000000,0.23020315,1.19195306,1.68232989,1.45212674,1866.00000000,202.10768127,317.51998901
1572884,2.10000000,6.00000000,209.00000000,0.22646306,1.18350554,1.67342114,1.44695807,1866.00000000,202.67135620,317.46240234
1572885,2.10000000,6.06000000,87.00000000,0.23378441,1.42782056,1.67768455,1.44390011,1866.00000000,41.19445419,27.57959938
1572886,2.10000000,6.12000000,81.00000000,0.25103179,1.46596014,1.69393885,1.44290709,1866.00000000,39.05504608,26.93519974
1572887,2.10000000,6.18000000,78.00000000,0.26437604,1.57394361,1.70829248,1.44391644,1866.00000000,38.36098862,27.54719925
1572888,2.10000000,6.24000000,75.00000000,0.27569875,1.58515120,1.72263062,1.44693184,1866.00000000,37.77280426,28.54080009
1572889,2.10000000,6.30000000,75.00000000,0.28138620,1.58595467,1.73334861,1.45196235,1866.00000000,38.39761734,30.17519951
1572890,2.10000000,6.36000000,75.00000000,0.28384566,1.59383810,1.74285328,1.45900762,1866.00000000,39.01264191,31.87800026
1572891,2.10000000,6.42000000,75.00000000,0.28385875,1.61274993,1.75192869,1.46806991,1866.00000000,40.14327621,34.21799850
1572892,2.10000000,6.48000000,88.00000000,0.27918291,1.63187873,1.75834084,1.47915792,1866.00000000,46.10868073,38.83319855
1572893,2.10000000,6.54000000,116.00000000,0.26426771,1.46964121,1.75655568,1.49228799,1866.00000000,58.53754425,46.72079849
1572894,2.10000000,6.60000000,171.00000000,0.25977045,1.44583309,1.76725543,1.50748503,1866.00000000,99.28675842,85.13999939
1572895,2.10000000,6.66000000,218.00000000,0.25617298,1.43322337,1.78094566,1.52477264,1866.00000000,200.75343323,310.68359375
1572896,2.10000000,6.72000000,187.00000000,0.25163230,1.45646775,1.79578424,1.54415190,1866.00000000,156.40666199,228.56039429
1572897,2.10000000,6.78000000,148.00000000,0.24557799,1.40421999,1.81117499,1.56559706,1866.00000000,89.90025330,84.93840027
1572898,2.10000000,6.84000000,106.00000000,0.24618520,1.55606759,1.83523989,1.58905470,1866.00000000,61.41929245,62.66159821
1572899,2.10000000,6.90000000,72.00000000,0.26532722,1.82275677,1.87978244,1.61445522,1866.00000000,50.02147293,59.00040054
1572900,2.10000000,6.96000000,79.00000000,0.28408641,1.81617403,1.92581236,1.64172602,1866.00000000,56.40970612,66.58200073
1572901,2.10000000,7.02000000,67.00000000,0.30071479,1.79347265,1.97149551,1.67078066,1866.00000000,52.23932266,68.25959778
1572902,2.10000000,7.08000000,66.00000000,0.31782243,1.77946603,2.01935530,1.70153296,1866.00000000,54.19675827,73.72440338
1572903,2.10000000,7.14000000,89.00000000,0.33649263,1.78556311,2.07045221,1.73395956,1866.00000000,75.07875061,95.07240295
1572904,2.10000000,7.20000000,64.00000000,0.35603437,1.80480933,2.12405896,1.76802468,1866.00000000,56.66793060,79.78679657
1638403,2.16000000,4.98000000,46.00000000,0.29121855,1.83507490,2.07750797,1.78628945,1866.00000000,17.46649742,9.37440014
1638404,2.16000000,5.04000000,47.00000000,0.27171570,1.79781461,2.02146220,1.74974656,1866.00000000,15.89360714,7.72200012
1638405,2.16000000,5.10000000,46.00000000,0.25241983,1.73748302,1.96735597,1.71493614,1866.00000000,12.79495811,4.89960003
1638406,2.16000000,5.16000000,66.00000000,0.23134653,1.47220600,1.91330802,1.68196142,1866.00000000,22.61870003,11.97000027
1638407,2.16000000,5.22000000,88.00000000,0.23438154,1.41980219,1.88528883,1.65090728,1866.00000000,41.03830719,30.31200027
1638408,2.16000000,5.28000000,51.00000000,0.26060349,1.78189075,1.88244176,1.62183821,1866.00000000,13.07525444,4.29120016
1638409,2.16000000,5.34000000,44.00000000,0.30265403,1.93180549,1.89742255,1.59476852,1866.00000000,11.51591301,3.81960011
1638410,2.16000000,5.40000000,40.00000000,0.33547238,2.04082608,1.90517056,1.56969821,1866.00000000,11.34249496,4.11479998
1638412,2.16000000,5.52000000,26.00000000,0.36992264,2.00210762,1.89535201,1.52542937,1866.00000000,6.32100868,2.03399992
1638413,2.16000000,5.58000000,31.00000000,0.35566461,1.76335180,1.86187303,1.50620842,1866.00000000,6.84370184,1.98720002
1638414,2.16000000,5.64000000,33.00000000,0.35172158,1.76650655,1.84067917,1.48895752,1866.00000000,7.69993639,2.43720007
1638415,2.16000000,5.70000000,36.00000000,0.34625566,1.80260921,1.81994092,1.47368526,1866.00000000,9.92254066,3.93120003
1638416,2.16000000,5.76000000,33.00000000,0.36502779,2.24013162,1.82543290,1.46040511,1866.00000000,11.09336281,5.23080015
1638418,2.16000000,5.88000000,36.00000000,0.26721951,1.87002432,1.70704913,1.43982971,1866.00000000,11.27644348,4.71239996
