Ref,x,y,Connectivity,Metric Mean Penn Distance,Metric Mean Shortest-Path Angle,Metric Mean Shortest-Path Distance,Metric Mean Straight-Line Distance,Metric Node Count,Point First Moment,Point Second Moment
2228255,2.70000000,6.66000000,204.00000000,0.24383865,1.57197917,1.67437601,1.43053746,1866.00000000,164.16038513,197.38439941
2228256,2.70000000,6.72000000,141.00000000,0.23482507,1.56754029,1.68771315,1.45288801,1866.00000000,98.07614136,113.66280365
2228257,2.70000000,6.78000000,112.00000000,0.24825856,1.87744689,1.72567296,1.47741437,1866.00000000,77.91196442,83.31839752
2228258,2.70000000,6.84000000,104.00000000,0.26254824,1.85725319,1.76658046,1.50403225,1866.00000000,65.55143738,60.45479965
2293762,2.76000000,4.92000000,38.00000000,0.35772765,1.90043950,2.07977653,1.72204888,1866.00000000,14.23461342,8.71920013
2293763,2.76000000,4.98000000,40.00000000,0.33726364,1.89645863,2.02035522,1.68309164,1866.00000000,13.75051212,7.99200010
2293764,2.76000000,5.04000000,43.00000000,0.31542969,1.88955557,1.96129465,1.64586496,1866.00000000,13.59534740,7.20720005
2293765,2.76000000,5.10000000,52.00000000,0.29222938,1.77372646,1.90269160,1.61046231,1866.00000000,17.81693649,9.83880043
2293766,2.76000000,5.16000000,126.00000000,0.27058735,1.59139407,1.84754574,1.57695830,1866.00000000,54.97434235,31.62599945
2293767,2.76000000,5.22000000,116.00000000,0.25916928,1.55560720,1.80458128,1.54541194,1866.00000000,47.97280121,25.72200012
2293768,2.76000000,5.28000000,129.00000000,0.25947097,1.53650999,1.77534783,1.51587689,1866.00000000,52.86714935,28.81080055
2293769,2.76000000,5.34000000,132.00000000,0.26340523,1.65796351,1.75180483,1.48839962,1866.00000000,54.70767975,29.90880013
2293770,2.76000000,5.40000000,110.00000000,0.26589859,1.67468345,1.72890639,1.46300781,1866.00000000,47.75036621,31.83839989
2293771,2.76000000,5.46000000,85.00000000,0.27933797,1.87973332,1.71903479,1.43969691,1866.00000000,26.16633606,9.66600037
2293772,2.76000000,5.52000000,64.00000000,0.30211774,2.06000566,1.72057581,1.41845810,1866.00000000,17.27194786,5.70599985
2293773,2.76000000,5.58000000,60.00000000,0.30741218,1.87103510,1.70676839,1.39935625,1866.00000000,15.74952030,5.23439980
2293774,2.76000000,5.64000000,59.00000000,0.30499655,1.87026286,1.68744349,1.38244689,1866.00000000,15.82126141,5.63040018
2293775,2.76000000,5.70000000,57.00000000,0.29883230,1.88185227,1.66659117,1.36775887,1866.00000000,16.02643776,6.18480015
2293776,2.76000000,5.76000000,55.00000000,0.28916782,1.88173079,1.64446723,1.35529947,1866.00000000,16.52557373,6.83279991
2293777,2.76000000,5.82000000,52.00000000,0.27627259,1.89099443,1.62132180,1.34504926,1866.00000000,17.62859535,8.07120037
2293778,2.76000000,5.88000000,33.00000000,0.25231254,2.06508851,1.58927798,1.33696544,1866.00000000,12.92028713,7.09200001
2293779,2.76000000,5.94000000,181.00000000,0.21712409,1.30798030,1.54818070,1.33105659,1866.00000000,166.22073364,215.29800415
2293780,2.76000000,6.00000000,172.00000000,0.22698733,1.36257184,1.55436838,1.32738101,1866.00000000,157.26269531,201.82679749
2293786,2.76000000,6.36000000,56.00000000,0.43329126,2.20001507,1.78398013,1.35068893,1866.00000000,16.40299606,5.89680004
2293787,2.76000000,6.42000000,56.00000000,0.42712179,2.15284467,1.78929651,1.36217475,1866.00000000,16.74894142,6.09840012
2293789,2.76000000,6.54000000,114.00000000,0.29857495,1.95072269,1.69026852,1.39169359,1866.00000000,70.19857025,65.97000122
2293790,2.76000000,6.60000000,126.00000000,0.26017344,1.80391085,1.66988266,1.40970922,1866.00000000,84.04708099,89.19000244
2293791,2.76000000,6.66000000,201.00000000,0.23406819,1.53935099,1.66401076,1.42994261,1866.00000000,162.07844543,193.71240234
2293792,2.76000000,6.72000000,160.00000000,0.22766951,1.53898048,1.68005180,1.45238221,1866.00000000,115.83663177,131.48640442
2293793,2.76000000,6.78000000,118.00000000,0.22909954,1.65524256,1.70608330,1.47698379,1866.00000000,74.32364655,75.62519836
2293794,2.76000000,6.84000000,103.00000000,0.24042134,1.71782434,1.74410224,1.50368094,1866.00000000,57.00459671,46.86479950
2359297,2.82000000,4.86000000,9.00000000,0.52653021,2.98931074,2.28726053,1.76073039,1866.00000000,2.34973669,0.77039999
2359298,2.82000000,4.92000000,30.00000000,0.36855277,2.00249815,2.08875847,1.72020566,1866.00000000,8.12269402,3.49559999
2359299,2.82000000,4.98000000,27.00000000,0.35102370,2.04443979,2.03231311,1.68128943,1866.00000000,5.06424427,1.40040004
2359300,2.82000000,5.04000000,25.00000000,0.33443943,2.08665133,1.97854698,1.64410758,1866.00000000,3.81272483,0.74519998
2359301,2.82000000,5.10000000,21.00000000,0.32234138,2.31181502,1.93109572,1.60875428,1866.00000000,3.03289652,0.50400001
2359302,2.82000000,5.16000000,118.00000000,0.26017201,1.55830526,1.83547616,1.57530415,1866.00000000,56.42039490,34.98120117
2359303,2.82000000,5.22000000,122.00000000,0.24996625,1.50726032,1.79378736,1.54382110,1866.00000000,49.84718323,26.84519958
2359304,2.82000000,5.28000000,136.00000000,0.24461347,1.45533013,1.75897002,1.51435649,1866.00000000,53.17606735,27.30599976
2359305,2.82000000,5.34000000,131.00000000,0.25077468,1.53179979,1.73772800,1.48695326,1866.00000000,52.39487839,28.28160095
2359306,2.82000000,5.40000000,106.00000000,0.26079831,1.71932316,1.72243726,1.46163893,1866.00000000,44.38798523,28.36079979
2359308,2.82000000,5.52000000,46.00000000,0.31880999,2.20702004,1.73607337,1.41726339,1866.00000000,12.63466835,4.10760021
2359309,2.82000000,5.58000000,50.00000000,0.31815201,1.91848505,1.71640348,1.39825141,1866.00000000,12.99097538,4.03200006
2359310,2.82000000,5.64000000,51.00000000,0.31476176,1.90252459,1.69619405,1.38143229,1866.00000000,13.45790291,4.39559984
2359311,2.82000000,5.70000000,52.00000000,0.31009668,2.02472901,1.67692792,1.36683118,1866.00000000,15.07336807,5.61959982
2359312,2.82000000,5.76000000,51.00000000,0.31007430,2.22482562,1.66453314,1.35445881,1866.00000000,16.52629280,6.78599977
2359315,2.82000000,5.94000000,167.00000000,0.21597654,1.38336682,1.54651296,1.33053648,1866.00000000,156.92601013,205.45199585
2359316,2.82000000,6.00000000,167.00000000,0.22166386,1.33757985,1.54864860,1.32698476,1866.00000000,152.02604675,194.64480591
2359322,2.82000000,6.36000000,48.00000000,0.37716627,2.07864094,1.72840917,1.35124290,1866.00000000,15.01709843,5.73479986
2359323,2.82000000,6.42000000,53.00000000,0.37160623,2.12490940,1.73445117,1.36284494,1866.00000000,16.52641678,6.21360016
2359325,2.82000000,6.54000000,113.00000000,0.27720872,1.88105154,1.66977668,1.39256787,1866.00000000,63.43407822,55.36800003
2359326,2.82000000,6.60000000,132.00000000,0.24363638,1.66736257,1.65431142,1.41067505,1866.00000000,81.75228882,81.88200378
2359327,2.82000000,6.66000000,200.00000000,0.22570500,1.52821147,1.65669656,1.43099153,1866.00000000,159.66378784,189.73440552
2359328,2.82000000,6.72000000,165.00000000,0.22042418,1.51152003,1.67392385,1.45349967,1866.00000000,120.27105713,137.55960083
2359329,2.82000000,6.78000000,123.00000000,0.21973677,1.54562199,1.69789457,1.47815776,1866.00000000,72.17665863,69.70680237
2359330,2.82000000,6.84000000,106.00000000,0.22709003,1.61086106,1.73199153,1.50490153,1866.00000000,53.47217178,40.40999985
2359331,2.82000000,6.90000000,44.00000000,0.48200580,2.61672664,2.01564336,1.53363764,1866.00000000,13.09267521,4.64400005
2359332,2.82000000,6.96000000,44.00000000,0.45329782,2.41792798,2.01754880,1.56425083,1866.00000000,12.15535069,4.15799999
2359333,2.82000000,7.02000000,45.00000000,0.43799546,2.20289493,2.03463101,1.59663558,1866.00000000,12.31921482,4.23000002
2359334,2.82000000,7.08000000,49.00000000,0.43388748,2.17052794,2.06458569,1.63069832,1866.00000000,14.96750927,5.82840014
2359335,2.82000000,7.14000000,48.00000000,0.43884081,2.13983727,2.10517979,1.66633892,1866.00000000,15.81336975,6.53039980
2424833,2.88000000,4.86000000,9.00000000,0.46683612,2.98890352,2.22732782,1.76049173,1866.00000000,1.87416410,0.52560002
2424834,2.88000000,4.92000000,23.00000000,0.39177021,2.12109685,2.11178899,1.72001886,1866.00000000,4.84292269,1.24919999
2424835,2.88000000,4.98000000,22.00000000,0.37953401,2.19168639,2.06070185,1.68116784,1866.00000000,3.80700088,0.79920000
2424836,2.88000000,5.04000000,21.00000000,0.37107295,2.31165671,2.01512766,1.64405477,1866.00000000,3.36507487,0.63360000
2424837,2.88000000,5.10000000,19.00000000,0.38199490,2.80623102,1.99076664,1.60877168,1866.00000000,3.36529899,0.68400002
2424838,2.88000000,5.16000000,139.00000000,0.25509098,1.59873796,1.83048689,1.57539594,1866.00000000,71.25122070,47.82600021
2424839,2.88000000,5.22000000,140.00000000,0.24798381,1.51734829,1.79197550,1.54399168,1866.00000000,65.22102356,40.56480026
2424840,2.88000000,5.28000000,156.00000000,0.24347231,1.48146331,1.75808358,1.51461124,1866.00000000,67.63562775,38.59199905
2424841,2.88000000,5.34000000,153.00000000,0.24129415,1.46866703,1.72858751,1.48729336,1866.00000000,64.25520325,35.94240189
2424842,2.88000000,5.40000000,105.00000000,0.25648385,1.83723819,1.71855307,1.46206927,1866.00000000,42.49357605,25.68600082
2424844,2.88000000,5.52000000,89.00000000,0.27491596,1.66289854,1.69280612,1.41789007,1866.00000000,36.10201645,17.80200005
2424845,2.88000000,5.58000000,84.00000000,0.27565765,1.71734917,1.67463815,1.39898050,1866.00000000,31.44108009,14.14439964
2424846,2.88000000,5.64000000,67.00000000,0.29092520,2.04921508,1.67318213,1.38225698,1866.00000000,27.11664009,13.39200020
2424847,2.88000000,5.70000000,87.00000000,0.26432291,1.70188999,1.63206506,1.36774206,1866.00000000,34.22542953,16.68600082
2424848,2.88000000,5.76000000,106.00000000,0.25015831,1.55909419,1.60560441,1.35544610,1866.00000000,40.61663437,19.00799942
2424849,2.88000000,5.82000000,116.00000000,0.24006926,1.51812172,1.58543658,1.34536731,1866.00000000,44.25188065,20.53440094
2424850,2.88000000,5.88000000,128.00000000,0.23041785,1.50398183,1.56790221,1.33748436,1866.00000000,55.50393677,31.82760048
2424851,2.88000000,5.94000000,253.00000000,0.21355370,1.23021865,1.54536068,1.33180702,1866.00000000,197.87750244,228.69360352
2424852,2.88000000,6.00000000,250.00000000,0.21936794,1.29830265,1.54772758,1.32835960,1866.00000000,196.52267456,225.63360596
2424853,2.88000000,6.06000000,136.00000000,0.24050821,1.62705028,1.56764436,1.32713616,1866.00000000,70.13828278,49.40639877
2424854,2.88000000,6.12000000,132.00000000,0.25454080,1.65895581,1.58264077,1.32809997,1866.00000000,71.76572418,53.45640182
2424855,2.88000000,6.18000000,131.00000000,0.26636738,1.68384302,1.59759784,1.33123052,1866.00000000,76.86768341,60.96239853
2424856,2.88000000,6.24000000,128.00000000,0.28200361,1.84779584,1.61852431,1.33652067,1866.00000000,82.00872803,69.50160217
2424858,2.88000000,6.36000000,47.00000000,0.32223344,2.01982927,1.67572677,1.35349333,1866.00000000,15.41365433,6.30000019
2424859,2.88000000,6.42000000,51.00000000,0.31603324,2.07928443,1.68124890,1.36521566,1866.00000000,16.88387108,6.81120014
2424861,2.88000000,6.54000000,114.00000000,0.25826716,1.84308410,1.65340030,1.39513314,1866.00000000,57.62060928,44.24760056
2424862,2.88000000,6.60000000,135.00000000,0.22952843,1.59708202,1.64284873,1.41332030,1866.00000000,77.78686523,72.60479736
2424863,2.88000000,6.66000000,201.00000000,0.21710238,1.51130736,1.65080786,1.43370545,1866.00000000,157.54086304,185.56199646
2424864,2.88000000,6.72000000,169.00000000,0.21351472,1.48723042,1.66978562,1.45627093,1866.00000000,120.60591125,135.98640442
2424865,2.88000000,6.78000000,122.00000000,0.21336739,1.48161876,1.69434178,1.48097444,1866.00000000,65.43730927,57.89160156
2424866,2.88000000,6.84000000,105.00000000,0.21699640,1.52113807,1.72475207,1.50775576,1866.00000000,47.37205124,31.86720085
2424867,2.88000000,6.90000000,44.00000000,0.42050081,2.71262717,1.95703113,1.53653026,1866.00000000,11.30101013,3.50999999
2424868,2.88000000,6.96000000,44.00000000,0.39247462,2.34889627,1.95967901,1.56720436,1866.00000000,10.25407314,3.02399993
2424869,2.88000000,7.02000000,48.00000000,0.38244158,2.20585895,1.98212326,1.59968174,1866.00000000,11.86478996,3.92759991
2424870,2.88000000,7.08000000,48.00000000,0.38758162,2.15895486,2.02144742,1.63386583,1866.00000000,12.63616467,4.47840023
2424871,2.88000000,7.14000000,50.00000000,0.39927197,2.09932327,2.06892729,1.66965520,1866.00000000,14.79724693,5.60160017
2490368,2.94000000,4.80000000,16.00000000,0.37959379,2.22568965,2.18338013,1.80378628,1866.00000000,4.04800224,1.45799994
2490369,2.94000000,4.86000000,12.00000000,0.40555486,2.92315125,2.16746211,1.76190710,1866.00000000,1.90875351,0.41040000
2490370,2.94000000,4.92000000,67.00000000,0.34267989,2.08086085,2.06419444,1.72151458,1866.00000000,40.40769196,33.83280182
2490371,2.94000000,4.98000000,61.00000000,0.32720351,2.08457971,2.00995255,1.68274903,1866.00000000,28.28805923,19.07999992
2490372,2.94000000,5.04000000,45.00000000,0.31402346,2.13571215,1.95974708,1.64572358,1866.00000000,13.21287346,5.10120010
2490373,2.94000000,5.10000000,41.00000000,0.33264932,2.64698029,1.94317949,1.61053014,1866.00000000,12.53214264,5.02199984
2490374,2.94000000,5.16000000,166.00000000,0.25429994,1.61785781,1.83154452,1.57724464,1866.00000000,97.21307373,77.86440277
2490375,2.94000000,5.22000000,178.00000000,0.24932043,1.57062280,1.79525602,1.54593563,1866.00000000,94.88140869,70.81199646
2490376,2.94000000,5.28000000,197.00000000,0.24601315,1.45890462,1.76266599,1.51665282,1866.00000000,98.60163116,67.46040344
2490377,2.94000000,5.34000000,204.00000000,0.24431948,1.47176540,1.73375511,1.48943567,1866.00000000,100.69050598,67.08239746
2490378,2.94000000,5.40000000,194.00000000,0.24569508,1.31667686,1.71000302,1.46430802,1866.00000000,96.20604706,65.64600372
2490379,2.94000000,5.46000000,175.00000000,0.24617879,1.45520306,1.68745792,1.44127905,1866.00000000,82.46701050,51.71400070
2490380,2.94000000,5.52000000,151.00000000,0.24538697,1.46152985,1.66573787,1.42035091,1866.00000000,67.15280914,38.85480118
2490381,2.94000000,5.58000000,149.00000000,0.24307640,1.46469307,1.64463592,1.40155947,1866.00000000,64.52722931,35.56439972
2490382,2.94000000,5.64000000,154.00000000,0.23972228,1.43634725,1.62466192,1.38493967,1866.00000000,65.58599854,35.26559830
2490383,2.94000000,5.70000000,152.00000000,0.23494361,1.42918217,1.60545790,1.37051427,1866.00000000,65.09114075,35.52119827
2490384,2.94000000,5.76000000,152.00000000,0.22889087,1.40779972,1.58718598,1.35829508,1866.00000000,65.79109955,36.76319885
2490385,2.94000000,5.82000000,150.00000000,0.22232707,1.38190436,1.57061410,1.34828699,1866.00000000,64.96701050,37.20600128
2490386,2.94000000,5.88000000,151.00000000,0.21625233,1.31492054,1.55674362,1.34049129,1866.00000000,67.14842224,40.27320099
2490387,2.94000000,5.94000000,272.00000000,0.21519125,1.25354636,1.55010331,1.33491206,1866.00000000,210.71191406,238.80239868
2490388,2.94000000,6.00000000,263.00000000,0.21542414,1.26531720,1.54698443,1.33156025,1866.00000000,204.13816833,231.20280457
2490389,2.94000000,6.06000000,146.00000000,0.21967095,1.42260420,1.55010104,1.33043003,1866.00000000,74.53013611,53.83079910
2490390,2.94000000,6.12000000,142.00000000,0.22764046,1.52764881,1.55914545,1.33150506,1866.00000000,77.00815582,59.16239929
2490391,2.94000000,6.18000000,139.00000000,0.23425162,1.59142709,1.56901956,1.33476794,1866.00000000,81.72093201,66.88439941
2490392,2.94000000,6.24000000,137.00000000,0.24425903,1.70437694,1.58446550,1.34020638,1866.00000000,87.50257874,75.78359985
2490394,2.94000000,6.36000000,53.00000000,0.26899233,1.92100763,1.62646067,1.35746837,1866.00000000,18.75052261,8.34840012
2490395,2.94000000,6.42000000,52.00000000,0.26155651,1.86994338,1.63086116,1.36930466,1866.00000000,17.66196632,7.51679993
2490397,2.94000000,6.54000000,114.00000000,0.23419406,1.86476386,1.63359356,1.39939952,1866.00000000,52.48673630,35.99280167
2490398,2.94000000,6.60000000,140.00000000,0.21669848,1.60258102,1.63435757,1.41765904,1866.00000000,77.06565094,68.12280273
2490399,2.94000000,6.66000000,196.00000000,0.20927234,1.47179389,1.64737809,1.43810582,1866.00000000,150.13887024,175.96080017
2490400,2.94000000,6.72000000,172.00000000,0.20602015,1.43218803,1.66674149,1.46072137,1866.00000000,121.81192017,136.51919556
2490401,2.94000000,6.78000000,131.00000000,0.20751469,1.41980636,1.69298017,1.48546553,1866.00000000,65.70812988,53.26559830
2490402,2.94000000,6.84000000,109.00000000,0.21171571,1.43566859,1.72399819,1.51228249,1866.00000000,47.18064499,29.24640083
2490403,2.94000000,6.90000000,44.00000000,0.35667834,2.71262717,1.89777470,1.54109633,1866.00000000,9.98778820,2.70000005
2490404,2.94000000,6.96000000,47.00000000,0.33169132,2.17201900,1.90351450,1.57182312,1866.00000000,10.08119678,2.76839995
2490405,2.94000000,7.02000000,51.00000000,0.33531812,2.20544195,1.93969023,1.60437202,1866.00000000,11.94201851,3.84840012
2490406,2.94000000,7.08000000,53.00000000,0.34830585,2.03874993,1.98695290,1.63864696,1866.00000000,13.17266941,4.40280008
2490407,2.94000000,7.14000000,52.00000000,0.36533055,2.00038433,2.03987384,1.67454326,1866.00000000,14.12760544,4.94280005
2555904,3.00000000,4.80000000,113.00000000,0.36014315,2.04732656,2.16693616,1.80679297,1866.00000000,114.75255585,147.84840393
2555905,3.00000000,4.86000000,128.00000000,0.34308612,2.03115058,2.10808539,1.76499915,1866.00000000,112.55554199,136.74600220
2555906,3.00000000,4.92000000,129.00000000,0.32547557,2.01823521,2.05018067,1.72470498,1866.00000000,108.51051331,126.82080078
2555907,3.00000000,4.98000000,133.00000000,0.30718020,1.99918425,1.99322331,1.68604314,1866.00000000,105.87570190,117.93599701
2555908,3.00000000,5.04000000,141.00000000,0.28859803,1.96776032,1.93771887,1.64912081,1866.00000000,103.41445923,108.57959747
2555909,3.00000000,5.10000000,152.00000000,0.27083975,1.92135179,1.88487113,1.61403131,1866.00000000,102.54672241,100.56240082
2555910,3.00000000,5.16000000,194.00000000,0.25462115,1.61977279,1.83547282,1.58085167,1866.00000000,112.48955536,97.82640076
2555911,3.00000000,5.22000000,201.00000000,0.25163284,1.58756304,1.80128539,1.54965258,1866.00000000,111.06450653,91.18080139
2555912,3.00000000,5.28000000,213.00000000,0.25058994,1.48812556,1.77107573,1.52048588,1866.00000000,113.42588806,87.40080261
2555913,3.00000000,5.34000000,217.00000000,0.24564001,1.26027882,1.73902726,1.49338722,1866.00000000,113.41873932,85.64040375
2555914,3.00000000,5.40000000,209.00000000,0.23854201,1.26516330,1.70692110,1.46837902,1866.00000000,106.44253540,78.09839630
2555915,3.00000000,5.46000000,200.00000000,0.23189355,1.27922308,1.67736471,1.44547117,1866.00000000,96.17739105,66.25440216
2555916,3.00000000,5.52000000,182.00000000,0.23095337,1.36147654,1.65562594,1.42467248,1866.00000000,85.88954926,56.98080063
2555917,3.00000000,5.58000000,170.00000000,0.22909471,1.38851655,1.63509965,1.40600491,1866.00000000,78.10384369,50.59439850
2555918,3.00000000,5.64000000,166.00000000,0.22646044,1.37870669,1.61595464,1.38949418,1866.00000000,75.35693359,48.40919876
2555919,3.00000000,5.70000000,162.00000000,0.22225131,1.37028432,1.59741330,1.37516201,1866.00000000,72.51341248,44.88479996
2555920,3.00000000,5.76000000,160.00000000,0.21702898,1.34721601,1.58005297,1.36302400,1866.00000000,70.48395538,42.62400055
2555921,3.00000000,5.82000000,158.00000000,0.21180546,1.29893327,1.56489718,1.35309172,1866.00000000,69.26764679,41.49359894
2555922,3.00000000,5.88000000,157.00000000,0.20820001,1.23072958,1.55357432,1.34537435,1866.00000000,69.78472137,42.84000015
2555923,3.00000000,5.94000000,275.00000000,0.20884804,1.15866423,1.54872859,1.33988047,1866.00000000,210.89492798,237.76199341
2555924,3.00000000,6.00000000,269.00000000,0.21035293,1.17997491,1.54696977,1.33661675,1866.00000000,205.83648682,231.28919983
2555925,3.00000000,6.06000000,152.00000000,0.20755158,1.30989373,1.54313266,1.33558106,1866.00000000,75.21582794,53.47079849
2555926,3.00000000,6.12000000,146.00000000,0.20718773,1.33874035,1.54394770,1.33675992,1866.00000000,76.67330170,58.11840057
2555927,3.00000000,6.18000000,142.00000000,0.20746236,1.42921662,1.54759991,1.34013760,1866.00000000,80.16399384,64.85040283
2555928,3.00000000,6.24000000,138.00000000,0.21381760,1.60611260,1.55951405,1.34569645,1866.00000000,85.14709473,73.18080139
2555930,3.00000000,6.36000000,68.00000000,0.22004397,1.64952028,1.58323705,1.36319304,1866.00000000,23.51199722,10.17360020
2555931,3.00000000,6.42000000,82.00000000,0.21821606,1.68411791,1.59334242,1.37512636,1866.00000000,33.08174515,16.42679977
2555933,3.00000000,6.54000000,116.00000000,0.20882174,1.63337135,1.61419928,1.40537763,1866.00000000,47.58519363,27.80640030
2555934,3.00000000,6.60000000,148.00000000,0.20021847,1.42403889,1.62392139,1.42370296,1866.00000000,78.24536133,64.94039917
2555935,3.00000000,6.66000000,211.00000000,0.19934186,1.39409232,1.64354479,1.44420290,1866.00000000,159.17799377,181.50480652
2555936,3.00000000,6.72000000,197.00000000,0.20274191,1.40049887,1.66960561,1.46686375,1866.00000000,143.13061523,158.07240295
2555937,3.00000000,6.78000000,162.00000000,0.20552677,1.36080945,1.69717395,1.49164712,1866.00000000,91.69953156,79.66439819
2555938,3.00000000,6.84000000,138.00000000,0.20944557,1.39568675,1.72794461,1.51849914,1866.00000000,74.27241516,63.54719925
2555939,3.00000000,6.90000000,44.00000000,0.29144162,2.71277952,1.83879244,1.54735088,1866.00000000,9.18881893,2.21399999
2555940,3.00000000,6.96000000,57.00000000,0.27853528,2.08899450,1.85665560,1.57812023,1866.00000000,12.99126339,3.80879998
2555941,3.00000000,7.02000000,56.00000000,0.29659998,1.97894144,1.90732002,1.61072004,1866.00000000,12.35744095,3.57480001
2555942,3.00000000,7.08000000,55.00000000,0.31814283,1.93974650,1.96319938,1.64505661,1866.00000000,12.63636875,3.77279997
2555943,3.00000000,7.14000000,56.00000000,0.33961347,1.91193640,2.02063227,1.68101871,1866.00000000,16.92968559,9.03240013
2621440,3.06000000,4.80000000,126.00000000,0.35321915,2.02074528,2.16467476,1.81145549,1866.00000000,123.42211914,155.71440125
2621441,3.06000000,4.86000000,135.00000000,0.33595672,2.00325251,2.10572696,1.76977026,1866.00000000,119.12588501,143.58599854
2621442,3.06000000,4.92000000,133.00000000,0.31792852,1.98002112,2.04752088,1.72959244,1866.00000000,111.70697784,130.00680542
2621443,3.06000000,4.98000000,137.00000000,0.29927728,1.94649923,1.99032533,1.69104803,1866.00000000,107.96910858,119.88359833
2621444,3.06000000,5.04000000,144.00000000,0.28007731,1.85430586,1.93432117,1.65424383,1866.00000000,104.57305908,109.41480255
2621445,3.06000000,5.10000000,163.00000000,0.26447573,1.75951636,1.88374484,1.61926913,1866.00000000,107.90631866,104.06159973
2621446,3.06000000,5.16000000,196.00000000,0.25707865,1.63854206,1.84328747,1.58620882,1866.00000000,112.91870880,97.87680054
2621447,3.06000000,5.22000000,202.00000000,0.25353009,1.35077906,1.80866516,1.55513513,1866.00000000,111.43297577,91.42919922
2621448,3.06000000,5.28000000,215.00000000,0.24697009,1.30785191,1.77307260,1.52610254,1866.00000000,112.88074493,86.29560089
2621449,3.06000000,5.34000000,221.00000000,0.24061263,1.24594176,1.73975897,1.49914634,1866.00000000,116.50269318,89.15039825
2621450,3.06000000,5.40000000,212.00000000,0.23333445,1.24568284,1.70761967,1.47428513,1866.00000000,107.81341553,78.78600311
2621451,3.06000000,5.46000000,198.00000000,0.22641648,1.25829697,1.67793918,1.45152259,1866.00000000,92.16827393,61.26119995
2621452,3.06000000,5.52000000,185.00000000,0.22096990,1.29810429,1.65183294,1.43086302,1866.00000000,84.34794617,54.35639954
2621453,3.06000000,5.58000000,174.00000000,0.22046238,1.37386000,1.63278484,1.41232252,1866.00000000,79.03192902,50.19839859
2621454,3.06000000,5.64000000,171.00000000,0.21864912,1.37469018,1.61457276,1.39592361,1866.00000000,76.45231628,47.77560043
2621455,3.06000000,5.70000000,163.00000000,0.21482714,1.34819221,1.59651518,1.38168812,1866.00000000,72.20184326,44.75159836
2621456,3.06000000,5.76000000,159.00000000,0.20991187,1.31942427,1.57954419,1.36963236,1866.00000000,69.62458038,43.01279831
2621457,3.06000000,5.82000000,159.00000000,0.20520282,1.27640712,1.56497729,1.35977447,1866.00000000,70.23811340,43.89120102
2621458,3.06000000,5.88000000,160.00000000,0.20220339,1.21129537,1.55433416,1.35213077,1866.00000000,71.77437592,45.83879852
2621459,3.06000000,5.94000000,280.00000000,0.20218717,1.15851700,1.54890108,1.34671402,1866.00000000,215.36926270,242.45280457
2621460,3.06000000,6.00000000,274.00000000,0.19993024,1.16070747,1.54346514,1.34353495,1866.00000000,211.61277771,238.61520386
2621461,3.06000000,6.06000000,157.00000000,0.19869108,1.20144320,1.54128075,1.34258962,1866.00000000,79.16755676,57.42359924
2621462,3.06000000,6.12000000,154.00000000,0.19828118,1.31042171,1.54214811,1.34386694,1866.00000000,82.30725861,62.77679825
2621463,3.06000000,6.18000000,154.00000000,0.19679776,1.35696268,1.54414606,1.34734821,1866.00000000,87.59571075,70.05599976
2621464,3.06000000,6.24000000,156.00000000,0.19578168,1.40032256,1.54878819,1.35300648,1866.00000000,93.84759521,78.36119843
2621465,3.06000000,6.30000000,175.00000000,0.19424017,1.40909195,1.55504155,1.36080134,1866.00000000,105.88041687,89.20439911
2621466,3.06000000,6.36000000,174.00000000,0.19499287,1.46335173,1.56568432,1.37069142,1866.00000000,114.19156647,101.14199829
2621467,3.06000000,6.42000000,167.00000000,0.19345240,1.57080698,1.57615578,1.38270342,1866.00000000,115.39060211,108.74880219
2621468,3.06000000,6.48000000,171.00000000,0.18893121,1.39061654,1.58577025,1.39683902,1866.00000000,115.80804443,114.01560211
2621469,3.06000000,6.54000000,196.00000000,0.19223915,1.34216630,1.60531735,1.41307819,1866.00000000,134.23443604,134.43840027
2621470,3.06000000,6.60000000,222.00000000,0.19602072,1.32698727,1.62747872,1.43145800,1866.00000000,168.01878357,182.75759888
2621471,3.06000000,6.66000000,271.00000000,0.19642931,1.37938833,1.64843154,1.45200217,1866.00000000,239.28108215,294.53399658
2621472,3.06000000,6.72000000,243.00000000,0.20004511,1.39214087,1.67474759,1.47470248,1866.00000000,209.40191650,257.83560181
2621473,3.06000000,6.78000000,196.00000000,0.20471205,1.39735949,1.70423436,1.49952233,1866.00000000,145.01467896,167.61239624
2621474,3.06000000,6.84000000,181.00000000,0.20936812,1.37100661,1.73577726,1.52640915,1866.00000000,129.88218689,155.40840149
2621475,3.06000000,6.90000000,149.00000000,0.22480315,1.59738493,1.78009772,1.55529463,1866.00000000,113.09644318,151.81559753
2621476,3.06000000,6.96000000,123.00000000,0.25189674,1.85868490,1.83799398,1.58609724,1866.00000000,106.46548462,157.38839722
2621477,3.06000000,7.02000000,118.00000000,0.27759588,1.85962284,1.89632654,1.61873066,1866.00000000,107.72862244,166.69079590
2621478,3.06000000,7.08000000,114.00000000,0.30199632,1.85988986,1.95509505,1.65309870,1866.00000000,109.01398468,174.89160156
2621479,3.06000000,7.14000000,111.00000000,0.32518968,1.85996950,2.01427937,1.68908978,1866.00000000,110.84239960,182.83680725
