Ref,x,y,Connectivity,Isovist Area,Isovist Compactness,Isovist Drift Angle,Isovist Drift Magnitude,Isovist Max Radial,Isovist Min Radial,Isovist Occlusivity,Isovist Perimeter,Point First Moment,Point Second Moment
983060,1.56,6,150,0.4095991,0.065101959,358.2117,1.0925605,3.4483423,0.0891288,6.3476391,8.8917532,207.98819,459.79199
983061,1.56,6.06,39,0.15074311,0.2025799,336.24524,0.22592933,1.0886002,0.054967001,1.5116049,3.0579157,11.403004,5.0760002
983070,1.56,6.6,118,0.38785851,0.097945161,6.0669274,0.9492752,3.0565233,0.013066812,5.1193762,7.0542378,111.87857,173.2608
983071,1.56,6.66,161,0.52191186,0.077741675,1.4207488,1.1244859,3.452888,0.054875437,6.7267261,9.1849451,201.50017,417.50641
983072,1.56,6.72,128,0.51353091,0.076317459,357.1955,1.1026495,3.4533057,0.043208227,6.9402537,9.1955194,132.54646,251.6508
983073,1.56,6.78,101,0.33828259,0.088639662,351.35461,0.83925426,3.0583434,0.0044237971,5.3059654,6.9251742,88.504494,131.75999
983075,1.56,6.9,14,0.057557303,0.23279928,52.403969,0.066555008,0.4061923,0.030053999,0.71457696,1.7626429,2.2241621,0.45719999
983076,1.56,6.96,22,0.079919986,0.18813078,350.12903,0.12448043,0.62085032,0.05353,1.1080344,2.3104825,5.482163,1.908
983078,1.56,7.08,33,0.14226258,0.25496948,33.783573,0.14039457,0.63468808,0.044693999,1.0952786,2.647928,8.378334,2.79
983079,1.56,7.14,44,0.19008447,0.17263833,173.50259,0.066947527,0.91113281,0.104694,1.9326954,3.7197149,15.016704,7.6104002
983080,1.56,7.2,32,0.14061713,0.27432555,333.43118,0.13560884,0.63213223,0.059110999,0.96431398,2.5379961,7.8863053,2.5848
983082,1.56,7.32,31,0.10933194,0.4757719,35.770855,0.16540888,0.49538618,0.016128,0.34203371,1.6993352,6.6198921,1.728
983083,1.56,7.38,31,0.10926546,0.62957865,14.916097,0.13875969,0.40226853,0.076127999,0.11969671,1.476799,6.0090775,1.4976
983084,1.56,7.44,31,0.10926546,0.62995386,349.38196,0.13641988,0.39858621,0.086560003,0.11925687,1.4763591,6.0090775,1.4976
983085,1.56,7.5,31,0.10926546,0.62604296,327.32706,0.15928896,0.42285499,0.026559999,0.12386107,1.4809633,6.6198921,1.728
983087,1.56,7.62,31,0.12684062,0.19394338,52.459042,0.08156085,0.83303642,0.047561999,1.300933,2.8667948,6.9972,2.0411999
983088,1.56,7.68,46,0.18411376,0.2244599,182.43483,0.163063,0.91259551,0.101322,1.531689,3.2105443,16.598719,9.0288
983089,1.56,7.74,32,0.12778795,0.35485148,304.0773,0.094577119,0.46515021,0.041322,0.64375263,2.1272893,7.2333384,2.0304
1048579,1.62,4.98,43,0.16905919,0.38918117,56.177013,0.28605464,0.74945253,0.006728,0.75119358,2.3364065,12.769302,4.6259999
1048580,1.62,5.04,44,0.17176984,0.409291,47.118587,0.24056597,0.68820882,0.032345999,0.6945374,2.296478,11.469737,3.7079999
1048581,1.62,5.1,44,0.17482449,0.40026075,34.246513,0.20275345,0.63952076,0.032345999,0.71667683,2.3427966,10.269431,2.97
1048582,1.62,5.16,52,0.19795278,0.24770875,13.936661,0.22047409,0.9395625,0.032345999,1.3825688,3.1689475,14.800631,6.3648
1048583,1.62,5.22,82,0.29359373,0.17337568,330.42917,0.036903504,0.93492222,0.035745554,2.245723,4.6130085,29.672567,14.904
1048584,1.62,5.28,45,0.18237363,0.22526862,336.46631,0.19363761,0.94510311,0.032345999,1.4842733,3.1895955,10.993027,3.5352001
1048585,1.62,5.34,43,0.17332077,0.41798174,320.23682,0.21605533,0.65935546,0.032345999,0.66852295,2.2827144,10.962886,3.4452
1048586,1.62,5.4,44,0.17054085,0.40102506,308.97064,0.25721502,0.7139793,0.032345999,0.71616876,2.3117101,13.066167,4.6691999
1048594,1.62,5.88,40,0.158429,0.21045242,54.986221,0.13567546,0.70308763,0.038516998,1.4937941,3.0757096,10.24531,3.6324
1048595,1.62,5.94,149,0.40727103,0.065172613,2.2075157,1.0527639,3.3884156,0.098517001,6.328711,8.8616409,201.70578,436.9068
1048596,1.62,6,149,0.40757713,0.065088972,358.18073,1.0523392,3.3883572,0.114967,6.3355312,8.8706636,201.70578,436.9068
1048597,1.62,6.06,42,0.160405,0.20903282,307.28214,0.12413433,0.70052677,0.054967001,1.5079926,3.1053219,11.163133,4.1004
1048605,1.62,6.54,57,0.20018966,0.27456149,30.101398,0.33848491,1.0079337,0.018593,1.5356404,3.0269549,21.404491,11.1204
1048606,1.62,6.6,120,0.401939,0.083142705,7.0447788,0.83982247,2.9967735,0.067531697,5.7545047,7.7942247,104.27837,154.3896
1048607,1.62,6.66,163,0.52521491,0.078249276,1.5024658,1.0707812,3.3929007,0.096393988,6.7079816,9.1840296,196.79239,399.2616
1048608,1.62,6.72,127,0.51765192,0.076667204,357.04636,1.0431192,3.3933277,0.083874851,6.966444,9.2112598,128.03867,240.10921
1048609,1.62,6.78,89,0.30847466,0.14864638,347.45346,0.58458823,1.8442981,0.059386574,3.3640854,5.1066666,54.543629,53.874001
1048610,1.62,6.84,52,0.17706718,0.24482453,321.9798,0.3036854,1.0033416,0.001111,1.5646458,3.0147166,17.741724,8.2872
1048611,1.62,6.9,13,0.054232396,0.22761372,132.94864,0.07076662,0.40339285,0.030053999,0.70457381,1.7303547,2.0358005,0.43560001
1048612,1.62,6.96,22,0.082848378,0.19353823,342.95871,0.075484194,0.56145966,0.05353,1.0326527,2.3193355,5.0669341,1.5804
1048614,1.62,7.08,37,0.14303999,0.21848837,51.466949,0.098134406,0.57789814,0.044693999,1.3063521,2.8682666,9.2292118,2.9951999
1048615,1.62,7.14,42,0.18591292,0.17057569,176.2222,0.11441342,0.97071028,0.104694,1.9332088,3.7008471,13.76646,7.0812001
1048616,1.62,7.2,33,0.14203201,0.26601011,314.33548,0.083500512,0.57477403,0.059110999,1.0307317,2.5902934,7.7854137,2.4660001
1048618,1.62,7.32,31,0.11129759,0.45019796,52.246891,0.12660524,0.48083311,0.016128,0.38283682,1.7625686,5.7531633,1.2672
1048619,1.62,7.38,31,0.1097194,0.61105961,25.686335,0.08285296,0.34708151,0.076127999,0.12815727,1.5021207,5.0977063,1.0368
1048620,1.62,7.44,31,0.1097194,0.61158687,341.29929,0.078827046,0.34280691,0.086560003,0.12750961,1.5014731,5.0977063,1.0368
1048621,1.62,7.5,31,0.11316697,0.23663434,311.12686,0.12696636,0.8153069,0.026559999,1.0682875,2.4514661,5.7531633,1.2672
1048623,1.62,7.62,35,0.14435606,0.19143796,144.73697,0.11907121,0.98216921,0.047561999,1.4852732,3.0782821,9.8038931,4.4352002
1048624,1.62,7.68,43,0.17828974,0.22224723,181.76204,0.21205056,0.97190517,0.101322,1.5287393,3.1750455,15.819741,9.4463997
1048625,1.62,7.74,29,0.12792721,0.15459701,265.89624,0.074833773,0.9083572,0.041322,1.7046943,3.2246742,5.8900676,1.5372
1114115,1.68,4.98,42,0.16786912,0.35527745,68.34478,0.25631064,0.71361589,0.006728,0.83506143,2.4367251,11.230859,3.78
1114116,1.68,5.04,45,0.17250808,0.36465764,60.410023,0.20477018,0.65759212,0.066728003,0.80721307,2.4381869,10.472826,3.1212001
1114117,1.68,5.1,47,0.1778042,0.36780697,47.962212,0.15603644,0.59517646,0.092345998,0.77913034,2.4647107,10.043613,2.7828
1114118,1.68,5.16,67,0.2439992,0.080005422,54.61441,0.087087162,1.7401425,0.092345998,4.2800088,6.1906953,21.817133,11.4264
1114119,1.68,5.22,77,0.28405294,0.17374189,246.51973,0.019200392,0.87522566,0.093431175,2.3418574,4.5326514,26.496384,13.3164
1114120,1.68,5.28,47,0.18377875,0.34716147,322.43384,0.12804815,0.56830144,0.092345998,0.84023738,2.5792108,9.7217789,2.5739999
1114121,1.68,5.34,44,0.17711587,0.33899695,305.49106,0.17305294,0.62080359,0.092345998,0.89722401,2.5623343,10.132861,2.9663999
1114122,1.68,5.4,43,0.17121303,0.33110341,295.79578,0.22410685,0.68110019,0.044130001,0.92452991,2.5491271,11.500793,3.816
1114130,1.68,5.88,42,0.16583921,0.22121951,93.671204,0.11317518,0.74582314,0.038516998,1.4595739,3.0692823,10.857234,3.8843999
1114131,1.68,5.94,149,0.407691,0.065318808,2.3057821,1.0051783,3.3284326,0.098517001,6.317853,8.8562803,196.19885,415.16281
1114132,1.68,6,148,0.40812203,0.065241531,358.09863,1.0045934,3.3283727,0.114967,6.324821,8.8662071,195.70409,414.918
1114133,1.68,6.06,41,0.16741988,0.22309712,265.49869,0.10087761,0.74390614,0.054967001,1.4416858,3.0708704,10.626207,3.9275999
1114141,1.68,6.54,53,0.18911427,0.20246549,44.095715,0.24549057,0.94204837,0.018593,1.8846483,3.4260333,16.581987,7.0991998
1114142,1.68,6.6,122,0.41552508,0.073982082,8.3340788,0.73141235,2.9370451,0.078593001,6.2023373,8.4011803,96.115059,131.8716
1114143,1.68,6.66,163,0.52659363,0.078028373,1.5224665,1.0260462,3.3329141,0.138593,6.7749453,9.2090845,189.97803,377.6976
1114144,1.68,6.72,130,0.51829201,0.076396994,356.96402,0.99674803,3.3333507,0.121111,6.9911551,9.2332382,125.61449,229.7556
1114145,1.68,6.78,88,0.30196097,0.10115837,340.48145,0.4051578,1.7855895,0.061110999,4.286263,6.1246243,45.975727,39.664799
1114146,1.68,6.84,49,0.16435137,0.27424929,303.4408,0.22112496,0.70006025,0.001111,1.3186312,2.7442195,13.552962,4.7484002
1114147,1.68,6.9,11,0.044203918,0.36940804,164.76674,0.16922835,0.4606103,0.0059130001,0.3997727,1.2262589,2.1713109,0.58319998
1114148,1.68,6.96,24,0.089653194,0.20118943,321.73782,0.03327528,0.50239265,0.0094550755,0.91361248,2.366384,5.4486289,1.6596
1114150,1.68,7.08,35,0.14617503,0.20039473,84.079826,0.081434734,0.54256642,0.044693999,1.4034001,3.0275991,7.9294925,2.3399999
1114151,1.68,7.14,44,0.18486963,0.14895134,176.87041,0.16209389,1.0304081,0.104694,2.1727536,3.9492581,14.353462,7.7435999
1114152,1.68,7.2,36,0.14989914,0.14207913,236.17673,0.073983826,1.0404286,0.059110999,2.0684888,3.6411567,9.6179361,3.9528
1114154,1.68,7.32,33,0.11548619,0.40073618,77.425537,0.11135706,0.51094419,0.016128,0.47241634,1.9030083,6.0974069,1.3464
1114155,1.68,7.38,31,0.1127229,0.42745554,64.180984,0.044858415,0.40450042,0.076127999,0.40273955,1.8203946,4.6385207,0.8064
1114156,1.68,7.44,31,0.11455397,0.23018001,305.43634,0.043717023,0.73240346,0.086560003,1.0803478,2.5007839,4.6385207,0.8064
1114157,1.68,7.5,32,0.11535999,0.39658982,283.89786,0.10044639,0.49167427,0.026559999,0.49036452,1.9118849,5.7475495,1.224
1114159,1.68,7.62,37,0.1511956,0.19675684,160.12756,0.19901873,1.0414009,0.047561999,1.5862277,3.1074889,11.95799,6.5735998
1114160,1.68,7.68,42,0.1751992,0.19091977,181.49507,0.26235703,1.0314114,0.101322,1.7561346,3.3958268,15.823421,10.1052
1114161,1.68,7.74,34,0.14156124,0.14829329,215.42848,0.14053765,1.0423858,0.041322,1.8464038,3.4635093,8.6170893,3.3299999
1179651,1.74,4.98,43,0.16334604,0.35747671,84.78495,0.23527865,0.63646817,0.006728,0.80201769,2.3962679,11.020251,3.5136001
1179652,1.74,5.04,44,0.17211559,0.33922064,78.810318,0.18323115,0.62890071,0.066728003,0.86734676,2.5250728,9.6694479,2.7467999
1179653,1.74,5.1,45,0.17984001,0.35250875,70.481926,0.12557979,0.56245834,0.126728,0.81403881,2.5319967,8.5702963,2.052
1179654,1.74,5.16,67,0.2554332,0.083267257,88.617592,0.071391881,1.6832747,0.152346,4.292532,6.2087831,22.31793,13.3884
1179655,1.74,5.22,75,0.27897373,0.17132257,199.40755,0.050930999,0.85172182,0.15290855,2.4538407,4.5235491,25.257235,12.7404
1179656,1.74,5.28,49,0.19306725,0.22399627,285.36661,0.085166864,0.65826935,0.152346,1.4530779,3.2910831,10.452456,3.0204
1179657,1.74,5.34,45,0.17840908,0.32757342,284.35022,0.14803539,0.59681505,0.10413,0.92609751,2.6161287,9.8693514,2.7467999
1179658,1.74,5.4,44,0.16888355,0.32345727,276.77866,0.20148171,0.62294,0.044130001,0.92761207,2.561475,11.519784,3.78
1179666,1.74,5.88,41,0.16796532,0.22614239,125.71236,0.13937521,0.7951448,0.038516998,1.4258788,3.0550883,10.73134,3.9744
1179667,1.74,5.94,149,0.4101876,0.065608099,2.4532053,0.95268941,3.26845,0.098517001,6.306035,8.8637495,190.80115,394.10999
1179668,1.74,6,148,0.41082343,0.065546393,357.97101,0.95183873,3.268389,0.114967,6.3129058,8.8747911,190.42166,393.966
1179669,1.74,6.06,41,0.16909003,0.22440371,230.87535,0.12965943,0.79363585,0.054967001,1.4306872,3.0771518,10.73134,3.9744
1179677,1.74,6.54,48,0.17102116,0.237406,75.37114,0.17364964,0.68106842,0.018593,1.548592,3.0087357,12.509683,4.0427999
1179678,1.74,6.6,124,0.4197312,0.072798103,9.5215378,0.64912248,2.8773406,0.078593001,6.2305775,8.5119791,92.721054,123.9804
1179679,1.74,6.66,165,0.52951741,0.077925287,1.5399997,0.98090202,3.2729282,0.138593,6.7389317,9.2407207,184.31572,357.37561
1179680,1.74,6.72,129,0.51796919,0.072171427,356.92838,0.95788717,3.2733748,0.121111,7.2132449,9.4967337,122.50497,223.79761
1179681,1.74,6.78,74,0.25767818,0.15689923,313.72641,0.18789965,0.92828637,0.061110999,2.7213371,4.542902,26.598925,13.6656
1179682,1.74,6.84,47,0.15866844,0.25233701,278.46844,0.1888189,0.67452788,0.001111,1.3827271,2.8109927,12.182004,3.9384
1179683,1.74,6.9,12,0.052274629,0.28043735,20.084532,0.14678879,0.45266703,0.030053999,0.62152702,1.530497,2.2561636,0.59039998
1179684,1.74,6.96,23,0.0864482,0.19746153,235.31053,0.02700372,0.51342064,0.03187659,0.99184084,2.3455336,5.3043046,1.5984
1179686,1.74,7.08,40,0.16135186,0.1165909,128.01117,0.12317714,1.1009845,0.044693999,2.4802313,4.1702261,10.802931,4.3379998
1179687,1.74,7.14,46,0.19133076,0.13789067,174.51822,0.19956066,1.0901831,0.104694,2.3100867,4.1757059,15.560962,8.8920002
1179688,1.74,7.2,42,0.15718947,0.12833171,205.9603,0.13756378,1.0987842,0.059110999,2.3108358,3.9232836,12.916609,6.8256001
1179690,1.74,7.32,35,0.12239277,0.39309093,102.40812,0.12651387,0.50069445,0.016128,0.5221507,1.9780457,6.9112196,1.6848
1179691,1.74,7.38,33,0.12707287,0.17838278,111.2787,0.04817234,0.65050077,0.076127999,1.4465587,2.9919538,5.309341,1.0404
1179692,1.74,7.44,35,0.12567756,0.27630103,240.69357,0.044039503,0.44905922,0.086560003,0.82665533,2.3907962,5.959198,1.2528
1179693,1.74,7.5,34,0.12339076,0.38267791,257.46173,0.11768375,0.50380301,0.026559999,0.53323931,2.0129342,6.4744129,1.494
1179695,1.74,7.62,39,0.15441526,0.19771139,165.75494,0.26636705,1.0999002,0.047561999,1.6123886,3.1328111,14.291961,8.7587996
1179696,1.74,7.68,43,0.17943914,0.17459983,182.97633,0.29862911,1.0910436,0.101322,1.8836923,3.5936983,17.044601,11.6208
1179697,1.74,7.74,38,0.15645403,0.15037042,207.09866,0.21036504,1.1016477,0.041322,1.9444356,3.6159058,11.541303,5.652
1245187,1.8,4.98,41,0.15865372,0.2428181,102.34879,0.23566806,0.82138729,0.006728,1.2823856,2.8654282,10.308206,3.1392
1245188,1.8,5.04,42,0.16535561,0.34307504,104.02796,0.17960089,0.54263997,0.066728003,0.82235056,2.4610465,8.9923124,2.3724
1245189,1.8,5.1,47,0.188587,0.16198105,112.15347,0.13836721,0.96941197,0.114698,2.0737278,3.8249757,10.256551,3.1356001
1245190,1.8,5.16,70,0.25574258,0.082608081,124.45957,0.088625886,1.6276412,0.114698,4.3308711,6.2372789,25.706291,16.9776
1245191,1.8,5.22,74,0.27778849,0.16985893,190.74515,0.089400701,0.90936035,0.11577201,2.459897,4.5333357,25.261263,12.978
1245192,1.8,5.28,55,0.20474026,0.18871382,233.32985,0.1100602,0.90036809,0.114698,1.7143242,3.6923656,14.262294,5.5296001
1245193,1.8,5.34,46,0.17275502,0.32435361,255.73181,0.1458573,0.54519159,0.10413,0.91524982,2.5870862,10.407033,2.9303999
1245194,1.8,5.4,42,0.16320775,0.34788102,255.16364,0.20164678,0.52045786,0.044130001,0.81998056,2.4280632,10.733653,3.3336
1245202,1.8,5.88,41,0.16917029,0.19125342,141.701,0.1882382,0.84801251,0.038516998,1.6925418,3.3339751,11.906736,4.9643998
1245203,1.8,5.94,150,0.41525275,0.066053465,2.6684597,0.89552355,3.2084684,0.098517001,6.2920289,8.8881912,186.3627,374.46841
1245204,1.8,6,149,0.41619062,0.066085801,357.78098,0.89428264,3.208406,0.10567699,6.2803159,8.8960457,186.09438,374.39639
1245205,1.8,6.06,41,0.16837417,0.19161171,213.79077,0.18380038,0.84678036,0.054967001,1.6696646,3.32301,11.691246,4.7160001
1245213,1.8,6.54,48,0.15757968,0.19682544,115.44186,0.18642773,0.85720992,0.018593,1.7484894,3.1718631,13.616323,4.9320002
1245214,1.8,6.6,124,0.42287046,0.072377689,11.050914,0.56830424,2.8176637,0.063816279,6.2102571,8.5685282,86.715759,107.7264
1245215,1.8,6.66,166,0.53631943,0.075056881,1.6204699,0.9284662,3.2129428,0.093329668,6.8641124,9.4759216,178.03386,337.23001
1245216,1.8,6.72,134,0.52355915,0.08003895,356.79239,0.90595752,3.2133999,0.08033441,6.6738544,9.0664473,121.12704,213.7932
1245217,1.8,6.78,66,0.22720844,0.14585039,265.52469,0.14021885,0.97569406,0.055637196,2.6864705,4.4244914,20.92219,9.3059998
1245218,1.8,6.84,44,0.14734136,0.15675505,242.67299,0.2103737,1.0030253,0.001111,2.0844803,3.4368179,12.057833,4.2156
1245219,1.8,6.9,14,0.061176009,0.24214213,62.334377,0.062286932,0.39487156,0.030053999,0.72937673,1.7818056,2.2831867,0.49680001
1245220,1.8,6.96,24,0.083539523,0.19311151,200.26152,0.065022789,0.57298392,0.05353,1.063423,2.3315613,5.7378407,1.8072
1245222,1.8,7.08,51,0.18774462,0.10525195,133.05278,0.20195873,1.1594393,0.044693999,2.8676403,4.7344947,18.128601,9.6803999
1245223,1.8,7.14,56,0.22001775,0.12015354,161.20221,0.22581059,1.1500101,0.104694,2.7441359,4.7969532,20.811771,12.1716
1245224,1.8,7.2,54,0.20112479,0.10995571,173.30208,0.15006709,1.1575173,0.059124686,2.8164842,4.7943401,17.145905,8.6471996
1245225,1.8,7.26,35,0.12003965,0.18392442,48.024929,0.022692421,0.52865052,0.001272,1.6318712,2.8638322,7.6817789,2.1384001
1245226,1.8,7.32,47,0.15662311,0.27375004,128.74953,0.09345676,0.47121981,0.016178083,0.83167279,2.6813638,9.8242826,2.4696
1245227,1.8,7.38,46,0.15308183,0.27836567,159.32281,0.066908441,0.41602835,0.076138623,0.85498172,2.6288083,9.0021734,2.1240001
1245228,1.8,7.44,45,0.15241478,0.27546322,200.95975,0.067889914,0.42143911,0.086569346,0.888152,2.6368575,8.6790638,2.0195999
1245229,1.8,7.5,47,0.15457304,0.28105769,230.44054,0.095640533,0.47563183,0.026590442,0.80148512,2.6289001,9.8242826,2.4696
1245230,1.8,7.56,27,0.08029668,0.26582676,296.823,0.11850479,0.53264266,0.001272,1.0653778,1.9482934,6.0324283,1.7568001
1245231,1.8,7.62,58,0.19987747,0.13708711,184.63908,0.24378525,1.1584922,0.047579005,2.3791986,4.2804413,22.161917,13.3056
1245232,1.8,7.68,55,0.20965712,0.14445814,194.72397,0.30438721,1.1507607,0.101322,2.3679094,4.2705984,22.159258,14.382
1245233,1.8,7.74,51,0.18434487,0.13023609,213.36195,0.27220872,1.1609855,0.041322,2.421941,4.2174973,20.060545,11.9664
1310723,1.86,4.98,41,0.15861121,0.5967859,116.38974,0.25599244,0.53813475,0.006728,0.24615814,1.8275219,11.216444,3.5927999
1310724,1.86,5.04,41,0.16012932,0.58997357,124.28571,0.20505688,0.48733294,0.054698002,0.24305575,1.846818,9.6188517,2.6784
1310725,1.86,5.1,52,0.18574114,0.14028682,143.09801,0.21095547,1.0148828,0.054698002,2.3821914,4.0789704,15.569488,7.2684002
1310726,1.86,5.16,65,0.24148956,0.20055632,159.65877,0.19970085,0.97921222,0.054698002,2.0064149,3.8898776,21.327066,10.782
1310727,1.86,5.22,75,0.28396446,0.16782136,188.2852,0.12459979,0.96785617,0.056915715,2.4796107,4.6111932,26.854137,14.238
1310728,1.86,5.28,57,0.20662521,0.18556656,208.95999,0.18924925,0.98007214,0.054698002,1.785916,3.7406471,17.728224,8.3448
1310729,1.86,5.34,42,0.1635583,0.35283414,227.53854,0.18059829,0.68176478,0.054698002,0.78581864,2.413548,9.939024,2.8044
1310730,1.86,5.4,40,0.1607244,0.56156838,238.7825,0.22535685,0.50623029,0.044130001,0.31645015,1.8964636,11.017536,3.5711999
1310738,1.86,5.88,38,0.15408117,0.25162902,157.28947,0.27614233,0.90297067,0.038516998,1.158338,2.7739546,12.447767,5.8284001
1310739,1.86,5.94,152,0.42720816,0.062437795,3.1212914,0.82845688,3.1484878,0.04563722,6.5677767,9.2725868,183.07649,356.4324
1310740,1.86,6,152,0.42687675,0.062567398,357.43362,0.82891232,3.1484237,0.045732129,6.5374203,9.2593851,182.73074,356.04721
1310741,1.86,6.06,38,0.1543649,0.25690991,199.93269,0.27265221,0.90193623,0.045635,1.1365819,2.747823,12.447767,5.8284001
1310750,1.86,6.6,129,0.42522371,0.071250983,13.068199,0.48907283,2.7580178,0.0093513997,6.1479335,8.6600065,86.858818,104.3388
1310751,1.86,6.66,168,0.54736817,0.080682427,1.7256038,0.86671758,3.1529582,0.063510209,6.4666004,9.233263,172.79036,318.6684
1310752,1.86,6.72,138,0.53647101,0.078975864,356.53891,0.83859241,3.1534262,0.042151358,6.6686268,9.2391253,121.41206,210.20039
1310753,1.86,6.78,43,0.1475499,0.22461538,204.24396,0.28817657,1.0295827,0.00067441957,1.5429138,2.8731258,13.798146,6.6023998
1310755,1.86,6.9,16,0.063424222,0.17956823,129.21017,0.073512182,0.48406854,0.030053999,1.0083723,2.1067729,2.9757788,0.74879998
1310756,1.86,6.96,23,0.083081745,0.19114633,192.18494,0.10658851,0.63266802,0.05353,1.0996176,2.3370862,5.7881041,2.0016
1310758,1.86,7.08,43,0.18180647,0.1036155,149.04828,0.26835293,1.2182178,0.044693999,2.9280677,4.6956663,16.381559,9.9216003
1310759,1.86,7.14,53,0.21470934,0.11659334,167.98386,0.28266984,1.2098736,0.077613115,2.8451881,4.8105369,20.673109,12.9636
1310760,1.86,7.2,46,0.18625318,0.10238016,183.0479,0.24920329,1.216516,0.059110999,2.9570372,4.7813315,15.830339,9.0251999
1310762,1.86,7.32,43,0.14881173,0.25066882,150.96649,0.16979356,0.47471657,0.016128,1.0830621,2.7313247,9.7298031,2.6387999
1310763,1.86,7.38,41,0.15056764,0.27125403,169.7422,0.14054742,0.43538317,0.074620001,0.9950574,2.6410866,8.5857735,2.2068
1310764,1.86,7.44,41,0.14991508,0.27189481,190.41968,0.14022374,0.43198323,0.074620001,0.99111539,2.6322501,8.6969185,2.2788
1310765,1.86,7.5,41,0.15047333,0.26030603,208.48804,0.16251695,0.47949079,0.026559999,1.0378152,2.6952097,9.1558638,2.4660001
1310767,1.86,7.62,49,0.18223067,0.12479306,176.49582,0.34655303,1.2173791,0.047561999,2.5735881,4.2837138,20.973581,14.5476
1310768,1.86,7.68,49,0.19972196,0.13930848,189.33585,0.37551671,1.2105373,0.074620001,2.4642031,4.244525,21.622858,15.3612
1310769,1.86,7.74,46,0.18132557,0.12885264,203.92831,0.33751753,1.2200357,0.041322,2.5356963,4.2052112,19.14019,12.2652
1376263,1.92,5.22,86,0.30914003,0.16726722,191.49504,0.13789482,1.0268532,0.015733,2.8925779,4.8192244,31.021042,16.3368
1376275,1.92,5.94,148,0.39890206,0.058852006,3.8310034,0.86286736,3.0885081,0.00044999999,7.0553317,9.2290592,178.12807,338.47919
1376276,1.92,6,152,0.42138705,0.06096581,356.86819,0.81254143,3.0884426,0.0029790001,6.9619784,9.3197088,179.11034,338.76361
1376286,1.92,6.6,126,0.42382386,0.069713831,15.203751,0.42908683,2.6984072,0.002873,6.3581042,8.7405376,78.781219,88.419601
1376287,1.92,6.66,171,0.55945492,0.079253785,1.8702142,0.80472445,3.0929742,0.062872998,6.5443678,9.4184074,168.79886,301.6116
1376288,1.92,6.72,140,0.54782408,0.077488728,356.1033,0.77462196,3.0934539,0.041184999,6.6357532,9.42554,118.64114,198.7812
1376291,1.92,6.9,15,0.060939703,0.14177871,159.04788,0.16472989,0.69574714,0.030004,1.2957451,2.3240721,3.5832222,1.2096
1376292,1.92,6.96,23,0.092493936,0.094199814,205.08229,0.10532809,0.78271246,0.030897813,2.2113984,3.5126634,6.0243049,2.2895999
1376294,1.92,7.08,38,0.15694433,0.14528747,164.59592,0.362104,1.2772313,0.01462,2.1312099,3.6843739,15.656272,10.188
1376295,1.92,7.14,50,0.20312168,0.13156636,175.9772,0.33548599,1.2697635,0.025872691,2.4535577,4.4046421,20.259594,13.6908
1376296,1.92,7.2,34,0.14929573,0.12730671,188.31425,0.38693583,1.2757076,0.01462,2.3400702,3.8388662,13.686792,8.7192001
1376298,1.92,7.32,35,0.12186465,0.38602525,150.55525,0.24983232,0.51336402,0.01462,0.55509251,1.9917551,9.3170137,2.9484
1376299,1.92,7.38,39,0.12809078,0.21927479,168.51993,0.22424386,0.49229604,0.01462,1.2031069,2.7093775,9.7754927,2.9807999
1376300,1.92,7.44,38,0.12971596,0.22520809,189.22411,0.22201797,0.48929173,0.01462,1.175317,2.6903553,9.5741119,2.9556
1376301,1.92,7.5,35,0.12315453,0.37207407,207.89462,0.24601623,0.52025956,0.01462,0.59243149,2.0394611,9.3400326,2.9663999
1376303,1.92,7.62,42,0.15675022,0.20501715,172.10768,0.45518264,1.2764803,0.01462,1.6007696,3.099659,22.23283,18.0432
1376304,1.92,7.68,42,0.17735317,0.16178548,182.60281,0.46815991,1.2703573,0.01462,2.0602195,3.7115443,19.862755,14.9292
1376305,1.92,7.74,41,0.16391173,0.15415493,192.97618,0.41835988,1.2788591,0.01462,2.0837402,3.6553693,18.780792,13.1364
1441795,1.98,4.98,42,0.16497141,0.16104327,68.411469,0.33647302,1.1324512,0.006728,2.0273271,3.5878806,14.811963,6.9696002
1441796,1.98,5.04,44,0.1731161,0.22896294,61.020119,0.28965074,0.80080694,0.032278001,1.5164598,3.0824146,13.627312,5.7203999
1441797,1.98,5.1,48,0.18239205,0.21024232,50.377136,0.24753903,0.75339597,0.032278001,1.5837626,3.3017776,14.548612,6.0696001
1441798,1.98,5.16,66,0.25499952,0.1027279,32.973858,0.26428473,1.4529374,0.032278001,3.402262,5.5850925,24.754486,14.8284
1441799,1.98,5.22,83,0.30944079,0.12771276,171.76949,0.10925428,1.0861456,0.03590817,3.222949,5.5179348,31.506512,18.0396
1441800,1.98,5.28,46,0.18096147,0.18072727,349.74548,0.15141432,0.61309963,0.032278001,1.8024775,3.5472038,11.485967,3.6575999
1441801,1.98,5.34,40,0.16367012,0.24939637,324.05536,0.18229456,0.669595,0.032278001,1.248616,2.8717365,9.9647379,3.1536
1441802,1.98,5.4,38,0.14877459,0.26841947,305.58853,0.22925618,0.71428609,0.032278001,1.1220555,2.6391394,10.724085,3.816
1441804,1.98,5.52,27,0.11882666,0.31959277,58.485008,0.18967646,0.6138463,0.047633,0.85109597,2.1615407,6.4318089,2.0195999
