Ref,x,y,Connectivity,Point First Moment,Point Second Moment,Visual Step Depth
1310765,1.86,7.5,41,9.1558638,2.4660001,5
1310767,1.86,7.62,49,20.973581,14.5476,4
1310768,1.86,7.68,49,21.622858,15.3612,4
1310769,1.86,7.74,46,19.14019,12.2652,4
1376263,1.92,5.22,86,31.021042,16.3368,3
1376275,1.92,5.94,148,178.12807,338.47919,2
1376276,1.92,6,152,179.11034,338.76361,2
1376286,1.92,6.6,126,78.781219,88.419601,2
1376287,1.92,6.66,171,168.79886,301.6116,2
1376288,1.92,6.72,140,118.64114,198.7812,2
1376291,1.92,6.9,15,3.5832222,1.2096,4
1376292,1.92,6.96,23,6.0243049,2.2895999,4
1376294,1.92,7.08,38,15.656272,10.188,4
1376295,1.92,7.14,50,20.259594,13.6908,4
1376296,1.92,7.2,34,13.686792,8.7192001,4
1376298,1.92,7.32,35,9.3170137,2.9484,5
1376299,1.92,7.38,39,9.7754927,2.9807999,5
1376300,1.92,7.44,38,9.5741119,2.9556,5
1376301,1.92,7.5,35,9.3400326,2.9663999,5
1376303,1.92,7.62,42,22.23283,18.0432,4
1376304,1.92,7.68,42,19.862755,14.9292,4
1376305,1.92,7.74,41,18.780792,13.1364,4
1441795,1.98,4.98,42,14.811963,6.9696002,3
1441796,1.98,5.04,44,13.627312,5.7203999,3
1441797,1.98,5.1,48,14.548612,6.0696001,3
1441798,1.98,5.16,66,24.754486,14.8284,2
1441799,1.98,5.22,83,31.506512,18.0396,3
1441800,1.98,5.28,46,11.485967,3.6575999,3
1441801,1.98,5.34,40,9.9647379,3.1536,3
1441802,1.98,5.4,38,10.724085,3.816,3
1441804,1.98,5.52,27,6.4318089,2.0195999,3
1441805,1.98,5.58,30,6.7410984,2.0987999,3
1441806,1.98,5.64,29,5.9658265,1.62,3
1441807,1.98,5.7,30,6.7607646,2.0592,3
1441808,1.98,5.76,30,8.4844913,3.4308,3
1441810,1.98,5.88,32,8.8768864,3.3011999,3
1441811,1.98,5.94,156,176.15984,322.4592,2
1441812,1.98,6,156,175.91922,322.29721,2
1441813,1.98,6.06,35,10.021538,3.7692001,3
1441815,1.98,6.18,30,8.3476334,3.1212001,3
1441816,1.98,6.24,33,8.1012335,2.7756,3
1441817,1.98,6.3,34,7.5594859,2.2356,3
1441818,1.98,6.36,34,7.5441227,2.2104001,3
1441819,1.98,6.42,32,8.0990763,2.8548,3
1441820,1.98,6.48,29,7.704061,2.6963999,3
1441821,1.98,6.54,67,27.049288,16.246799,3
1441822,1.98,6.6,130,78.889435,85.921204,2
1441823,1.98,6.66,170,163.95897,285.29999,2
1441824,1.98,6.72,145,120.13341,195.7968,2
1441825,1.98,6.78,100,50.90815,40.413601,2
1441826,1.98,6.84,57,19.419422,8.2728004,3
1441827,1.98,6.9,10,1.5147922,0.28080001,4
1441828,1.98,6.96,35,10.696127,4.5503998,3
1441830,1.98,7.08,12,1.6031204,0.2412,4
1441831,1.98,7.14,49,21.367994,15.5196,4
1441832,1.98,7.2,14,2.3034747,0.46439999,4
1507331,2.04,4.98,64,49.220528,65.678398,3
1507332,2.04,5.04,66,46.686073,60.444,3
1507333,2.04,5.1,71,42.593952,48.128399,3
1507334,2.04,5.16,87,44.421364,38.5452,2
1507335,2.04,5.22,93,43.760403,32.0868,3
1507336,2.04,5.28,64,20.231253,9.3275995,3
1507337,2.04,5.34,53,14.860006,5.5008001,3
1507338,2.04,5.4,45,11.621188,3.744,3
1507340,2.04,5.52,55,28.922577,26.8452,3
1507341,2.04,5.58,54,22.714481,15.354,3
1507342,2.04,5.64,49,16.946087,8.6255999,3
1507343,2.04,5.7,44,13.719077,6.2171998,3
1507344,2.04,5.76,41,12.952449,6.1343999,3
1507346,2.04,5.88,55,23.634575,16.5888,3
1507347,2.04,5.94,180,185.73578,315.48239,2
1507348,2.04,6,179,184.64673,314.34839,2
1507349,2.04,6.06,57,20.97859,11.9088,3
1507351,2.04,6.18,45,15.459312,8.4203997,3
1507352,2.04,6.24,47,15.189595,7.6536002,3
1507353,2.04,6.3,52,18.216921,9.6155996,3
1507354,2.04,6.36,54,21.106262,13.5108,3
1507355,2.04,6.42,56,24.927052,19.670401,3
1507356,2.04,6.48,43,22.821665,20.6856,3
1507357,2.04,6.54,72,23.138405,9.2195997,3
1507358,2.04,6.6,138,73.422028,63.568802,2
1507359,2.04,6.66,187,169.39799,276.59161,2
1507360,2.04,6.72,160,129.36334,198.54359,2
1507361,2.04,6.78,128,69.484528,56.368801,2
1507362,2.04,6.84,79,42.980217,39.790798,3
1507363,2.04,6.9,29,6.9863768,2.2428,3
1507364,2.04,6.96,40,11.848139,4.8635998,3
1507366,2.04,7.08,21,3.6519945,0.90719998,3
1507367,2.04,7.14,55,26.086485,19.3932,3
1507368,2.04,7.2,28,9.5255537,5.2164001,3
1572867,2.1,4.98,70,55.213501,72.554398,3
1572868,2.1,5.04,75,55.013798,70.218002,3
1572869,2.1,5.1,80,54.099472,65.386803,3
1572870,2.1,5.16,103,64.161636,69.0588,2
1572871,2.1,5.22,109,69.411514,72.989998,3
1572872,2.1,5.28,90,51.546482,53.071201,3
1572873,2.1,5.34,86,50.149494,50.6772,3
1572874,2.1,5.4,81,46.579044,45.698399,3
1572875,2.1,5.46,85,46.596893,42.829201,3
1572876,2.1,5.52,78,43.315811,39.023998,3
1572877,2.1,5.58,75,40.807972,35.604,3
1572878,2.1,5.64,74,40.239361,34.142399,3
1572879,2.1,5.7,75,39.687675,32.040001,3
1572880,2.1,5.76,74,38.361061,29.667601,3
1572881,2.1,5.82,79,38.873875,28.0728,3
1572882,2.1,5.88,85,40.918324,28.3608,3
1572883,2.1,5.94,207,202.10768,317.51999,2
1572884,2.1,6,209,202.67136,317.4624,2
1572885,2.1,6.06,87,41.194454,27.579599,3
1572886,2.1,6.12,81,39.055046,26.9352,3
1572887,2.1,6.18,78,38.360989,27.547199,3
1572888,2.1,6.24,75,37.772804,28.5408,3
1572889,2.1,6.3,75,38.397617,30.1752,3
1572890,2.1,6.36,75,39.012642,31.878,3
1572891,2.1,6.42,75,40.143276,34.217999,3
1572892,2.1,6.48,88,46.108681,38.833199,3
1572893,2.1,6.54,116,58.537544,46.720798,3
1572894,2.1,6.6,171,99.286758,85.139999,2
1572895,2.1,6.66,218,200.75343,310.68359,2
1572896,2.1,6.72,187,156.40666,228.56039,2
1572897,2.1,6.78,148,89.900253,84.9384,2
1572898,2.1,6.84,106,61.419292,62.661598,3
1572899,2.1,6.9,72,50.021473,59.000401,3
1572900,2.1,6.96,79,56.409706,66.582001,3
1572901,2.1,7.02,67,52.239323,68.259598,3
1572902,2.1,7.08,66,54.196758,73.724403,3
1572903,2.1,7.14,89,75.078751,95.072403,3
1572904,2.1,7.2,64,56.667931,79.786797,3
1638403,2.16,4.98,46,17.466497,9.3744001,3
1638404,2.16,5.04,47,15.893607,7.7220001,3
1638405,2.16,5.1,46,12.794958,4.8996,3
1638406,2.16,5.16,66,22.6187,11.97,3
1638407,2.16,5.22,88,41.038307,30.312,2
1638408,2.16,5.28,51,13.075254,4.2912002,3
1638409,2.16,5.34,44,11.515913,3.8196001,3
1638410,2.16,5.4,40,11.342495,4.1148,3
1638412,2.16,5.52,26,6.3210087,2.0339999,3
1638413,2.16,5.58,31,6.8437018,1.9872,3
1638414,2.16,5.64,33,7.6999364,2.4372001,3
1638415,2.16,5.7,36,9.9225407,3.9312,3
1638416,2.16,5.76,33,11.093363,5.2308002,3
1638418,2.16,5.88,36,11.276443,4.7124,3
1638419,2.16,5.94,160,166.98351,278.64359,2
1638420,2.16,6,161,166.91928,278.4816,2
1638421,2.16,6.06,39,11.588741,4.5827999,3
1638423,2.16,6.18,30,8.7221851,3.5208001,3
1638424,2.16,6.24,34,8.6569242,3.0204,3
1638425,2.16,6.3,33,7.5476041,2.358,3
1638426,2.16,6.36,36,8.3962994,2.592,3
1638427,2.16,6.42,37,9.801815,3.5064001,3
1638428,2.16,6.48,28,7.1058073,2.3436,3
1638429,2.16,6.54,61,20.068542,8.2187996,3
1638430,2.16,6.6,125,61.374485,43.387199,2
1638431,2.16,6.66,178,160.30135,254.63161,2
1638432,2.16,6.72,148,119.16025,179.56441,2
1638433,2.16,6.78,90,33.028294,16.2684,3
1638434,2.16,6.84,60,20.406393,8.6724005,3
1638435,2.16,6.9,17,3.9237287,1.1664,4
1638436,2.16,6.96,31,11.671931,6.0623999,3
1638438,2.16,7.08,18,4.0969009,1.3068,4
1638439,2.16,7.14,42,24.311827,22.017599,4
1638440,2.16,7.2,23,6.3153524,2.4335999,4
1703943,2.22,5.22,99,45.281601,32.385601,2
1703955,2.22,5.94,150,160.83282,264.5928,2
1703956,2.22,6,149,160.1843,264.1788,2
1703966,2.22,6.6,122,59.44915,40.593601,2
1703967,2.22,6.66,172,155.06679,241.4556,2
1703968,2.22,6.72,150,118.01656,171.79201,2
1703969,2.22,6.78,66,25.802507,13.68,3
1769475,2.28,4.98,40,11.053485,3.6036,3
1769476,2.28,5.04,40,9.5035219,2.7,3
1769477,2.28,5.1,41,8.8650446,2.2788,3
1769478,2.28,5.16,52,12.527818,4.2156,2
1769479,2.28,5.22,90,41.167248,31.0716,2
1769480,2.28,5.28,88,53.858791,51.170399,2
1769481,2.28,5.34,89,55.679035,52.369202,2
1769482,2.28,5.4,53,20.574198,11.358,2
1769490,2.28,5.88,33,10.036185,4.6655998,2
1769491,2.28,5.94,150,156.78874,252.0072,2
1769492,2.28,6,149,156.05881,251.4744,2
1769493,2.28,6.06,35,11.131083,5.3316002,2
1769502,2.28,6.6,116,57.021984,38.336399,2
1769503,2.28,6.66,177,154.73392,231.3828,2
1769504,2.28,6.72,148,118.60825,169.18559,2
1835011,2.34,4.98,40,10.133133,3.1392,3
1835012,2.34,5.04,43,9.7739773,2.8908,3
1835013,2.34,5.1,44,8.5216122,2.016,3
1835014,2.34,5.16,49,9.3402662,2.1276,3
1835015,2.34,5.22,84,39.384121,32.1264,2
1835016,2.34,5.28,96,52.707397,46.659599,2
1835017,2.34,5.34,93,54.260471,48.4272,2
1835018,2.34,5.4,48,14.75246,6.1848001,2
1835026,2.34,5.88,34,8.7168522,3.4056001,2
1835027,2.34,5.94,149,155.06688,245.27161,2
1835028,2.34,6,147,151.9951,239.6088,2
1835029,2.34,6.06,37,10.5525,4.7160001,2
1835031,2.34,6.18,44,12.740703,4.4496002,3
1835032,2.34,6.24,47,13.456369,5.0544,2
1835033,2.34,6.3,55,18.966185,9.6408005,2
1835034,2.34,6.36,60,23.412691,13.6296,2
1835035,2.34,6.42,60,24.050533,13.9644,2
1835036,2.34,6.48,49,16.560606,7.3044,2
1835037,2.34,6.54,50,17.088333,7.9776001,2
1835038,2.34,6.6,121,59.598015,40.316399,2
1835039,2.34,6.66,173,152.23744,221.634,2
1835040,2.34,6.72,149,119.5425,165.7872,2
1835041,2.34,6.78,69,25.868835,14.526,2
1835042,2.34,6.84,44,13.310263,5.3243999,2
1900547,2.4,4.98,41,10.100955,3.0599999,3
1900548,2.4,5.04,44,9.6315632,2.6856,3
1900549,2.4,5.1,45,8.9319487,2.3148,3
1900550,2.4,5.16,51,10.566409,3.0348001,3
1900551,2.4,5.22,78,36.707558,31.6224,2
1900552,2.4,5.28,96,49.886806,41.878799,2
1900553,2.4,5.34,99,54.516766,45.597599,2
1900554,2.4,5.4,45,12.185627,4.3632002,2
1900556,2.4,5.52,40,11.053485,3.6036,3
1900557,2.4,5.58,41,10.512606,3.2832,3
1900558,2.4,5.64,41,10.203447,3.132,3
1900559,2.4,5.7,45,13.708014,5.8895998,2
1900560,2.4,5.76,45,14.756952,6.4439998,2
1900562,2.4,5.88,33,6.8433256,1.8036,3
1900563,2.4,5.94,148,153.26486,238.4388,2
1900564,2.4,6,146,148.99811,229.3344,2
1900565,2.4,6.06,36,8.3276434,2.6603999,2
1900567,2.4,6.18,44,11.305042,3.6647999,2
1900568,2.4,6.24,46,10.906982,3.4128001,3
1900569,2.4,6.3,54,15.896722,7.3224001,2
1900570,2.4,6.36,60,20.703203,11.2284,2
1900571,2.4,6.42,60,21.407843,11.5632,2
1900572,2.4,6.48,46,12.823995,4.6259999,2
1900573,2.4,6.54,55,16.991093,6.7536001,2
1900574,2.4,6.6,114,56.076244,38.080799,2
1900575,2.4,6.66,175,152.22437,213.786,2
1900576,2.4,6.72,147,117.76266,158.85719,2
1900577,2.4,6.78,79,29.813395,15.6816,2
1900578,2.4,6.84,48,13.036076,4.4172001,3
1966083,2.46,4.98,43,11.567228,3.8592,3
1966084,2.46,5.04,43,9.9405975,2.9916,3
1966085,2.46,5.1,46,9.762763,2.6819999,3
1966086,2.46,5.16,50,11.22302,3.5064001,3
1966087,2.46,5.22,72,34.926826,32.209202,3
1966088,2.46,5.28,97,48.07534,37.799999,2
1966089,2.46,5.34,102,53.389446,41.806801,2
1966090,2.46,5.4,45,12.130289,4.1076002,3
1966092,2.46,5.52,40,9.5035219,2.7,3
1966093,2.46,5.58,41,8.7990894,2.3399999,3
1966094,2.46,5.64,45,11.417988,4.4496002,2
1966095,2.46,5.7,46,12.126117,4.6511998,2
1966096,2.46,5.76,48,15.699709,7.6968002,2
1966098,2.46,5.88,32,6.6036167,1.7819999,3
1966099,2.46,5.94,150,153.69638,233.3808,2
1966100,2.46,6,145,146.28185,219.978,2
1966101,2.46,6.06,34,7.1728263,1.962,3
1966103,2.46,6.18,43,9.5936441,2.5632,3
1966104,2.46,6.24,44,8.7258873,2.1924,3
1966105,2.46,6.3,53,13.602777,5.6268001,2
1966106,2.46,6.36,60,18.589895,9.2664003,2
1966107,2.46,6.42,60,19.341885,9.6012001,2
1966108,2.46,6.48,44,10.517823,3.1284001,2
1966109,2.46,6.54,55,17.072453,6.9443998,3
1966110,2.46,6.6,107,52.978531,36.795601,2
1966111,2.46,6.66,177,152.56429,206.8092,2
1966112,2.46,6.72,148,118.156,154.9368,2
1966113,2.46,6.78,83,33.752243,19.537201,2
1966114,2.46,6.84,51,14.285259,5.0256,3
2031619,2.52,4.98,42,12.253163,4.3596001,3
2031620,2.52,5.04,43,11.096627,3.5783999,3
2031621,2.52,5.1,45,10.726377,3.1788001,3
2031622,2.52,5.16,51,14.715778,6.3576002,3
2031623,2.52,5.22,68,34.851208,32.922001,3
2031624,2.52,5.28,101,48.867111,35.726398,2
2031625,2.52,5.34,103,51.649612,37.735199,2
2031626,2.52,5.4,44,12.882878,4.5971999,3
2031628,2.52,5.52,40,8.4323788,2.0915999,3
2031629,2.52,5.58,41,7.6020007,1.6992,3
2031630,2.52,5.64,47,10.954588,3.9995999,2
2031631,2.52,5.7,50,13.842054,6.2244,2
2031632,2.52,5.76,49,14.97607,7.1064,2
2031634,2.52,5.88,32,7.4892764,2.4012001,3
2031635,2.52,5.94,151,153.66971,228.132,2
2031636,2.52,6,146,145.18411,212.39639,2
2031637,2.52,6.06,32,7.4892764,2.4012001,3
2031639,2.52,6.18,42,8.7390461,2.1168001,3
2031640,2.52,6.24,45,8.8083324,2.2284,2
2031641,2.52,6.3,51,11.212781,3.6791999,2
2031642,2.52,6.36,60,17.10887,7.7435999,2
2031643,2.52,6.42,60,17.888472,8.0783997,2
2031644,2.52,6.48,40,8.4901161,2.0843999,3
2031645,2.52,6.54,60,22.560558,11.8296,3
2031646,2.52,6.6,102,52.469894,38.854801,2
2031647,2.52,6.66,184,157.59004,206.4456,2
2031648,2.52,6.72,143,103.56388,115.452,2
2031649,2.52,6.78,81,37.126884,25.437599,3
2031650,2.52,6.84,51,16.12886,6.75,3
2097160,2.58,5.28,83,44.168148,32.338799,2
2097161,2.58,5.34,96,48.938675,34.127998,2
2097164,2.58,5.52,42,8.4678097,1.9764,3
2097165,2.58,5.58,47,10.186308,3.2219999,2
2097166,2.58,5.64,51,12.606325,5.0472002,2
2097167,2.58,5.7,51,13.309381,5.6592002,2
2097168,2.58,5.76,48,12.042513,4.1399999,3
2097170,2.58,5.88,32,9.5874786,4.2876,3
2097171,2.58,5.94,152,152.47575,220.2948,2
2097172,2.58,6,147,144.34734,205.6248,2
2097173,2.58,6.06,35,11.777273,6.1524,3
2097175,2.58,6.18,42,8.9421606,2.214,3
2097176,2.58,6.24,43,7.9252863,1.728,3
2097177,2.58,6.3,48,9.3248625,2.358,2
2097178,2.58,6.36,60,16.26301,6.6599998,2
2097179,2.58,6.42,61,17.548016,7.2396002,2
2097180,2.58,6.48,38,8.3630781,2.1059999,3
2097182,2.58,6.6,94,52.607029,42.264,3
2097183,2.58,6.66,191,160.18559,203.14799,2
2097184,2.58,6.72,127,78.155464,72.540001,2
2097185,2.58,6.78,78,40.374691,30.1968,3
2162690,2.64,4.92,38,17.806026,13.7952,2
2162691,2.64,4.98,44,20.486118,14.4972,2
2162692,2.64,5.04,37,13.263882,7.1388001,2
2162693,2.64,5.1,22,4.8472691,1.4687999,2
2162696,2.64,5.28,81,41.439739,28.652399,2
2162697,2.64,5.34,89,44.441547,29.905199,2
2162700,2.64,5.52,46,10.652549,3.2939999,2
2162701,2.64,5.58,55,13.835718,5.1444001,2
2162702,2.64,5.64,54,12.772644,4.5503998,2
2162703,2.64,5.7,49,10.80206,3.3155999,3
2162704,2.64,5.76,49,12.201644,4.0679998,3
2162707,2.64,5.94,147,150.17476,213.0264,2
2162708,2.64,6,146,143.51025,199.6884,2
2162711,2.64,6.18,40,9.1953478,2.484,3
2162712,2.64,6.24,42,8.3998051,2.0123999,3
2162713,2.64,6.3,45,8.7845497,2.0987999,2
2162714,2.64,6.36,60,16.028044,6.0156002,2
2162715,2.64,6.42,61,17.242579,6.5412002,2
2162718,2.64,6.6,84,54.305687,47.347198,3
2162719,2.64,6.66,206,165.82787,201.7224,2
2162720,2.64,6.72,81,45.149109,35.708401,3
2228226,2.7,4.92,32,9.2123442,4.0139999,3
2228227,2.7,4.98,39,13.523358,8.1935997,2
2228228,2.7,5.04,49,21.154442,14.9148,2
2228229,2.7,5.1,57,23.442327,13.4532,2
2228230,2.7,5.16,101,49.900135,30.0744,2
2228231,2.7,5.22,101,43.932716,24.624001,2
2228232,2.7,5.28,122,52.448719,30.448799,2
2228233,2.7,5.34,122,52.95298,30.9636,2
2228234,2.7,5.4,91,46.67588,36.900002,2
2228236,2.7,5.52,63,17.387878,6.1451998,2
2228237,2.7,5.58,56,12.926679,3.8016,3
2228238,2.7,5.64,56,13.090957,4.1184001,3
2228239,2.7,5.7,57,14.729432,5.3532,3
2228240,2.7,5.76,54,15.668307,6.4871998,3
2228243,2.7,5.94,149,151.10277,209.6208,2
2228244,2.7,6,146,142.95898,194.8716,2
2228247,2.7,6.18,39,10.313151,3.168,3
2228248,2.7,6.24,40,9.4525146,2.664,3
2228249,2.7,6.3,42,9.1682854,2.4300001,3
2228250,2.7,6.36,60,16.353504,5.8104,2
2228251,2.7,6.42,59,17.127464,6.2351999,2
2228253,2.7,6.54,112,76.260658,76.186798,2
2228254,2.7,6.6,118,86.391327,97.419601,2
2228255,2.7,6.66,204,164.16039,197.3844,2
2228256,2.7,6.72,141,98.076141,113.6628,2
2228257,2.7,6.78,112,77.911964,83.318398,2
2228258,2.7,6.84,104,65.551437,60.4548,2
2293762,2.76,4.92,38,14.234613,8.7192001,3
2293763,2.76,4.98,40,13.750512,7.9920001,3
2293764,2.76,5.04,43,13.595347,7.2072001,3
2293765,2.76,5.1,52,17.816936,9.8388004,2
2293766,2.76,5.16,126,54.974342,31.625999,2
2293767,2.76,5.22,116,47.972801,25.722,2
2293768,2.76,5.28,129,52.867149,28.810801,2
2293769,2.76,5.34,132,54.70768,29.9088,2
2293770,2.76,5.4,110,47.750366,31.8384,2
2293771,2.76,5.46,85,26.166336,9.6660004,2
2293772,2.76,5.52,64,17.271948,5.7059999,3
2293773,2.76,5.58,60,15.74952,5.2343998,3
2293774,2.76,5.64,59,15.821261,5.6304002,3
2293775,2.76,5.7,57,16.026438,6.1848001,3
2293776,2.76,5.76,55,16.525574,6.8327999,3
2293777,2.76,5.82,52,17.628595,8.0712004,3
2293778,2.76,5.88,33,12.920287,7.092,3
2293779,2.76,5.94,181,166.22073,215.298,2
2293780,2.76,6,172,157.2627,201.8268,2
2293786,2.76,6.36,56,16.402996,5.8968,2
2293787,2.76,6.42,56,16.748941,6.0984001,2
2293789,2.76,6.54,114,70.19857,65.970001,2
2293790,2.76,6.6,126,84.047081,89.190002,2
2293791,2.76,6.66,201,162.07845,193.7124,2
2293792,2.76,6.72,160,115.83663,131.4864,2
2293793,2.76,6.78,118,74.323647,75.625198,2
2293794,2.76,6.84,103,57.004597,46.864799,2
2359297,2.82,4.86,9,2.3497367,0.77039999,2
2359298,2.82,4.92,30,8.122694,3.4956,3
2359299,2.82,4.98,27,5.0642443,1.4004,3
2359300,2.82,5.04,25,3.8127248,0.74519998,3
2359301,2.82,5.1,21,3.0328965,0.50400001,3
2359302,2.82,5.16,118,56.420395,34.981201,2
2359303,2.82,5.22,122,49.847183,26.8452,2
2359304,2.82,5.28,136,53.176067,27.306,2
2359305,2.82,5.34,131,52.394878,28.281601,2
2359306,2.82,5.4,106,44.387985,28.3608,2
2359308,2.82,5.52,46,12.634668,4.1076002,3
2359309,2.82,5.58,50,12.990975,4.0320001,3
2359310,2.82,5.64,51,13.457903,4.3955998,3
2359311,2.82,5.7,52,15.073368,5.6195998,3
2359312,2.82,5.76,51,16.526293,6.7859998,3
2359315,2.82,5.94,167,156.92601,205.452,2
2359316,2.82,6,167,152.02605,194.64481,2
2359322,2.82,6.36,48,15.017098,5.7347999,2
2359323,2.82,6.42,53,16.526417,6.2136002,2
2359325,2.82,6.54,113,63.434078,55.368,2
2359326,2.82,6.6,132,81.752289,81.882004,2
2359327,2.82,6.66,200,159.66379,189.73441,2
2359328,2.82,6.72,165,120.27106,137.5596,2
2359329,2.82,6.78,123,72.176659,69.706802,2
2359330,2.82,6.84,106,53.472172,40.41,2
2359331,2.82,6.9,44,13.092675,4.6440001,2
2359332,2.82,6.96,44,12.155351,4.158,2
2359333,2.82,7.02,45,12.319215,4.23,2
2359334,2.82,7.08,49,14.967509,5.8284001,2
2359335,2.82,7.14,48,15.81337,6.5303998,2
2424833,2.88,4.86,9,1.8741641,0.52560002,2
2424834,2.88,4.92,23,4.8429227,1.2492,3
2424835,2.88,4.98,22,3.8070009,0.7992,3
2424836,2.88,5.04,21,3.3650749,0.6336,3
2424837,2.88,5.1,19,3.365299,0.68400002,3
2424838,2.88,5.16,139,71.251221,47.826,2
2424839,2.88,5.22,140,65.221024,40.5648,2
2424840,2.88,5.28,156,67.635628,38.591999,2
2424841,2.88,5.34,153,64.255203,35.942402,2
2424842,2.88,5.4,105,42.493576,25.686001,2
2424844,2.88,5.52,89,36.102016,17.802,2
2424845,2.88,5.58,84,31.44108,14.1444,2
2424846,2.88,5.64,67,27.11664,13.392,2
2424847,2.88,5.7,87,34.22543,16.686001,2
2424848,2.88,5.76,106,40.616634,19.007999,2
2424849,2.88,5.82,116,44.251881,20.534401,2
2424850,2.88,5.88,128,55.503937,31.8276,2
2424851,2.88,5.94,253,197.8775,228.6936,2
2424852,2.88,6,250,196.52267,225.63361,2
2424853,2.88,6.06,136,70.138283,49.406399,2
2424854,2.88,6.12,132,71.765724,53.456402,2
2424855,2.88,6.18,131,76.867683,60.962399,1
2424856,2.88,6.24,128,82.008728,69.501602,1
2424858,2.88,6.36,47,15.413654,6.3000002,2
2424859,2.88,6.42,51,16.883871,6.8112001,2
2424861,2.88,6.54,114,57.620609,44.247601,2
2424862,2.88,6.6,135,77.786865,72.604797,2
2424863,2.88,6.66,201,157.54086,185.562,2
2424864,2.88,6.72,169,120.60591,135.9864,2
2424865,2.88,6.78,122,65.437309,57.891602,2
2424866,2.88,6.84,105,47.372051,31.867201,2
2424867,2.88,6.9,44,11.30101,3.51,2
2424868,2.88,6.96,44,10.254073,3.0239999,2
2424869,2.88,7.02,48,11.86479,3.9275999,2
2424870,2.88,7.08,48,12.636165,4.4784002,2
2424871,2.88,7.14,50,14.797247,5.6016002,2
2490368,2.94,4.8,16,4.0480022,1.4579999,2
2490369,2.94,4.86,12,1.9087535,0.4104,2
2490370,2.94,4.92,67,40.407692,33.832802,1
2490371,2.94,4.98,61,28.288059,19.08,1
2490372,2.94,5.04,45,13.212873,5.1012001,1
2490373,2.94,5.1,41,12.532143,5.0219998,1
2490374,2.94,5.16,166,97.213074,77.864403,2
2490375,2.94,5.22,178,94.881409,70.811996,2
2490376,2.94,5.28,197,98.601631,67.460403,2
2490377,2.94,5.34,204,100.69051,67.082397,2
2490378,2.94,5.4,194,96.206047,65.646004,2
2490379,2.94,5.46,175,82.46701,51.714001,1
2490380,2.94,5.52,151,67.152809,38.854801,1
2490381,2.94,5.58,149,64.527229,35.5644,1
2490382,2.94,5.64,154,65.585999,35.265598,1
2490383,2.94,5.7,152,65.091141,35.521198,1
2490384,2.94,5.76,152,65.7911,36.763199,1
2490385,2.94,5.82,150,64.96701,37.206001,1
2490386,2.94,5.88,151,67.148422,40.273201,1
2490387,2.94,5.94,272,210.71191,238.8024,1
2490388,2.94,6,263,204.13817,231.2028,1
2490389,2.94,6.06,146,74.530136,53.830799,1
2490390,2.94,6.12,142,77.008156,59.162399,1
2490391,2.94,6.18,139,81.720932,66.884399,1
2490392,2.94,6.24,137,87.502579,75.7836,1
2490394,2.94,6.36,53,18.750523,8.3484001,2
2490395,2.94,6.42,52,17.661966,7.5167999,2
2490397,2.94,6.54,114,52.486736,35.992802,2
2490398,2.94,6.6,140,77.065651,68.122803,2
2490399,2.94,6.66,196,150.13887,175.9608,2
2490400,2.94,6.72,172,121.81192,136.5192,2
2490401,2.94,6.78,131,65.70813,53.265598,2
2490402,2.94,6.84,109,47.180645,29.246401,2
2490403,2.94,6.9,44,9.9877882,2.7,2
2490404,2.94,6.96,47,10.081197,2.7684,2
2490405,2.94,7.02,51,11.942019,3.8484001,2
2490406,2.94,7.08,53,13.172669,4.4028001,2
2490407,2.94,7.14,52,14.127605,4.9428,2
2555904,3,4.8,113,114.75256,147.8484,1
2555905,3,4.86,128,112.55554,136.746,1
2555906,3,4.92,129,108.51051,126.8208,1
2555907,3,4.98,133,105.8757,117.936,0
2555908,3,5.04,141,103.41446,108.5796,1
2555909,3,5.1,152,102.54672,100.5624,1
2555910,3,5.16,194,112.48956,97.826401,1
2555911,3,5.22,201,111.06451,91.180801,1
2555912,3,5.28,213,113.42589,87.400803,1
2555913,3,5.34,217,113.41874,85.640404,1
2555914,3,5.4,209,106.44254,78.098396,1
2555915,3,5.46,200,96.177391,66.254402,1
2555916,3,5.52,182,85.889549,56.980801,1
2555917,3,5.58,170,78.103844,50.594398,1
2555918,3,5.64,166,75.356934,48.409199,1
2555919,3,5.7,162,72.513412,44.8848,1
2555920,3,5.76,160,70.483955,42.624001,1
2555921,3,5.82,158,69.267647,41.493599,1
2555922,3,5.88,157,69.784721,42.84,1
2555923,3,5.94,275,210.89493,237.76199,1
2555924,3,6,269,205.83649,231.2892,1
2555925,3,6.06,152,75.215828,53.470798,1
2555926,3,6.12,146,76.673302,58.118401,1
2555927,3,6.18,142,80.163994,64.850403,1
2555928,3,6.24,138,85.147095,73.180801,1
2555930,3,6.36,68,23.511997,10.1736,2
2555931,3,6.42,82,33.081745,16.4268,2
2555933,3,6.54,116,47.585194,27.8064,2
2555934,3,6.6,148,78.245361,64.940399,2
2555935,3,6.66,211,159.17799,181.50481,2
2555936,3,6.72,197,143.13062,158.0724,2
2555937,3,6.78,162,91.699532,79.664398,2
2555938,3,6.84,138,74.272415,63.547199,2
2555939,3,6.9,44,9.1888189,2.214,2
2555940,3,6.96,57,12.991263,3.8088,2
2555941,3,7.02,56,12.357441,3.5748,2
2555942,3,7.08,55,12.636369,3.7728,2
2555943,3,7.14,56,16.929686,9.0324001,2
2621440,3.06,4.8,126,123.42212,155.7144,1
