Ref,x,y,Connectivity,Point First Moment,Point Second Moment,Visual Step Depth
4063261,4.38,6.54,143,84.418144,72.687599,2
4063262,4.38,6.6,161,109.33482,124.4016,2
4063263,4.38,6.66,197,193.22127,338.28119,2
4063264,4.38,6.72,168,140.56584,226.62,2
4063265,4.38,6.78,154,97.282051,100.8936,2
4063266,4.38,6.84,145,85.875633,74.106003,2
4128771,4.44,4.98,46,12.875857,4.5,3
4128772,4.44,5.04,50,12.75587,4.2624002,3
4128773,4.44,5.1,52,12.559787,4.1364002,3
4128774,4.44,5.16,84,36.756081,28.6884,2
4128775,4.44,5.22,81,28.367029,14.1336,3
4128776,4.44,5.28,60,16.153282,6.1272001,3
4128777,4.44,5.34,50,12.788779,4.3200002,3
4128778,4.44,5.4,48,14.060828,5.2631998,3
4128786,4.44,5.88,70,28.652336,15.5376,3
4128787,4.44,5.94,169,219.3611,467.12881,2
4128788,4.44,6,173,222.82375,470.18161,2
4128789,4.44,6.06,93,59.652985,60.321602,2
4128797,4.44,6.54,141,88.513855,80.272797,2
4128798,4.44,6.6,157,113.73601,137.664,2
4128799,4.44,6.66,198,201.61809,360.05399,2
4128800,4.44,6.72,167,144.20869,233.7048,2
4128801,4.44,6.78,153,103.94691,117.3708,2
4128802,4.44,6.84,141,88.794914,80.906403,2
4194307,4.5,4.98,45,13.970311,5.382,3
4194308,4.5,5.04,47,13.40631,4.9679999,3
4194309,4.5,5.1,50,12.992439,4.428,3
4194310,4.5,5.16,73,30.683928,23.054399,2
4194311,4.5,5.22,85,30.701357,15.1344,3
4194312,4.5,5.28,56,16.828993,7.2972002,3
4194313,4.5,5.34,50,14.490868,5.3351998,3
4194314,4.5,5.4,48,15.632152,6.3432002,3
4194322,4.5,5.88,74,35.6339,23.4396,3
4194323,4.5,5.94,168,225.85088,491.79599,2
4194324,4.5,6,173,229.59454,494.97119,2
4194325,4.5,6.06,92,64.336433,70.430397,2
4194333,4.5,6.54,139,93.433472,89.276398,2
4194334,4.5,6.6,158,124.51421,162.43201,2
4194335,4.5,6.66,200,210.6964,383.04721,2
4194336,4.5,6.72,170,151.34776,247.896,2
4194337,4.5,6.78,151,115.42937,147.312,2
4194338,4.5,6.84,139,92.948479,87.786003,2
4259847,4.56,5.22,88,32.237072,15.624,3
4259858,4.56,5.88,76,43.336647,34.5672,2
4259859,4.56,5.94,177,236.74698,519.3324,2
4259860,4.56,6,179,239.13281,522.0036,2
4259861,4.56,6.06,91,69.459953,81.709198,2
4259869,4.56,6.54,133,97.064064,96.872398,2
4259870,4.56,6.6,153,132.04245,182.1996,2
4259871,4.56,6.66,205,221.362,407.82239,2
4259872,4.56,6.72,171,157.71863,261.98279,2
4259873,4.56,6.78,148,125.6739,172.8828,2
4259874,4.56,6.84,136,99.259254,99.651604,2
4325379,4.62,4.98,29,10.526446,4.8168001,4
4325380,4.62,5.04,27,10.363832,5.0544,4
4325382,4.62,5.16,42,13.111806,4.8779998,4
4325383,4.62,5.22,79,31.655003,16.495199,3
4325384,4.62,5.28,18,4.6849713,1.53,3
4325385,4.62,5.34,8,1.5748416,0.42840001,4
4325386,4.62,5.4,5,0.78973669,0.14399999,4
4325395,4.62,5.94,198,254.58084,552.30481,2
4325396,4.62,6,213,263.87207,559.68481,2
4325407,4.62,6.66,214,230.51831,429.138,2
4390915,4.68,4.98,52,31.550014,26.863199,3
4390916,4.68,5.04,63,31.972794,22.986,3
4390917,4.68,5.1,86,35.995468,20.181601,3
4390918,4.68,5.16,83,31.063511,15.2712,3
4390919,4.68,5.22,111,42.938576,22.5072,3
4390920,4.68,5.28,77,23.798407,8.9244003,4
4390921,4.68,5.34,73,21.833822,7.7435999,4
4390922,4.68,5.4,69,21.495625,7.8587999,4
4390923,4.68,5.46,67,22.799067,8.9460001,4
4390925,4.68,5.58,100,50.78516,33.638401,3
4390926,4.68,5.64,108,51.15778,32.004002,3
4390927,4.68,5.7,112,50.425503,29.923201,3
4390928,4.68,5.76,112,47.529652,26.6796,3
4390929,4.68,5.82,111,44.588276,23.5548,3
4390930,4.68,5.88,112,43.512558,22.2444,3
4390931,4.68,5.94,247,280.00711,588.6972,2
4390932,4.68,6,243,277.24197,586.61279,2
4390933,4.68,6.06,111,43.159447,22.3092,3
4390934,4.68,6.12,108,43.143097,23.115601,3
4390935,4.68,6.18,107,44.836731,25.3944,3
4390936,4.68,6.24,103,45.106926,26.8992,3
4390937,4.68,6.3,100,47.674759,30.780001,3
4390938,4.68,6.36,99,51.966438,35.971199,3
4390941,4.68,6.54,36,8.7006168,2.4119999,3
4390942,4.68,6.6,38,8.1782675,2.0411999,3
4390943,4.68,6.66,208,237.31578,454.7124,2
4390944,4.68,6.72,92,41.058079,27.252001,3
4390945,4.68,6.78,47,13.897485,5.8104,3
4390946,4.68,6.84,49,17.590961,9.0143995,3
4456451,4.74,4.98,19,4.7092104,1.5336,4
4456452,4.74,5.04,19,3.8903277,1.08,4
4456453,4.74,5.1,101,47.750916,33.631199,3
4456454,4.74,5.16,108,46.481113,29.700001,3
4456455,4.74,5.22,124,54.393486,34.509602,3
4456456,4.74,5.28,94,33.595375,17.384399,3
4456457,4.74,5.34,85,25.755903,10.08,3
4456458,4.74,5.4,77,21.822584,7.3836002,4
4456459,4.74,5.46,69,20.97303,7.4772,4
4456461,4.74,5.58,114,55.881252,36.194401,3
4456462,4.74,5.64,119,54.230438,32.781601,3
4456463,4.74,5.7,115,48.356792,27.2232,3
4456464,4.74,5.76,116,46.477165,25.2108,3
4456465,4.74,5.82,115,43.886303,22.669201,3
4456466,4.74,5.88,114,41.198471,20.16,3
4456467,4.74,5.94,249,287.36337,617.37482,2
4456468,4.74,6,242,281.45349,612.02881,2
4456469,4.74,6.06,114,41.532856,20.681999,3
4456470,4.74,6.12,112,42.31995,21.967199,3
4456471,4.74,6.18,113,45.093845,24.7824,3
4456472,4.74,6.24,109,45.749901,26.427601,3
4456473,4.74,6.3,109,49.672199,31.086,3
4456474,4.74,6.36,101,50.970631,34.866001,3
4456477,4.74,6.54,38,8.2639532,2.1131999,3
4456478,4.74,6.6,54,12.779916,3.8664,3
4456479,4.74,6.66,206,243.79559,479.4516,2
4456480,4.74,6.72,121,74.389793,66.830399,2
4456481,4.74,6.78,71,30.464565,20.804399,3
4456482,4.74,6.84,69,34.929482,27.187201,3
4521989,4.8,5.1,118,76.504601,77.144402,3
4521990,4.8,5.16,135,79.917587,75.0168,3
4521991,4.8,5.22,150,88.453079,79.613998,3
4521992,4.8,5.28,138,75.326904,64.821602,3
4521993,4.8,5.34,138,73.716286,60.343201,3
4521994,4.8,5.4,143,73.406425,55.760399,3
4521995,4.8,5.46,153,77.191536,54.680401,3
4521996,4.8,5.52,159,76.362732,50.1768,3
4521997,4.8,5.58,136,64.972977,42.177601,3
4521998,4.8,5.64,126,57.114014,35.636398,3
4521999,4.8,5.7,122,51.983185,30.747601,3
4522000,4.8,5.76,120,48.22731,26.9568,3
4522001,4.8,5.82,120,45.958439,24.368401,3
4522002,4.8,5.88,123,45.541508,23.014799,3
4522003,4.8,5.94,253,297.43344,649.00439,2
4522004,4.8,6,246,290.94547,642.6684,2
4522005,4.8,6.06,124,45.321541,22.572001,3
4522006,4.8,6.12,119,45.287621,23.9184,3
4522007,4.8,6.18,118,47.062252,26.2764,3
4522008,4.8,6.24,119,50.425186,29.9196,3
4522009,4.8,6.3,120,54.281704,34.243198,3
4522010,4.8,6.36,122,59.027763,39.481201,3
4522011,4.8,6.42,127,64.998177,45.680401,3
4522012,4.8,6.48,123,67.705948,51.202801,3
4522013,4.8,6.54,121,66.871994,53.6688,3
4522014,4.8,6.6,128,74.703209,63.234001,3
4522015,4.8,6.66,246,293.98352,554.27399,2
4522016,4.8,6.72,173,153.96219,204.62399,2
4522017,4.8,6.78,106,70.131638,71.326797,3
4522018,4.8,6.84,97,68.947617,74.318398,3
4587525,4.86,5.1,125,81.561676,82.206001,3
4587526,4.86,5.16,140,85.678276,81.291603,3
4587527,4.86,5.22,153,91.075554,82.681198,3
4587528,4.86,5.28,141,75.427177,64.011597,3
4587529,4.86,5.34,136,69.732285,56.5056,3
4587530,4.86,5.4,137,67.506149,51.112801,3
4587531,4.86,5.46,140,66.392876,46.6884,3
4587532,4.86,5.52,130,66.531189,46.439999,3
4587533,4.86,5.58,130,62.35323,41.0364,3
4587534,4.86,5.64,129,58.567005,36.439201,3
4587535,4.86,5.7,126,54.42841,32.292,3
4587536,4.86,5.76,125,51.456871,29.106001,3
4587537,4.86,5.82,125,49.410576,26.758801,3
4587538,4.86,5.88,127,48.974621,25.660801,3
4587539,4.86,5.94,254,306.41269,680.65198,2
4587540,4.86,6,248,300.89941,675.06842,2
4587541,4.86,6.06,127,48.397877,25.117201,3
4587542,4.86,6.12,122,47.612988,25.7544,3
4587543,4.86,6.18,121,48.735336,27.201599,3
4587544,4.86,6.24,120,50.958431,30.193199,3
4587545,4.86,6.3,122,55.292965,34.768799,3
4587546,4.86,6.36,125,60.291412,40.060799,3
4587547,4.86,6.42,124,65.015152,46.026001,3
4587548,4.86,6.48,105,57.214291,43.966801,3
4587549,4.86,6.54,118,63.858616,50.788799,3
4587550,4.86,6.6,132,79.121712,67.611603,3
4587551,4.86,6.66,241,297.25278,576.93958,2
4587552,4.86,6.72,189,208.0434,375.1524,2
4587553,4.86,6.78,115,78.119087,78.084,3
4587554,4.86,6.84,103,74.706573,79.970398,3
4653061,4.92,5.1,97,44.326412,30.7908,3
4653062,4.92,5.16,104,44.646534,28.843201,3
4653063,4.92,5.22,109,47.062271,32.180401,3
4653064,4.92,5.28,93,28.94323,13.1904,3
4653065,4.92,5.34,82,21.266308,7.3404002,3
4653066,4.92,5.4,73,17.099033,4.7304001,4
4653067,4.92,5.46,69,18.095757,5.6195998,4
4653069,4.92,5.58,98,47.944439,31.4496,3
4653070,4.92,5.64,106,46.332607,27.738001,3
4653071,4.92,5.7,114,48.044708,27.572399,3
4653072,4.92,5.76,116,46.765038,25.559999,3
4653073,4.92,5.82,117,45.57,24.0084,3
4653074,4.92,5.88,125,50.928265,28.3536,3
4653075,4.92,5.94,246,311.36606,711.02881,2
4653076,4.92,6,239,304.92523,704.52362,2
4653077,4.92,6.06,122,48.189243,26.1612,3
4653078,4.92,6.12,115,44.961037,24.343201,3
4653079,4.92,6.18,111,44.179707,24.264,3
4653080,4.92,6.24,110,46.352982,27.0324,3
4653081,4.92,6.3,105,47.344269,29.725201,3
4653082,4.92,6.36,97,48.641529,32.785198,3
4653085,4.92,6.54,47,14.165366,6.0696001,3
4653086,4.92,6.6,74,36.396687,28.933201,3
4653087,4.92,6.66,175,243.82909,538.99921,2
4653088,4.92,6.72,137,161.62427,333.6048,2
4653089,4.92,6.78,76,35.77026,24.555599,3
4653090,4.92,6.84,70,33.804447,24.0228,3
4718597,4.98,5.1,87,33.401455,17.8776,3
4718598,4.98,5.16,92,35.491524,20.8188,3
4718599,4.98,5.22,96,37.763134,24.677999,3
4718600,4.98,5.28,81,23.089672,10.1124,3
4718601,4.98,5.34,77,19.269573,6.3108001,3
4718602,4.98,5.4,68,16.040895,4.5503998,4
4718603,4.98,5.46,65,17.394985,5.5331998,4
4718605,4.98,5.58,97,51.053219,35.254799,3
4718606,4.98,5.64,100,47.207859,29.5704,3
4718607,4.98,5.7,102,44.246487,25.653601,3
4718608,4.98,5.76,108,43.687347,23.032801,3
4718609,4.98,5.82,112,44.648148,23.0364,3
4718610,4.98,5.88,124,53.495384,30.582001,3
4718611,4.98,5.94,242,319.00015,743.3208,2
4718612,4.98,6,237,312.94058,735.60242,2
4718613,4.98,6.06,122,52.446953,30.398399,3
4718614,4.98,6.12,117,49.680138,28.3428,3
4718615,4.98,6.18,109,46.640591,27.302401,3
4718616,4.98,6.24,105,47.564381,29.707199,3
4718617,4.98,6.3,101,50.220413,33.9408,3
4718618,4.98,6.36,99,53.571796,38.473202,3
4718621,4.98,6.54,50,18.504383,9.7271996,3
4718622,4.98,6.6,72,41.453876,37.015202,3
4718623,4.98,6.66,159,237.40141,542.70721,2
4718624,4.98,6.72,125,159.61783,345.6828,2
4718625,4.98,6.78,67,31.719555,22.2516,3
4718626,4.98,6.84,58,23.909327,13.3524,3
4784133,5.04,5.1,78,27.579992,12.9348,3
4784134,5.04,5.16,89,37.278374,25.365601,3
4784135,5.04,5.22,89,36.139927,25.124399,3
4784136,5.04,5.28,79,23.974611,11.2428,3
4784137,5.04,5.34,72,19.069353,6.8940001,3
4784138,5.04,5.4,70,18.637571,6.1775999,3
4784139,5.04,5.46,65,18.541704,6.3467999,4
4849669,5.1,5.1,75,27.192499,12.4524,4
4849670,5.1,5.16,88,39.623993,28.3176,3
4849671,5.1,5.22,87,37.542034,26.8992,3
4849672,5.1,5.28,80,29.360888,17.9028,3
4849673,5.1,5.34,71,20.876144,8.2908001,3
4849674,5.1,5.4,69,20.73184,7.9920001,3
4849675,5.1,5.46,66,20.991173,8.0424004,4
4915205,5.16,5.1,74,29.187992,14.1048,4
4915206,5.16,5.16,85,41.372295,31.0284,3
4915207,5.16,5.22,85,40.23415,30.319201,3
4915208,5.16,5.28,80,33.219311,21.5748,3
4915209,5.16,5.34,72,24.903358,11.4264,3
4915210,5.16,5.4,68,23.545959,10.4652,3
4915211,5.16,5.46,68,24.915966,10.9584,3
